study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,fraction_carbon_method,depth_interval_notes
Beers_et_al_2023,Coon_Island,CI-5,gouge auger used,172,177,0.7136516207655499,0.07320163566204023,NA,Callaway regression,fraction carbon determined using equation in Callaway et al. 2012
Beers_et_al_2023,Coon_Island,CI-5,gouge auger used,222,227,0.6438938294821219,0.07326266195524136,NA,Callaway regression,fraction carbon determined using equation in Callaway et al. 2012
Beers_et_al_2023,Coon_Island,CI-6,gouge auger used,0,5,0.303299312402494,0.25673174015482925,NA,Callaway regression,fraction carbon determined using equation in Callaway et al. 2012
Beers_et_al_2023,Coon_Island,CI-6,gouge auger used,5,10,0.4427098380547662,0.21122162326322982,NA,Callaway regression,fraction carbon determined using equation in Callaway et al. 2012
Beers_et_al_2023,Coon_Island,CI-6,gouge auger used,10,15,0.4036286658297133,0.22435594732147646,NA,Callaway regression,fraction carbon determined using equation in Callaway et al. 2012
Beers_et_al_2023,Coon_Island,CI-6,gouge auger used,15,20,0.4332547157422533,0.16893632683106274,NA,Callaway regression,fraction carbon determined using equation in Callaway et al. 2012
Beers_et_al_2023,Coon_Island,CI-6,gouge auger used,20,25,0.5821203637070382,0.11162945684771754,NA,Callaway regression,fraction carbon determined using equation in Callaway et al. 2012
Beers_et_al_2023,Coon_Island,CI-6,gouge auger used,25,30,0.5045883607444334,0.13947667044923545,NA,Callaway regression,fraction carbon determined using equation in Callaway et al. 2012
Beers_et_al_2023,Coon_Island,CI-6,gouge auger used,37,42,0.6130070965945801,0.12842388863942125,NA,Callaway regression,fraction carbon determined using equation in Callaway et al. 2012
Beers_et_al_2023,Coon_Island,CI-6,gouge auger used,72,77,0.4899854496173302,0.1364708443702605,NA,Callaway regression,fraction carbon determined using equation in Callaway et al. 2012
Beers_et_al_2023,Coon_Island,CI-6,gouge auger used,122,127,0.6142677795695818,0.09640641239646017,NA,Callaway regression,fraction carbon determined using equation in Callaway et al. 2012
Beers_et_al_2023,Coon_Island,CI-6,gouge auger used,172,177,0.762292972217699,0.07151702786377531,NA,Callaway regression,fraction carbon determined using equation in Callaway et al. 2012
Beers_et_al_2023,Coon_Island,CI-6,gouge auger used,220,225,0.686546936803013,0.07704367301232141,NA,Callaway regression,fraction carbon determined using equation in Callaway et al. 2012
Beers_et_al_2023,GCREW,GC-1,gouge auger used,75,80,0.07299999999999997,0.8164012738853511,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,GCREW,GC-1,gouge auger used,120,125,0.08240000000000001,0.8163145539906088,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,GCREW,GC-1,gouge auger used,179,184,0.0964,0.7495859556144406,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,GCREW,GC-1,gouge auger used,220,225,0.10380000000000003,0.8175663637983261,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,GCREW,GC-1,gouge auger used,279,284,0.08740000000000002,0.8095955790002507,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,GCREW,GC-1,gouge auger used,320,325,0.07859999999999999,0.8244145668239691,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,GCREW,GC-1,gouge auger used,379,384,0.0782,0.8147936870127394,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,GCREW,GC-1,gouge auger used,420,425,0.0832,0.8195198878570157,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,GCREW,GC-1,gouge auger used,475,480,0.09580000000000005,0.6744315030504714,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,GCREW,GC-1,gouge auger used,520,525,0.14920000000000008,0.6885092639809605,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,GCREW,GC-1,gouge auger used,555,560,0.22160000000000005,0.46116843820311854,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,GCREW,GC-1,gouge auger used,583,588,1.4595999999999998,0.034897053691609885,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Indian_River_Lagoon,IRL-1,gouge auger used,0,5,0.4906157911048311,0.1275976262974243,0.060889182090759275,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Indian_River_Lagoon,IRL-1,gouge auger used,5,10,0.9127344739012362,0.10973851051672104,0.05054139614105225,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Indian_River_Lagoon,IRL-1,gouge auger used,10,15,0.9789203300888257,0.06901134853286957,0.02518542766571045,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Indian_River_Lagoon,IRL-1,gouge auger used,15,20,1.1606687923182386,0.040637367753951166,0.02222553491592407,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Indian_River_Lagoon,IRL-1,gouge auger used,20,25,1.1759020449328426,0.039922143537499136,0.029419639110565186,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Indian_River_Lagoon,IRL-1,gouge auger used,25,30,1.408392996906074,0.0297470659085183,0.02176293611526489,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Indian_River_Lagoon,IRL-1,gouge auger used,37,42,1.3031259684934315,0.024658889113673695,0.0218432354927063,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Indian_River_Lagoon,IRL-2,gouge auger used,0,5,0.20664695098569652,0.36049497293116756,0.16350711822509767,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Indian_River_Lagoon,IRL-2,gouge auger used,5,10,0.2538175056336771,0.30276981852913004,0.13622328758239746,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Indian_River_Lagoon,IRL-2,gouge auger used,10,15,0.4382974476422602,0.18001363094223904,0.07896852016448974,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Indian_River_Lagoon,IRL-2,gouge auger used,15,20,0.5904198599591328,0.12525780789628746,0.05736526012420654,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Indian_River_Lagoon,IRL-2,gouge auger used,20,25,0.822385527359447,0.07465701935726331,0.03229235410690308,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Indian_River_Lagoon,IRL-2,gouge auger used,25,30,0.9767141348825726,0.07193261497793434,0.03653293371200562,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Indian_River_Lagoon,IRL-2,gouge auger used,37,42,1.1330388237827844,0.04151456153159781,0.013124700784683228,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Indian_River_Lagoon,IRL-2,gouge auger used,50,55,1.3300205386268011,0.026524874709693048,0.01558465838432312,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Indian_River_Lagoon,IRL-3,gouge auger used,0,5,0.20318007280444186,0.45888405223585305,0.24552156448364257,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Indian_River_Lagoon,IRL-3,gouge auger used,5,10,0.26180183114202116,0.39099221131053125,0.1899131202697754,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Indian_River_Lagoon,IRL-3,gouge auger used,10,15,0.31706176821292936,0.34660075057736706,0.16613428115844728,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Indian_River_Lagoon,IRL-3,gouge auger used,15,20,0.3080268735587504,0.30907255803521305,0.15293895721435546,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Indian_River_Lagoon,IRL-3,gouge auger used,20,25,0.4628807656547935,0.1874764156178552,0.09064230918884278,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Indian_River_Lagoon,IRL-3,gouge auger used,25,30,0.41550009717764597,0.28017672288690393,0.12211369514465333,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Indian_River_Lagoon,IRL-3,gouge auger used,37,42,0.7251028244551487,0.10378696933318791,0.04172364234924317,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Indian_River_Lagoon,IRL-3,gouge auger used,54,59,1.36595000341435,0.024046605792670074,0.008059034943580628,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Indian_River_Lagoon,IRL-4,gouge auger used,0,5,0.3925976897984483,0.26831528348873496,0.12306638717651368,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Indian_River_Lagoon,IRL-4,gouge auger used,5,10,0.3919673483109475,0.22957036138182074,0.11694462776184082,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Indian_River_Lagoon,IRL-4,gouge auger used,10,15,0.6291858614404354,0.1094443559217869,0.04406699180603027,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Indian_River_Lagoon,IRL-4,gouge auger used,15,20,0.9479285402867003,0.06031712020569986,0.03671025991439819,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Indian_River_Lagoon,IRL-4,gouge auger used,20,25,1.214457932584978,0.03890412243080462,0.012185208797454834,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Indian_River_Lagoon,IRL-4,gouge auger used,25,30,1.2699279834850532,0.03673798950343126,0.01836504936218262,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Indian_River_Lagoon,IRL-4,gouge auger used,37,42,1.4997925125936977,0.021560193298284503,0.02590313196182251,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Indian_River_Lagoon,IRL-4,gouge auger used,51,56,1.67366170622935,0.017557491692429972,0.014383449554443359,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Indian_River_Lagoon,IRL-5,gouge auger used,0,5,0.37873017707342954,0.2567253975075205,0.15054369926452638,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Indian_River_Lagoon,IRL-5,gouge auger used,5,10,0.4120332189963913,0.2263644497464957,0.11106572151184083,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Indian_River_Lagoon,IRL-5,gouge auger used,10,15,0.6307617151591874,0.14263421509652427,0.05106495857238769,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Indian_River_Lagoon,IRL-5,gouge auger used,15,20,0.6091199907549916,0.10072385266889945,0.033680362701416014,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Indian_River_Lagoon,IRL-5,gouge auger used,20,25,1.033549925672233,0.0556909449236048,0.022331860065460205,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Indian_River_Lagoon,IRL-5,gouge auger used,25,30,1.2979781796788412,0.03580407104046721,0.022833538055419923,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Indian_River_Lagoon,IRL-5,gouge auger used,37,42,1.6313237696522092,0.017574929582216306,0.016186257600784303,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Indian_River_Lagoon,IRL-5,gouge auger used,50,55,1.5534765959458539,0.019084997498941804,0.014404594898223877,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Indian_River_Lagoon,IRL-6,gouge auger used,0,5,0.2723075226003688,0.3897218543046358,0.19010698318481445,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Indian_River_Lagoon,IRL-6,gouge auger used,5,10,0.43157380510891774,0.22331064726485697,0.08662750244140625,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Indian_River_Lagoon,IRL-6,gouge auger used,10,15,0.8743887000782675,0.07921149201768948,0.038340170383453366,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Indian_River_Lagoon,IRL-6,gouge auger used,15,20,1.1122375546952563,0.039450185612521345,0.016438673734664917,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Indian_River_Lagoon,IRL-6,gouge auger used,20,25,1.3774012071039488,0.021785686473015847,0.0089923495054245,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Indian_River_Lagoon,IRL-6,gouge auger used,25,30,1.4197391436810891,0.02852097808145596,0.017659212350845336,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Indian_River_Lagoon,IRL-6,gouge auger used,37,42,1.7487774001565346,0.020413033793673936,0.017566300630569458,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Indian_River_Lagoon,IRL-S-1,piston corer used,2,4,1.5354285714285714,0.011839982499794528,0.004893689507927396,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Indian_River_Lagoon,IRL-S-1,piston corer used,6,8,1.6276315789473685,0.006170492762099888,0.003200912599378135,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Indian_River_Lagoon,IRL-S-1,piston corer used,10,12,1.5558823529411763,0.012124093664566985,0.0051214085981620885,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Indian_River_Lagoon,IRL-S-1,piston corer used,14,16,1.6354285714285717,0.008543046357615984,0.005552054434861766,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Indian_River_Lagoon,IRL-S-1,piston corer used,22,24,1.5533333333333335,0.013110333352458576,0.0051353173569217555,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Indian_River_Lagoon,IRL-S-1,piston corer used,26,28,1.4000000000000001,0.020541235535419068,0.005091950811866756,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Indian_River_Lagoon,IRL-S-1,piston corer used,30,32,1.4114285714285713,0.021963231470435166,0.006010267955303258,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Indian_River_Lagoon,IRL-S-1,piston corer used,34,36,1.4380555555555554,0.019947678221059497,0.003269591631722302,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Indian_River_Lagoon,IRL-S-1,piston corer used,38,40,1.5064864864864864,0.01705182858424961,0.0028293594305455975,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Indian_River_Lagoon,IRL-S-1,piston corer used,42,44,1.5054761904761906,0.02034974035772923,0.003942304297533999,EA,macro organic matter; fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Indian_River_Lagoon,IRL-S-1,piston corer used,46,48,1.5352,0.02167303883182031,0.005065821290151396,EA,macro organic matter; fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Indian_River_Lagoon,IRL-S-2,piston corer used,3,5,1.625,0.00843622977222189,0.0032001414465773616,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Indian_River_Lagoon,IRL-S-2,piston corer used,7,9,1.57030303030303,0.0098962315674497,0.004308517726487569,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Indian_River_Lagoon,IRL-S-2,piston corer used,11,13,1.6259375,0.011192214111922307,0.004436968537142677,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Indian_River_Lagoon,IRL-S-2,piston corer used,15,17,1.6832352941176467,0.009265631144317098,0.0032026424243400907,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Indian_River_Lagoon,IRL-S-2,piston corer used,19,21,1.6071875000000002,0.008260105448155029,0.0026857500740380957,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Indian_River_Lagoon,IRL-S-2,piston corer used,23,25,1.6583783783783785,0.012846075899715875,0.004023244075124723,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Indian_River_Lagoon,IRL-S-2,piston corer used,27,29,1.4844117647058823,0.010638297872340581,0.002540558998056866,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Indian_River_Lagoon,IRL-S-2,piston corer used,31,33,1.5922727272727273,0.005345471521942093,0.001655323924128067,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Indian_River_Lagoon,IRL-S-2,piston corer used,35,37,1.521111111111111,0.005292601327264084,0.0016178874786286603,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Indian_River_Lagoon,IRL-S-2,piston corer used,39,41,1.6233333333333335,0.005541189508681407,0.001840951624854513,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Indian_River_Lagoon,IRL-S-2,piston corer used,43,45,1.61,0.005858555016983993,0.0013423413022424127,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Indian_River_Lagoon,IRL-S-2,piston corer used,47,49,1.6294594594594591,0.008747325885428934,0.003295332481036092,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Indian_River_Lagoon,IRL-S-2,piston corer used,51,53,1.561081081081081,0.009981109200100285,0.0027130048517222845,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Indian_River_Lagoon,IRL-S-3,piston corer used,0,2,1.5248387096774192,0.006008797786948129,0.0028616389054501794,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Indian_River_Lagoon,IRL-S-3,piston corer used,4,6,1.5557499999999997,0.005078912021491026,0.0011281406146133616,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Indian_River_Lagoon,IRL-S-3,piston corer used,8,10,1.5406976744186047,0.003331347761820522,9.968195233724909e-4,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Indian_River_Lagoon,IRL-S-3,piston corer used,12,14,1.4893617021276595,0.004678199589910721,0.0013173642163067669,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Indian_River_Lagoon,IRL-S-3,piston corer used,16,18,1.448409090909091,0.005615917877616256,0.0016913960874080658,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Indian_River_Lagoon,IRL-S-3,piston corer used,20,22,1.5311627906976746,0.009270879721468733,0.003639918902864688,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Indian_River_Lagoon,IRL-S-3,piston corer used,24,26,1.4780851063829787,0.006957492326294881,0.0018563646077153382,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Indian_River_Lagoon,IRL-S-3,piston corer used,28,30,1.556216216216216,0.0056095657858668355,0.0018279804168474672,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Indian_River_Lagoon,IRL-S-3,piston corer used,32,34,1.406122448979592,0.006097205770985433,0.0014225502535285578,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Indian_River_Lagoon,IRL-S-3,piston corer used,36,38,1.4136363636363638,0.008122302744076092,0.0021097841913483577,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Indian_River_Lagoon,IRL-S-3,piston corer used,40,42,1.4049999999999998,0.008713321394129477,0.0027319950505396125,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Indian_River_Lagoon,IRL-S-3,piston corer used,44,46,1.5930000000000002,0.008969283020283852,0.003559341413061938,EA,peaty sand; fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Indian_River_Lagoon,IRL-S-3,piston corer used,48,50,1.4809756097560975,0.02038261217948771,0.0051606522322505885,EA,peaty sand; fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Indian_River_Lagoon,IRL-S-3,piston corer used,52,54,1.4435135135135135,0.02968843618933491,0.007923140273646939,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Indian_River_Lagoon,IRL-S-3,piston corer used,56,58,1.4461538461538461,0.032699994207265055,0.006303112440943944,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Indian_River_Lagoon,IRL-S-3,piston corer used,60,62,1.3503333333333336,0.03103656405857976,0.006041549639448838,EA,clay; fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Indian_River_Lagoon,IRL-S-3,piston corer used,64,66,1.3523529411764705,0.03789576509797211,0.0071456552473102,EA,macro organic matter; fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Indian_River_Lagoon,IRL-S-3,piston corer used,68,70,1.3092592592592593,0.03157311669128528,0.007361042245099957,EA,macro organic matter; fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Indian_River_Lagoon,IRL-S-3,piston corer used,72,74,1.3870588235294117,0.034771007483688485,0.009136262898651753,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Isla Cristobal,CR-D-4,gouge auger used,0,5,0.1947755196377638,0.6673693086003332,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla Cristobal,CR-D-4,gouge auger used,5,10,0.20969360150861732,0.6954869358669837,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla Cristobal,CR-D-4,gouge auger used,10,15,0.1642039574939724,0.6918402777777782,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla Cristobal,CR-D-4,gouge auger used,15,20,0.14634428201478156,0.6801112656467276,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla Cristobal,CR-D-4,gouge auger used,20,25,0.14539876978353028,0.6830508474576256,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla Cristobal,CR-D-4,gouge auger used,25,30,0.13310711077726362,0.6769633507853411,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla Cristobal,CR-D-4,gouge auger used,37,42,0.1058973699001434,0.5778478517934539,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla Cristobal,CR-D-4,gouge auger used,72,77,0.21253013820237115,0.5659816786333252,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla Cristobal,CR-D-4,gouge auger used,100,105,0.17597033192732164,0.5827154180516495,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla Cristobal,CR-D-4,gouge auger used,111,116,0.5033276777694318,0.13909057118076962,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla Cristobal,CR-D-5,gouge auger used,0,5,0.18878727550650565,0.703417412530509,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla Cristobal,CR-D-5,gouge auger used,5,10,0.18626590955650224,0.7314095449500593,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla Cristobal,CR-D-5,gouge auger used,10,15,0.1650444128106402,0.7496303597831496,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla Cristobal,CR-D-5,gouge auger used,15,20,0.1252278421835029,0.6722737819025529,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla Cristobal,CR-D-5,gouge auger used,20,25,0.14707968041686584,0.6746384872080068,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla Cristobal,CR-D-5,gouge auger used,25,30,0.14445325755227895,0.6702269692923856,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla Cristobal,CR-D-5,gouge auger used,37,42,0.17470964895231997,0.6176329659798787,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla Cristobal,CR-D-5,gouge auger used,72,77,0.20769752013153123,0.6066815144766118,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla Cristobal,CR-D-5,gouge auger used,77,82,0.2622220588003551,0.39337225274725113,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla Cristobal,CR-D-6,gouge auger used,0,5,0.15579940432729433,0.6839712012125762,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla Cristobal,CR-D-6,gouge auger used,5,10,0.131216086314761,0.7642276422764257,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla Cristobal,CR-D-6,gouge auger used,10,15,0.16378372983563846,0.7373684210526352,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla Cristobal,CR-D-6,gouge auger used,15,20,0.13709927353143567,0.7002442002442051,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla Cristobal,CR-D-6,gouge auger used,20,25,0.14224706234602597,0.712384025816865,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla Cristobal,CR-D-6,gouge auger used,25,30,0.1274340373897559,0.6926658905704252,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla Cristobal,CR-D-6,gouge auger used,37,42,0.15117690008562137,0.6811642689862829,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla Cristobal,CR-D-6,gouge auger used,72,77,0.18511028349608402,0.6636225266362251,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
