"","study_id","country","site_id","core_id","core_latitude","core_longitude","core_date","Data_owner","core_position_accuracy_flag","core_position_accuracy","landscape_position","hydrogeomorphology","Dominant species","core_length","core_length_flag","vegetation_class","vegetation_notes"
"412","Murdiyarso et al 2015","Indonesia","West Kalimantan","M0349",-0.675833333333333,109.361388888889,"2012","D. Murdiyarso, d.murdiyarso@cgiar.org","exact",350,"outer","estuarine","Rhizophora apiculata",1.36,"core depth represents deposit depth","forested","mangrove"
"413","Murdiyarso et al 2015","Indonesia","Central Kalimantan","M0350",-2.861596,111.694588,"2010","D. Murdiyarso, d.murdiyarso@cgiar.org","estimated from GE",750,"unknown","estuarine","Rhizophora apiculata",3,"core depth limited by length of corer","forested","mangrove"
"414","Murdiyarso et al 2015","Indonesia","North Sulawesi","M0351",1.623763,124.762924,"2010","D. Murdiyarso, d.murdiyarso@cgiar.org","approximate",3500,"unknown","marine","Rhizophora mucronata",1.17,"core depth represents deposit depth","forested","mangrove"
"415","Murdiyarso et al 2015","Indonesia","West Papua","M0352",-1.573506,131.885747,"2012","D. Murdiyarso, d.murdiyarso@cgiar.org","approximate",15000,"unknown","estuarine/marine","Bruguierra gymnorhiza/Avicennia spp.",1.54,"core depth represents deposit depth","forested","mangrove"
"416","Murdiyarso et al 2015","Indonesia","West Papua","M0353",-2.17,133.535833333333,"2012","D. Murdiyarso, d.murdiyarso@cgiar.org","exact",250,"central","riverine","Bruguierra gymnorhiza",2.65,"core depth represents deposit depth","forested","mangrove"
"417","Murdiyarso et al 2015","Indonesia","West Papua","M0354",-4.860063,136.786154,"2012","D. Murdiyarso, d.murdiyarso@cgiar.org","approximate",500,"unknown","estuarine/riverine","Rhizophora apiculata",2.09,"core depth represents deposit depth","forested","mangrove"
"418","Adame et al 2015","Mexico","Chiapas","M0355",15.130013,-92.754068,"2012","M. F. Adame, f.adame@griffith.edu.au","estimated from GE",10,"central","riverine",NA,1.46159149902661,"core depth represents deposit depth","forested","mangrove"
"419","Adame et al 2015","Mexico","Chiapas","M0356",15.156381,-92.77937,"2012","M. F. Adame, f.adame@griffith.edu.au","estimated from GE",10,"outer","riverine",NA,1.28490566037736,"core depth represents deposit depth","forested","mangrove"
"420","Adame et al 2015","Mexico","Chiapas","M0357",15.178753,-92.804561,"2012","M. F. Adame, f.adame@griffith.edu.au","estimated from GE",10,"outer","riverine",NA,1.35067553942327,"core depth represents deposit depth","forested","mangrove"
"421","Adame et al 2015","Mexico","Chiapas","M0358",15.180488,-92.837974,"2012","M. F. Adame, f.adame@griffith.edu.au","estimated from GE",10,"central","riverine",NA,1.6151148116553,"core depth represents deposit depth","forested","mangrove"
"422","Adame et al 2015","Mexico","Chiapas","M0359",15.176293,-92.848353,"2012","M. F. Adame, f.adame@griffith.edu.au","estimated from GE",10,"outer/central","estuarine/riverine",NA,1.21653572905311,"core depth represents deposit depth","forested","mangrove"
"423","Adame et al 2015","Mexico","Chiapas","M0360",15.203104,-92.88521,"2012","M. F. Adame, f.adame@griffith.edu.au","estimated from GE",10,"outer/central","riverine",NA,0.998554621848739,"core depth represents deposit depth","forested","mangrove"
"424","Adame et al 2015","Mexico","Chiapas","M0361",15.164754,-92.827909,"2012","M. F. Adame, f.adame@griffith.edu.au","estimated from GE",10,"central","riverine",NA,1.39357142857143,"core depth represents deposit depth","forested","mangrove"
"425","Xia et al 2015","China","Yingluo Harbor","M0362",21.492697,109.762599,"2011","X. Meng, mxw@fio.org.cn","estimated from GE",50,"outer/central","estuarine",NA,0.5,"core depth limited by length of corer","forested","mangrove"
"426","Xia et al 2015","China","Yingluo Harbor","M0363",21.4969,109.760594,"2011","X. Meng, mxw@fio.org.cn","estimated from GE",50,"outer/central","estuarine",NA,0.45,"core depth limited by length of corer","forested","mangrove"
"427","Stringer et al 2015","Mozambique","Zambezi River Delta","M0364",-18.798088,36.279556,"2012","C. E. Stringer, christinaestringer@fs.fed.us","approximate",20000,"unknown","unknown",NA,2,"core depth limited by length of corer","forested","mangrove"
"428","Stringer et al 2015","Mozambique","Zambezi River Delta","M0365",-18.798088,36.279556,"2012","C. E. Stringer, christinaestringer@fs.fed.us","approximate",20000,"unknown","unknown",NA,2,"core depth limited by length of corer","forested","mangrove"
"429","Stringer et al 2015","Mozambique","Zambezi River Delta","M0366",-18.798088,36.279556,"2012","C. E. Stringer, christinaestringer@fs.fed.us","approximate",20000,"unknown","unknown",NA,2,"core depth limited by length of corer","forested","mangrove"
"430","Stringer et al 2015","Mozambique","Zambezi River Delta","M0367",-18.824673,36.194916,"2012","C. E. Stringer, christinaestringer@fs.fed.us","approximate",20000,"unknown","unknown",NA,2,"core depth limited by length of corer","forested","mangrove"
"431","Stringer et al 2015","Mozambique","Zambezi River Delta","M0368",-18.824673,36.194916,"2012","C. E. Stringer, christinaestringer@fs.fed.us","approximate",20000,"unknown","unknown",NA,2,"core depth limited by length of corer","forested","mangrove"
"432","Sitoe et al 2014","Mozambique","Sofala Bay","M0369",-19.84184,34.766158,"2012","A. A. Sitoe, almeidasitoe@gmail.com","approximate",25000,"unknown","unknown","Avicennia marina",1,"core depth limited by length of corer","forested","mangrove"
"433","Saintilan et al 2013","Australia","New South Wales","M0370",-33.513369,151.120277,"2011","N. Saintilan, neil.saintilan@environment.nsw.gov.au","approximate",2000,"unknown","riverine","Avicennia marina",1,"core depth limited by length of corer","forested","mangrove"
"434","Saintilan et al 2013","Australia","New South Wales","M0371",-33.529606,151.141827,"2011","N. Saintilan, neil.saintilan@environment.nsw.gov.au","approximate",2000,"unknown","riverine","Avicennia marina",1,"core depth limited by length of corer","forested","mangrove"
"435","Saintilan et al 2013","Australia","New South Wales","M0372",-32.859437,151.755309,"2011","N. Saintilan, neil.saintilan@environment.nsw.gov.au","approximate",2000,"unknown","riverine","Avicennia marina",1,"core depth limited by length of corer","forested","mangrove"
"436","Saintilan et al 2013","Australia","New South Wales","M0373",-34.998935,150.772447,"2011","N. Saintilan, neil.saintilan@environment.nsw.gov.au","approximate",2000,"unknown","estuarine","Avicennia marina",1,"core depth limited by length of corer","forested","mangrove"
"437","Saintilan et al 2013","Australia","New South Wales","M0374",-35.027559,150.667528,"2011","N. Saintilan, neil.saintilan@environment.nsw.gov.au","approximate",2000,"unknown","estuarine","Avicennia marina",1,"core depth limited by length of corer","forested","mangrove"
"438","McFadden et al 2016","Honduras","Gulf of Fonseca","M0375",13.367674,-87.470412,"2013","T. N. McFadden, tyler.neal.mcfadden@gmail.com","estimated from GE",20,"outer","estuarine","Rhizophora mangle",1.65,"core depth represents deposit depth","forested","mangrove"
"439","McFadden et al 2016","Honduras","Gulf of Fonseca","M0376",13.368079,-87.475626,"2013","T. N. McFadden, tyler.neal.mcfadden@gmail.com","estimated from GE",20,"outer","estuarine","Rhizophora mangle",1.66,"core depth represents deposit depth","forested","mangrove"
"440","Kauffman et al 2016","Mexico","Pantanos de Centla","M0377",18.605455,-92.683617,"2014","J. B. Kauffman, Boone.kauffman@oregonstate.edu","estimated from GE",10,"outer/central","estuarine","Rhizophora mangle",1.08,"core depth represents deposit depth","forested","mangrove"
"441","Kauffman et al 2016","Mexico","Pantanos de Centla","M0378",18.6514,-92.457847,"2014","J. B. Kauffman, Boone.kauffman@oregonstate.edu","estimated from GE",10,"outer/central","marine","Rhizophora mangle",2.27,"core depth represents deposit depth","forested","mangrove"
"442","Kauffman et al 2016","Mexico","Pantanos de Centla","M0379",18.648049,-92.474513,"2014","J. B. Kauffman, Boone.kauffman@oregonstate.edu","estimated from GE",10,"outer","marine","Rhizophora mangle",1.91,"core depth represents deposit depth","forested","mangrove"
"443","Kauffman et al 2016","Mexico","Pantanos de Centla","M0380",18.594015,-92.46801,"2014","J. B. Kauffman, Boone.kauffman@oregonstate.edu","estimated from GE",10,"outer/central","riverine","Rhizophora mangle",2.75,"core depth represents deposit depth","forested","mangrove"
"444","Kauffman et al 2016","Mexico","Pantanos de Centla","M0381",18.491724,-92.428604,"2014","J. B. Kauffman, Boone.kauffman@oregonstate.edu","estimated from GE",10,"outer/central","riverine","Laguncularia racemosa",3,"core depth limited by length of corer","forested","mangrove"
"445","Kauffman et al 2016","Mexico","Pantanos de Centla","M0382",18.566889,-92.432627,"2014","J. B. Kauffman, Boone.kauffman@oregonstate.edu","estimated from GE",10,"outer/central","riverine","Rhizophora mangle",3,"core depth limited by length of corer","forested","mangrove"
"446","Kauffman et al 2016","Mexico","Pantanos de Centla","M0383",18.595338,-92.448039,"2014","J. B. Kauffman, Boone.kauffman@oregonstate.edu","estimated from GE",10,"outer","riverine","Laguncularia racemosa",3,"core depth limited by length of corer","forested","mangrove"
"447","Khan et al 2007","Japan","Okinawa Island","M0384",26.193188,127.684971,"2005","A. Hagihara, amyh@sci.u-ryukyu.ac.jp","estimated from GE",30,"outer","estuarine","Kandelia obovata",1,"core depth limited by length of corer","forested","mangrove"
"448","Sanders et al 2010 EES","Brazil","Cananeia","M0385",-25.094913,-47.995086,"2005","C. J. Sanders, christian.sanders@scu.edu.au","estimated from GE",20,"outer","estuarine/riverine",NA,0.44,"core depth limited by length of corer","forested","mangrove"
"449","Sanders et al 2010 EES","Brazil","Cananeia","M0386",-25.094888,-47.995183,"2005","C. J. Sanders, christian.sanders@scu.edu.au","estimated from GE",20,"outer","estuarine/riverine",NA,0.44,"core depth limited by length of corer","forested","mangrove"
"450","Sahu et al 2016","India","Hukitola Bay","M0387",20.39427,86.736167,"2014","S. C. Sahu, sudam_rrl@yahoo.co.in)","approximate",10000,"unknown","unknown",NA,0.3,"core depth limited by length of corer","forested","mangrove"
"451","Sahu et al 2016","India","Hukitola Bay","M0388",20.387933,86.770381,"2014","S. C. Sahu, sudam_rrl@yahoo.co.in)","approximate",10000,"unknown","unknown",NA,0.3,"core depth limited by length of corer","forested","mangrove"
"452","Wang et al 2013","China","Yingluo Bay","M0389",21.571737,109.752224,"2012","D. Guan, eesgds@mail.sysu.edu.cn","estimated from GE",25,"central","estuarine/riverine","Bruguierra gymnorhiza",1,"core depth limited by length of corer","forested","mangrove"
"453","Wang et al 2013","China","Yingluo Bay","M0390",21.565398,109.75467,"2012","D. Guan, eesgds@mail.sysu.edu.cn","estimated from GE",25,"outer/central","estuarine/riverine","Avicennia corniculatum, Kandelia obovata",1,"core depth limited by length of corer","forested","mangrove"
"454","Wang et al 2013","China","Yingluo Bay","M0391",21.567974,109.76271,"2012","D. Guan, eesgds@mail.sysu.edu.cn","estimated from GE",25,"central","estuarine/riverine","Sonneratia apelata",1,"core depth limited by length of corer","forested","mangrove"
"455","Wang et al 2013","China","Yingluo Bay","M0392",21.555733,109.767865,"2012","D. Guan, eesgds@mail.sysu.edu.cn","estimated from GE",25,"outer/central","estuarine","Rhizophora stylosa",1,"core depth limited by length of corer","forested","mangrove"
"456","Wang et al 2013","China","Yingluo Bay","M0393",21.536434,109.77517,"2012","D. Guan, eesgds@mail.sysu.edu.cn","estimated from GE",25,"central","estuarine","Avicennia marina",1,"core depth limited by length of corer","forested","mangrove"
"457","Tue et al 2014","Vietnam","Ca Mau","M0394",8.70953333333333,104.820863888889,"2012","N. T. Tue, tuenguyentai@gmail.com","estimated from GE",50,"outer","estuarine/riverine",NA,4,"core depth limited by length of corer","forested","mangrove"
"458","Tue et al 2014","Vietnam","Ca Mau","M0395",8.70906388888889,104.820538888889,"2012","N. T. Tue, tuenguyentai@gmail.com","estimated from GE",50,"outer/central","estuarine/riverine",NA,4,"core depth limited by length of corer","forested","mangrove"
"459","Tue et al 2014","Vietnam","Ca Mau","M0396",8.70855277777778,104.820108333333,"2012","N. T. Tue, tuenguyentai@gmail.com","estimated from GE",50,"central","estuarine/riverine",NA,4,"core depth limited by length of corer","forested","mangrove"
"460","Livesley and Andrusiak 2012","Australia","Mornington Peninsula","M0397",-38.363182,145.211813,"2009","S. J. Livesley, sjlive@unimelb.edu.au","approximate",400,"unknown","marine",NA,1,"core depth limited by length of corer","forested","mangrove"
"461","Livesley and Andrusiak 2012","Australia","Mornington Peninsula","M0398",-38.33862,145.203597,"2009","S. J. Livesley, sjlive@unimelb.edu.au","approximate",750,"unknown","marine",NA,1,"core depth limited by length of corer","forested","mangrove"
"462","Livesley and Andrusiak 2012","Australia","Mornington Peninsula","M0399",-38.29682,145.204676,"2009","S. J. Livesley, sjlive@unimelb.edu.au","approximate",500,"unknown","estuarine",NA,1,"core depth limited by length of corer","forested","mangrove"
"463","Ezcurra et al 2016","Mexico","Magdalena Bay","M0400",24.5511388888889,-111.737277777778,"2013","P. Ezcurra, pezcurra@ucsd.edu","exact",5,"outer","estuarine","Rhizphora mangel",1.25,"core depth represents deposit depth","forested","mangrove"
"464","Ezcurra et al 2016","Mexico","Magdalena Bay","M0401",24.5505833333333,-111.737111111111,"2013","P. Ezcurra, pezcurra@ucsd.edu","exact",5,"central","estuarine","Avicennia germinans",0.8,"core depth represents deposit depth","forested","mangrove"
"465","Ezcurra et al 2016","Mexico","Magdalena Bay","M0402",24.5772777777778,-111.798972222222,"2013","P. Ezcurra, pezcurra@ucsd.edu","exact",5,"back","estuarine","Avicennia germinans",1.2,"core depth represents deposit depth","forested","mangrove"
"466","Ezcurra et al 2016","Mexico","Magdalena Bay","M0403",24.5764722222222,-111.800555555556,"2013","P. Ezcurra, pezcurra@ucsd.edu","exact",5,"outer","estuarine","Rhizphora mangel",1.47,"core depth represents deposit depth","forested","mangrove"
"467","Ezcurra et al 2016","Mexico","Magdalena Bay","M0404",24.5765555555556,-111.800611111111,"2013","P. Ezcurra, pezcurra@ucsd.edu","exact",5,"outer","estuarine",NA,1.25,"core depth represents deposit depth","forested","mangrove"
"468","Ezcurra et al 2016","Mexico","Balandra","M0405",24.3106388888889,-110.318305555556,"2013","P. Ezcurra, pezcurra@ucsd.edu","exact",5,"back","marine/estuarine","Avicennia germinans",2,"core depth represents deposit depth","forested","mangrove"
"469","Ezcurra et al 2016","Mexico","Balandra","M0406",24.3102222222222,-110.318555555556,"2013","P. Ezcurra, pezcurra@ucsd.edu","exact",5,"back","marine/estuarine","Avicennia germinans",2.26,"core depth represents deposit depth","forested","mangrove"
"470","Ezcurra et al 2016","Mexico","Balandra","M0407",24.3123055555556,-110.316888888889,"2013","P. Ezcurra, pezcurra@ucsd.edu","exact",5,"outer","marine/estuarine","Rhizphora mangel",2,"core depth represents deposit depth","forested","mangrove"
"471","Ezcurra et al 2016","Mexico","Balandra","M0408",24.3220555555556,-110.316805555556,"2013","P. Ezcurra, pezcurra@ucsd.edu","exact",5,"outer","marine/estuarine","Rhizphora mangel",0.61,"core depth represents deposit depth","forested","mangrove"
"472","Ezcurra et al 2016","Mexico","Balandra","M0409",24.3149166666667,-110.314777777778,"2013","P. Ezcurra, pezcurra@ucsd.edu","exact",5,"back","marine/estuarine","Avicennia germinans",1.84,"core depth represents deposit depth","forested","mangrove"
"473","Ezcurra et al 2016","Mexico","Balandra","M0410",24.3149444444444,-110.314638888889,"2013","P. Ezcurra, pezcurra@ucsd.edu","exact",5,"back","marine/estuarine","Avicennia germinans",2.1,"core depth represents deposit depth","forested","mangrove"
"474","Ezcurra et al 2016","Mexico","Marismas","M0411",21.7614722222222,-105.477916666667,"2014","P. Ezcurra, pezcurra@ucsd.edu","exact",5,"outer","riverine","Avicennia germinans",1.15,"core depth represents deposit depth","forested","mangrove"
"475","Ezcurra et al 2016","Mexico","Marismas","M0412",21.7609444444444,-105.478277777778,"2014","P. Ezcurra, pezcurra@ucsd.edu","exact",5,"central","riverine","Avicennia germinans",1.3,"core depth represents deposit depth","forested","mangrove"
"476","Ezcurra et al 2016","Mexico","Marismas","M0413",21.7685277777778,-105.467444444444,"2014","P. Ezcurra, pezcurra@ucsd.edu","exact",5,"back","riverine","Avicennia germinans",1.6,"core depth represents deposit depth","forested","mangrove"
"477","Ezcurra et al 2016","Mexico","La Encrucijada","M0414",15.0651388888889,-92.7508888888889,"2014","P. Ezcurra, pezcurra@ucsd.edu","exact",5,"central","riverine","Rhizphora mangel",3,"core depth represents deposit depth","forested","mangrove"
"478","Ezcurra et al 2016","Mexico","La Encrucijada","M0415",15.0690277777778,-92.7578333333333,"2014","P. Ezcurra, pezcurra@ucsd.edu","exact",5,"outer","riverine","Rhizphora mangel",1.85,"core depth represents deposit depth","forested","mangrove"
"479","Ezcurra et al 2016","Mexico","La Encrucijada","M0416",15.2040555555556,-92.8129722222222,"2014","P. Ezcurra, pezcurra@ucsd.edu","exact",5,"back/central","riverine","Avicennia germinans",2.65,"core depth represents deposit depth","forested","mangrove"
"480","Ezcurra et al 2016","Mexico","La Encrucijada","M0417",15.0594722222222,-92.7451111111111,"2014","P. Ezcurra, pezcurra@ucsd.edu","exact",5,"central","riverine","Rhizphora mangel",1.55,"core depth represents deposit depth","forested","mangrove"
"481","Ezcurra et al 2016","Mexico","Baja California Sur","M0418",24.3011111111111,-110.326666666667,"2014","P. Ezcurra, pezcurra@ucsd.edu","estimated from GE",100,"unknown","marine",NA,2.55,"core depth represents deposit depth","forested","mangrove"
"482","Ezcurra et al 2016","Mexico","Baja California Sur","M0419",24.3011111111111,-110.326666666667,"2014","P. Ezcurra, pezcurra@ucsd.edu","estimated from GE",100,"unknown","marine",NA,2.21,"core depth represents deposit depth","forested","mangrove"
"483","Ezcurra et al 2016","Mexico","Baja California Sur","M0420",24.24944444,-110.3127778,"2014","P. Ezcurra, pezcurra@ucsd.edu","estimated from GE",100,"unknown","marine",NA,0.6,"core depth represents deposit depth","forested","mangrove"
"484","Ezcurra et al 2016","Mexico","Baja California Sur","M0421",24.24944444,-110.3127778,"2014","P. Ezcurra, pezcurra@ucsd.edu","estimated from GE",100,"unknown","marine",NA,0.61,"core depth represents deposit depth","forested","mangrove"
"485","Ezcurra et al 2016","Mexico","Baja California Sur","M0422",24.24944444,-110.3127778,"2014","P. Ezcurra, pezcurra@ucsd.edu","estimated from GE",100,"unknown","marine",NA,0.66,"core depth represents deposit depth","forested","mangrove"
"486","Ezcurra et al 2016","Mexico","Baja California Sur","M0423",24.24944444,-110.3127778,"2014","P. Ezcurra, pezcurra@ucsd.edu","estimated from GE",100,"unknown","marine",NA,0.78,"core depth represents deposit depth","forested","mangrove"
"487","Ezcurra et al 2016","Mexico","Baja California Sur","M0424",24.24944444,-110.3127778,"2014","P. Ezcurra, pezcurra@ucsd.edu","estimated from GE",100,"unknown","marine",NA,0.81,"core depth represents deposit depth","forested","mangrove"
"488","Ezcurra et al 2016","Mexico","Baja California Sur","M0425",24.24944444,-110.3127778,"2014","P. Ezcurra, pezcurra@ucsd.edu","estimated from GE",100,"unknown","marine",NA,0.61,"core depth represents deposit depth","forested","mangrove"
"489","Ezcurra et al 2016","Mexico","Baja California Sur","M0426",24.24944444,-110.3127778,"2014","P. Ezcurra, pezcurra@ucsd.edu","estimated from GE",100,"unknown","marine",NA,0.5,"core depth represents deposit depth","forested","mangrove"
"490","Ezcurra et al 2016","Mexico","Baja California Sur","M0427",24.4327777777778,-110.346944444444,"2014","P. Ezcurra, pezcurra@ucsd.edu","estimated from GE",100,"unknown","marine",NA,1.26,"core depth represents deposit depth","forested","mangrove"
"491","Ezcurra et al 2016","Mexico","Baja California Sur","M0428",24.4327777777778,-110.346944444444,"2014","P. Ezcurra, pezcurra@ucsd.edu","estimated from GE",100,"unknown","marine",NA,1.38,"core depth represents deposit depth","forested","mangrove"
"492","Ezcurra et al 2016","Mexico","Baja California Sur","M0429",24.8691666666667,-110.575555555556,"2014","P. Ezcurra, pezcurra@ucsd.edu","estimated from GE",100,"unknown","marine",NA,1.93,"core depth represents deposit depth","forested","mangrove"
"493","Ceron-Breton et al 2011","Mexico","Carmen City","M0430",18.6354074074074,-91.7795648148148,"2009","J. G. Ceron-Breton, jceron@pampano.unacar.mx","exact",5,"outer","estuarine",NA,0.6,"core depth limited by length of corer","forested","mangrove"
"494","Ceron-Breton et al 2011","Mexico","Carmen City","M0431",18.6353333333333,-91.7805925925926,"2009","J. G. Ceron-Breton, jceron@pampano.unacar.mx","exact",5,"outer","estuarine",NA,0.6,"core depth limited by length of corer","forested","mangrove"
"495","Ceron-Breton et al 2011","Mexico","Carmen City","M0432",18.635537037037,-91.7836111111111,"2009","J. G. Ceron-Breton, jceron@pampano.unacar.mx","exact",5,"central","estuarine",NA,0.6,"core depth limited by length of corer","forested","mangrove"
"496","Ceron-Breton et al 2011","Mexico","Carmen City","M0433",18.6358888888889,-91.7860435185185,"2009","J. G. Ceron-Breton, jceron@pampano.unacar.mx","exact",5,"central","estuarine",NA,0.6,"core depth limited by length of corer","forested","mangrove"
"497","Ceron-Breton et al 2011","Mexico","Carmen City","M0434",18.635537037037,-91.7856851851852,"2009","J. G. Ceron-Breton, jceron@pampano.unacar.mx","exact",5,"central","estuarine",NA,0.6,"core depth limited by length of corer","forested","mangrove"
"498","Ceron-Breton et al 2011","Mexico","Carmen City","M0435",18.6354259259259,-91.7853425925926,"2009","J. G. Ceron-Breton, jceron@pampano.unacar.mx","exact",5,"central","estuarine",NA,0.6,"core depth limited by length of corer","forested","mangrove"
"499","Bhomia et al 2016 India","India","Odisha","M0436",20.48292,86.691044,"2014","R. K. Bhomia, rbhomia@ufl.edu","estimated from GE",20,"central","riverine","Kandelia candel",0.98,"core depth represents deposit depth","forested","mangrove"
"500","Bhomia et al 2016 India","India","Odisha","M0437",20.482975,86.68793,"2014","R. K. Bhomia, rbhomia@ufl.edu","estimated from GE",20,"outer/central","riverine",NA,1.85,"core depth represents deposit depth","forested","mangrove"
"501","Bhomia et al 2016 India","India","Odisha","M0438",20.479052,86.725555,"2014","R. K. Bhomia, rbhomia@ufl.edu","estimated from GE",20,"central","riverine",NA,1.62,"core depth represents deposit depth","forested","mangrove"
"502","Bhomia et al 2016 India","India","Odisha","M0439",20.478753,86.727774,"2014","R. K. Bhomia, rbhomia@ufl.edu","estimated from GE",20,"central","riverine",NA,1.89,"core depth represents deposit depth","forested","mangrove"
"503","Bhomia et al 2016 India","India","Odisha","M0440",20.381795,86.734793,"2014","R. K. Bhomia, rbhomia@ufl.edu","estimated from GE",20,"central","riverine",NA,1.38,"core depth represents deposit depth","forested","mangrove"
"504","Bhomia et al 2016 India","India","Odisha","M0441",20.379035,86.73348,"2014","R. K. Bhomia, rbhomia@ufl.edu","estimated from GE",20,"central","riverine",NA,1.12,"core depth represents deposit depth","forested","mangrove"
"505","Howe et al 2009","Australia","Newcastle","M0442",-32.870356,151.716468,"2006","A. J. Howe, alice.howe@newcastle.edu.au","estimated from GE",100,"central/outer","riverine","Avicennia marina",0.2,"core depth limited by length of corer","forested","mangrove"
"506","Howe et al 2009","Australia","Newcastle","M0443",-32.850608,151.702315,"2008","A. J. Howe, alice.howe@newcastle.edu.au","estimated from GE",100,"central","riverine","Avicennia marina",0.2,"core depth limited by length of corer","forested","mangrove"
"507","Thompson et al 2014","Philippines","Panay Island","M0444",11.824776,122.14108,"2011","B. S. Thompson, bst88@live.com","estimated from GE",250,"outer","marine",NA,1.5,"core depth limited by length of corer","forested","mangrove"
"508","Thompson et al 2014","Philippines","Panay Island","M0445",11.824297,122.141074,"2011","B. S. Thompson, bst88@live.com","estimated from GE",250,"central","marine/estuarine",NA,1.5,"core depth limited by length of corer","forested","mangrove"
"509","Thompson et al 2014","Philippines","Panay Island","M0446",11.823826,122.14105,"2011","B. S. Thompson, bst88@live.com","estimated from GE",250,"back","marine/estuarine",NA,1.5,"core depth limited by length of corer","forested","mangrove"
"510","Thompson et al 2014","Philippines","Panay Island","M0447",11.069506,122.958309,"2011","B. S. Thompson, bst88@live.com","estimated from GE",250,"outer","marine","Sonneratia alba",1.5,"core depth limited by length of corer","forested","mangrove"
"511","Thompson et al 2014","Philippines","Panay Island","M0448",11.069904,122.958111,"2011","B. S. Thompson, bst88@live.com","estimated from GE",250,"central","marine","Sonneratia alba",1.5,"core depth limited by length of corer","forested","mangrove"
"512","Thompson et al 2014","Philippines","Panay Island","M0449",11.070349,122.95785,"2011","B. S. Thompson, bst88@live.com","estimated from GE",250,"back","marine","Sonneratia alba",1.5,"core depth limited by length of corer","forested","mangrove"
"513","Zhang and Lin 1998","China","Fujian","M0450",24.39,117.91,"1995","Y. L. Zhang","approximate",1500,"unknown","estuarine/marine","Kandelia candel",1,"core depth limited by length of corer","forested","mangrove"
"514","Zhang and Lin 1998","China","Fujian","M0451",24.480737,118.037454,"1995","Y. L. Zhang","approximate",5000,"unknown","estuarine/marine","Avicennia marina",1,"core depth limited by length of corer","forested","mangrove"
"515","He et al 2002","China","Yingluo Bay","M0452",21.4666667,109.7166667,"1998","B. He","approximate",10000,"back","marine","Bruguiera gymnorrhiza",0.4,"core depth limited by length of corer","forested","mangrove"
"516","He et al 2002","China","Yingluo Bay","M0453",21.4666667,109.7166667,"1998","B. He","approximate",10000,"back","marine","Rhizophora stylosa",0.4,"core depth limited by length of corer","forested","mangrove"
"517","He et al 2002","China","Yingluo Bay","M0454",21.4666667,109.7166667,"1998","B. He","approximate",10000,"central","marine","Kandelia candel",0.4,"core depth limited by length of corer","forested","mangrove"
"518","He et al 2002","China","Yingluo Bay","M0455",21.4666667,109.7166667,"1998","B. He","approximate",10000,"central-outer","marine","Aegiceras corniculatum",0.4,"core depth limited by length of corer","forested","mangrove"
"519","He et al 2002","China","Yingluo Bay","M0456",21.4666667,109.7166667,"1998","B. He","approximate",10000,"outer","marine","Avicennia marina",0.4,"core depth limited by length of corer","forested","mangrove"
"520","Liu 2005","China","Techeng Island, Guandong","M0457",21.158102,110.429248,"2002","Q. H. Liu","approximate",1500,NA,"marine","Avicennia marina",0.4,"core depth limited by length of corer","forested","mangrove"
"521","Liu 2005","China","Techeng Island, Guandong","M0458",21.158102,110.429248,"2002","Q. H. Liu","approximate",1500,NA,"marine","Avicennia marina, Rhizophora stylosa",0.4,"core depth limited by length of corer","forested","mangrove"
"522","Liu 2005","China","Huguangzhen, Guangdong","M0459",21.105199,110.305425,"2002","Q. H. Liu","approximate",3000,NA,"marine","Avicennia marina,Aegiceras corniculatum",0.4,"core depth limited by length of corer","forested","mangrove"
"523","Liu 2005","China","Huguangzhen, Guangdong","M0460",21.105199,110.305425,"2002","Q. H. Liu","approximate",3000,NA,"marine","Sonneratia apetala",0.4,"core depth limited by length of corer","forested","mangrove"
"524","Liu 2005","China","Leizhou Peninsula","M0461",21.208546,110.415755,"2002","Q. H. Liu","approximate",10000,NA,"marine","Sonneratia apetala",0.4,"core depth limited by length of corer","forested","mangrove"
"525","Liu 2005","China","Leizhou Peninsula","M0462",21.052469,110.200843,"2002","Q. H. Liu","approximate",4000,NA,"marine","Kandela candel",0.4,"core depth limited by length of corer","forested","mangrove"
"526","Liu et al 2008","China","Donghai Harbor Mangrove Reserve, Hainan Province","M0463",19.981578,110.592345,"2006","M. L. Liu","approximate",8000,"back","marine/estuarine","Lumnitzera racemose",0.2,"core depth limited by length of corer","forested","mangrove"
"527","Liu et al 2008","China","Donghai Harbor Mangrove Reserve, Hainan Province","M0464",19.981578,110.592345,"2006","M. L. Liu","approximate",8000,"central","marine/estuarine","Lumnitzera racemose",0.2,"core depth limited by length of corer","forested","mangrove"
"528","Liu et al 2008","China","Donghai Harbor Mangrove Reserve, Hainan Province","M0465",19.981578,110.592345,"2006","M. L. Liu","approximate",8000,"outer","marine/estuarine","Lumnitzera racemose",0.2,"core depth limited by length of corer","forested","mangrove"
"529","Liu et al 2008","China","Donghai Harbor Mangrove Reserve, Hainan Province","M0466",19.981578,110.592345,"2006","M. L. Liu","approximate",8000,"back","marine/estuarine","Aegiceras corniculatum",0.2,"core depth limited by length of corer","forested","mangrove"
"530","Liu et al 2008","China","Donghai Harbor Mangrove Reserve, Hainan Province","M0467",19.981578,110.592345,"2006","M. L. Liu","approximate",8000,"central","marine/estuarine","Aegiceras corniculatum",0.2,"core depth limited by length of corer","forested","mangrove"
