"study_id","site_id","core_id","latitude","longitude","year","position_notes","habitat","vegetation_class","inundation_class","inundation_notes","salinity_class","position_method","core_notes"
"Ford_et_al_2016","TM","TM_Essex_Summer_7",51.6833333333333,0.933333333333333,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","TM","TM_Essex_Summer_8",51.6833333333333,0.933333333333333,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","TM","TM_Essex_Summer_9",51.6833333333333,0.933333333333333,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","TM","TM_Essex_Winter_1",51.6833333333333,0.933333333333333,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","TM","TM_Essex_Winter_10",51.6833333333333,0.933333333333333,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","TM","TM_Essex_Winter_11",51.6833333333333,0.933333333333333,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","TM","TM_Essex_Winter_12",51.6833333333333,0.933333333333333,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","TM","TM_Essex_Winter_13",51.6833333333333,0.933333333333333,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","TM","TM_Essex_Winter_14",51.6833333333333,0.933333333333333,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","TM","TM_Essex_Winter_15",51.6833333333333,0.933333333333333,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","TM","TM_Essex_Winter_16",51.6833333333333,0.933333333333333,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","TM","TM_Essex_Winter_17",51.6833333333333,0.933333333333333,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","TM","TM_Essex_Winter_18",51.6833333333333,0.933333333333333,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","TM","TM_Essex_Winter_19",51.6833333333333,0.933333333333333,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","TM","TM_Essex_Winter_2",51.6833333333333,0.933333333333333,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","TM","TM_Essex_Winter_20",51.6833333333333,0.933333333333333,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","TM","TM_Essex_Winter_21",51.6833333333333,0.933333333333333,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","TM","TM_Essex_Winter_22",51.6833333333333,0.933333333333333,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","TM","TM_Essex_Winter_3",51.6833333333333,0.933333333333333,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","TM","TM_Essex_Winter_4",51.6833333333333,0.933333333333333,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","TM","TM_Essex_Winter_5",51.6833333333333,0.933333333333333,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","TM","TM_Essex_Winter_6",51.6833333333333,0.933333333333333,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","TM","TM_Essex_Winter_7",51.6833333333333,0.933333333333333,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","TM","TM_Essex_Winter_8",51.6833333333333,0.933333333333333,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","TM","TM_Essex_Winter_9",51.6833333333333,0.933333333333333,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WP","WP_Morecambe_Summer_1",54.15,-2.96666666666667,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WP","WP_Morecambe_Summer_10",54.15,-2.96666666666667,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WP","WP_Morecambe_Summer_11",54.15,-2.96666666666667,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WP","WP_Morecambe_Summer_12",54.15,-2.96666666666667,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WP","WP_Morecambe_Summer_13",54.15,-2.96666666666667,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WP","WP_Morecambe_Summer_14",54.15,-2.96666666666667,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WP","WP_Morecambe_Summer_15",54.15,-2.96666666666667,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WP","WP_Morecambe_Summer_16",54.15,-2.96666666666667,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WP","WP_Morecambe_Summer_17",54.15,-2.96666666666667,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WP","WP_Morecambe_Summer_18",54.15,-2.96666666666667,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WP","WP_Morecambe_Summer_19",54.15,-2.96666666666667,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WP","WP_Morecambe_Summer_2",54.15,-2.96666666666667,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WP","WP_Morecambe_Summer_20",54.15,-2.96666666666667,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WP","WP_Morecambe_Summer_21",54.15,-2.96666666666667,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WP","WP_Morecambe_Summer_22",54.15,-2.96666666666667,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WP","WP_Morecambe_Summer_3",54.15,-2.96666666666667,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WP","WP_Morecambe_Summer_4",54.15,-2.96666666666667,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WP","WP_Morecambe_Summer_5",54.15,-2.96666666666667,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WP","WP_Morecambe_Summer_6",54.15,-2.96666666666667,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WP","WP_Morecambe_Summer_7",54.15,-2.96666666666667,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WP","WP_Morecambe_Summer_8",54.15,-2.96666666666667,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WP","WP_Morecambe_Summer_9",54.15,-2.96666666666667,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WP","WP_Morecambe_Winter_1",54.15,-2.96666666666667,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WP","WP_Morecambe_Winter_10",54.15,-2.96666666666667,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WP","WP_Morecambe_Winter_11",54.15,-2.96666666666667,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WP","WP_Morecambe_Winter_12",54.15,-2.96666666666667,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WP","WP_Morecambe_Winter_13",54.15,-2.96666666666667,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WP","WP_Morecambe_Winter_14",54.15,-2.96666666666667,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WP","WP_Morecambe_Winter_15",54.15,-2.96666666666667,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WP","WP_Morecambe_Winter_16",54.15,-2.96666666666667,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WP","WP_Morecambe_Winter_17",54.15,-2.96666666666667,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WP","WP_Morecambe_Winter_18",54.15,-2.96666666666667,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WP","WP_Morecambe_Winter_19",54.15,-2.96666666666667,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WP","WP_Morecambe_Winter_2",54.15,-2.96666666666667,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WP","WP_Morecambe_Winter_20",54.15,-2.96666666666667,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WP","WP_Morecambe_Winter_21",54.15,-2.96666666666667,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WP","WP_Morecambe_Winter_22",54.15,-2.96666666666667,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WP","WP_Morecambe_Winter_3",54.15,-2.96666666666667,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WP","WP_Morecambe_Winter_4",54.15,-2.96666666666667,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WP","WP_Morecambe_Winter_5",54.15,-2.96666666666667,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WP","WP_Morecambe_Winter_6",54.15,-2.96666666666667,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WP","WP_Morecambe_Winter_7",54.15,-2.96666666666667,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WP","WP_Morecambe_Winter_8",54.15,-2.96666666666667,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WP","WP_Morecambe_Winter_9",54.15,-2.96666666666667,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WS","WS_Morecambe_Summer_1",54.1333333333333,-2.8,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WS","WS_Morecambe_Summer_10",54.1333333333333,-2.8,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WS","WS_Morecambe_Summer_11",54.1333333333333,-2.8,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WS","WS_Morecambe_Summer_12",54.1333333333333,-2.8,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WS","WS_Morecambe_Summer_13",54.1333333333333,-2.8,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WS","WS_Morecambe_Summer_14",54.1333333333333,-2.8,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WS","WS_Morecambe_Summer_15",54.1333333333333,-2.8,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WS","WS_Morecambe_Summer_16",54.1333333333333,-2.8,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WS","WS_Morecambe_Summer_17",54.1333333333333,-2.8,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WS","WS_Morecambe_Summer_18",54.1333333333333,-2.8,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WS","WS_Morecambe_Summer_19",54.1333333333333,-2.8,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WS","WS_Morecambe_Summer_2",54.1333333333333,-2.8,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WS","WS_Morecambe_Summer_20",54.1333333333333,-2.8,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WS","WS_Morecambe_Summer_21",54.1333333333333,-2.8,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WS","WS_Morecambe_Summer_22",54.1333333333333,-2.8,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WS","WS_Morecambe_Summer_3",54.1333333333333,-2.8,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WS","WS_Morecambe_Summer_4",54.1333333333333,-2.8,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WS","WS_Morecambe_Summer_5",54.1333333333333,-2.8,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WS","WS_Morecambe_Summer_6",54.1333333333333,-2.8,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WS","WS_Morecambe_Summer_7",54.1333333333333,-2.8,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WS","WS_Morecambe_Summer_8",54.1333333333333,-2.8,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WS","WS_Morecambe_Summer_9",54.1333333333333,-2.8,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WS","WS_Morecambe_Winter_10",54.1333333333333,-2.8,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WS","WS_Morecambe_Winter_11",54.1333333333333,-2.8,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WS","WS_Morecambe_Winter_12",54.1333333333333,-2.8,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WS","WS_Morecambe_Winter_13",54.1333333333333,-2.8,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WS","WS_Morecambe_Winter_14",54.1333333333333,-2.8,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WS","WS_Morecambe_Winter_15",54.1333333333333,-2.8,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WS","WS_Morecambe_Winter_16",54.1333333333333,-2.8,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WS","WS_Morecambe_Winter_17",54.1333333333333,-2.8,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WS","WS_Morecambe_Winter_18",54.1333333333333,-2.8,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WS","WS_Morecambe_Winter_19",54.1333333333333,-2.8,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WS","WS_Morecambe_Winter_2",54.1333333333333,-2.8,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WS","WS_Morecambe_Winter_20",54.1333333333333,-2.8,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WS","WS_Morecambe_Winter_21",54.1333333333333,-2.8,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WS","WS_Morecambe_Winter_22",54.1333333333333,-2.8,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WS","WS_Morecambe_Winter_3",54.1333333333333,-2.8,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WS","WS_Morecambe_Winter_4",54.1333333333333,-2.8,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WS","WS_Morecambe_Winter_5",54.1333333333333,-2.8,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WS","WS_Morecambe_Winter_6",54.1333333333333,-2.8,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WS","WS_Morecambe_Winter_7",54.1333333333333,-2.8,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WS","WS_Morecambe_Winter_8",54.1333333333333,-2.8,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ford_et_al_2016","WS","WS_Morecambe_Winter_9",54.1333333333333,-2.8,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Gallagher_et_al_2021","Blackman Bay Rivulet","80a",-42.9003,147.9028,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,"Post-fires, input of black carbon"
"Gallagher_et_al_2021","Blackman Bay Rivulet","80b",-42.9003,147.9024,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,"Post-fires, input of black carbon"
"Gallagher_et_al_2021","Blackman Bay Rivulet","80c",-42.9,147.9018,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,"Post-fires, input of black carbon"
"Gallagher_et_al_2021","Blackman Bay Rivulet","80d",-42.8995,147.9012,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,"Post-fires, input of black carbon"
"Gallagher_et_al_2021","Hildyards Point","34a",-42.8577,147.8405,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,"Post-fires, input of black carbon"
"Gallagher_et_al_2021","Hildyards Point","34b",-42.8577,147.8408,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,"Post-fires, input of black carbon"
"Gallagher_et_al_2021","Hildyards Point","34c",-42.8581,147.8414,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,"Post-fires, input of black carbon"
"Gallagher_et_al_2021","Hildyards Point","34d",-42.8592,147.8421,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,"Post-fires, input of black carbon"
"Gallagher_et_al_2021","Hildyards Point","JBG 34e",-42.8599,147.8426,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,"Post-fires, input of black carbon"
"Gallagher_et_al_2021","King George Sound","75a",-42.9358,147.8577,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,"Post-fires, input of black carbon"
"Gallagher_et_al_2021","King George Sound","75b",-42.9359,147.8578,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,"Post-fires, input of black carbon"
"Gallagher_et_al_2021","King George Sound","75c",-42.9375,147.8595,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,"Post-fires, input of black carbon"
"Gallagher_et_al_2021","King George Sound","75d",-42.9389,147.8597,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,"Post-fires, input of black carbon"
"Gallagher_et_al_2021","Sedbury Creek","30a",-42.82,147.8643,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,"Post-fires, input of black carbon"
"Gallagher_et_al_2021","Sedbury Creek","30b",-42.8198,147.8643,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,"Post-fires, input of black carbon"
"Gallagher_et_al_2021","Sedbury Creek","30c",-42.8197,147.8631,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,"Post-fires, input of black carbon"
"Gallagher_et_al_2021","Sedbury Creek","30d",-42.8198,147.8625,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,"Post-fires, input of black carbon"
"Gallagher_et_al_2021","Swan Lagoon","81a",-42.881100000000004,147.9316,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,"Post-fires, input of black carbon"
"Gallagher_et_al_2021","Swan Lagoon","81b",-42.8807,147.933,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,"Post-fires, input of black carbon"
"Gallagher_et_al_2021","Swan Lagoon","81c",-42.8804,147.9356,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,"Post-fires, input of black carbon"
"Gallagher_et_al_2021","Swan Lagoon","81d",-42.8801,147.9367,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,"Post-fires, input of black carbon"
"Gallagher_et_al_2021","Swan Lagoon","JBG 81e",-42.8813,147.9322,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,"Post-fires, input of black carbon"
"Gao_et_al_2016","SX Wanggang Wetland 6","Wanggang Wetland 6",33.1864,120.7586,2012,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Gao_et_al_2016","SX Wanggang Wetland 7","Wanggang Wetland 7",33.1863,120.7589,2012,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Gao_et_al_2016","SX Wanggang Wetland 8","Wanggang Wetland 8",33.1861,120.7595,2012,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Gonzalez-Alcaraz_et_al_2015","Agua Amarga","MNGA Agua Amarga 1",38.29806,-0.5209442,2012,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Gonzalez-Alcaraz_et_al_2015","Agua Amarga","MNGA Agua Amarga 10",38.28147,-0.5243942,2012,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Gonzalez-Alcaraz_et_al_2015","Agua Amarga","MNGA Agua Amarga 11",38.29692,-0.5208505,2012,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Gonzalez-Alcaraz_et_al_2015","Agua Amarga","MNGA Agua Amarga 13",38.28702,-0.5225085,2012,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Gonzalez-Alcaraz_et_al_2015","Agua Amarga","MNGA Agua Amarga 14",38.28438,-0.523038,2012,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Gonzalez-Alcaraz_et_al_2015","Agua Amarga","MNGA Agua Amarga 15",38.28241,-0.5241108,2012,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Gonzalez-Alcaraz_et_al_2015","Agua Amarga","MNGA Agua Amarga 16",38.28066,-0.5279428,2012,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Gonzalez-Alcaraz_et_al_2015","Agua Amarga","MNGA Agua Amarga 17",38.29636,-0.5262249,2012,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Gonzalez-Alcaraz_et_al_2015","Agua Amarga","MNGA Agua Amarga 18",38.28877,-0.5334993,2012,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Gonzalez-Alcaraz_et_al_2015","Agua Amarga","MNGA Agua Amarga 19",38.28713,-0.5287066,2012,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Gonzalez-Alcaraz_et_al_2015","Agua Amarga","MNGA Agua Amarga 2",38.28931,-0.522425,2012,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Gonzalez-Alcaraz_et_al_2015","Agua Amarga","MNGA Agua Amarga 20",38.28374,-0.5244506,2012,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Gonzalez-Alcaraz_et_al_2015","Agua Amarga","MNGA Agua Amarga 21",38.29353,-0.5311015,2012,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Gonzalez-Alcaraz_et_al_2015","Agua Amarga","MNGA Agua Amarga 24",38.28191,-0.5295122,2012,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Gonzalez-Alcaraz_et_al_2015","Agua Amarga","MNGA Agua Amarga 25",38.29311,-0.5252219,2012,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Gonzalez-Alcaraz_et_al_2015","Agua Amarga","MNGA Agua Amarga 27",38.28924,-0.5334892,2012,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Gonzalez-Alcaraz_et_al_2015","Agua Amarga","MNGA Agua Amarga 3",38.28797,-0.5226187,2012,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Gonzalez-Alcaraz_et_al_2015","Agua Amarga","MNGA Agua Amarga 30",38.29377,-0.5214486,2012,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Gonzalez-Alcaraz_et_al_2015","Agua Amarga","MNGA Agua Amarga 31",38.293,-0.5248257,2012,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Gonzalez-Alcaraz_et_al_2015","Agua Amarga","MNGA Agua Amarga 33",38.28916,-0.5337281,2012,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Gonzalez-Alcaraz_et_al_2015","Agua Amarga","MNGA Agua Amarga 34",38.28757,-0.5261307,2012,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Gonzalez-Alcaraz_et_al_2015","Agua Amarga","MNGA Agua Amarga 35",38.28368,-0.5263569,2012,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Gonzalez-Alcaraz_et_al_2015","Agua Amarga","MNGA Agua Amarga 36",38.28361,-0.5264366,2012,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Gonzalez-Alcaraz_et_al_2015","Agua Amarga","MNGA Agua Amarga 37",38.28167,-0.5261821,2012,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Gonzalez-Alcaraz_et_al_2015","Agua Amarga","MNGA Agua Amarga 38",38.28654,-0.5289901,2012,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Gonzalez-Alcaraz_et_al_2015","Agua Amarga","MNGA Agua Amarga 39",38.29021,-0.526121,2012,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Gonzalez-Alcaraz_et_al_2015","Agua Amarga","MNGA Agua Amarga 4",38.29099,-0.5212645,2012,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Gonzalez-Alcaraz_et_al_2015","Agua Amarga","MNGA Agua Amarga 41",38.28907,-0.5252678,2012,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Gonzalez-Alcaraz_et_al_2015","Agua Amarga","MNGA Agua Amarga 42",38.2912,-0.5266361,2012,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Gonzalez-Alcaraz_et_al_2015","Agua Amarga","MNGA Agua Amarga 43",38.29573,-0.5213486,2012,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Gonzalez-Alcaraz_et_al_2015","Agua Amarga","MNGA Agua Amarga 46",38.28462,-0.530792,2012,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Gonzalez-Alcaraz_et_al_2015","Agua Amarga","MNGA Agua Amarga 47",38.28295,-0.5249265,2012,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Gonzalez-Alcaraz_et_al_2015","Agua Amarga","MNGA Agua Amarga 48",38.28225,-0.5287003,2012,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Gonzalez-Alcaraz_et_al_2015","Agua Amarga","MNGA Agua Amarga 49",38.28317,-0.5283947,2012,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Gonzalez-Alcaraz_et_al_2015","Agua Amarga","MNGA Agua Amarga 5",38.29857,-0.5212289,2012,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
