Date,Time,Site,Ecosystem,Plot,core depth (cm),salinity,pH,water table (cm),water depth (m),water temperature (C),soil respiration (umol m-2 s-1),redox potential (mV),chloride (mg/L),SO4 (mg/L),CH4 (ppm),Latitude,Longitude,elevation,XYZ source
07/05/2013,12:53,Al Dabiya 3,seagrass,1,97.5,44.6,,,7.9,28.1,,,,,,24.31826,54.05725,,Garmin GPS
07/05/2013,12:53,Al Dabiya 3,seagrass,2,100,44.6,,,7.9,28.1,,,,,,24.31826,54.05725,,Garmin GPS
06/05/2013,10:35,Bu Tinah 2,seagrass,1,95.5,43.6,,,2.7,27.4,,,,,,24.57855,53.079,,Garmin GPS
06/05/2013,10:35,Bu Tinah 2,seagrass,2,100,43.6,,,2.7,27.4,,,,,,24.57855,53.079,,Garmin GPS
06/05/2013,12:25,Bu Tinah 3,seagrass,1,61.5,43.4,,,5.2,27.4,,,,,,24.54852,53.03997,,Garmin GPS
06/05/2013,12:25,Bu Tinah 3,seagrass,2,46,43.4,,,5.2,27.4,,,,,,24.54852,53.03997,,Garmin GPS
06/05/2013,09:35,Bu Tinah SE,seagrass,1,41.4,43.2,,,6.1,27.2,,,,,,24.54534,53.11234,,Garmin GPS
06/05/2013,09:35,Bu Tinah SE,seagrass,2,28.5,43.2,,,6.1,27.2,,,,,,24.54534,53.11234,,Garmin GPS
30/04/2013,11:15,Dahwat an Nahklah,seagrass,1,94,46.6,,,4.6,25.3,,,,,,24.24782,51.69347,,Garmin GPS
30/04/2013,11:15,Dahwat an Nahklah,seagrass,2,68,46.6,,,4.6,25.3,,,,,,24.24782,51.69347,,Garmin GPS
05/05/2013,12:15,Fasht al Bazam,seagrass,1,70,44.8,,,2.7,28.1,,,,,,24.24085,53.47422,,Garmin GPS
05/05/2013,12:15,Fasht al Bazam,seagrass,2,69,44.8,,,2.7,28.1,,,,,,24.24085,53.47422,,Garmin GPS
28/04/2013,09:49,Ghurab N,seagrass,1,8.5,42.5,,,6.1,26.2,,,,,,24.64473,54.495,,Garmin GPS
28/04/2013,13:08,Ghurab NE,seagrass,1,21.5,42.7,,,6.1,25,,,,,,24.65578,54.53673,,Garmin GPS
28/04/2013,13:08,Ghurab NE,seagrass,2,43,42.7,,,6.1,25,,,,,,24.65578,54.53673,,Garmin GPS
28/04/2013,12:15,Ghurab NN,seagrass,1,39.5,42.3,,,6.1,25.9,,,,,,24.64498,54.50703,,Garmin GPS
28/04/2013,12:15,Ghurab NN,seagrass,2,29.5,42.3,,,6.1,25.9,,,,,,24.64498,54.50703,,Garmin GPS
02/05/2013,10:02,Halat Idai,seagrass,1,16.5,45.1,,,8.9,25.4,,,,,,24.19905,52.45295,,Garmin GPS
02/05/2013,10:02,Halat Idai,seagrass,2,16.5,45.1,,,8.9,25.4,,,,,,24.19905,52.45295,,Garmin GPS
02/05/2013,10:02,Halat Idai,seagrass,3,15.5,45.1,,,8.9,25.4,,,,,,24.19905,52.45295,,Garmin GPS
02/05/2013,09:12,Jazirat,seagrass,1,62,45.4,,,5,25.4,,,,,,24.15132,52.0476,,Garmin GPS
02/05/2013,09:12,Jazirat,seagrass,2,34.5,45.4,,,5,25.4,,,,,,24.15132,52.0476,,Garmin GPS
02/05/2013,09:12,Jazirat,seagrass,3,39.5,45.4,,,5,25.4,,,,,,24.15132,52.0476,,Garmin GPS
05/05/2013,09:50,Marawah,seagrass,1,59,44.9,,,6.4,26.8,,,,,,24.27702,53.34829,,Garmin GPS
05/05/2013,09:50,Marawah,seagrass,2,51,44.9,,,6.4,26.8,,,,,,24.27702,53.34829,,Garmin GPS
05/05/2013,09:50,Marawah,seagrass,3,22.5,44.9,,,6.4,26.8,,,,,,24.27702,53.34829,,Garmin GPS
30/04/2013,,Ras Muhayjij,seagrass,1,23.5,,,,7,,,,,,,24.25277,51.66758,,Garmin GPS
30/04/2013,,Ras Muhayjij,seagrass,2,74.5,,,,7,,,,,,,24.25277,51.66758,,Garmin GPS
29/04/2013,13:00,Sila peninsula,seagrass,1,42.5,45.3,,,14,25.4,,,,,,24.23258,51.79963,,Garmin GPS
29/04/2013,13:00,Sila peninsula,seagrass,2,18.5,45.3,,,14,25.4,,,,,,24.23258,51.79963,,Garmin GPS
29/04/2013,11:00,Umm Al Hatam,seagrass,1,88,45.2,,,6.1,25.4,,,,,,24.21152,51.87123,,Garmin GPS
29/04/2013,11:00,Umm Al Hatam,seagrass,2,52,45.2,,,6.1,25.4,,,,,,24.21152,51.87123,,Garmin GPS
