study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,redox,sand,silt,clay,moisture
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-3_2019,0,5,0.951423333,0.07369078419,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-3_2018,0,5,1.009553333,0.06484754204,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-3_2019,0,5,1.009553333,0.06484754204,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-3_2018,0,5,2.897766667,0.04348815528,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-3_2019,0,5,2.897766667,0.04348815528,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-3_2018,0,5,0.900166667,0.03091499689,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-3_2019,0,5,0.900166667,0.03091499689,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-3_2018,0,5,1.171813333,0.08962071093,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-3_2019,0,5,1.171813333,0.08962071093,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-3_2018,0,5,1.061503333,0.028893074529999997,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-3_2019,0,5,1.061503333,0.028893074529999997,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-3_2018,0,5,1.27237,0.01798517066,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-3_2019,0,5,1.27237,0.01798517066,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-3_2018,0,5,1.233146667,0.02366807424,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-3_2019,0,5,1.233146667,0.02366807424,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-3_2018,0,5,1.319513333,0.029635294399999998,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-3_2019,0,5,1.319513333,0.029635294399999998,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-4_2018,0,5,0.62382,0.07891456156,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-4_2019,0,5,0.62382,0.07891456156,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-4_2018,0,5,0.810123333,0.07432674082,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-4_2019,0,5,0.810123333,0.07432674082,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-4_2018,0,5,0.649056667,0.13253046729999998,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-4_2019,0,5,0.649056667,0.13253046729999998,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-4_2018,0,5,0.665226667,0.07308760962,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-4_2019,0,5,0.665226667,0.07308760962,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-4_2018,0,5,1.39046,0.02523625917,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-4_2019,0,5,1.39046,0.02523625917,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-4_2018,0,5,1.01601,0.03184725874,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-4_2019,0,5,1.01601,0.03184725874,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-4_2018,0,5,1.227503333,0.0150614105,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-4_2019,0,5,1.227503333,0.0150614105,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-4_2018,0,5,1.318773333,0.02197753663,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-4_2019,0,5,1.318773333,0.02197753663,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-4_2018,0,5,1.110773333,0.03152285361,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-4_2019,0,5,1.110773333,0.03152285361,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-5_2018,0,5,1.17026,0.03691845087,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-5_2019,0,5,1.17026,0.03691845087,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-5_2018,0,5,1.004906667,0.037742516,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-5_2019,0,5,1.004906667,0.037742516,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-5_2018,0,5,0.99872,0.03507040309,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-5_2019,0,5,0.99872,0.03507040309,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-5_2018,0,5,0.9688,0.0340233601,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-5_2019,0,5,0.9688,0.0340233601,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-5_2018,0,5,0.965516667,0.02943413447,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-5_2019,0,5,0.965516667,0.02943413447,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-5_2018,0,5,1.285233333,0.01932932394,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-5_2019,0,5,1.285233333,0.01932932394,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-5_2018,0,5,1.127446667,0.01515401735,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-5_2019,0,5,1.127446667,0.01515401735,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-5_2018,0,5,1.289663333,0.02563957797,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-5_2019,0,5,1.289663333,0.02563957797,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-5_2018,0,5,1.357643333,0.02702150767,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-5_2019,0,5,1.357643333,0.02702150767,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-6_2018,0,5,0.940713333,0.056658376669999996,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-6_2019,0,5,0.940713333,0.056658376669999996,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-6_2018,0,5,0.824623333,0.058860231580000005,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-6_2019,0,5,0.824623333,0.058860231580000005,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-6_2018,0,5,0.943886667,0.054497478690000004,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-6_2019,0,5,0.943886667,0.054497478690000004,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-6_2018,0,5,0.9362,0.045820970919999995,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-6_2019,0,5,0.9362,0.045820970919999995,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-6_2018,0,5,0.75444,0.044451081620000006,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-6_2019,0,5,0.75444,0.044451081620000006,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-6_2018,0,5,0.449533333,0.04385618333,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-6_2019,0,5,0.449533333,0.04385618333,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-6_2018,0,5,0.81492,0.05697263942,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-6_2019,0,5,0.81492,0.05697263942,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-6_2018,0,5,0.664406667,0.03935092467,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-6_2019,0,5,0.664406667,0.03935092467,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-6_2018,0,5,1.049436667,0.022960295290000002,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-6_2019,0,5,1.049436667,0.022960295290000002,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-1_2018,0,5,1.155753333,0.03972223826,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-1_2019,0,5,1.155753333,0.03972223826,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-1_2018,0,5,1.315623333,0.02903631285,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-1_2019,0,5,1.315623333,0.02903631285,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-1_2018,0,5,1.35722,0.03350215483,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-1_2019,0,5,1.35722,0.03350215483,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-1_2018,0,5,1.493106667,0.035128433019999995,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-1_2019,0,5,1.493106667,0.035128433019999995,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-1_2018,0,5,1.305906667,0.03775735216,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-1_2019,0,5,1.305906667,0.03775735216,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-1_2018,0,5,1.386663333,0.03254807425,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-1_2019,0,5,1.386663333,0.03254807425,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-1_2018,0,5,1.395713333,0.03307470805,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-1_2019,0,5,1.395713333,0.03307470805,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-1_2018,0,5,1.551413333,0.021438624110000002,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-1_2019,0,5,1.551413333,0.021438624110000002,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-1_2018,0,5,0.121263333,0.02508367113,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-1_2019,0,5,0.121263333,0.02508367113,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-2_2018,0,5,1.021973333,0.04448373308,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-2_2019,0,5,1.021973333,0.04448373308,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-2_2018,0,5,1.298463333,0.03880655493,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-2_2019,0,5,1.298463333,0.03880655493,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-2_2018,0,5,1.178033333,0.042049635519999996,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-2_2019,0,5,1.178033333,0.042049635519999996,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-2_2018,0,5,1.415823333,0.03377047922,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-2_2019,0,5,1.415823333,0.03377047922,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-2_2018,0,5,1.48719,0.02942765632,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-2_2019,0,5,1.48719,0.02942765632,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-2_2018,0,5,1.260186667,0.030212191599999997,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-2_2019,0,5,1.260186667,0.030212191599999997,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-2_2018,0,5,1.313646667,0.03025869819,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-2_2019,0,5,1.313646667,0.03025869819,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-2_2018,0,5,1.42271,0.02182980433,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-2_2019,0,5,1.42271,0.02182980433,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-2_2018,0,5,1.53334,0.026462838120000002,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-2_2019,0,5,1.53334,0.026462838120000002,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-3_2018,0,5,1.112163333,0.0444268256,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-3_2019,0,5,1.112163333,0.0444268256,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-3_2018,0,5,1.46681,0.0325840648,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-3_2019,0,5,1.46681,0.0325840648,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-3_2018,0,5,1.498996667,0.03741449779,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-3_2019,0,5,1.498996667,0.03741449779,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-3_2018,0,5,1.48767,0.03315992558,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-3_2019,0,5,1.48767,0.03315992558,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-3_2018,0,5,1.378913333,0.03384436461,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-3_2019,0,5,1.378913333,0.03384436461,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-3_2018,0,5,1.441563333,0.03407835748,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-3_2019,0,5,1.441563333,0.03407835748,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-3_2018,0,5,1.455643333,0.02211822519,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-3_2019,0,5,1.455643333,0.02211822519,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-3_2018,0,5,1.39505,0.02277683981,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-3_2019,0,5,1.39505,0.02277683981,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-3_2018,0,5,1.31733,0.021294213960000002,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-3_2019,0,5,1.31733,0.021294213960000002,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-4_2018,0,5,1.002713333,0.05029672271,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-4_2019,0,5,1.002713333,0.05029672271,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-4_2018,0,5,1.373796667,0.04498929472,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-4_2019,0,5,1.373796667,0.04498929472,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-4_2018,0,5,1.294866667,0.034421380519999996,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-4_2019,0,5,1.294866667,0.034421380519999996,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-4_2018,0,5,1.248526667,0.0341058084,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-4_2019,0,5,1.248526667,0.0341058084,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-4_2018,0,5,1.58065,0.023938733270000002,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-4_2019,0,5,1.58065,0.023938733270000002,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-4_2018,0,5,1.518183333,0.031501257059999996,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-4_2019,0,5,1.518183333,0.031501257059999996,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-4_2018,0,5,1.380056667,0.030469163190000002,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-4_2019,0,5,1.380056667,0.030469163190000002,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-4_2018,0,5,1.428856667,0.024360824280000002,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-4_2019,0,5,1.428856667,0.024360824280000002,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-4_2018,0,5,1.41272,0.023358239240000002,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-4_2019,0,5,1.41272,0.023358239240000002,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-5_2018,0,5,1.02895,0.05761910631,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-5_2019,0,5,1.02895,0.05761910631,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-5_2018,0,5,1.33665,0.035129552099999996,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-5_2019,0,5,1.33665,0.035129552099999996,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-5_2018,0,5,1.383953333,0.03222504413,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-5_2019,0,5,1.383953333,0.03222504413,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-5_2018,0,5,1.4078,0.03225084926,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-5_2019,0,5,1.4078,0.03225084926,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-5_2018,0,5,1.246086667,0.028789201690000002,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-5_2019,0,5,1.246086667,0.028789201690000002,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-5_2018,0,5,1.60923,0.030765390230000002,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-5_2019,0,5,1.60923,0.030765390230000002,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-5_2018,0,5,1.526983333,0.02125661602,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-5_2019,0,5,1.526983333,0.02125661602,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-5_2018,0,5,1.127743333,0.020451278479999998,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-5_2019,0,5,1.127743333,0.020451278479999998,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-5_2018,0,5,1.14651,0.01565506638,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-5_2019,0,5,1.14651,0.01565506638,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-6_2018,0,5,1.306753333,0.03416792312,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-6_2019,0,5,1.306753333,0.03416792312,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-6_2018,0,5,1.277116667,0.041790442739999996,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-6_2019,0,5,1.277116667,0.041790442739999996,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-6_2018,0,5,1.571086667,0.0355251125,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-6_2019,0,5,1.571086667,0.0355251125,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-6_2018,0,5,1.40789,0.033743056720000005,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-6_2019,0,5,1.40789,0.033743056720000005,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-6_2018,0,5,1.620113333,0.03026988346,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-6_2019,0,5,1.620113333,0.03026988346,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-6_2018,0,5,1.41515,0.03694283158,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-6_2019,0,5,1.41515,0.03694283158,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-6_2018,0,5,1.4901199999999999,0.030703093039999997,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-6_2019,0,5,1.4901199999999999,0.030703093039999997,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-6_2018,0,5,1.389443333,0.022787903470000002,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-6_2019,0,5,1.389443333,0.022787903470000002,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-6_2018,0,5,1.270736667,0.03337733718,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-6_2019,0,5,1.270736667,0.03337733718,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-1-core-7_2019,0,5,1.4493,0.01679525534,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-1-core-7_2018,0,5,1.4493,0.01679525534,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-1-core-7_2019,0,5,1.415266667,0.08903574219999999,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-1-core-7_2018,0,5,1.415266667,0.08903574219999999,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-1-core-7_2019,0,5,1.6524666669999999,0.02183574879,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-1-core-7_2018,0,5,1.6524666669999999,0.02183574879,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-1-core-1_2018,0,5,1.531166667,0.022163727299999998,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-1-core-1_2019,0,5,1.531166667,0.022163727299999998,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-1-core-8_2019,0,5,1.466066667,0.01802275552,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-1-core-8_2018,0,5,1.466066667,0.01802275552,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-1-core-8_2019,0,5,1.500133333,0.01904050775,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-1-core-8_2018,0,5,1.500133333,0.01904050775,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-1-core-8_2019,0,5,1.449133333,0.01899417224,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-1-core-8_2018,0,5,1.449133333,0.01899417224,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-1-core-2_2018,0,5,1.538066667,0.02021705426,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-1-core-2_2019,0,5,1.538066667,0.02021705426,NA,NA,NA,NA,NA
