study_id,estuary_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon_measured,fraction_carbon_modeled,cs137_activity,total_pb210_activity,total_pb210_activity_sd,excess_pb210_activity,excess_pb210_activity_sd,pb214_activity,pb214_activity_sd,depth_interval_notes
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM1,8,4,6,0.53,0.123786408,NA,0.052052756,3.625280124,41.56,7.014958105,23.06282208,7.265038555,18.53921471,1.83408483,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM1,8,6,8,0.57,0.127819549,0.049990977,0.054075626,2.874771235,47.51,7.802408356,29.15283928,8.005833193,18.36523358,1.780994819,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM1,8,8,10,0.73,0.101078167,NA,0.040875701,3.400118366,32.06,5.714418611,10.03704417,6.08688921,22.03855857,2.069231506,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM1,8,10,12,0.64,0.089420655,0.031744291,0.03527806,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM1,8,12,14,0.87,0.064456722,NA,0.023610989,3.434719868,26.91,4.91018145,7.526484655,5.252980973,19.39526959,1.839827985,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM1,8,14,16,0.67,0.082872928,NA,0.032175729,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM1,8,16,18,0.86,0.061488673,0.020910841,0.022252866,3.664860052,30.74,5.307859154,9.523134299,5.663110758,21.23669443,1.934991328,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM1,8,18,20,1.08,0.039676113,NA,0.012461041,2.68796179,27.67,4.7530585930000004,7.521484377,5.085694393,20.15314494,1.799262612,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM1,8,20,22,1.08,0.041392904,NA,0.013219646,2.127425556,21.49,3.918505809,1.954077679,4.297886218,19.53784475,1.738555143,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM1,8,22,24,1.09,0.037037037,0.011525852,0.011298925,1.318745899,18.82,3.481174287,0.371545122,3.86299082,18.44927974,1.655425641,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM1,8,24,26,1.01,0.035555556,NA,0.010648691,4.138010296,19.91,3.732011324,-0.382737016,4.15018184,20.28902627,1.807389951,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM1,8,26,28,1.08,0.033268102,NA,0.009647728,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM1,8,28,30,1.16,0.034905083,NA,0.010363679,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM1,8,30,32,1.3,0.048284625,0.010303877,0.016285684,2.107705787,17.61,3.369421354,-1.632788515,3.787299642,19.24243171,1.720819835,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM1,8,32,34,1.24,0.02816713,NA,0.007428794,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM1,8,34,36,1.22,0.033476395,NA,0.009738723,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM1,8,36,38,1.35,0.032591415,NA,0.00935232,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM1,8,38,40,1.27,0.03125,NA,0.008767672,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM1,8,40,42,1.28,0.029695024,0.006551485,0.008091521,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM1,8,42,44,1.31,0.034427542,NA,0.010154628,2.299737103,16.51,3.267634786,-2.72149939,3.700947919,19.22837466,1.728239244,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM1,8,44,46,1.37,0.037914692,NA,0.011684858,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM1,8,46,48,1.16,0.035842294,NA,0.010774423,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM1,8,48,50,1.23,0.037336024,NA,0.011430339,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM1,8,50,52,1.26,0.037581699,NA,0.011538367,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM1,8,52,54,1.35,0.034482759,NA,0.010178792,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM1,8,54,56,1.07,0.047491039,NA,0.015930934,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM1,8,56,58,1.27,0.038679245,NA,0.012021497,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM1,8,58,60,1.14,0.036827195,NA,0.01120673,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM1,8,60,62,1.34,0.025984912,0.005763961,0.006485087,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM1,8,62,64,1.22,0.033686237,NA,0.009830426,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM1,8,64,66,1.25,0.036934441,NA,0.011253845,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM1,8,66,68,1.24,0.033453888,NA,0.00972889,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM1,8,68,70,1.26,0.031279621,NA,0.008780568,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM1,8,70,72,1.31,0.03327059,NA,0.009648815,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM1,8,72,74,1.29,0.028363047,NA,0.007513682,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM1,8,74,76,1.23,0.028571429,NA,0.007604,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM1,8,76,78,1.22,0.028180354,NA,0.007434523,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM1,8,78,80,1.26,0.030716724,NA,0.008535596,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM1,8,80,82,1.17,0.030377668,0.004855397,0.008388147,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM1,8,82,84,1.15,0.015861027,NA,0.002150585,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,9,0,2,0.82,0.044180119,0.011737872,0.014455638,1.229839745,33.19,5.727366857,12.56083327,6.04702458,20.68822152,1.85469907,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,9,2,4,0.82,0.04887218,NA,0.016548618,3.2301744550000002,28.42,5.112886171,7.214708754,5.490443754,21.25420458,1.899699402,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,9,4,6,1.31,0.031328321,NA,0.008801773,1.0097211,20.3,3.380700512,5.300366115,3.626110471,15.029111,1.24842643,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,9,6,8,1.18,0.039495798,0.01116158,0.012381484,0.581221944,22.65,4.152984648,5.678848926,4.452785048,16.99986994,1.548444854,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,9,8,10,1.27,0.033707865,NA,0.009839879,1.638865419,18.99,3.685294509,3.15459233,3.990888977,15.85187453,1.47206251,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,9,10,12,1.44,0.033625731,NA,0.009803981,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,9,12,14,1.35,0.031972789,0.009155471,0.009082539,1.376295703,17.76,3.446178516,-0.281663894,3.819825683,18.04264586,1.604928856,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,9,14,16,1.42,0.024104235,NA,0.005674456,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,9,16,18,1.42,0.034136546,NA,0.010027318,1.660698986,19.43,3.574451133,0.07411828,3.964834023,19.35791309,1.6649395,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,9,18,20,1.32,0.033069734,NA,0.009561098,1.447238868,24.79,4.419695805,5.797240065,4.751261287,19.01778174,1.678653239,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,9,20,22,1.47,0.032994924,0.010066155,0.009528434,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,9,22,24,1.48,0.030464585,NA,0.008425938,1.825600698,16.17,3.173931279,0.050690726,3.502960486,16.11560778,1.433515027,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,9,24,26,1.44,0.029356652,NA,0.00794461,1.411720156,16.74,3.095065619,-0.246581879,3.436033765,16.98857074,1.450629236,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,9,26,28,1.43,0.026282051,NA,0.006613389,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,9,28,30,1.47,0.028290283,NA,0.007482151,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,9,30,32,1.46,0.026098027,0.006154227,0.006533922,2.60214494,19.47,3.775930462,0.63596381,4.15949592,18.8359971,1.684574589,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,9,32,34,1.6,0.02240717,NA,0.004945093,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,9,34,36,1.39,0.030401035,NA,0.008398306,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,9,36,38,1.29,0.029737206,NA,0.00810984,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,9,38,40,1.28,0.030921053,NA,0.008624494,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,9,40,42,1.3,0.026500653,0.008163981,0.00670782,2.245153599,20.33,3.481540741,2.477116971,3.809621117,17.87227967,1.475692239,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,9,42,44,1.33,0.031746032,NA,0.008983718,3.936501613,29.98,4.952446486,10.83511455,5.246675253,19.21501713,1.622135866,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,9,44,46,1.31,0.033175355,NA,0.009607221,4.113579819,22.23,3.968367248,3.668294473,4.315679018,18.58713188,1.615982242,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,9,46,48,1.38,0.032531825,NA,0.009326321,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,9,48,50,1.41,0.036042945,NA,0.010862441,3.88741399,17.9,3.51979232,-0.82594149,3.918418707,18.7246914,1.658665527,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,9,50,52,1.51,0.032815199,0.00656228,0.009449978,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,9,52,54,1.5,0.029359431,NA,0.007945816,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,9,54,56,1.35,0.029888984,NA,0.008175768,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,9,56,58,1.28,0.033206831,NA,0.009620967,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,9,58,60,1.42,0.034164358,NA,0.010039483,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,9,60,62,1.22,0.039513678000000003,0.010268304,0.012389372,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,9,62,64,1.19,0.042417815,NA,0.013673512,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,9,64,66,1.17,0.043568465,NA,0.014183934,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,9,66,68,1.12,0.029593095,NA,0.008047258,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,9,68,70,1.14,0.037190083,NA,0.011366185,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,9,70,72,1.07,0.033802817,0.008266183,0.009881385,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,10,0,2,1.23,0.029822335,NA,0.008146816,1.331463814,18.91632765,3.48,1.692421035,3.786858727,17.22694412,1.483745006,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,10,2,4,1.41,0.03006012,NA,0.008250124,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,10,4,6,1.36,0.036793693,NA,0.011192013,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,10,6,8,1.45,0.029054411,NA,0.007813455,1.369960873,14.25382704,2.73,-2.29347387,3.076658689,16.54259722,1.407216041,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,10,8,10,1.39,0.034642032,NA,0.010248505,0.503415575,19.11564139,3.63,2.74885459,3.940328912,16.37664507,1.485297608,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,10,10,12,1.4,0.035050072,NA,0.010427182,0.608089063,19.02629502,3.39,2.607567675,3.67974034,16.42852339,1.391085642,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,10,12,14,1.43,0.032183908,NA,0.009174577,0.889862663,26.6336708,4.72,9.584836421,4.97198781,17.07094631,1.521229181,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,10,14,16,1.44,0.033984093,NA,0.009960644,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,10,16,18,1.3,0.042569659,NA,0.013740816,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,10,18,20,1.44,0.035051546,NA,0.010427828,1.053247131,24.05620883,4.26,4.703662224,4.582580009,19.36460195,1.655040316,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,10,20,22,1.38,0.028282828,NA,0.007478921,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,10,22,24,1.4,0.024755325,NA,0.005954816,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,10,24,26,1.45,0.028457975,NA,0.007554822,1.642986185,16.8330737,3.26,0.12516064,3.587595697,16.70826587,1.469257109,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,10,26,28,1.47,0.029097387,NA,0.0078321,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,10,28,30,1.53,0.027322404,NA,0.007063094,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,10,30,32,1.58,0.027997565,NA,0.007355346,2.582191921,19.71522592,3.65,3.135648478,3.94330209,16.58895144,1.461058184,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,10,32,34,1.49,0.028967254,NA,0.007775645,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,10,34,36,1.43,0.027507163,NA,0.007143037,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,10,36,38,1.5,0.028553299,NA,0.007596141,2.672741371,17.9447684,3.35,0.890781069,3.672417347,17.0568782,1.478579498,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,10,38,40,1.57,0.027303754,NA,0.007055026,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,10,40,42,1.62,0.026215183,NA,0.006584511,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,10,42,44,1.49,0.027828191,NA,0.007282,2.892010979,13.22178402,2.8,0.477005211,3.058374849,12.74640818,1.203140079,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,10,44,46,1.41,0.029815146,NA,0.008143693,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,10,46,48,1.42,0.027898326,NA,0.007312369,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,10,48,50,1.43,0.028684786,NA,0.007653145,2.172202436,17.72212883,3.5,-0.225547555,3.869670248,17.94671376,1.601001781,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,10,50,52,1.49,0.030656934,NA,0.008509589,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,10,52,54,1.52,0.028822055,NA,0.007712669,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,10,54,56,1.46,0.028958718,NA,0.007771943,3.476425879,25.25814823,4.56,8.223027364,4.831530065,17.06881554,1.538616208,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,10,56,58,1.31,0.032561052,NA,0.009339073,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,10,58,60,1.26,0.033220339,NA,0.009626867,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,10,60,62,1.28,0.034599729,NA,0.010229987,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,LM1,10,62,64,1.05,0.036273115,NA,0.010963442,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM3,11,0,2,0.76,0.072432432,0.028604188,0.027291071,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM3,11,2,4,0.62,0.08297568,NA,0.032224181,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM3,11,4,6,0.6,0.117021277,0.044827862,0.048685191,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM3,11,6,8,0.74,0.083645443,NA,0.032540187,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM3,11,8,10,0.81,0.070950469,NA,0.026603908,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM3,11,10,12,0.84,0.065656566,0.022945909,0.024161765,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM3,11,12,14,0.95,0.067836257,NA,0.025164908,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM3,11,14,16,0.8,0.078947368,NA,0.030330177,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM3,11,16,18,0.82,0.066198596,NA,0.024410908,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM3,11,18,20,0.84,0.067381317,NA,0.024955259,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM3,11,20,22,0.84,0.067061144,0.031025716,0.024807802,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM3,11,22,24,0.81,0.072142747,NA,0.027156628,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM3,11,24,26,0.73,0.100038455,NA,0.040372593,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM3,11,26,28,0.8,0.07605985,NA,0.028979533,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM3,11,28,30,0.83,0.090909091,NA,0.035987471,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM3,11,30,32,0.85,0.067105263,NA,0.024828117,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM3,11,32,34,0.8,0.109896433,0.037628827,0.045173204,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM3,11,34,36,0.92,0.076,NA,0.0289516,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM3,11,36,38,1.01,0.077720705,NA,0.029755689,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM3,11,38,40,0.92,0.10328132,NA,0.041944287,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM3,11,40,42,0.95,0.07981756,0.024789599,0.030738356,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM3,11,42,44,0.89,0.051625239,NA,0.017783844,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM3,11,44,46,0.93,0.059158134,NA,0.021190778,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM3,11,46,48,0.95,0.048617731,NA,0.016434721,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM3,11,48,50,0.96,0.046997389,NA,0.015710484,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM3,11,50,52,1.2,0.041433371,0.015136085,0.013237552,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM3,11,52,54,1.2,0.049353702,NA,0.016764281,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM3,11,54,56,1.21,0.040697674,NA,0.012912194,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM3,11,56,58,1.23,0.039370079,NA,0.012326029,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM3,11,58,60,1.23,0.041666667,NA,0.013340806,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM3,11,60,62,1.26,0.035523979,0.010812892,0.010634849,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM3,11,62,64,1.25,0.039473684,NA,0.012371729,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM3,11,64,66,1.23,0.037922506,NA,0.011688297,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM3,11,66,68,1.26,0.035053554,NA,0.010428708,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM3,11,68,70,1.27,0.032193159,NA,0.009178611,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM3,11,70,72,1.36,0.033333333,0.0121477,0.009676222,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM3,11,72,74,1.42,0.02629108,NA,0.006617289,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,HM3,11,74,76,1.42,0.024647887,NA,0.005908533,NA,NA,NA,NA,NA,NA,NA,NA
