study_id,site_id,core_id,year,month,day,latitude,longitude,position_method,position_notes,elevation,elevation_datum,elevation_accuracy,elevation_method,salinity_class,salinity_method,habitat,inundation_class,inundation_method,core_length_flag
Marot_et_al_2020,Grand Bay,16CCT04_GB312G,2016,8,3,30.36800938,-88.3980721,other high resolution,NA,NA,NAVD88,0.014,other high resolution,NA,measurement,marsh,low,field observation,core depth limited by length of corer
Marot_et_al_2020,Grand Bay,16CCT04_GB313G,2016,8,3,30.36771886,-88.39786859,other high resolution,NA,NA,NAVD88,0.014,other high resolution,NA,measurement,marsh,low,field observation,core depth limited by length of corer
Marot_et_al_2020,Grand Bay,16CCT04_GB314G,2016,8,3,30.3675269,-88.39774631,other high resolution,NA,NA,NAVD88,0.014,other high resolution,NA,measurement,marsh,low,field observation,core depth limited by length of corer
Marot_et_al_2020,Grand Bay,16CCT04_GB315G,2016,8,3,30.3661969,-88.39714261,other high resolution,NA,NA,NAVD88,0.014,other high resolution,NA,measurement,marsh,low,field observation,core depth limited by length of corer
Marot_et_al_2020,Grand Bay,16CCT04_GB316G,2016,8,3,30.36620278,-88.39734362,other high resolution,NA,NA,NAVD88,0.014,other high resolution,NA,measurement,marsh,low,field observation,core depth limited by length of corer
Marot_et_al_2020,Grand Bay,16CCT04_GB317G,2016,8,3,30.37776661,-88.41087184,other high resolution,NA,NA,NAVD88,0.014,other high resolution,NA,measurement,marsh,low,field observation,core depth limited by length of corer
Marot_et_al_2020,Grand Bay,16CCT04_GB318G,2016,8,3,30.37779918,-88.41107179,other high resolution,NA,NA,NAVD88,0.014,other high resolution,NA,measurement,marsh,low,field observation,core depth limited by length of corer
Marot_et_al_2020,Grand Bay,16CCT04_GB319G,2016,8,3,30.37781649,-88.41124073,other high resolution,NA,NA,NAVD88,0.014,other high resolution,NA,measurement,marsh,low,field observation,core depth limited by length of corer
Marot_et_al_2020,Grand Bay,16CCT04_GB320G,2016,8,3,30.37790942,-88.4112993,other high resolution,NA,NA,NAVD88,0.014,other high resolution,NA,measurement,marsh,low,field observation,core depth limited by length of corer
Marot_et_al_2020,Grand Bay,16CCT07_GB301M,2016,10,21,30.3834009,-88.3965684,other high resolution,NA,0.305,NAVD88,0.014,other high resolution,NA,measurement,marsh,NA,field observation,core depth represents deposit depth
Marot_et_al_2020,Grand Bay,16CCT07_GB302M,2016,10,21,30.3834615,-88.3966733,other high resolution,NA,0.2682,NAVD88,0.014,other high resolution,NA,measurement,marsh,NA,field observation,core depth represents deposit depth
Marot_et_al_2020,Grand Bay,16CCT07_GB303M,2016,10,21,30.3835197,-88.3967746,other high resolution,NA,0.2403,NAVD88,0.014,other high resolution,NA,measurement,marsh,NA,field observation,core depth represents deposit depth
Marot_et_al_2020,Grand Bay,16CCT07_GB304M,2016,10,21,30.3836541,-88.3969565,other high resolution,NA,0.2077,NAVD88,0.014,other high resolution,NA,measurement,marsh,NA,field observation,core depth represents deposit depth
Marot_et_al_2020,Grand Bay,16CCT07_GB305M,2016,10,22,30.3760042,-88.4119654,other high resolution,NA,0.2388,NAVD88,0.014,other high resolution,NA,measurement,marsh,NA,field observation,core depth represents deposit depth
Marot_et_al_2020,Grand Bay,16CCT07_GB306M,2016,10,22,30.3760124,-88.4120623,other high resolution,NA,0.18059999999999998,NAVD88,0.014,other high resolution,NA,measurement,marsh,NA,field observation,core depth represents deposit depth
Marot_et_al_2020,Grand Bay,16CCT07_GB307M,2016,10,22,30.3760264,-88.4121661,other high resolution,NA,0.15750000000000003,NAVD88,0.014,other high resolution,NA,measurement,marsh,NA,field observation,core depth represents deposit depth
Marot_et_al_2020,Grand Bay,16CCT07_GB308M,2016,10,22,30.3760824,-88.4124172,other high resolution,NA,0.1627,NAVD88,0.014,other high resolution,NA,measurement,marsh,NA,field observation,core depth represents deposit depth
