PUBLICATION_DATE,UID,SITE_ID,VISIT_NO,DATE_COL,STATE,SITE_USE,SAMPLE_ID,PIT,LAYER,DEPTH,DEPTH_FLAG,CLAY,CLAY_FLAG,SILT,SILT_FLAG,SAND,SAND_FLAG,CACO3_2MM,CACO3_2MM_FLAG,CACO3_20MM,CACO3_20MM_FLAG,CACO3_2TO20MM,CACO3_2TO20MM_FLAG,TOT_CARBON,TOT_CARBON_FLAG,TOT_NITROGEN,TOT_NITROGEN_FLAG,TOT_SULFUR,TOT_SULFUR_FLAG,PH_H2O,PH_H2O_FLAG,PH_CACL2,PH_CACL2_FLAG,CEC,CEC_FLAG,CA,CA_FLAG,K,K_FLAG,MG,MG_FLAG,SODIUM,SODIUM_FLAG,AL,AL_FLAG,FE,FE_FLAG,MN,MN_FLAG,P,P_FLAG,SI,SI_FLAG,EC,EC_FLAG,AL_DC,AL_DC_FLAG,FE_DC,FE_DC_FLAG,MN_DC,MN_DC_FLAG,OLSEN_P,OLSEN_P_FLAG,MEHLICH_P,MEHLICH_P_FLAG,AG,AG_FLAG,AS,AS_FLAG,BA,BA_FLAG,BE,BE_FLAG,CD,CD_FLAG,CO,CO_FLAG,CR,CR_FLAG,CU,CU_FLAG,HG,HG_FLAG,MN_T,MN_T_FLAG,MO,MO_FLAG,NI,NI_FLAG,P_T,P_T_FLAG,PB,PB_FLAG,SB,SB_FLAG,SE,SE_FLAG,SN,SN_FLAG,SR,SR_FLAG,V,V_FLAG,W,W_FLAG,ZN,ZN_FLAG,BULK_DEN_DBF,BULK_DEN_DBF_FLAG
7/28/2016,4311,NWCA11-2366,1,7/21/2011,PA,NWCA_PROBABILITY,NWCA11-2366-1-11-PA-049-001-5,D,5,68,NA,33.2,NA,58.9,NA,7.9,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,0.44,NA,0.01,< MDL 0.04 %,0,< MDL 0.04 %,5.4,NA,4.6,NA,14.1,NA,7.8,NA,0.1,< PQL 0.3 cmol(+) / kg,1.8,NA,0,NA,0.17,NA,0.97,NA,201,NA,625.4,NA,0.02,NA,0.06,NA,0.1,NA,1.9,NA,0,< MDL 0.0006 %,27.4,NA,28.4,NA,0.07,NA,19.95,NA,259.29,NA,1.79,NA,0.11,NA,9.88,NA,38.04,NA,11.21,NA,64,NA,307.61,NA,0.65,NA,26.98,NA,671.33,NA,17.99,NA,0.12,NA,693.51,NA,1.57,NA,47.58,NA,63.94,NA,0,NA,95.65,NA,NA,NA
7/28/2016,4311,NWCA11-2366,1,7/21/2011,PA,NWCA_PROBABILITY,NWCA11-2366-1-11-PA-049-001-6,D,6,97,NA,28.5,NA,59,NA,12.5,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,0.24,NA,0,< MDL 0.04 %,0,< MDL 0.04 %,5.4,NA,4.8,NA,10.3,NA,6.6,NA,0.1,< PQL 0.3 cmol(+) / kg,1.8,NA,0,NA,0.1,NA,0.29,NA,96,NA,218.8,NA,0.01,NA,0.08,NA,0.1,NA,0.5,NA,0,< MDL 0.0006 %,19.7,NA,49.6,NA,0.05,NA,7.44,NA,205.78,NA,1.5,NA,0.14,NA,9.91,NA,31.54,NA,13.5,NA,36,NA,215.95,NA,0.52,NA,31.7,NA,312.96,NA,17.28,NA,0.12,NA,287.63,NA,1.24,NA,37.52,NA,53.47,NA,0,NA,87.59,NA,NA,NA
7/28/2016,4311,NWCA11-2366,1,7/21/2011,PA,NWCA_PROBABILITY,NWCA11-2366-1-11-PA-049-001-7,D,7,125,NA,26.5,NA,60.2,NA,13.3,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,0.2,NA,0,< MDL 0.04 %,0,< MDL 0.04 %,5.7,NA,4.9,NA,9.7,NA,6.2,NA,0.1,< PQL 0.3 cmol(+) / kg,1.9,NA,0,NA,0.11,NA,0.44,NA,115,NA,323.3,NA,0.02,NA,0.04,NA,0.1,NA,0.8,NA,0,< MDL 0.0006 %,29.8,NA,63.3,NA,0.04,NA,8.91,NA,168.44,NA,1.26,NA,0.09,NA,10.52,NA,29.88,NA,14.59,NA,34,NA,240.35,NA,0.52,NA,34.83,NA,371.97,NA,15.77,NA,0.11,NA,489.27,NA,1.08,NA,32.81,NA,51.07,NA,0,NA,87.37,NA,NA,NA
7/28/2016,4312,NWCA11-2370,1,7/22/2011,PA,NWCA_PROBABILITY,NWCA11-2370-1-11-PA-039-001-1,A,1,20,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,39.75,NA,3.18,NA,0.49,NA,5.4,NA,5.3,NA,143,NA,113.5,NA,0.6,NA,13,NA,0,NA,0.15,NA,1.1,NA,572.8,NA,417.9,NA,0.02,NA,4.68,NA,0.1,NA,1.3,NA,0,< MDL 0.0006 %,16.9,NA,12.3,NA,0.1,NA,12.25,NA,139.94,NA,0.48,NA,1.11,NA,2.99,NA,11.3,NA,15.26,NA,240,NA,600.81,NA,2.27,NA,8.36,NA,1563.93,NA,58.41,NA,0.48,NA,1857.07,NA,2.31,NA,71.81,NA,17.13,NA,0.26,NA,171.46,NA,0.12,NA
7/28/2016,4312,NWCA11-2370,1,7/22/2011,PA,NWCA_PROBABILITY,NWCA11-2370-1-11-PA-039-001-2,A,2,45,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,40.84,NA,2.79,NA,0.59,NA,5.5,NA,5.3,NA,144.1,NA,116.8,NA,0,< MDL 0.06 cmol(+) / kg,12.7,NA,0,NA,0.21,NA,0.44,NA,196.6,NA,271.9,NA,0,< MDL 0.0002 %,4.07,NA,0.2,NA,0.3,NA,0,< MDL 0.0006 %,7.6,NA,5.1,NA,0.07,NA,6.53,NA,104.56,NA,0.35,NA,0.89,NA,1.76,NA,9.62,NA,13.25,NA,116,NA,255.27,NA,2.39,NA,6.28,NA,970.01,NA,19.25,NA,0.21,NA,913.31,NA,0.92,NA,59.57,NA,15.33,NA,0.15,NA,44.32,NA,0.2,NA
7/28/2016,4312,NWCA11-2370,1,7/22/2011,PA,NWCA_PROBABILITY,NWCA11-2370-1-11-PA-039-001-3,A,3,89,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,25.54,NA,1.71,NA,0.38,NA,5.8,NA,5.6,NA,101.4,NA,80.3,NA,0,< MDL 0.06 cmol(+) / kg,8.8,NA,0,NA,0.38,NA,0.26,NA,166.2,NA,488.6,NA,0.01,NA,1.26,NA,0.2,NA,0.1,NA,0,< MDL 0.0006 %,5.4,NA,4,NA,0.08,NA,6.78,NA,176.37,NA,0.8,NA,0.87,NA,2.88,NA,22.79,NA,16.92,NA,131,NA,234.5,NA,1.4,NA,10.28,NA,1032.26,NA,17.63,NA,0.05,NA,1233.41,NA,1.16,NA,48.97,NA,33.04,NA,0.07,NA,60.55,NA,0.31,NA
7/28/2016,4312,NWCA11-2370,1,7/22/2011,PA,NWCA_PROBABILITY,NWCA11-2370-1-11-PA-039-001-4,A,4,125,NA,24.7,NA,69.4,NA,5.9,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,2.53,NA,0.11,< PQL 0.2 %,0.02,< MDL 0.04 %,6.2,NA,5.7,NA,18.9,NA,16.6,NA,0,< MDL 0.06 cmol(+) / kg,2.3,NA,0,NA,0.2,NA,0.06,NA,13.5,NA,296,NA,0.02,NA,0.19,NA,0.1,NA,0,< MDL 0.01 %,0,< MDL 0.0006 %,5.2,NA,18,NA,0.08,NA,4.78,NA,366.21,NA,1.22,NA,0.6,NA,6.93,NA,33.61,NA,14.02,NA,83,NA,102.85,NA,0.69,NA,17.4,NA,393.31,NA,18.01,NA,0.02,NA,797.19,NA,1.62,NA,29.64,NA,53.13,NA,0.03,NA,117.26,NA,NA,NA
7/28/2016,4313,NWCA11-2376,1,9/28/2011,PA,NWCA_PROBABILITY,NWCA11-2376-1-11-PA-017-001-1,C,1,8,NA,19.7,NA,60.6,NA,19.7,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,5.15,NA,0.29,NA,0.06,< PQL 0.2 %,6.1,NA,5.6,NA,19,NA,14.3,NA,0.4,NA,3.1,NA,0,NA,0.15,NA,0.38,NA,175.5,NA,365.7,NA,0.03,NA,0.36,NA,0.1,NA,1.6,NA,0,< MDL 0.0006 %,22.5,NA,42.3,NA,0.08,NA,6.39,NA,155.9,NA,1.68,NA,0.38,NA,11.59,NA,47.31,NA,35.14,NA,60,NA,294.51,NA,0.77,NA,39.28,NA,543.29,NA,41.92,NA,0.4,NA,712.05,NA,3.56,NA,38.36,NA,65.53,NA,0.03,NA,108.89,NA,0.61,NA
7/28/2016,4313,NWCA11-2376,1,9/28/2011,PA,NWCA_PROBABILITY,NWCA11-2376-1-11-PA-017-001-2,C,2,22,NA,18.2,NA,56.1,NA,25.7,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,3.77,NA,0.23,NA,0.02,< MDL 0.04 %,6,NA,5.5,NA,16.3,NA,11.6,NA,0.2,< PQL 0.3 cmol(+) / kg,2.8,NA,0,NA,0.14,NA,0.38,NA,145.3,NA,365.2,NA,0.02,NA,0.26,NA,0.1,NA,1.6,NA,0,< MDL 0.0006 %,21.4,NA,41.1,NA,0.09,NA,7.35,NA,162.15,NA,1.85,NA,0.47,NA,11.89,NA,49.17,NA,35.12,NA,68,NA,276.88,NA,0.74,NA,35.85,NA,506.95,NA,44.77,NA,0.36,NA,763.74,NA,3.51,NA,35.42,NA,67.67,NA,0.03,NA,110.46,NA,1.13,NA
7/28/2016,4313,NWCA11-2376,1,9/28/2011,PA,NWCA_PROBABILITY,NWCA11-2376-1-11-PA-017-001-3,C,3,31,NA,21.6,NA,44.1,NA,34.3,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,1.34,NA,0.1,< PQL 0.2 %,0,< MDL 0.04 %,6.4,NA,5.7,NA,10.9,NA,7.4,NA,0.2,< PQL 0.3 cmol(+) / kg,2.3,NA,0,NA,0.12,NA,0.33,NA,80.6,NA,265.6,NA,0.02,NA,0.16,NA,0.1,NA,1.7,NA,0,< MDL 0.0006 %,9.4,NA,26.5,NA,0.06,NA,8.79,NA,165.16,NA,2.13,NA,0.17,NA,14.45,NA,57.43,NA,31.25,NA,39,NA,248.14,NA,0.77,NA,36.95,NA,381.02,NA,32.68,NA,0.34,NA,572.77,NA,2.83,NA,27.4,NA,79.76,NA,0.04,NA,100.34,NA,0.55,"Db inconsistent with layer position , g/cc"
7/28/2016,4314,NWCA11-3572,1,7/15/2011,MD,NWCA_PROBABILITY,NWCA11-3572-1-11-MD-019-013-4,A,4,46,NA,29.2,NA,68.4,NA,2.4,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,0.64,NA,0.06,< PQL 0.2 %,0.05,< PQL 0.2 %,4.3,NA,3.9,NA,10.2,NA,1.6,NA,0,< MDL 0.06 cmol(+) / kg,2.3,NA,0.7,NA,0.15,NA,0.17,NA,0,< MDL 0.1 mg / kg,30.4,< PQL 129 mg / kg,0.01,NA,1.1,NA,0.1,NA,0.9,NA,0,< MDL 0.0006 %,1,NA,1.2,NA,0.06,NA,5.18,NA,129.55,NA,0.73,NA,0.01,NA,3.98,NA,32.24,NA,9.42,NA,51,NA,54.56,NA,0.46,NA,11.57,NA,86.18,NA,14.31,NA,0.12,NA,694.45,NA,1.22,NA,17.55,NA,50.13,NA,0.01,NA,27.03,NA,1.67,NA
7/28/2016,4314,NWCA11-3572,1,7/15/2011,MD,NWCA_PROBABILITY,NWCA11-3572-1-11-MD-019-013-5,A,5,70,NA,31.4,NA,65.9,NA,2.7,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,1.1,NA,0.1,< PQL 0.2 %,0.07,< PQL 0.2 %,4.2,NA,3.9,NA,12.6,NA,1.8,NA,0.2,< PQL 0.3 cmol(+) / kg,3,NA,1.4,NA,0.18,NA,0.16,NA,1,NA,36.1,< PQL 129 mg / kg,0.02,NA,1.29,NA,0.1,NA,1,NA,0,< MDL 0.0006 %,0.9,NA,0.4,< PQL 0.6 mg / kg,0.06,NA,6.09,NA,121.57,NA,0.87,NA,0,< MDL 0.001 mg / kg,4.19,NA,38.33,NA,12.26,NA,44,NA,54.1,NA,0.64,NA,12.79,NA,76.88,NA,16.14,NA,0.14,NA,558.69,NA,1.33,NA,17.89,NA,54.68,NA,0,NA,28.77,NA,1.52,NA
7/28/2016,4314,NWCA11-3572,1,7/15/2011,MD,NWCA_PROBABILITY,NWCA11-3572-1-11-MD-019-013-6,A,6,125,NA,28,NA,69.3,NA,2.7,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,0.44,NA,0.07,< PQL 0.2 %,0.07,< PQL 0.2 %,4.2,NA,3.9,NA,11.5,NA,0.9,NA,0.2,< PQL 0.3 cmol(+) / kg,3.3,NA,2.2,NA,0.16,NA,0.11,NA,1,NA,33.3,< PQL 129 mg / kg,0.02,NA,1.04,NA,0.1,NA,0.7,NA,0,< MDL 0.0006 %,0.5,< PQL 0.7 mg / kg,0.7,NA,0.03,NA,5.78,NA,136.81,NA,0.87,NA,0,< MDL 0.001 mg / kg,4.19,NA,34.65,NA,11.53,NA,12,NA,52.14,NA,0.57,NA,12.4,NA,57.19,NA,14.28,NA,0.15,NA,394.85,NA,1.18,NA,15.1,NA,46.85,NA,0.02,NA,27.32,NA,NA,NA
7/28/2016,4315,NWCA11-3580,1,9/15/2011,MD,NWCA_PROBABILITY,NWCA11-3580-1-11-MD-019-015-2,A,2,15,NA,8.7,NA,49.4,NA,41.9,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,17.78,NA,0.83,NA,0.87,NA,5.3,NA,5.3,NA,36.7,NA,12.4,NA,2.4,NA,28.9,NA,64.2,NA,0.22,NA,0.17,NA,1,NA,270.8,NA,0.01,NA,11.14,NA,0.2,NA,0.2,NA,0,< MDL 0.0006 %,13.5,NA,25.9,NA,0.16,NA,3.48,NA,59.48,NA,1.07,NA,0,< MDL 0.001 mg / kg,2.35,NA,20.99,NA,9.35,NA,118,NA,48.61,NA,3.52,NA,9.76,NA,579.48,NA,65.94,NA,0.73,NA,947.65,NA,1.76,NA,61.07,NA,36.78,NA,0.13,NA,28.29,NA,0.24,NA
7/28/2016,4315,NWCA11-3580,1,9/15/2011,MD,NWCA_PROBABILITY,NWCA11-3580-1-11-MD-019-015-4,A,4,30,NA,13.6,NA,68.9,NA,17.5,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,0.66,NA,0.06,< PQL 0.2 %,0.05,< PQL 0.2 %,6.5,NA,6.3,NA,4.9,NA,1.1,NA,0.3,NA,2.7,NA,7.9,NA,0.05,NA,0.04,NA,0,< MDL 0.1 mg / kg,29.7,< PQL 129 mg / kg,0.01,NA,3.83,NA,0,< MDL 0.001 %,0,< MDL 0.01 %,0,< MDL 0.0006 %,3.1,NA,11.9,NA,0.02,NA,1.67,NA,63.49,NA,0.4,NA,0.08,NA,2.35,NA,16.52,NA,4.08,NA,25,NA,66.56,NA,0.22,NA,15.22,NA,82.8,NA,8.79,NA,0.06,NA,287.08,NA,0.75,NA,20.45,NA,26.32,NA,-0.03,< MDL 0 mg / kg,16.47,NA,1.42,NA
7/28/2016,4315,NWCA11-3580,1,9/15/2011,MD,NWCA_PROBABILITY,NWCA11-3580-1-11-MD-019-015-5,A,5,75,NA,19,NA,62.5,NA,18.5,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,0.32,NA,0,< MDL 0.04 %,0.02,< MDL 0.04 %,6.4,NA,6.2,NA,6.9,NA,2.2,NA,0.3,NA,3.6,NA,9.7,NA,0.05,NA,0.03,NA,0,< MDL 0.1 mg / kg,13.8,< MDL 26 mg / kg,0,< MDL 0.0002 %,3.86,NA,0,< MDL 0.001 %,0.1,NA,0,< MDL 0.0006 %,5.2,NA,18.5,NA,0.02,NA,2.61,NA,88.96,NA,0.47,NA,0.03,NA,2.45,NA,25.68,NA,7.75,NA,21,NA,58.07,NA,0.25,NA,8.3,NA,84.43,NA,11.15,NA,0.09,NA,275.3,NA,1.01,NA,21.8,NA,40.14,NA,-0.03,< MDL 0 mg / kg,17.94,NA,1.57,NA
7/28/2016,4315,NWCA11-3580,1,9/15/2011,MD,NWCA_PROBABILITY,NWCA11-3580-1-11-MD-019-015-6,A,6,NA,NA,11.9,NA,14.9,NA,73.2,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,0.11,< PQL 0.2 %,0.02,< MDL 0.04 %,0.01,< MDL 0.04 %,4.7,NA,4.6,NA,4.3,NA,1,NA,0.1,< PQL 0.3 cmol(+) / kg,2.4,NA,6.7,NA,0.06,NA,0.1,NA,1,NA,111.1,< PQL 129 mg / kg,0.01,NA,3.67,NA,0,< MDL 0.001 %,0.1,NA,0,< MDL 0.0006 %,29.9,NA,68.1,NA,0.02,NA,2.17,NA,60.08,NA,0.35,NA,0.04,NA,2.26,NA,18.63,NA,5.84,NA,8,NA,36.58,NA,0.15,NA,8.23,NA,167.08,NA,7.62,NA,0.06,NA,202.28,NA,0.69,NA,11.79,NA,25.57,NA,-0.02,< MDL 0 mg / kg,14.31,NA,NA,NA
7/28/2016,4316,NWCA11-3588,1,9/16/2011,MD,NWCA_PROBABILITY,NWCA11-3588-1-11-MD-039-009-1,B,1,10,NA,28.1,NA,47.5,NA,24.4,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,19.81,NA,1.54,NA,0.82,NA,6.8,NA,6.8,NA,51.5,NA,19.3,NA,3.6,NA,33.1,NA,78.1,NA,0.2,NA,0.3,NA,294.3,NA,301.5,NA,0.05,NA,23.2,NA,0.1,NA,0.4,NA,0,< MDL 0.0006 %,18.6,NA,33.7,NA,0.06,NA,8.92,NA,91.75,NA,1.32,NA,0.1,NA,6.47,NA,65.42,NA,13.93,NA,96,NA,374.18,NA,5.39,NA,28.28,NA,1059.22,NA,35.21,NA,0.31,NA,1383.04,NA,1.78,NA,80.34,NA,59.22,NA,-0.01,< MDL 0 mg / kg,43.62,NA,0.16,NA
7/28/2016,4316,NWCA11-3588,1,9/16/2011,MD,NWCA_PROBABILITY,NWCA11-3588-1-11-MD-039-009-2,B,2,26,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,25.52,NA,1.41,NA,1.35,NA,5.6,NA,5.6,NA,52.6,NA,19.5,NA,4.4,NA,42.7,NA,124.2,NA,0.18,NA,0.12,NA,44.9,NA,109,< PQL 129 mg / kg,0.02,NA,33,NA,0.1,NA,0.1,NA,0,< MDL 0.0006 %,8.6,NA,13.8,NA,0.07,NA,7.91,NA,76.68,NA,0.87,NA,0.2,NA,3.93,NA,68.84,NA,11.26,NA,75,NA,95.91,NA,7.98,NA,25.15,NA,655.02,NA,27.06,NA,0.44,NA,1008.28,NA,1.4,NA,84.22,NA,48.02,NA,0,NA,22.28,NA,0.09,NA
7/28/2016,4316,NWCA11-3588,1,9/16/2011,MD,NWCA_PROBABILITY,NWCA11-3588-1-11-MD-039-009-3,B,3,50,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,21.02,NA,1.23,NA,1.4,NA,5.8,NA,5.8,NA,49.5,NA,20.3,NA,4.3,NA,46.1,NA,151.3,NA,0.32,NA,0.09,NA,24.2,NA,176,NA,0.03,NA,41.2,NA,0.2,NA,0.2,NA,0,< MDL 0.0006 %,8.5,NA,22,NA,0.09,NA,6.43,NA,69.82,NA,1.19,NA,0.18,NA,4.26,NA,58.36,NA,7.82,NA,68,NA,86.15,NA,10.87,NA,20.7,NA,614.51,NA,21.54,NA,0.31,NA,846.14,NA,1.05,NA,94.98,NA,48.99,NA,0.03,NA,24.6,NA,0.09,NA
7/28/2016,4316,NWCA11-3588,1,9/16/2011,MD,NWCA_PROBABILITY,NWCA11-3588-1-11-MD-039-009-4,B,4,68,NA,12.8,NA,46.2,NA,41,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,15.78,NA,0.67,NA,1.22,NA,5.5,NA,5.6,NA,43.7,NA,17.2,NA,3,NA,33,NA,94.3,NA,0.38,NA,0.12,NA,23.5,NA,214.4,NA,0.03,NA,45.3,NA,0.3,NA,0.4,NA,0,< MDL 0.0006 %,7.7,NA,20.5,NA,0.11,NA,5.98,NA,73.65,NA,1.62,NA,0.08,NA,3.74,NA,129.22,NA,5.81,NA,82,NA,99.79,NA,11,NA,37.83,NA,503.16,NA,17.83,NA,0.2,NA,667.87,NA,0.89,NA,87.86,NA,48.04,NA,0.02,NA,20.5,NA,0.22,NA
7/28/2016,4316,NWCA11-3588,1,9/16/2011,MD,NWCA_PROBABILITY,NWCA11-3588-1-11-MD-039-009-5,B,5,79,NA,8.3,NA,58,NA,33.7,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,3.63,NA,0.13,< PQL 0.2 %,0.41,NA,5.8,NA,5.7,NA,11.4,NA,4.6,NA,0.9,NA,7.5,NA,16.9,NA,0.15,NA,0.15,NA,10.1,NA,17.1,< MDL 26 mg / kg,0.02,NA,9.32,NA,0.1,NA,0.3,NA,0,< MDL 0.0006 %,3.3,NA,9.5,NA,0.04,NA,3.18,NA,45.07,NA,0.75,NA,0.08,NA,3.38,NA,226.09,NA,3.7,NA,45,NA,86.54,NA,6.04,NA,53.49,NA,141.64,NA,10.22,NA,0.07,NA,279.08,NA,0.73,NA,32.53,NA,28.1,NA,-0.01,< MDL 0 mg / kg,15.62,NA,NA,NA
7/28/2016,4316,NWCA11-3588,1,9/16/2011,MD,NWCA_PROBABILITY,NWCA11-3588-1-11-MD-039-009-6,B,6,98,NA,15.4,NA,56.4,NA,28.2,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,1.17,NA,0.06,< PQL 0.2 %,0.22,NA,6.2,NA,6.1,NA,6.2,NA,1.9,NA,0.7,NA,3.9,NA,10.3,NA,0.13,NA,0.04,NA,2,NA,1,< MDL 26 mg / kg,0.01,NA,3.81,NA,0.2,NA,0.8,NA,0,< MDL 0.0006 %,2.2,NA,7.2,NA,0.03,NA,3.37,NA,53.02,NA,0.66,NA,0.02,NA,3.57,NA,20.68,NA,4.21,NA,30,NA,69.38,NA,0.75,NA,11.34,NA,104.42,NA,9.84,NA,0.07,NA,446.54,NA,0.73,NA,18.5,NA,32.94,NA,-0.03,< MDL 0 mg / kg,27.53,NA,NA,NA
7/28/2016,4316,NWCA11-3588,1,9/16/2011,MD,NWCA_PROBABILITY,NWCA11-3588-1-11-MD-039-009-7,B,7,117,NA,17.6,NA,44.5,NA,37.9,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,0.55,NA,0.04,< PQL 0.2 %,0.11,< PQL 0.2 %,6.6,NA,6.4,NA,5.2,NA,1.4,NA,0.7,NA,3.4,NA,9,NA,0.1,NA,0.05,NA,1,NA,2,< MDL 26 mg / kg,0.01,NA,4.42,NA,0.2,NA,1.2,NA,0,< MDL 0.0006 %,2.4,NA,5.1,NA,0.02,NA,4.41,NA,65.25,NA,0.49,NA,0.03,NA,2.96,NA,23.87,NA,5.05,NA,41,NA,54.28,NA,0.58,NA,9.38,NA,104.41,NA,9.27,NA,0.08,NA,274.52,NA,0.85,NA,15.85,NA,37.52,NA,-0.02,< MDL 0 mg / kg,25.05,NA,NA,NA
7/28/2016,4316,NWCA11-3588,1,9/16/2011,MD,NWCA_PROBABILITY,NWCA11-3588-1-11-MD-039-009-8,B,8,NA,NA,8.9,NA,12.2,NA,78.9,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,0.13,< PQL 0.2 %,0.02,< MDL 0.04 %,0.01,< MDL 0.04 %,7,NA,6.5,NA,3.1,NA,0.6,NA,0.2,< PQL 0.3 cmol(+) / kg,1.8,NA,4.9,NA,0.05,NA,0.11,NA,1,NA,0,< MDL 26 mg / kg,0.01,NA,2.37,NA,0.1,NA,0.9,NA,0,< MDL 0.0006 %,2.5,NA,3.8,NA,0.01,NA,2.5,NA,34.21,NA,0.23,NA,0.01,NA,1.36,NA,13.31,NA,3.06,NA,21,NA,26.21,NA,0.41,NA,5.44,NA,75.26,NA,4.4,NA,0.06,NA,86.28,NA,0.46,NA,8.37,NA,21.69,NA,-0.03,< MDL 0 mg / kg,15.7,NA,NA,NA
7/28/2016,4317,NWCA11-R010,1,6/30/2011,PA,NWCA_NOT_PROBABILITY,NWCA11-R010-1-11-PA-061-001-2,B,2,16,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,27.85,NA,1.76,NA,0.24,NA,4.2,NA,3.7,NA,22.8,NA,3.2,NA,0.2,< PQL 0.3 cmol(+) / kg,1.2,NA,0.1,NA,0.48,NA,1.44,NA,18.3,NA,493,NA,0.01,NA,0.35,NA,0.4,NA,1.9,NA,0,< MDL 0.0006 %,4.1,NA,1.6,NA,0.14,NA,18.69,NA,223.86,NA,1.78,NA,0.42,NA,3.88,NA,26.08,NA,16.25,NA,205,NA,51.51,NA,2.01,NA,15.85,NA,1290.67,NA,78.6,NA,0.65,NA,2469.53,NA,2.98,NA,27.07,NA,47.3,NA,0.16,NA,47.53,NA,0.25,NA
