study_id,site_id,core_id,year,month,day,latitude,longitude,position_accuracy,position_method,elevation,habitat,geomorphic_id,position_notes
Sharma_et_al_2021,Koh_Kohng_137,Koh_Kohng_137_378,2014,5,1,11.5169834358259,102.988068643814,11,other low resolution,NA,mangrove,NA,position at subplot level
Sharma_et_al_2021,Koh_Kohng_137,Koh_Kohng_137_379,2014,5,1,11.516983,102.988069,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_137,Koh_Kohng_137_380,2014,5,1,11.516983,102.988069,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_137,Koh_Kohng_137_381,2014,5,1,11.516983,102.988069,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_137,Koh_Kohng_137_382,2014,5,1,11.516983,102.988069,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_138,Koh_Kohng_138_383,2014,5,1,11.5180771320785,102.98938062308,65,other low resolution,NA,mangrove,NA,position at subplot level
Sharma_et_al_2021,Koh_Kohng_138,Koh_Kohng_138_384,2014,5,1,11.518077,102.989381,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_138,Koh_Kohng_138_385,2014,5,1,11.518077,102.989381,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_138,Koh_Kohng_138_386,2014,5,1,11.518077,102.989381,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_138,Koh_Kohng_138_387,2014,5,1,11.518077,102.989381,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_139,Koh_Kohng_139_388,2014,5,1,11.5185766977876,102.989734507325,15,other low resolution,NA,mangrove,NA,position at subplot level
Sharma_et_al_2021,Koh_Kohng_139,Koh_Kohng_139_389,2014,5,1,11.518577,102.989735,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_139,Koh_Kohng_139_390,2014,5,1,11.518577,102.989735,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_139,Koh_Kohng_139_391,2014,5,1,11.518577,102.989735,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_139,Koh_Kohng_139_392,2014,5,1,11.518577,102.989735,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_140,Koh_Kohng_140_393,2015,2,19,11.5827324992697,103.031858851238,1,other low resolution,NA,mangrove,NA,position at subplot level
Sharma_et_al_2021,Koh_Kohng_140,Koh_Kohng_140_394,2015,2,19,11.582732,103.031859,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_140,Koh_Kohng_140_395,2015,2,19,11.582732,103.031859,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_141,Koh_Kohng_141_396,2015,2,20,11.5039513667603,103.030593531366,19,other low resolution,NA,mangrove,NA,position at subplot level
Sharma_et_al_2021,Koh_Kohng_141,Koh_Kohng_141_397,2015,2,20,11.503951,103.030594,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_141,Koh_Kohng_141_398,2015,2,20,11.503951,103.030594,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_141,Koh_Kohng_141_399,2015,2,20,11.503951,103.030594,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_141,Koh_Kohng_141_400,2015,2,20,11.503951,103.030594,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_142,Koh_Kohng_142_401,2015,2,21,11.5554319835118,102.978784361515,8,other low resolution,NA,mangrove,NA,position at subplot level
Sharma_et_al_2021,Koh_Kohng_142,Koh_Kohng_142_402,2015,2,21,11.555432,102.978784,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_142,Koh_Kohng_142_403,2015,2,21,11.555432,102.978784,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_142,Koh_Kohng_142_404,2015,2,21,11.555432,102.978784,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_142,Koh_Kohng_142_405,2015,2,21,11.555432,102.978784,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_143,Koh_Kohng_143_406,2015,2,22,11.505435380306,103.005609328041,27,other low resolution,NA,mangrove,NA,position at subplot level
Sharma_et_al_2021,Koh_Kohng_143,Koh_Kohng_143_407,2015,2,22,11.505435,103.005609,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_143,Koh_Kohng_143_408,2015,2,22,11.505435,103.005609,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_143,Koh_Kohng_143_409,2015,2,22,11.505435,103.005609,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_143,Koh_Kohng_143_410,2015,2,22,11.505435,103.005609,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_144,Koh_Kohng_144_411,2015,2,18,11.4652069291143,103.063750524384,5,other low resolution,NA,mangrove,NA,position at subplot level
Sharma_et_al_2021,Koh_Kohng_144,Koh_Kohng_144_412,2015,2,18,11.465207,103.063751,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_144,Koh_Kohng_144_413,2015,2,18,11.465207,103.063751,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_145,Koh_Kohng_145_414,2015,2,19,11.5572748044219,103.03250428372,5,other low resolution,NA,mangrove,NA,position at subplot level
Sharma_et_al_2021,Koh_Kohng_145,Koh_Kohng_145_415,2015,2,19,11.557275,103.032504,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_145,Koh_Kohng_145_416,2015,2,19,11.557275,103.032504,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_145,Koh_Kohng_145_417,2015,2,19,11.557275,103.032504,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_145,Koh_Kohng_145_418,2015,2,19,11.557275,103.032504,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_146,Koh_Kohng_146_419,2015,2,20,11.451249698013,103.084169655055,9,other low resolution,NA,mangrove,NA,position at subplot level
Sharma_et_al_2021,Koh_Kohng_146,Koh_Kohng_146_420,2015,2,20,11.45125,103.08417,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_146,Koh_Kohng_146_421,2015,2,20,11.45125,103.08417,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_146,Koh_Kohng_146_422,2015,2,20,11.45125,103.08417,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_146,Koh_Kohng_146_423,2015,2,20,11.45125,103.08417,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_147,Koh_Kohng_147_424,2015,2,22,11.5550266004722,103.009026610554,14,other low resolution,NA,mangrove,NA,position at subplot level
Sharma_et_al_2021,Koh_Kohng_147,Koh_Kohng_147_425,2015,2,22,11.555027,103.009027,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_147,Koh_Kohng_147_426,2015,2,22,11.555027,103.009027,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_147,Koh_Kohng_147_427,2015,2,22,11.555027,103.009027,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_147,Koh_Kohng_147_428,2015,2,22,11.555027,103.009027,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_148,Koh_Kohng_148_429,2015,2,21,11.5296310125435,102.981938680914,11,other low resolution,NA,mangrove,NA,position at subplot level
Sharma_et_al_2021,Koh_Kohng_148,Koh_Kohng_148_430,2015,2,21,11.529631,102.981939,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_148,Koh_Kohng_148_431,2015,2,21,11.529631,102.981939,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_148,Koh_Kohng_148_432,2015,2,21,11.529631,102.981939,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_148,Koh_Kohng_148_433,2015,2,21,11.529631,102.981939,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_149,Koh_Kohng_149_434,2015,2,19,11.501393,103.061578970623,NA,other low resolution,NA,mangrove,NA,position at subplot level
Sharma_et_al_2021,Koh_Kohng_149,Koh_Kohng_149_435,2015,2,19,11.501393,103.061579,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_149,Koh_Kohng_149_436,2015,2,19,11.501393,103.061579,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_149,Koh_Kohng_149_437,2015,2,19,11.501393,103.061579,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_149,Koh_Kohng_149_438,2015,2,19,11.501393,103.061579,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_150,Koh_Kohng_150_439,2015,2,22,11.47413,103.005023076265,NA,other low resolution,NA,mangrove,NA,position at subplot level
Sharma_et_al_2021,Koh_Kohng_150,Koh_Kohng_150_440,2015,2,22,11.47413,103.005023,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_150,Koh_Kohng_150_441,2015,2,22,11.47413,103.005023,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_150,Koh_Kohng_150_442,2015,2,22,11.47413,103.005023,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_150,Koh_Kohng_150_443,2015,2,22,11.47413,103.005023,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_151,Koh_Kohng_151_444,2015,2,20,11.474705,103.062210386585,NA,other low resolution,NA,mangrove,NA,position at subplot level
Sharma_et_al_2021,Koh_Kohng_151,Koh_Kohng_151_445,2015,2,20,11.474705,103.06221,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_151,Koh_Kohng_151_446,2015,2,20,11.474705,103.06221,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_152,Koh_Kohng_152_447,2015,2,18,11.450235,103.059280026829,NA,other low resolution,NA,mangrove,NA,position at subplot level
Sharma_et_al_2021,Koh_Kohng_152,Koh_Kohng_152_448,2015,2,18,11.450235,103.05928,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_152,Koh_Kohng_152_449,2015,2,18,11.450235,103.05928,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_152,Koh_Kohng_152_450,2015,2,18,11.450235,103.05928,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_152,Koh_Kohng_152_451,2015,2,18,11.450235,103.05928,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_153,Koh_Kohng_153_454,2015,2,21,11.529737,103.03441,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_154,Koh_Kohng_154_457,2015,2,18,11.443549,103.089884255951,NA,other low resolution,NA,mangrove,NA,position at subplot level
Sharma_et_al_2021,Koh_Kohng_154,Koh_Kohng_154_458,2015,2,18,11.443549,103.089884,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_154,Koh_Kohng_154_459,2015,2,18,11.443549,103.089884,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_154,Koh_Kohng_154_460,2015,2,18,11.443549,103.089884,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_155,Koh_Kohng_155_461,2015,2,19,11.583369,103.037813170603,NA,other low resolution,NA,mangrove,NA,position at subplot level
Sharma_et_al_2021,Koh_Kohng_155,Koh_Kohng_155_462,2015,2,19,11.583369,103.037813,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_155,Koh_Kohng_155_463,2015,2,19,11.583369,103.037813,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_155,Koh_Kohng_155_464,2015,2,19,11.583369,103.037813,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_155,Koh_Kohng_155_465,2015,2,19,11.583369,103.037813,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_156,Koh_Kohng_156_466,2015,2,20,11.47701,103.037855152483,NA,other low resolution,NA,mangrove,NA,position at subplot level
Sharma_et_al_2021,Koh_Kohng_156,Koh_Kohng_156_467,2015,2,20,11.47701,103.037855,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_156,Koh_Kohng_156_468,2015,2,20,11.47701,103.037855,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_156,Koh_Kohng_156_469,2015,2,20,11.47701,103.037855,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_156,Koh_Kohng_156_470,2015,2,20,11.47701,103.037855,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_157,Koh_Kohng_157_471,2015,2,21,11.489822,103.00774448726,NA,other low resolution,NA,mangrove,NA,position at subplot level
Sharma_et_al_2021,Koh_Kohng_157,Koh_Kohng_157_472,2015,2,21,11.489822,103.007744,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_157,Koh_Kohng_157_474,2015,2,21,11.489822,103.007744,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_158,Koh_Kohng_158_476,2015,2,22,11.45311,103.018860128108,NA,other low resolution,NA,mangrove,NA,position at subplot level
Sharma_et_al_2021,Koh_Kohng_158,Koh_Kohng_158_477,2015,2,22,11.45311,103.01886,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_158,Koh_Kohng_158_478,2015,2,22,11.45311,103.01886,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_158,Koh_Kohng_158_479,2015,2,22,11.45311,103.01886,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Koh_Kohng_158,Koh_Kohng_158_480,2015,2,22,11.45311,103.01886,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Prey_Nob_159,Prey_Nob_159_481,2015,2,10,11.505435380306,103.005609328041,NA,other low resolution,NA,mangrove,Coastal fringe,position at subplot level
Sharma_et_al_2021,Prey_Nob_159,Prey_Nob_159_482,2015,2,10,10.610373,103.853048,NA,other low resolution,NA,mangrove,Coastal fringe,posiiton at plot level
Sharma_et_al_2021,Prey_Nob_159,Prey_Nob_159_483,2015,2,10,10.610373,103.853048,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Prey_Nob_159,Prey_Nob_159_484,2015,2,10,10.610373,103.853048,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Prey_Nob_160,Prey_Nob_160_485,2015,2,11,10.6111170936635,103.917539964629,2,other low resolution,NA,mangrove,Coastal fringe,position at subplot level
Sharma_et_al_2021,Prey_Nob_160,Prey_Nob_160_486,2015,2,11,10.611117,103.91754,NA,other low resolution,NA,mangrove,Coastal fringe,posiiton at plot level
Sharma_et_al_2021,Prey_Nob_160,Prey_Nob_160_487,2015,2,11,10.611117,103.91754,NA,other low resolution,NA,mangrove,Coastal fringe,posiiton at plot level
Sharma_et_al_2021,Prey_Nob_160,Prey_Nob_160_488,2015,2,11,10.611117,103.91754,NA,other low resolution,NA,mangrove,Coastal fringe,posiiton at plot level
Sharma_et_al_2021,Prey_Nob_160,Prey_Nob_160_489,2015,2,11,10.611117,103.91754,NA,other low resolution,NA,mangrove,Coastal fringe,posiiton at plot level
Sharma_et_al_2021,Prey_Nob_161,Prey_Nob_161_490,2015,2,12,10.5562579181076,103.807838989226,7,other low resolution,NA,mangrove,Coastal fringe,position at subplot level
Sharma_et_al_2021,Prey_Nob_161,Prey_Nob_161_491,2015,2,12,10.556258,103.807839,NA,other low resolution,NA,mangrove,Coastal fringe,posiiton at plot level
Sharma_et_al_2021,Prey_Nob_161,Prey_Nob_161_492,2015,2,12,10.556258,103.807839,NA,other low resolution,NA,mangrove,Coastal fringe,posiiton at plot level
Sharma_et_al_2021,Prey_Nob_161,Prey_Nob_161_493,2015,2,12,10.556258,103.807839,NA,other low resolution,NA,mangrove,Coastal fringe,posiiton at plot level
Sharma_et_al_2021,Prey_Nob_161,Prey_Nob_161_494,2015,2,12,10.556258,103.807839,NA,other low resolution,NA,mangrove,Coastal fringe,posiiton at plot level
Sharma_et_al_2021,Prey_Nob_162,Prey_Nob_162_495,2015,2,11,10.5483027883538,103.815646367434,6,other low resolution,NA,mangrove,Coastal fringe,position at subplot level
Sharma_et_al_2021,Prey_Nob_162,Prey_Nob_162_496,2015,2,11,10.548303,103.815646,NA,other low resolution,NA,mangrove,Coastal fringe,posiiton at plot level
Sharma_et_al_2021,Prey_Nob_162,Prey_Nob_162_497,2015,2,11,10.548303,103.815646,NA,other low resolution,NA,mangrove,Coastal fringe,posiiton at plot level
Sharma_et_al_2021,Prey_Nob_163,Prey_Nob_163_498,2015,2,12,10.5824,103.82355,7,other low resolution,NA,mangrove,Coastal fringe,position at subplot level
Sharma_et_al_2021,Prey_Nob_163,Prey_Nob_163_499,2015,2,12,10.582601,103.890377,NA,other low resolution,NA,mangrove,Coastal fringe,posiiton at plot level
Sharma_et_al_2021,Prey_Nob_163,Prey_Nob_163_500,2015,2,12,10.582601,103.890377,NA,other low resolution,NA,mangrove,Coastal fringe,posiiton at plot level
Sharma_et_al_2021,Prey_Nob_163,Prey_Nob_163_501,2015,2,12,10.582601,103.890377,NA,other low resolution,NA,mangrove,Coastal fringe,posiiton at plot level
Sharma_et_al_2021,Prey_Nob_163,Prey_Nob_163_502,2015,2,12,10.582601,103.890377,NA,other low resolution,NA,mangrove,Coastal fringe,posiiton at plot level
Sharma_et_al_2021,Prey_Nob_164,Prey_Nob_164_503,2015,2,12,10.556471,103.725893660233,NA,other low resolution,NA,mangrove,NA,position at subplot level
Sharma_et_al_2021,Prey_Nob_164,Prey_Nob_164_504,2015,2,12,10.556471,103.725894,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Prey_Nob_164,Prey_Nob_164_505,2015,2,12,10.556471,103.725894,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Sharma_et_al_2021,Prey_Nob_165,Prey_Nob_165_506,2015,2,11,10.527891,103.805234223549,NA,other low resolution,NA,mangrove,NA,position at subplot level
Sharma_et_al_2021,Prey_Nob_165,Prey_Nob_165_507,2015,2,11,10.527891,103.805234,NA,other low resolution,NA,mangrove,NA,posiiton at plot level
Trettin_et_al_2020,Rufiji_River_Delta_1,Rufiji_River_Delta_1_1,2015,12,31,-7.786217,39.32183,NA,other low resolution,NA,mangrove,River delta,position at subplot level
Trettin_et_al_2020,Rufiji_River_Delta_2,Rufiji_River_Delta_2_2,2015,12,31,-7.805889,39.289323,NA,other low resolution,NA,mangrove,River delta,position at subplot level
Trettin_et_al_2020,Rufiji_River_Delta_3,Rufiji_River_Delta_3_3,2015,12,31,-7.817306,39.352697,NA,other low resolution,NA,mangrove,River delta,position at subplot level
Trettin_et_al_2020,Rufiji_River_Delta_4,Rufiji_River_Delta_4_4,2015,12,31,-7.811658,39.283833,NA,other low resolution,NA,mangrove,River delta,position at subplot level
Trettin_et_al_2020,Rufiji_River_Delta_5,Rufiji_River_Delta_5_5,2015,12,31,-7.856985,39.257743,NA,other low resolution,NA,mangrove,River delta,position at subplot level
Trettin_et_al_2020,Rufiji_River_Delta_6,Rufiji_River_Delta_6_6,2015,12,31,-7.773308,39.335235,NA,other low resolution,NA,mangrove,River delta,position at subplot level
Trettin_et_al_2020,Rufiji_River_Delta_7,Rufiji_River_Delta_7_7,2015,12,31,-7.790236,39.339099,NA,other low resolution,NA,mangrove,River delta,position at subplot level
Trettin_et_al_2020,Rufiji_River_Delta_8,Rufiji_River_Delta_8_8,2015,12,31,-7.76533,39.297976,NA,other low resolution,NA,mangrove,River delta,position at subplot level
Trettin_et_al_2020,Rufiji_River_Delta_9,Rufiji_River_Delta_9_9,2015,12,31,-7.778774,39.300586,NA,other low resolution,NA,mangrove,River delta,position at subplot level
Trettin_et_al_2020,Rufiji_River_Delta_10,Rufiji_River_Delta_10_10,2015,12,31,-7.798374,39.319382,NA,other low resolution,NA,mangrove,River delta,position at subplot level
Trettin_et_al_2020,Rufiji_River_Delta_11,Rufiji_River_Delta_11_11,2015,12,31,-7.810767,39.316144,NA,other low resolution,NA,mangrove,River delta,position at subplot level
Trettin_et_al_2020,Rufiji_River_Delta_12,Rufiji_River_Delta_12_12,2015,12,31,-7.838769,39.243489,NA,other low resolution,NA,mangrove,River delta,position at subplot level
Trettin_et_al_2020,Rufiji_River_Delta_13,Rufiji_River_Delta_13_13,2015,12,31,-7.762685,39.298524,NA,other low resolution,NA,mangrove,River delta,position at subplot level
Trettin_et_al_2020,Rufiji_River_Delta_14,Rufiji_River_Delta_14_14,2015,12,31,-7.787997,39.300607,NA,other low resolution,NA,mangrove,River delta,position at subplot level
Trettin_et_al_2020,Rufiji_River_Delta_15,Rufiji_River_Delta_15_15,2015,12,31,-7.790868,39.369734,NA,other low resolution,NA,mangrove,River delta,position at subplot level
Trettin_et_al_2020,Rufiji_River_Delta_16,Rufiji_River_Delta_16_16,2015,12,31,-7.799883,39.300607,NA,other low resolution,NA,mangrove,River delta,position at subplot level
Trettin_et_al_2020,Rufiji_River_Delta_17,Rufiji_River_Delta_17_17,2015,12,31,-7.801661,39.295053,NA,other low resolution,NA,mangrove,River delta,position at subplot level
Trettin_et_al_2020,Rufiji_River_Delta_18,Rufiji_River_Delta_18_18,2015,12,31,-7.807884,39.31884,NA,other low resolution,NA,mangrove,River delta,position at subplot level
Trettin_et_al_2020,Rufiji_River_Delta_19,Rufiji_River_Delta_19_19,2015,12,31,-7.770334,39.318936,NA,other low resolution,NA,mangrove,River delta,position at subplot level
Trettin_et_al_2020,Rufiji_River_Delta_20,Rufiji_River_Delta_20_20,2015,12,31,-7.813454,39.334681,NA,other low resolution,NA,mangrove,River delta,position at subplot level
Trettin_et_al_2020,Rufiji_River_Delta_21,Rufiji_River_Delta_21_21,2015,12,31,-7.828303,39.322083,NA,other low resolution,NA,mangrove,River delta,position at subplot level
Trettin_et_al_2020,Rufiji_River_Delta_22,Rufiji_River_Delta_22_22,2015,12,31,-7.83765,39.270828,NA,other low resolution,NA,mangrove,River delta,position at subplot level
Trettin_et_al_2020,Rufiji_River_Delta_23,Rufiji_River_Delta_23_23,2015,12,31,-7.85189,39.319852,NA,other low resolution,NA,mangrove,River delta,position at subplot level
Trettin_et_al_2020,Rufiji_River_Delta_24,Rufiji_River_Delta_24_24,2015,12,31,-7.765002,39.291276,NA,other low resolution,NA,mangrove,River delta,position at subplot level
Trettin_et_al_2020,Rufiji_River_Delta_25,Rufiji_River_Delta_25_25,2015,12,31,-7.782773,39.284373,NA,other low resolution,NA,mangrove,River delta,position at subplot level
Trettin_et_al_2020,Rufiji_River_Delta_26,Rufiji_River_Delta_26_26,2015,12,31,-7.794873,39.300623,NA,other low resolution,NA,mangrove,River delta,position at subplot level
Trettin_et_al_2020,Rufiji_River_Delta_27,Rufiji_River_Delta_27_27,2015,12,31,-7.799935,39.359471,NA,other low resolution,NA,mangrove,River delta,position at subplot level
Trettin_et_al_2020,Rufiji_River_Delta_28,Rufiji_River_Delta_28_28,2015,12,31,-7.803327,39.276501,NA,other low resolution,NA,mangrove,River delta,position at subplot level
Trettin_et_al_2020,Rufiji_River_Delta_29,Rufiji_River_Delta_29_29,2015,12,31,-7.81566,39.353932,NA,other low resolution,NA,mangrove,River delta,position at subplot level
Trettin_et_al_2020,Rufiji_River_Delta_30,Rufiji_River_Delta_30_30,2015,12,31,-7.817536,39.356946,NA,other low resolution,NA,mangrove,River delta,position at subplot level
Trettin_et_al_2020,Rufiji_River_Delta_31,Rufiji_River_Delta_31_31,2015,12,31,-7.825313,39.324718,NA,other low resolution,NA,mangrove,River delta,position at subplot level
Trettin_et_al_2020,Rufiji_River_Delta_32,Rufiji_River_Delta_32_32,2015,12,31,-7.838843,39.336653,NA,other low resolution,NA,mangrove,River delta,position at subplot level
Trettin_et_al_2020,Rufiji_River_Delta_33,Rufiji_River_Delta_33_33,2015,12,31,-7.790904,39.374205,NA,other low resolution,NA,mangrove,River delta,position at subplot level
Trettin_et_al_2020,Rufiji_River_Delta_34,Rufiji_River_Delta_34_34,2015,12,31,-7.820636,39.268396,NA,other low resolution,NA,mangrove,River delta,position at subplot level
Trettin_et_al_2020,Rufiji_River_Delta_35,Rufiji_River_Delta_35_35,2015,12,31,-7.805975,39.350342,NA,other low resolution,NA,mangrove,River delta,position at subplot level
Trettin_et_al_2020,Rufiji_River_Delta_36,Rufiji_River_Delta_36_36,2015,12,31,-7.811343,39.308245,NA,other low resolution,NA,mangrove,River delta,position at subplot level
Trettin_et_al_2020,Rufiji_River_Delta_37,Rufiji_River_Delta_37_37,2015,12,31,-7.818324,39.296719,NA,other low resolution,NA,mangrove,River delta,position at subplot level
Trettin_et_al_2020,Rufiji_River_Delta_38,Rufiji_River_Delta_38_38,2015,12,31,-7.822442,39.337592,NA,other low resolution,NA,mangrove,River delta,position at subplot level
Trettin_et_al_2020,Rufiji_River_Delta_39,Rufiji_River_Delta_39_39,2015,12,31,-7.826875,39.297231,NA,other low resolution,NA,mangrove,River delta,position at subplot level
Trettin_et_al_2020,Rufiji_River_Delta_40,Rufiji_River_Delta_40_40,2015,12,31,-7.846511,39.338839,NA,other low resolution,NA,mangrove,River delta,position at subplot level
Trettin_et_al_2020,Rufiji_River_Delta_41,Rufiji_River_Delta_41_41,2015,12,31,-7.857204,39.237177,NA,other low resolution,NA,mangrove,River delta,position at subplot level
Trettin_et_al_2020,Rufiji_River_Delta_42,Rufiji_River_Delta_42_42,2015,12,31,-7.795329,39.295608,NA,other low resolution,NA,mangrove,River delta,position at subplot level
