study_id,site_id,plot_id,year,month,day,latitude,longitude,method_id,plot_area,plot_sapling_area,site_notes,position_accuracy,position_notes,disturbance_notes,disturbance_year,habitat,ecosystem_condition,disturbance_class,ecotype,plot_shape,plot_notes,aboveground_plant_carbon,belowground_plant_carbon,basal_area,field_or_manipulation_code,harvest_or_allometry
Bukoski_et_al_2020,Pak_Panang_Mangrove,Pak_Panang_Mangrove_644,2015,6,30,8.45942332924967,100.158289938048,1,153.94,12.57,"Plantation interior, team estimated at approximately 20 yrs old",NA,subplot-level,NA,NA,mangrove,Intact,No disturbance,Interior,circular,NA,1057.4,160.93,0.416,field,allometry
Bukoski_et_al_2020,Pak_Panang_Mangrove,Pak_Panang_Mangrove_645,2015,6,30,8.45934123843356,100.158525854653,1,153.94,12.57,"Plantation interior, team estimated at approximately 20 yrs old",NA,subplot-level,NA,NA,mangrove,Intact,No disturbance,Interior,circular,NA,1335.15,109.31,0.448,field,allometry
Bukoski_et_al_2020,Pak_Panang_Mangrove,Pak_Panang_Mangrove_646,2015,6,30,8.45931340840442,100.158761933303,1,153.94,12.57,"Plantation interior, team estimated at approximately 20 yrs old",NA,subplot-level,NA,NA,mangrove,Intact,No disturbance,Interior,circular,NA,1440.8100000000002,159.28,0.552,field,allometry
Bukoski_et_al_2020,Pak_Panang_Mangrove,Pak_Panang_Mangrove_647,2015,6,30,8.45931262794798,100.159025342191,1,153.94,12.57,"Plantation interior, team estimated at approximately 20 yrs old",NA,subplot-level,NA,NA,mangrove,Intact,No disturbance,Interior,circular,NA,1395.78,109.66,0.45,field,allometry
MacKenzie_et_al_2021,Catanauan,Catanauan_711,2014,7,21,13.579472,122.274917,9,153.94,12.57,Plantation - 5 years old.,NA,subplot-level,Plantation - 5 years old.,2009,mangrove,Plantation,Plantation,Interior,circular,Plantation - 5 years old.,52.28,29.79,0.074,field,allometry
MacKenzie_et_al_2021,Catanauan,Catanauan_712,2014,7,21,13.579389,122.275139,9,153.94,12.57,Plantation - 5 years old.,NA,subplot-level,Plantation - 5 years old.,2009,mangrove,Plantation,Plantation,Interior,circular,Plantation - 5 years old.,4.99,3.89,0.005,field,allometry
MacKenzie_et_al_2021,Catanauan,Catanauan_713,2014,7,21,13.57925,122.275361,9,153.94,12.57,Plantation - 5 years old.,NA,subplot-level,Plantation - 5 years old.,2009,mangrove,Plantation,Plantation,Interior,circular,Plantation - 5 years old.,23.18,30.439999999999998,0.028999999999999998,field,allometry
MacKenzie_et_al_2021,Catanauan,Catanauan_714,2014,7,22,13.581361,122.268139,9,153.94,12.57,Plantation - 10 years old.,NA,subplot-level,Plantation - 10 years old.,2004,mangrove,Plantation,Plantation,Interior,circular,Plantation - 10 years old.,63.29,90.13,0.084,field,allometry
MacKenzie_et_al_2021,Catanauan,Catanauan_715,2014,7,22,13.581056,122.268556,9,153.94,12.57,Plantation - 10 years old.,NA,subplot-level,Plantation - 10 years old.,2004,mangrove,Plantation,Plantation,Interior,circular,Plantation - 10 years old.,96.71,127.51,0.117,field,allometry
MacKenzie_et_al_2021,Catanauan,Catanauan_716,2014,7,23,13.579,122.274389,9,153.94,12.57,Plantation - 25 years old.,NA,subplot-level,Plantation - 25 years old.,1989,mangrove,Plantation,Plantation,Interior,circular,Plantation - 25 years old.,386.45,202.15,0.305,field,allometry
MacKenzie_et_al_2021,Catanauan,Catanauan_717,2014,7,23,13.578944,122.274889,9,153.94,12.57,Plantation - 25 years old.,NA,subplot-level,Plantation - 25 years old.,1989,mangrove,Plantation,Plantation,Interior,circular,Plantation - 25 years old.,254.5,235.53,0.306,field,allometry
MacKenzie_et_al_2021,Catanauan,Catanauan_718,2014,7,23,13.578806,122.275167,9,153.94,12.57,Plantation - 25 years old.,NA,subplot-level,Plantation - 25 years old.,1989,mangrove,Plantation,Plantation,Interior,circular,Plantation - 25 years old.,266.56,288.85,0.33,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_648,2013,5,2,7.38,99.5674833333333,1,153.94,12.57,Flat with higher islands around subplot 3,NA,subplot-level,NA,NA,mangrove,Degraded,No disturbance,NA,circular,NA,1206.62,296.75,0.43,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_649,2013,5,2,7.3798,99.5677,1,153.94,12.57,Flat with higher islands around subplot 3,NA,subplot-level,Cutting/logging,NA,mangrove,Degraded,Harvest medium,NA,circular,NA,937.05,36.34,0.323,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_650,2013,5,2,7.37975,99.5678833333333,1,153.94,12.57,Flat with higher islands around subplot 3,NA,subplot-level,Cutting/logging,NA,mangrove,Degraded,Harvest medium,NA,circular,A lot of NYFR.,439.29,113.51,0.178,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_651,2013,5,2,7.37963333333333,99.5680833333333,1,153.94,12.57,Flat with higher islands around subplot 3,NA,subplot-level,NA,NA,mangrove,Degraded,No disturbance,NA,circular,A lot of NYFR.,6035.41,1536.32,1.203,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_652,2013,5,2,7.37728333333333,99.5691666666667,1,153.94,12.57,This area has been rehabilitated.,NA,subplot-level,Moderate,NA,mangrove,Degraded,Disturbance moderate,NA,circular,NA,1137.73,52.12,0.415,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_653,2013,5,2,7.37743333333333,99.5692666666667,1,153.94,12.57,This area has been rehabilitated.,NA,subplot-level,Moderate,NA,mangrove,Degraded,Disturbance moderate,NA,circular,NA,930.82,231.1,0.373,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_654,2013,5,2,7.3776,99.56945,1,153.94,12.57,This area has been rehabilitated.,NA,subplot-level,Moderate,NA,mangrove,Degraded,Disturbance moderate,NA,circular,NA,354.47,163.64,0.241,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_655,2013,5,2,7.37733333333333,99.5662166666667,1,153.94,12.57,Rehabilitated area,NA,subplot-level,Rehabilitated area,NA,mangrove,Restoration,Restoration,NA,circular,NA,1176.97,55.74,0.449,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_656,2013,5,2,7.37713333333333,99.5662166666667,1,153.94,12.57,Rehabilitated area,NA,subplot-level,Rehabilitated area,NA,mangrove,Restoration,Restoration,NA,circular,NA,1962.96,613.92,0.788,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_657,2013,5,2,7.37696666666667,99.5661,1,153.94,12.57,Rehabilitated area,NA,subplot-level,Rehabilitated area,NA,mangrove,Restoration,Restoration,NA,circular,NA,965.47,334.18,0.404,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_658,2013,5,2,7.37633333333333,99.5688,1,153.94,12.57,Rehabilitated area (ex-fish pond),NA,subplot-level,Rehabilitated area (ex-fish pond),NA,mangrove,Restoration,Restoration,NA,circular,Seaward plot.,1354.33,290.95,0.407,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_659,2013,5,2,7.37571666666667,99.56855,1,153.94,12.57,Rehabilitated area (ex-fish pond),NA,subplot-level,Rehabilitated area (ex-fish pond),NA,mangrove,Restoration,Restoration,NA,circular,Forward bearing 200 degrees.,1433.27,320.03,0.421,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_660,2013,5,2,7.37578333333333,99.5685166666667,1,153.94,12.57,Rehabilitated area (ex-fish pond),NA,subplot-level,Rehabilitated area (ex-fish pond),NA,mangrove,Restoration,Restoration,NA,circular,"Encountered ecotone, edge of planted mangrove.",372.97999999999996,88.17,0.188,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_661,2013,5,2,7.37556666666667,99.5684,1,153.94,12.57,Rehabilitated area (ex-fish pond),NA,subplot-level,Rehabilitated area (ex-fish pond),NA,mangrove,Restoration,Restoration,NA,circular,NA,974.3,263.53,1.786,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_662,2013,5,2,7.37535,99.5683166666667,1,153.94,12.57,Rehabilitated area (ex-fish pond),NA,subplot-level,Rehabilitated area (ex-fish pond),NA,mangrove,Restoration,Restoration,NA,circular,NA,1.21,0.62,0.001,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_663,2013,5,3,7.3727,99.57215,1,153.94,12.57,NA,NA,subplot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,701.14,24.98,0.258,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_664,2013,5,3,7.37273333333333,99.5724166666667,1,153.94,12.57,NA,NA,subplot-level,NA,NA,mangrove,NA,NA,NA,circular,In shrimp pond,962.75,33.34,0.336,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_665,2013,5,3,7.37258333333333,99.5723833333333,1,153.94,12.57,NA,NA,subplot-level,NA,NA,mangrove,NA,NA,NA,circular,In shrimp pond,1244.72,43.41,0.428,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_666,2013,5,3,7.37296666666667,99.5731666666667,1,153.94,12.57,NA,NA,subplot-level,NA,NA,mangrove,NA,NA,NA,circular,In shrimp pond,629.31,21.4,0.228,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_667,2013,5,3,7.37093333333333,99.5762833333333,1,153.94,12.57,Rehabilitated area (ex-fish pond),NA,subplot-level,Rehabilitated area (ex-fish pond),NA,mangrove,Restoration,Restoration,NA,circular,NA,926.5,202.21,0.305,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_668,2013,5,3,7.37123333333333,99.5760833333333,1,153.94,12.57,Rehabilitated area (ex-fish pond),NA,subplot-level,Rehabilitated area (ex-fish pond),NA,mangrove,Restoration,Restoration,NA,circular,NA,919.7,432.4,0.486,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_669,2013,5,3,7.37136666666667,99.576,1,153.94,12.57,Rehabilitated area (ex-fish pond),NA,subplot-level,Rehabilitated area (ex-fish pond),NA,mangrove,Restoration,Restoration,NA,circular,NA,437.4,82.02,0.192,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_670,2013,5,3,7.37158333333333,99.57585,1,153.94,12.57,Rehabilitated area (ex-fish pond),NA,subplot-level,Rehabilitated area (ex-fish pond),NA,mangrove,Restoration,Restoration,NA,circular,NA,2241.56,545.33,0.549,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_671,2013,5,3,7.373275,99.5794874999999,1,153.94,12.57,NA,NA,subplot-level,Pristine area,NA,mangrove,Intact,No disturbance,NA,circular,NA,3040.13,335.02,1.175,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_672,2013,5,3,7.3734,99.5792833333333,1,153.94,12.57,NA,NA,subplot-level,Pristine area,NA,mangrove,Intact,No disturbance,NA,circular,NA,3178.18,835.92,0.75,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_673,2013,5,3,7.37356666666667,99.5791166666667,1,153.94,12.57,NA,NA,subplot-level,Pristine area,NA,mangrove,Intact,No disturbance,NA,circular,NA,2960.69,745.42,0.659,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_674,2013,5,3,7.37366666666667,99.578833333333293,1,153.94,12.57,NA,NA,subplot-level,Pristine area,NA,mangrove,Intact,No disturbance,NA,circular,NA,519.02,198.96,0.2,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_675,2013,5,3,7.37375,99.5786166666667,1,153.94,12.57,NA,NA,subplot-level,Pristine area,NA,mangrove,Intact,No disturbance,NA,circular,NA,934.01,365.27,0.33,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_676,2013,5,3,7.3739,99.5784666666667,1,153.94,12.57,NA,NA,subplot-level,Pristine area,NA,mangrove,Intact,No disturbance,NA,circular,NA,1268.76,500.16,0.477,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_677,2013,5,3,7.37431666666667,99.5850833333333,1,153.94,12.57,Rehabilitated area (ex-fish pond),NA,subplot-level,Rehabilitated area (ex-fish pond),NA,mangrove,Restoration,Restoration,NA,circular,NA,6177.42,1403.57,1.213,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_678,2013,5,3,7.37418333333333,99.5852333333333,1,153.94,12.57,Rehabilitated area (ex-fish pond),NA,subplot-level,Rehabilitated area (ex-fish pond),NA,mangrove,Restoration,Restoration,NA,circular,Encountered ecotone (Edge of planted mangrove),844.67,249.86,0.293,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_679,2013,5,3,7.37408333333333,99.5854,1,153.94,12.57,Rehabilitated area (ex-fish pond),NA,subplot-level,Rehabilitated area (ex-fish pond),NA,mangrove,Restoration,Restoration,NA,circular,NA,2407.91,718.47,0.641,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_680,2013,5,3,7.37375,99.5862333333333,1,153.94,12.57,Rehabilitated area (ex-fish pond),NA,subplot-level,Rehabilitated area (ex-fish pond),NA,mangrove,Restoration,Restoration,NA,circular,NA,630.87,205.92,0.254,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_681,2013,5,4,7.3783,99.5906333333333,1,153.94,12.57,Transect starts near a stream,NA,subplot-level,NA,NA,mangrove,NA,NA,NA,circular,Plots 3-4 have many mud lobster mounds,1824.92,602.93,0.587,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_682,2013,5,4,7.37843333333333,99.5909833333333,1,153.94,12.57,Transect starts near a stream,NA,subplot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,1397.82,497.35,0.512,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_683,2013,5,4,7.3786,99.5913,1,153.94,12.57,Transect starts near a stream,NA,subplot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,1151.01,319.69,0.394,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_684,2013,5,4,7.3787,99.5917,1,153.94,12.57,Transect starts near a stream,NA,subplot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,748.94,270.89,0.274,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_685,2013,5,4,7.3822222,99.586111111111,1,153.94,12.57,NA,NA,subplot-level,Low,NA,mangrove,Intact,Disturbance light,NA,circular,NA,703.08,179.87,0.325,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_686,2013,5,4,7.38161666666667,99.5869166666667,1,153.94,12.57,NA,NA,subplot-level,Low,NA,mangrove,Intact,Disturbance light,NA,circular,NA,769.51,127.07,0.277,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_687,2013,5,4,7.3818,99.5866666666667,1,153.94,12.57,NA,NA,subplot-level,Low,NA,mangrove,Intact,Disturbance light,NA,circular,NA,1002.1,72.73,0.243,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_688,2013,5,4,7.38176666666667,99.5864166666667,1,153.94,12.57,NA,NA,subplot-level,Low,NA,mangrove,Intact,Disturbance light,NA,circular,NA,1321.18,113,0.407,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_689,2013,5,4,7.38213333333333,99.5863666666667,1,153.94,12.57,NA,NA,subplot-level,Low,NA,mangrove,Intact,Disturbance light,NA,circular,NA,870.99,381.06,0.486,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_690,2013,5,4,7.38218333333333,99.5861666666667,1,153.94,12.57,NA,NA,subplot-level,Low,NA,mangrove,Intact,Disturbance light,NA,circular,NA,973.89,334.77,0.33,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_691,2013,5,4,7.38096666666667,99.5934333333333,1,153.94,12.57,NA,NA,subplot-level,Pristine/undisturbed,NA,mangrove,Intact,No disturbance,NA,circular,NA,2863.71,978.5,0.975,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_692,2013,5,4,7.38121666666667,99.5925833333333,1,153.94,12.57,NA,NA,subplot-level,Pristine/undisturbed,NA,mangrove,Intact,No disturbance,NA,circular,NA,1927.69,503.48,0.409,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_693,2013,5,4,7.38115,99.5929166666667,1,153.94,12.57,NA,NA,subplot-level,Pristine/undisturbed,NA,mangrove,Intact,No disturbance,NA,circular,NA,164.27,72.29,0.11,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_694,2013,5,4,7.3811,99.5930666666667,1,153.94,12.57,NA,NA,subplot-level,Pristine/undisturbed,NA,mangrove,Intact,No disturbance,NA,circular,NA,422.79,196.13,0.288,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_695,2013,5,4,7.38093333333333,99.5932,1,153.94,12.57,NA,NA,subplot-level,Pristine/undisturbed,NA,mangrove,Intact,No disturbance,NA,circular,NA,224.37,96.19,0.146,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_696,2013,5,4,7.38113333333333,99.59345,1,153.94,12.57,NA,NA,subplot-level,Pristine/undisturbed,NA,mangrove,Intact,No disturbance,NA,circular,NA,781.14,86.34,0.263,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_697,2013,5,4,7.37071666666667,99.5907166666667,1,153.94,12.57,NA,NA,subplot-level,NA,NA,mangrove,NA,NA,NA,circular,Elevation measurement accuracy +/- 5m,1075.6699999999998,306.03999999999996,0.333,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_698,2013,5,4,7.37075,99.5904166666667,1,153.94,12.57,NA,NA,subplot-level,NA,NA,mangrove,NA,NA,NA,circular,Elevation measurement accuracy +/- 5m,733.62,134.87,0.226,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_699,2013,5,4,7.37071666666667,99.5902833333333,1,153.94,12.57,NA,NA,subplot-level,NA,NA,mangrove,NA,NA,NA,circular,Elevation measurement accuracy +/- 5m,303.5,70.44000000000001,0.109,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_700,2013,5,4,7.37065,99.5901333333333,1,153.94,12.57,NA,NA,subplot-level,NA,NA,mangrove,NA,NA,NA,circular,Elevation measurement accuracy +/- 5m,798.0999999999999,269.53,0.279,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_701,2013,5,4,7.36891666666667,99.5898833333333,1,153.94,12.57,NA,NA,subplot-level,NA,NA,mangrove,NA,NA,NA,circular,Elevation measurement accuracy +/- 5m,6330.48,1799.75,1.465,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_702,2013,5,4,7.3705,99.5897333333333,1,153.94,12.57,NA,NA,subplot-level,NA,NA,mangrove,NA,NA,NA,circular,Elevation measurement accuracy +/- 5m,1691.41,516.57,0.458,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_703,2013,5,1,7.3741,99.5736,1,153.94,12.57,"Flat, surrounded by brims.  Replanted shrimp pond. RHAP planted ~11 years ago",NA,subplot-level,Rehabilitated area (ex-fish pond),NA,mangrove,Restoration,Restoration,NA,circular,NA,669.71,22.51,0.206,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_704,2013,5,1,7.37426666666667,99.5738166666667,1,153.94,12.57,"Flat, surrounded by brims.  Replanted shrimp pond. RHAP planted ~11 years ago",NA,subplot-level,Rehabilitated area (ex-fish pond),NA,mangrove,Restoration,Restoration,NA,circular,NA,814.36,28.46,0.277,field,allometry
Bukoski_et_al_2020,Palian_River_Estuary,Palian_River_Estuary_705,2013,5,1,7.37441666666667,99.5739666666667,1,153.94,12.57,"Flat, surrounded by brims.  Replanted shrimp pond. RHAP planted ~11 years ago",NA,subplot-level,Rehabilitated area (ex-fish pond),NA,mangrove,Restoration,Restoration,NA,circular,NA,1095.8300000000002,37.92,0.382,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_351,2014,4,23,11.561436,102.993472,1,153.9380400259,12.566370614359201,"flat, near boardwalk and river",NA,plot-level,NA,NA,mangrove,Intact,NA,NA,circular,NA,471.66,526.5400000000001,0.449,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_352,2014,4,23,11.561436,102.993472,1,153.9380400259,12.566370614359201,"flat, near boardwalk and river",NA,plot-level,None,NA,mangrove,Intact,No disturbance,NA,circular,NA,368.65999999999997,376.41,0.31,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_353,2014,4,23,11.561436,102.993472,1,153.9380400259,12.566370614359201,"flat, near boardwalk and river",NA,plot-level,None,NA,mangrove,Intact,No disturbance,NA,circular,NA,489.15,511.45,0.424,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_354,2014,4,23,11.561436,102.993472,1,153.9380400259,12.566370614359201,"flat, near boardwalk and river",NA,plot-level,NA,NA,mangrove,Intact,NA,NA,circular,NA,260.21,295.27,0.254,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_355,2014,4,26,11.5601737579603,102.997825539939,1,153.9380400259,12.566370614359201,NA,12,subplot-level,"Low disturbance, some cutting",NA,mangrove,Intact,Anthropogenic light,NA,circular,NA,568.17,604.37,0.5,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_356,2014,4,26,11.560174,102.997826,1,153.9380400259,12.566370614359201,NA,NA,plot-level,Some tree cutting,NA,mangrove,Intact,Anthropogenic light,NA,circular,NA,503.13,480.39,0.38,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_357,2014,4,26,11.560174,102.997826,1,153.9380400259,12.566370614359201,NA,NA,plot-level,None,NA,mangrove,Intact,No disturbance,NA,circular,NA,320.93,344.29,0.289,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_358,2014,4,26,11.560174,102.997826,1,153.9380400259,12.566370614359201,NA,NA,plot-level,Some tree cutting,NA,mangrove,Intact,Anthropogenic light,NA,circular,NA,281.89,322.59,0.277,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_359,2014,4,29,11.5572542826663,103.041487605442,1,153.9380400259,12.566370614359201,NA,9,subplot-level,Some cutting,NA,mangrove,Intact,Anthropogenic light,NA,circular,NA,410.53,383.63,0.368,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_360,2014,4,29,11.557254,103.041488,1,153.9380400259,12.566370614359201,NA,NA,plot-level,Some cutting,NA,mangrove,Intact,Anthropogenic light,NA,circular,NA,261.18,331.41999999999996,0.296,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_361,2014,4,29,11.557254,103.041488,1,153.9380400259,12.566370614359201,NA,NA,plot-level,Some cutting,NA,mangrove,Intact,Anthropogenic light,NA,circular,NA,561.02,415.41999999999996,0.389,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_362,2014,4,29,11.58337,103.0378,1,153.9380400259,12.566370614359201,NA,8,subplot-level,NA,NA,mangrove,Intact,NA,NA,circular,NA,1370.25,584.5,0.476,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_363,2014,4,29,11.081461,100.685777,1,153.9380400259,12.566370614359201,NA,NA,plot-level,"clear cutting and burning a long time ago, RHAP regrowth",NA,mangrove,Intact,Restoration,NA,circular,NA,1618.0500000000002,460.92,0.368,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_364,2014,4,29,11.081461,100.685777,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,NA,circular,NA,269.25,302.3,0.259,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_365,2014,4,29,11.5585805667393,103.041130060167,1,153.9380400259,12.566370614359201,NA,30.1,subplot-level,NA,NA,mangrove,Intact,NA,NA,circular,NA,423.67,220.6,0.252,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_366,2014,4,29,11.558581,103.04113,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,NA,circular,NA,1537.3100000000002,430.91,0.356,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_367,2014,4,29,11.558581,103.04113,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,NA,circular,NA,947.0100000000001,317.03,0.261,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_368,2014,4,29,11.558581,103.04113,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,NA,circular,NA,109.53999999999999,111.98,0.106,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_369,2014,4,29,11.558581,103.04113,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,NA,circular,NA,211.27,215.51999999999998,0.208,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_370,2014,4,29,11.559437,103.040739,1,153.9380400259,12.566370614359201,NA,NA,plot-level,Some cut and burned,NA,mangrove,Intact,No disturbance,NA,circular,NA,128.12,141.66,0.14,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_371,2014,4,29,11.559437,103.040739,1,153.9380400259,12.566370614359201,NA,NA,plot-level,Big tree dead and blown down,NA,mangrove,Intact,No disturbance,NA,circular,NA,1766.9499999999998,1068.92,0.728,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_372,2014,4,29,11.559437,103.040739,1,153.9380400259,12.566370614359201,NA,NA,plot-level,Some cut or burned,NA,mangrove,Intact,Anthropogenic light,NA,circular,NA,256.09,222.8,0.267,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_373,2014,5,1,11.5165531933408,102.987283519534,1,153.9380400259,12.566370614359201,NA,7,subplot-level,None,NA,mangrove,Intact,No disturbance,NA,circular,NA,503.02,543.6800000000001,0.463,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_374,2014,5,1,11.516553,102.987284,1,153.9380400259,12.566370614359201,NA,NA,plot-level,None,NA,mangrove,Intact,No disturbance,NA,circular,NA,76.98,92.31,0.085,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_375,2014,5,1,11.516553,102.987284,1,153.9380400259,12.566370614359201,NA,NA,plot-level,None,NA,mangrove,Intact,No disturbance,NA,circular,NA,163.88,207.15,0.193,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_376,2014,5,1,11.516553,102.987284,1,153.9380400259,12.566370614359201,NA,NA,plot-level,None,NA,mangrove,Intact,No disturbance,NA,circular,NA,197.81,203.02,0.175,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_377,2014,5,1,11.516553,102.987284,1,153.9380400259,12.566370614359201,NA,NA,plot-level,None,NA,mangrove,Intact,No disturbance,NA,circular,NA,338.52000000000004,312.71000000000004,0.326,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_378,2014,5,1,11.5169834358259,102.988068643814,1,153.9380400259,12.566370614359201,NA,11,subplot-level,None,NA,mangrove,Intact,No disturbance,NA,circular,NA,283.65,301.2,0.264,field,allometry
