"study_id","site_id","transect_id","plot_id","subtransect_id","debris_diameter","size_class","diameter_squared","debris_class","debris_transect_length"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","1","4","4.27","2.5-7.5","18.2329",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","1","4","4.22","2.5-7.5","17.8084",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","1","4","4.22","2.5-7.5","17.8084",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","2","1","12.3",">7.5","151.29","intermediate","12"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","2","1","3.13","2.5-7.5","9.7969",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","2","1","0.23","<2.5","0.0529","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","2","1","0.52","<2.5","0.2704","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","2","1","0.61","<2.5","0.3721","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","2","1","1.05","<2.5","1.1025","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","2","1","1.92","<2.5","3.6864","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","2","2","0.79","<2.5","0.6241","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","2","2","1.05","<2.5","1.1025","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","2","2","1.13","<2.5","1.2769","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","2","3","9.05",">7.5","81.9025","rotten","12"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","2","3","6.85","2.5-7.5","46.9225",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","2","3","5.5","2.5-7.5","30.25",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","2","3","3.36","2.5-7.5","11.2896",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","2","3","2.64","2.5-7.5","6.9696",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","2","3","2.63","2.5-7.5","6.9169",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","2","3","1.66","<2.5","2.7556","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","2","3","2.15","<2.5","4.6225","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","2","4","7.05","2.5-7.5","49.7025",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","2","4","6.68","2.5-7.5","44.6224",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","2","4","2.84","2.5-7.5","8.0656",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","2","4","2.63","2.5-7.5","6.9169",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","2","4","0.65","<2.5","0.4225","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","2","4","0.71","<2.5","0.5041","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","2","4","1.05","<2.5","1.1025","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","2","4","2.41","<2.5","5.8081","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","3","1","12.2",">7.5","148.84","sound","12"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","3","1","7.56",">7.5","57.1536","intermediate","12"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","3","1","3.22","2.5-7.5","10.3684",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","3","1","0.5","<2.5","0.25","sound","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","3","2","24.7",">7.5","610.09","intermediate","12"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","3","2","11.8",">7.5","139.24","rotten","12"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","3","2","8.22",">7.5","67.5684","rotten","12"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","3","2","6.77","2.5-7.5","45.8329",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","3","2","4.44","2.5-7.5","19.7136",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","3","2","3.16","2.5-7.5","9.9856",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","3","2","0.61","<2.5","0.3721","sound","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","3","2","1.94","<2.5","3.7636","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","3","2","2.21","<2.5","4.8841","sound","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","3","3","9.5",">7.5","90.25","rotten","12"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","3","3","8.44",">7.5","71.2336","rotten","12"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","3","3","6.1","2.5-7.5","37.21",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","3","3","4.44","2.5-7.5","19.7136",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","3","3","3.54","2.5-7.5","12.5316",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","3","3","3.22","2.5-7.5","10.3684",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","3","3","2.83","2.5-7.5","8.0089",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","3","3","2.83","2.5-7.5","8.0089",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","3","3","0.83","<2.5","0.6889","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","3","3","0.94","<2.5","0.8836","sound","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","3","3","1.1","<2.5","1.21","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","3","3","1.5","<2.5","2.25","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","3","4","11.22",">7.5","125.8884","rotten","12"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","3","4","10",">7.5","100","rotten","12"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","3","4","6.49","2.5-7.5","42.1201",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","3","4","5.44","2.5-7.5","29.5936",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","3","4","3.88","2.5-7.5","15.0544",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","3","4","2.83","2.5-7.5","8.0089",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","3","4","0.66","<2.5","0.4356","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","4","1","4.71","2.5-7.5","22.1841",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","4","1","3.8","2.5-7.5","14.44",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","4","1","3.49","2.5-7.5","12.1801",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","4","1","0.42","<2.5","0.1764","sound","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","4","1","0.71","<2.5","0.5041","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","4","1","0.71","<2.5","0.5041","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","4","1","1.15","<2.5","1.3225","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","4","1","2.21","<2.5","4.8841","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","4","2","1.34","<2.5","1.7956","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","4","2","2.23","<2.5","4.9729","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","4","3","30",">7.5","900","intermediate","12"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","4","3","15.2",">7.5","231.04","rotten","12"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","4","3","4.6","2.5-7.5","21.16",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","4","3","4.5","2.5-7.5","20.25",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","4","3","3.4","2.5-7.5","11.56",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","4","3","0.37","<2.5","0.1369","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","4","3","0.39","<2.5","0.1521","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","4","3","0.7","<2.5","0.49","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","4","3","0.83","<2.5","0.6889","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","4","4","14.92",">7.5","222.6064","sound","12"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","4","4","11.33",">7.5","128.3689","sound","12"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","4","4","10.6",">7.5","112.36","sound","12"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","4","4","4.5","2.5-7.5","20.25",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","4","4","4.4","2.5-7.5","19.36",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","4","4","4.31","2.5-7.5","18.5761",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","4","4","2.59","2.5-7.5","6.7081",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","4","4","0.38","<2.5","0.1444","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","4","4","0.43","<2.5","0.1849","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","4","4","0.62","<2.5","0.3844","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","4","4","0.72","<2.5","0.5184","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","4","4","0.72","<2.5","0.5184","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","4","4","0.83","<2.5","0.6889","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","4","4","0.91","<2.5","0.8281","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","5","1","3.14","2.5-7.5","9.8596",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","5","1","0.48","<2.5","0.2304","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","5","1","0.69","<2.5","0.4761","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","5","1","0.77","<2.5","0.5929","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","5","1","0.83","<2.5","0.6889","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","5","1","0.85","<2.5","0.7225","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","5","1","1.18","<2.5","1.3924","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","5","2","20",">7.5","400","sound","10"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","5","2","15.6",">7.5","243.36","rotten","12"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","5","2","11.33",">7.5","128.3689","rotten","12"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","5","2","8",">7.5","64","intermediate","12"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","5","2","2.86","2.5-7.5","8.1796",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","5","2","0.61","<2.5","0.3721","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","5","2","0.63","<2.5","0.3969","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","5","2","0.65","<2.5","0.4225","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","5","2","0.73","<2.5","0.5329","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","5","2","0.82","<2.5","0.6724","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","5","2","1.05","<2.5","1.1025","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","5","2","1.21","<2.5","1.4641","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","5","3","2.96","2.5-7.5","8.7616",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","5","3","2.93","2.5-7.5","8.5849",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","5","3","0.68","<2.5","0.4624","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","5","3","0.69","<2.5","0.4761","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","5","3","0.78","<2.5","0.6084","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","5","3","0.88","<2.5","0.7744","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","5","4","10.33",">7.5","106.7089","rotten","10"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","5","4","3.95","2.5-7.5","15.6025",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","5","4","3.19","2.5-7.5","10.1761",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","5","4","3","2.5-7.5","9",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","5","4","0.66","<2.5","0.4356","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","2","5","4","0.97","<2.5","0.9409","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","1","3.18","2.5-7.5","10.1124",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","1","0.44","<2.5","0.1936","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","1","0.47","<2.5","0.2209","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","1","0.58","<2.5","0.3364","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","1","0.66","<2.5","0.4356","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","1","1.2","<2.5","1.44","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","1","1.34","<2.5","1.7956","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","2","9.4",">7.5","88.36","intermediate","12"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","2","7","2.5-7.5","49",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","2","6.27","2.5-7.5","39.3129",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","2","5.1","2.5-7.5","26.01",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","2","5","2.5-7.5","25",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","2","4.4","2.5-7.5","19.36",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","2","2.71","2.5-7.5","7.3441",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","2","0.26","<2.5","0.0676","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","2","0.35","<2.5","0.1225","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","2","0.41","<2.5","0.1681","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","2","0.49","<2.5","0.2401","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","2","0.49","<2.5","0.2401","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","2","0.58","<2.5","0.3364","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","2","0.69","<2.5","0.4761","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","2","0.75","<2.5","0.5625","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","2","0.85","<2.5","0.7225","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","2","0.96","<2.5","0.9216","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","2","1.03","<2.5","1.0609","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","2","1.22","<2.5","1.4884","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","2","2.26","<2.5","5.1076","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","3","4.6","2.5-7.5","21.16",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","3","3","2.5-7.5","9",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","3","0.46","<2.5","0.2116","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","3","0.51","<2.5","0.2601","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","3","0.53","<2.5","0.2809","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","3","0.56","<2.5","0.3136","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","3","0.58","<2.5","0.3364","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","3","0.64","<2.5","0.4096","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","3","0.73","<2.5","0.5329","sound","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","3","0.88","<2.5","0.7744","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","3","0.97","<2.5","0.9409","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","3","1.05","<2.5","1.1025","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","3","1.15","<2.5","1.3225","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","3","1.22","<2.5","1.4884","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","4","5.8","2.5-7.5","33.64",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","4","4.2","2.5-7.5","17.64",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","4","3.7","2.5-7.5","13.69",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","4","3.3","2.5-7.5","10.89",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","4","3","2.5-7.5","9",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","4","0.39","<2.5","0.1521","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","4","0.51","<2.5","0.2601","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","4","0.71","<2.5","0.5041","sound","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","4","0.79","<2.5","0.6241","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","1","4","1.07","<2.5","1.1449","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","2","1","9.3",">7.5","86.49","rotten","12"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","2","1","3.1","2.5-7.5","9.61",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","2","1","2.98","2.5-7.5","8.8804",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","2","1","2.73","2.5-7.5","7.4529",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","2","1","0.66","<2.5","0.4356","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","2","1","0.88","<2.5","0.7744","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","2","1","1.05","<2.5","1.1025","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","2","1","1.05","<2.5","1.1025","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","2","1","1.1","<2.5","1.21","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","2","1","1.26","<2.5","1.5876","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","2","1","1.37","<2.5","1.8769","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","2","1","2.22","<2.5","4.9284","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","2","2","2.98","2.5-7.5","8.8804",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","2","2","1.15","<2.5","1.3225","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","2","2","2","<2.5","4","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","2","2","2.05","<2.5","4.2025","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","2","2","2.15","<2.5","4.6225","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","2","3","4","2.5-7.5","16",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","2","3","0.33","<2.5","0.1089","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","2","3","0.56","<2.5","0.3136","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","2","3","1","<2.5","1","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","2","3","2.44","<2.5","5.9536","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","2","4","5.3","2.5-7.5","28.09",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","2","4","3.1","2.5-7.5","9.61",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","2","4","2.5","2.5-7.5","6.25",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","2","4","2.5","2.5-7.5","6.25",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","2","4","0.55","<2.5","0.3025","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","2","4","0.71","<2.5","0.5041","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","2","4","0.9","<2.5","0.81","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","2","4","1","<2.5","1","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","2","4","1","<2.5","1","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","2","4","1.16","<2.5","1.3456","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","2","4","2.27","<2.5","5.1529","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","3","1","2.88","2.5-7.5","8.2944",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","3","1","0.49","<2.5","0.2401","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","3","1","1.44","<2.5","2.0736","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","3","1","1.94","<2.5","3.7636","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","3","1","2.27","<2.5","5.1529","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","3","2","0.66","<2.5","0.4356","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","3","2","0.9","<2.5","0.81","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","3","2","1","<2.5","1","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","3","2","1.44","<2.5","2.0736","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","3","2","2.16","<2.5","4.6656","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","3","3","0.66","<2.5","0.4356","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","3","3","0.98","<2.5","0.9604","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","3","3","1.73","<2.5","2.9929","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","3","4","2.72","2.5-7.5","7.3984",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","3","4","0.65","<2.5","0.4225","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","3","4","0.66","<2.5","0.4356","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","3","4","0.73","<2.5","0.5329","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","4","1","6.5","2.5-7.5","42.25",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","4","1","3","2.5-7.5","9",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","4","1","0.61","<2.5","0.3721","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","4","1","1.32","<2.5","1.7424","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","4","1","1.33","<2.5","1.7689","sound","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","4","1","1.47","<2.5","2.1609","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","4","1","2","<2.5","4","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","4","1","2.04","<2.5","4.1616","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","4","1","2.21","<2.5","4.8841","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","4","2","4.65","2.5-7.5","21.6225",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","4","2","4.61","2.5-7.5","21.2521",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","4","2","3.89","2.5-7.5","15.1321",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","4","2","3.26","2.5-7.5","10.6276",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","4","2","3.18","2.5-7.5","10.1124",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","4","2","2.88","2.5-7.5","8.2944",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","4","2","2.59","2.5-7.5","6.7081",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","4","2","0.77","<2.5","0.5929","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","4","2","1.83","<2.5","3.3489","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","4","2","1.83","<2.5","3.3489","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","4","2","2.15","<2.5","4.6225","rotten","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","4","3","9.8",">7.5","96.04","rotten","12"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","4","3","6.67","2.5-7.5","44.4889",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","4","3","0.55","<2.5","0.3025","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","4","3","0.76","<2.5","0.5776","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","4","3","0.83","<2.5","0.6889","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","4","3","0.89","<2.5","0.7921","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","4","3","0.92","<2.5","0.8464","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","4","3","1.07","<2.5","1.1449","sound","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","4","3","2.12","<2.5","4.4944","intermediate","5"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","4","4","6.2","2.5-7.5","38.44",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","4","4","2.9","2.5-7.5","8.41",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","4","4","2.7","2.5-7.5","7.29",NA,"10"
"Cifuentes_and_Torres_2024","Boca Guarumal","3","4","4","2.53","2.5-7.5","6.4009",NA,"10"
