#,"Gillen, M.N., Messerschmidt, T., Kirwan, M.L. 2000. Shear Stress, Biomass,"
#,"Bulk Density, Organic Matter on the Bank of the York River, VA 2018. Virginia"
#,"Coast Reserve Long-Term Ecological Research Project Data Publication"
#,"knb-lter-vcr.314.2"
#,"(http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.314)"
#,
#,This dataset is distributed by the Virginia Coast Reserve Long-Term Ecological
#,Research Project and use is subject to the VCR/LTER Data Access Policy
#,(http://www.vcrlter.virginia.edu/data/docs/IMPolicy_VCRLTER06.pdf). Data users
#,working on scientific papers are encouraged to contact the data authors
#,regarding availability of updated data and/or possible collaborations.
#,
#,Full metadata descriptions are available at:
#,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.3
#,For additional information about the data contact: Matthew Kirwan
#,(kirwan@vims.edu)
#,
#,Collection and/or distribution of this data was supported by National Science
#,Foundation grants BSR-8702333-06; DEB-9211772; DEB-9411974; DEB-0080381,
#,DEB-0621014, DEB-1237733 and DEB-1832221. VCR/LTER:
#,http://www.vcrlter.virginia.edu
#,# # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # #
Site,Location,Depth,WC,BD,OM
SweetHall,Interior,21,69.25064599,0.17362398,84.13953488
SweetHall,Interior,23,68.95848332,0.209694322,82.77378098
SweetHall,Interior,25,68.96840928,0.179946422,83.57400722
SweetHall,Interior,27,64.28068941,0.164626659,84.95752124
SweetHall,Interior,29,66.55380539,0.184161383,
SweetHall,Interior,31,74.92946393,0.151252263,77.71939044
SweetHall,Interior,33,68.9477557,0.136824126,82.3286052
SweetHall,Interior,35,72.5724354,0.113560783,79.51807229
SweetHall,Interior,37,81.41747573,0.077571498,64.59816887
SweetHall,Interior,39,70.73400546,0.251762877,78.94060995
SweetHall,Interior,41,70.98834263,0.231984982,74.1611899
SweetHall,Interior,43,74.3462231,0.242522385,67.83606557
SweetHall,Interior,45,79.65583174,0.129366887,59.41939469
SweetHall,Interior,47,70.13199896,0.28061915,67.7002584
SweetHall,Interior,49,76.0903836,0.184404554,62.49451032
SweetHall,Interior,51,80.30961641,0.209289037,57.72357724
SweetHall,Interior,53,66.13015285,0.23709157,80.29275259
SweetHall,Interior,54,66.55952381,0.227688964,80.60360692
SweetHall,Interior,55,66.26875479,0.249655396,78.81299735
SweetHall,Interior,56,73.56808558,0.192267078,73.06070826
SweetHall,Interior,57,70.31621897,0.212288144,76.63587375
SweetHall,Interior,58,71.81400191,0.263354021,76.45018916
SweetHall,Interior,59,66.21665407,0.25354613,81.85654008
SweetHall,Interior,60,63.22254335,0.288805902,83.33333333
SweetHall,Interior,61,90.7628583,0.294642002,85.16772942
SweetHall,Interior,66,57.63775866,0.443057272,86.62372111
SweetHall,Interior,71,60.18281536,0.441355076,87.1127406
SweetHall,Interior,76,60.04116204,0.409175468,87.65556002
SweetHall,Interior,81,58.20577407,0.349679669,87.36353078
SweetHall,Interior,86,56.44729368,0.435032634,88.06561086
SweetHall,Interior,91,57.09598031,0.339142266,86.93154619
SweetHall,Interior,96,56.65282936,0.321633965,88.96355647
SweetHall,Interior,100,52.65088975,0.41841596,89.05969255
Pamunkey,Edge,1,73.88260635,0.255532025,82.42280285
Pamunkey,Edge,2,76.49691169,0.253302959,79.43262411
Pamunkey,Edge,3,76.57456289,0.161404646,79.45288754
Pamunkey,Edge,4,76.95576025,0.143977402,79.65156794
Pamunkey,Edge,5,76.30910822,0.151272527,80.94327597
Pamunkey,Edge,6,74.57474979,0.114796901,80.97345133
Pamunkey,Edge,8,73.06842101,0.30984018,83.20979697
Pamunkey,Edge,9,72.55872748,0.263941683,81.77263969
Pamunkey,Edge,10,71.22181084,0.259888836,82.31240429
Pamunkey,Edge,11,70.61465418,0.255228062,82.45752667
Pamunkey,Edge,12,68.28714221,0.247527652,83.26043738
Pamunkey,Edge,13,67.38828433,0.285421774,83.71024735
Pamunkey,Edge,14,63.95768834,0.283091387,84.62071354
Pamunkey,Edge,15,61.39834593,0.385425783,84.97865528
Pamunkey,Edge,16,62.5278391,0.390390521,84.28720083
Pamunkey,Edge,17,59.53346432,0.294236717,86.04407135
Pamunkey,Edge,18,59.54123356,0.362425874,86.23776224
Pamunkey,Edge,19,59.62333535,0.384919177,86.14474038
Pamunkey,Edge,20,64.40441846,0.328787241,82.94573643
Pamunkey,Edge,21,61.51906506,0.355637355,86.02484472
Pamunkey,Edge,22,65.59733304,0.382690111,84.71523179
Pamunkey,Edge,23,62.54840647,0.366478721,85.20809899
Pamunkey,Edge,24,61.430831,0.417544598,86.25990872
Pamunkey,Edge,25,58.76602538,0.507720451,86.69970268
Pamunkey,Edge,26,62.29147781,0.366681364,84.54396505
Pamunkey,Edge,27,62.97526008,0.440645828,84.66468299
Pamunkey,Edge,28,59.81560773,0.484011294,86.02243313
Pamunkey,Edge,29,59.81353237,0.483889709,86.60380493
Pamunkey,Edge,30,57.24605318,0.611068059,88.21917808
Pamunkey,Edge,31,54.44952208,0.529200542,87.28781592
Pamunkey,Edge,34,56.40938983,0.627279448,88.81311901
Pamunkey,Edge,37,53.53743692,0.597997626,89.35739585
Pamunkey,Edge,43,53.06082035,0.744508057,89.42713294
Pamunkey,Edge,46,52.20041948,0.792027693,89.49677419
Pamunkey,Edge,49,46.83106552,0.88169694,90.05820722
Pamunkey,Edge,52,49.00872696,0.769027784,89.9973538
Pamunkey,Edge,55,49.37688305,0.749067511,89.81912853
Pamunkey,Edge,58,47.36492545,0.80297038,90.10191083
Pamunkey,Edge,61,49.83232954,0.609345598,89.59238223
Pamunkey,Edge,64,54.48006827,0.56749995,88.20813355
Pamunkey,Edge,67,47.38840871,0.757983775,90.52645644
Pamunkey,Edge,70,47.00761408,0.806719264,90.10795883
Pamunkey,Edge,73,50.2334907,0.787164276,79.44254835
Pamunkey,Edge,76,50.00220968,0.687768195,89.53591487
Pamunkey,Edge,79,48.09951245,0.67196209,90.1232712
Pamunkey,Edge,82,47.91056911,0.649164824,90.65539786
Pamunkey,Edge,85,51.73279274,0.607927102,89.86122449
Pamunkey,Interior,2,82.30740877,0.048634168,63.42975207
Pamunkey,Interior,4,84.6057047,0.037184874,54.32432432
Pamunkey,Interior,6,84.19618529,0.047013029,61.14649682
Pamunkey,Interior,8,83.83277839,0.088554715,64.57399103
Pamunkey,Interior,10,85.03909644,0.087237539,64.18079096
Pamunkey,Interior,12,78.92521852,0.065960091,69.44024206
Pamunkey,Interior,14,84.39306358,0.073863143,57.39014647
Pamunkey,Interior,16,84,0.057550432,64.80836237
Pamunkey,Interior,18,84.69664956,0.05136984,62.06225681
Pamunkey,Interior,20,78.27508686,0.107704418,71.2037037
Pamunkey,Interior,22,73.44609816,0.145699862,77.08189952
Pamunkey,Interior,24,72.75483138,0.218549793,77.9138322
Pamunkey,Interior,26,70.59764598,0.260699406,80.1289344
Pamunkey,Interior,27,68.91801525,0.235470431,81.7185445
Pamunkey,Interior,28,70.40379498,0.259179588,79.71680061
Pamunkey,Interior,29,69.94630175,0.175792254,79.51739618
Pamunkey,Interior,30,72.59947283,0.176947315,78.00329128
Pamunkey,Interior,31,75.80460369,0.188295288,74.33177768
Pamunkey,Interior,32,77.81491739,0.188295288,70.42016807
Pamunkey,Interior,34,75.9428308,0.211477574,73.27781983
Pamunkey,Interior,36,77.49840866,0.171921784,71.61231052
Pamunkey,Interior,38,74.68911421,0.214476682,76.49239896
Pamunkey,Interior,40,73.30814153,0.251924991,78.47819166
Pamunkey,Interior,42,77.70724775,0.190726996,74.49526164
Pamunkey,Interior,44,81.54873722,0.143308682,69.44596818
Pamunkey,Interior,46,71.08916699,0.239685392,80.46402152
Pamunkey,Interior,48,67.70466649,0.290021756,83.76373626
Pamunkey,Interior,50,73.81958809,0.235956772,80.03389831
Pamunkey,Interior,52,73.75838926,0.221852864,80.09672619
Pamunkey,Interior,53,77.03523694,0.229796445,78.18003914
Pamunkey,Interior,54,72.8848024,0.248601656,80.67961165
Pamunkey,Interior,55,67.91977612,0.27875484,83.57664234
Pamunkey,Interior,56,63.83907832,0.315473637,
Pamunkey,Interior,57,62.27359151,0.30558469,86.54000535
Pamunkey,Interior,58,62.39561821,0.339466494,85.7760692
Pamunkey,Interior,59,64.94076349,0.323822503,83.59117423
Pamunkey,Interior,60,66.02791578,0.232795552,84.09703504
Pamunkey,Interior,61,66.87943262,0.264975159,83.6461126
Pamunkey,Interior,64,51.25448029,0.440949791,88.52157943
Pamunkey,Interior,67,52.08617664,0.398394894,97.07238359
Pamunkey,Interior,70,55.36423841,0.519007631,88.2457847
Pamunkey,Interior,73,52.14396418,0.450514511,88.35716905
Pamunkey,Interior,76,55.07408891,0.454648415,88.44533968
Pamunkey,Interior,79,49.19127989,0.585636441,90.53254438
Pamunkey,Interior,82,44.66084062,0.53894764,91.14951165
Pamunkey,Interior,85,40.01692698,0.631919958,92.21270161
Pamunkey,Interior,88,44.36515292,0.486584852,89.75745943
Pamunkey,Interior,91,44.99271668,0.489746073,89.61404671
