#,"Gillen, M.N., Messerschmidt, T., Kirwan, M.L. 2000. Shear Stress, Biomass,"
#,"Bulk Density, Organic Matter on the Bank of the York River, VA 2018. Virginia"
#,"Coast Reserve Long-Term Ecological Research Project Data Publication"
#,"knb-lter-vcr.314.2"
#,"(http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.314)"
#,
#,This dataset is distributed by the Virginia Coast Reserve Long-Term Ecological
#,Research Project and use is subject to the VCR/LTER Data Access Policy
#,(http://www.vcrlter.virginia.edu/data/docs/IMPolicy_VCRLTER06.pdf). Data users
#,working on scientific papers are encouraged to contact the data authors
#,regarding availability of updated data and/or possible collaborations.
#,
#,Full metadata descriptions are available at:
#,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.3
#,For additional information about the data contact: Matthew Kirwan
#,(kirwan@vims.edu)
#,
#,Collection and/or distribution of this data was supported by National Science
#,Foundation grants BSR-8702333-06; DEB-9211772; DEB-9411974; DEB-0080381,
#,DEB-0621014, DEB-1237733 and DEB-1832221. VCR/LTER:
#,http://www.vcrlter.virginia.edu
#,# # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # #
Site,Location,SampleID,Depth,ShearStrength
SweetHall,Edge,SHE-1,65,6.5
SweetHall,Edge,SHE-1,75,8.125
SweetHall,Edge,SHE-1,85,8.125
SweetHall,Edge,SHE-1,95,8.125
SweetHall,Edge,SHE-2,5,5.75
SweetHall,Edge,SHE-2,15,6.875
SweetHall,Edge,SHE-2,25,8.125
SweetHall,Edge,SHE-2,35,8.125
SweetHall,Edge,SHE-2,45,8.125
SweetHall,Edge,SHE-2,55,11.5
SweetHall,Edge,SHE-2,65,9.125
SweetHall,Edge,SHE-2,75,10.125
SweetHall,Edge,SHE-2,85,8.5
SweetHall,Edge,SHE-2,95,8.125
SweetHall,Edge,SHE-3,5,3.25
SweetHall,Edge,SHE-3,15,6.625
SweetHall,Edge,SHE-3,25,
SweetHall,Edge,SHE-3,35,
SweetHall,Edge,SHE-3,45,
SweetHall,Edge,SHE-3,55,9.625
SweetHall,Edge,SHE-3,65,6.625
SweetHall,Edge,SHE-3,75,6
SweetHall,Edge,SHE-3,85,3.125
SweetHall,Edge,SHE-3,95,2.625
SweetHall,Edge,SHE-4,5,6.5
SweetHall,Edge,SHE-4,15,7.125
SweetHall,Edge,SHE-4,25,6.5
SweetHall,Edge,SHE-4,35,6
SweetHall,Edge,SHE-4,45,5.75
SweetHall,Edge,SHE-4,55,10
SweetHall,Edge,SHE-4,65,6.875
SweetHall,Edge,SHE-4,75,9.5
SweetHall,Edge,SHE-4,85,8.125
SweetHall,Edge,SHE-4,95,5.375
SweetHall,Edge,SHE-5,5,2.5
SweetHall,Edge,SHE-5,15,7.625
SweetHall,Edge,SHE-5,25,8.125
SweetHall,Edge,SHE-5,35,8.125
SweetHall,Edge,SHE-5,45,9.75
SweetHall,Edge,SHE-5,55,9.875
SweetHall,Edge,SHE-5,65,8.875
SweetHall,Edge,SHE-5,75,13
SweetHall,Edge,SHE-5,85,11
SweetHall,Edge,SHE-5,95,20.5
SweetHall,Edge,SHE-6,5,5.625
SweetHall,Edge,SHE-6,15,6.25
SweetHall,Edge,SHE-6,25,7.75
SweetHall,Edge,SHE-6,35,8.875
SweetHall,Edge,SHE-6,45,7.25
SweetHall,Edge,SHE-6,55,8.5
SweetHall,Edge,SHE-6,65,8.375
SweetHall,Edge,SHE-6,75,8.875
SweetHall,Edge,SHE-6,85,9
SweetHall,Edge,SHE-6,95,9.5
SweetHall,Edge,SHE-7,5,2.875
SweetHall,Edge,SHE-7,15,6.375
SweetHall,Edge,SHE-7,25,8.125
SweetHall,Edge,SHE-7,35,7.5
SweetHall,Edge,SHE-7,45,8.125
SweetHall,Edge,SHE-7,55,9.25
SweetHall,Edge,SHE-7,65,9.375
SweetHall,Edge,SHE-7,75,8.625
SweetHall,Edge,SHE-7,85,8.125
SweetHall,Edge,SHE-7,95,8.125
SweetHall,Edge,SHE-8,5,2.625
SweetHall,Edge,SHE-8,15,4.5
SweetHall,Edge,SHE-8,25,7.125
SweetHall,Edge,SHE-8,35,8.75
SweetHall,Edge,SHE-8,45,7.375
SweetHall,Edge,SHE-8,55,7
SweetHall,Edge,SHE-8,65,7.625
SweetHall,Edge,SHE-8,75,8.875
SweetHall,Edge,SHE-8,85,12.5
SweetHall,Edge,SHE-8,95,10
SweetHall,Edge,SHE-9,5,4.75
SweetHall,Edge,SHE-9,15,6.125
SweetHall,Edge,SHE-9,25,7.375
SweetHall,Edge,SHE-9,35,6.75
SweetHall,Edge,SHE-9,45,7.25
SweetHall,Edge,SHE-9,55,6.625
SweetHall,Edge,SHE-9,65,8.125
SweetHall,Edge,SHE-9,75,10.875
SweetHall,Edge,SHE-9,85,12.375
SweetHall,Edge,SHE-9,95,11.625
SweetHall,Edge,SHE-10,5,4.25
SweetHall,Edge,SHE-10,15,5.25
SweetHall,Edge,SHE-10,25,5.125
SweetHall,Edge,SHE-10,35,5.625
SweetHall,Edge,SHE-10,45,7.125
SweetHall,Edge,SHE-10,55,7.375
SweetHall,Edge,SHE-10,65,8.125
SweetHall,Edge,SHE-10,75,11
SweetHall,Edge,SHE-10,85,10.5
SweetHall,Edge,SHE-10,95,9.25
SweetHall,Interior,SHI-1,5,2.75
SweetHall,Interior,SHI-1,15,4.5
SweetHall,Interior,SHI-1,25,4.25
SweetHall,Interior,SHI-1,35,5.375
SweetHall,Interior,SHI-1,45,7.625
SweetHall,Interior,SHI-1,55,7.5
SweetHall,Interior,SHI-1,65,8.875
SweetHall,Interior,SHI-1,75,8.125
SweetHall,Interior,SHI-1,85,10.5
SweetHall,Interior,SHI-1,95,10.875
SweetHall,Interior,SHI-2,5,2
SweetHall,Interior,SHI-2,15,2.75
SweetHall,Interior,SHI-2,25,3.875
SweetHall,Interior,SHI-2,35,7.125
SweetHall,Interior,SHI-2,45,6.875
SweetHall,Interior,SHI-2,55,9.75
SweetHall,Interior,SHI-2,65,10.625
SweetHall,Interior,SHI-2,75,11.625
SweetHall,Interior,SHI-2,85,8.125
SweetHall,Interior,SHI-2,95,9.375
SweetHall,Interior,SHI-3,5,3.625
SweetHall,Interior,SHI-3,15,4.875
SweetHall,Interior,SHI-3,25,7
SweetHall,Interior,SHI-3,35,8.125
SweetHall,Interior,SHI-3,45,9.625
SweetHall,Interior,SHI-3,55,10.125
SweetHall,Interior,SHI-3,65,
SweetHall,Interior,SHI-3,75,
SweetHall,Interior,SHI-3,85,10
SweetHall,Interior,SHI-3,95,9.625
SweetHall,Interior,SHI-4,5,1
SweetHall,Interior,SHI-4,15,0.75
SweetHall,Interior,SHI-4,25,3.625
SweetHall,Interior,SHI-4,35,8.125
SweetHall,Interior,SHI-4,45,10.25
SweetHall,Interior,SHI-4,55,9.25
SweetHall,Interior,SHI-4,65,7.875
SweetHall,Interior,SHI-4,75,9.5
SweetHall,Interior,SHI-4,85,11.75
SweetHall,Interior,SHI-4,95,10.9375
SweetHall,Interior,SHI-5,5,2.875
SweetHall,Interior,SHI-5,15,0.375
SweetHall,Interior,SHI-5,25,2.375
SweetHall,Interior,SHI-5,35,5.75
SweetHall,Interior,SHI-5,45,9.375
SweetHall,Interior,SHI-5,55,
SweetHall,Interior,SHI-5,65,10.625
SweetHall,Interior,SHI-5,75,10.125
SweetHall,Interior,SHI-5,85,9.875
SweetHall,Interior,SHI-5,95,9.625
SweetHall,Interior,SHI-6,5,5.875
SweetHall,Interior,SHI-6,15,4.375
SweetHall,Interior,SHI-6,25,5.25
SweetHall,Interior,SHI-6,35,4.5
SweetHall,Interior,SHI-6,45,8
SweetHall,Interior,SHI-6,55,
SweetHall,Interior,SHI-6,65,
SweetHall,Interior,SHI-6,75,
SweetHall,Interior,SHI-6,85,
SweetHall,Interior,SHI-6,95,
SweetHall,Interior,SHI-7,5,4.875
SweetHall,Interior,SHI-7,15,3.625
SweetHall,Interior,SHI-7,25,4.625
SweetHall,Interior,SHI-7,35,4.25
SweetHall,Interior,SHI-7,45,8
SweetHall,Interior,SHI-7,55,8.125
SweetHall,Interior,SHI-7,65,8.125
SweetHall,Interior,SHI-7,75,9.375
SweetHall,Interior,SHI-7,85,8.25
SweetHall,Interior,SHI-7,95,10
SweetHall,Interior,SHI-8,5,4.875
SweetHall,Interior,SHI-8,15,5.75
SweetHall,Interior,SHI-8,25,7.5
SweetHall,Interior,SHI-8,35,8.125
SweetHall,Interior,SHI-8,45,
SweetHall,Interior,SHI-8,55,
SweetHall,Interior,SHI-8,65,
SweetHall,Interior,SHI-8,75,
SweetHall,Interior,SHI-8,85,
SweetHall,Interior,SHI-8,95,
SweetHall,Interior,SHI-9,5,2.75
SweetHall,Interior,SHI-9,15,4.375
SweetHall,Interior,SHI-9,25,3.625
SweetHall,Interior,SHI-9,35,6.25
SweetHall,Interior,SHI-9,45,5.625
SweetHall,Interior,SHI-9,55,16.25
SweetHall,Interior,SHI-9,65,
SweetHall,Interior,SHI-9,75,
SweetHall,Interior,SHI-9,85,
SweetHall,Interior,SHI-9,95,
SweetHall,Interior,SHI-10,5,6.125
SweetHall,Interior,SHI-10,15,4.875
SweetHall,Interior,SHI-10,25,5.25
SweetHall,Interior,SHI-10,35,4.625
SweetHall,Interior,SHI-10,45,10.625
SweetHall,Interior,SHI-10,55,
SweetHall,Interior,SHI-10,65,9.25
SweetHall,Interior,SHI-10,75,7.25
SweetHall,Interior,SHI-10,85,9.25
SweetHall,Interior,SHI-10,95,8.125
Pamunkey,Edge,PE-1,5,0
Pamunkey,Edge,PE-1,15,6.25
Pamunkey,Edge,PE-1,25,9.375
Pamunkey,Edge,PE-1,35,
Pamunkey,Edge,PE-1,45,13.125
Pamunkey,Edge,PE-1,55,
Pamunkey,Edge,PE-1,65,
Pamunkey,Edge,PE-1,75,
Pamunkey,Edge,PE-1,85,
Pamunkey,Edge,PE-1,95,
Pamunkey,Edge,PE-2,5,0
Pamunkey,Edge,PE-2,15,10.125
Pamunkey,Edge,PE-2,25,10
Pamunkey,Edge,PE-2,35,10
Pamunkey,Edge,PE-2,45,
Pamunkey,Edge,PE-2,55,
Pamunkey,Edge,PE-2,65,
Pamunkey,Edge,PE-2,75,
Pamunkey,Edge,PE-2,85,
Pamunkey,Edge,PE-2,95,
Pamunkey,Edge,PE-3,5,0
Pamunkey,Edge,PE-3,15,7.25
Pamunkey,Edge,PE-3,25,9
Pamunkey,Edge,PE-3,35,10
Pamunkey,Edge,PE-3,45,
Pamunkey,Edge,PE-3,55,
Pamunkey,Edge,PE-3,65,
Pamunkey,Edge,PE-3,75,
Pamunkey,Edge,PE-3,85,
Pamunkey,Edge,PE-3,95,
Pamunkey,Edge,PE-4,5,0
Pamunkey,Edge,PE-4,15,1.875
Pamunkey,Edge,PE-4,25,6.5
Pamunkey,Edge,PE-4,35,7.5
Pamunkey,Edge,PE-4,45,
Pamunkey,Edge,PE-4,55,
Pamunkey,Edge,PE-4,65,
Pamunkey,Edge,PE-4,75,
Pamunkey,Edge,PE-4,85,
Pamunkey,Edge,PE-4,95,
Pamunkey,Edge,PE-5,5,0
Pamunkey,Edge,PE-5,15,7.125
Pamunkey,Edge,PE-5,25,11.25
Pamunkey,Edge,PE-5,35,13.125
Pamunkey,Edge,PE-5,45,
Pamunkey,Edge,PE-5,55,
Pamunkey,Edge,PE-5,65,
Pamunkey,Edge,PE-5,75,
Pamunkey,Edge,PE-5,85,
Pamunkey,Edge,PE-5,95,
Pamunkey,Edge,PE-6,5,0
Pamunkey,Edge,PE-6,15,5.375
Pamunkey,Edge,PE-6,25,8.125
Pamunkey,Edge,PE-6,35,
Pamunkey,Edge,PE-6,45,
Pamunkey,Edge,PE-6,55,
Pamunkey,Edge,PE-6,65,
Pamunkey,Edge,PE-6,75,
Pamunkey,Edge,PE-6,85,
Pamunkey,Edge,PE-6,95,
Pamunkey,Edge,PE-7,5,0
Pamunkey,Edge,PE-7,15,7
Pamunkey,Edge,PE-7,25,7.875
Pamunkey,Edge,PE-7,35,9.375
Pamunkey,Edge,PE-7,45,
Pamunkey,Edge,PE-7,55,
Pamunkey,Edge,PE-7,65,
Pamunkey,Edge,PE-7,75,
Pamunkey,Edge,PE-7,85,
Pamunkey,Edge,PE-7,95,
Pamunkey,Edge,PE-8,5,0
Pamunkey,Edge,PE-8,15,3.875
Pamunkey,Edge,PE-8,25,5.75
Pamunkey,Edge,PE-8,35,6
Pamunkey,Edge,PE-8,45,3.125
Pamunkey,Edge,PE-8,55,
Pamunkey,Edge,PE-8,65,
Pamunkey,Edge,PE-8,75,
Pamunkey,Edge,PE-8,85,
Pamunkey,Edge,PE-8,95,
Pamunkey,Edge,PE-9,5,0
Pamunkey,Edge,PE-9,15,5.25
Pamunkey,Edge,PE-9,25,7.375
Pamunkey,Edge,PE-9,35,9.625
Pamunkey,Edge,PE-9,45,10.625
Pamunkey,Edge,PE-9,55,
Pamunkey,Edge,PE-9,65,
Pamunkey,Edge,PE-9,75,
Pamunkey,Edge,PE-9,85,
Pamunkey,Edge,PE-9,95,
Pamunkey,Edge,PE-10,5,0
Pamunkey,Edge,PE-10,15,6.875
Pamunkey,Edge,PE-10,25,13.125
Pamunkey,Edge,PE-10,35,10
Pamunkey,Edge,PE-10,45,
Pamunkey,Edge,PE-10,55,
Pamunkey,Edge,PE-10,65,
Pamunkey,Edge,PE-10,75,
Pamunkey,Edge,PE-10,85,
Pamunkey,Edge,PE-10,95,
Pamunkey,Interior,PI-1,5,3.25
Pamunkey,Interior,PI-1,15,7.375
Pamunkey,Interior,PI-1,25,6.625
Pamunkey,Interior,PI-1,35,10.25
Pamunkey,Interior,PI-1,45,3.125
Pamunkey,Interior,PI-1,60,4.375
Pamunkey,Interior,PI-1,70,
Pamunkey,Interior,PI-1,80,
Pamunkey,Interior,PI-1,90,
Pamunkey,Interior,PI-1,100,
Pamunkey,Interior,PI-2,5,1.875
Pamunkey,Interior,PI-2,15,5.5
Pamunkey,Interior,PI-2,25,7.625
Pamunkey,Interior,PI-2,35,11.625
Pamunkey,Interior,PI-2,45,12.5
Pamunkey,Interior,PI-2,55,8.125
Pamunkey,Interior,PI-2,65,11.25
Pamunkey,Interior,PI-2,80,
Pamunkey,Interior,PI-2,90,
Pamunkey,Interior,PI-2,100,
Pamunkey,Interior,PI-3,5,2.875
Pamunkey,Interior,PI-3,15,6.375
Pamunkey,Interior,PI-3,25,7.5
Pamunkey,Interior,PI-3,35,6.25
Pamunkey,Interior,PI-3,45,5.5
Pamunkey,Interior,PI-3,55,8.375
Pamunkey,Interior,PI-3,65,7.875
Pamunkey,Interior,PI-3,80,
Pamunkey,Interior,PI-3,90,
Pamunkey,Interior,PI-3,100,
Pamunkey,Interior,PI-4,5,5.625
Pamunkey,Interior,PI-4,15,7.625
Pamunkey,Interior,PI-4,25,6.25
Pamunkey,Interior,PI-4,35,5.75
Pamunkey,Interior,PI-4,45,6.75
Pamunkey,Interior,PI-4,55,6.875
Pamunkey,Interior,PI-4,65,12.5
Pamunkey,Interior,PI-4,80,
Pamunkey,Interior,PI-4,90,
Pamunkey,Interior,PI-4,100,
Pamunkey,Interior,PI-5,5,1.875
Pamunkey,Interior,PI-5,15,5.125
Pamunkey,Interior,PI-5,25,5.25
Pamunkey,Interior,PI-5,35,
Pamunkey,Interior,PI-5,45,
Pamunkey,Interior,PI-5,55,8.125
Pamunkey,Interior,PI-5,65,
Pamunkey,Interior,PI-5,80,
Pamunkey,Interior,PI-5,90,
Pamunkey,Interior,PI-5,100,
Pamunkey,Interior,PI-6,5,8.75
Pamunkey,Interior,PI-6,15,8.375
Pamunkey,Interior,PI-6,25,9
Pamunkey,Interior,PI-6,35,8.125
Pamunkey,Interior,PI-6,45,8.75
Pamunkey,Interior,PI-6,55,6.25
Pamunkey,Interior,PI-6,70,7.5
Pamunkey,Interior,PI-6,80,
Pamunkey,Interior,PI-6,90,
Pamunkey,Interior,PI-6,100,
Pamunkey,Interior,PI-7,5,12.5
Pamunkey,Interior,PI-7,15,8.75
Pamunkey,Interior,PI-7,25,9.125
Pamunkey,Interior,PI-7,35,6.25
Pamunkey,Interior,PI-7,45,7.5
Pamunkey,Interior,PI-7,55,8.5
Pamunkey,Interior,PI-7,70,9
Pamunkey,Interior,PI-7,80,
Pamunkey,Interior,PI-7,90,
Pamunkey,Interior,PI-7,100,
Pamunkey,Interior,PI-8,5,6.375
Pamunkey,Interior,PI-8,15,4.875
Pamunkey,Interior,PI-8,25,8.75
Pamunkey,Interior,PI-8,35,6.5
Pamunkey,Interior,PI-8,45,5.625
Pamunkey,Interior,PI-8,55,8.125
Pamunkey,Interior,PI-8,70,11.25
Pamunkey,Interior,PI-8,80,
Pamunkey,Interior,PI-8,90,
Pamunkey,Interior,PI-8,100,
Pamunkey,Interior,PI-9,5,3.75
Pamunkey,Interior,PI-9,15,8.75
Pamunkey,Interior,PI-9,25,9
Pamunkey,Interior,PI-9,35,7
Pamunkey,Interior,PI-9,45,11.875
Pamunkey,Interior,PI-9,55,
Pamunkey,Interior,PI-9,65,9.375
Pamunkey,Interior,PI-9,80,
Pamunkey,Interior,PI-9,90,
Pamunkey,Interior,PI-9,100,
Pamunkey,Interior,PI-10,5,4.375
Pamunkey,Interior,PI-10,15,8.625
Pamunkey,Interior,PI-10,25,10.625
Pamunkey,Interior,PI-10,35,8.625
Pamunkey,Interior,PI-10,45,10
Pamunkey,Interior,PI-10,55,13
Pamunkey,Interior,PI-10,70,10
Pamunkey,Interior,PI-10,80,
Pamunkey,Interior,PI-10,90,
Pamunkey,Interior,PI-10,100,
