study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_carbon,depth_interval_notes,representative_depth_min,representative_depth_max,method_id
Kauffman_et_al_2020,Hampel High Marsh,COO-HAM-HM-5,72,77,0.7393026941362915,0.0401847887,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Hampel High Marsh,COO-HAM-HM-5,NA,NA,0.8225039619651348,0.02879636049,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Hampel High Marsh,COO-HAM-HM-6,5,10,0.3684627575277338,0.12280834197998047,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Hampel High Marsh,COO-HAM-HM-6,20,25,0.7321711568938194,0.04869490623474121,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Hampel High Marsh,COO-HAM-HM-6,37,42,0.4667194928684627,0.06429349899291992,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Hampel High Marsh,COO-HAM-HM-6,72,77,0.5729001584786053,0.05157985687255859,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Hampel High Marsh,COO-HAM-HM-6,NA,NA,1.078446909667195,0.00536071240901947,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Hidden Creek Low Marsh,COO-HID-LM-1,5,10,0.24564183835182252,0.18588657379150392,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Hidden Creek Low Marsh,COO-HID-LM-1,20,25,0.49920760697305866,0.04538753509521484,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Hidden Creek Low Marsh,COO-HID-LM-1,37,42,0.705229793977813,0.027642502784729,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Hidden Creek Low Marsh,COO-HID-LM-1,72,77,1.0293185419968305,0.01768941760063171,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Hidden Creek Low Marsh,COO-HID-LM-1,NA,NA,0.8351822503961966,0.01581303834915161,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Hidden Creek Low Marsh,COO-HID-LM-2,5,10,0.22107765451664027,0.14659236907958983,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Hidden Creek Low Marsh,COO-HID-LM-2,20,25,0.36846275752773383,0.0571793508529663,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Hidden Creek Low Marsh,COO-HID-LM-2,37,42,0.4492868462757528,0.04177273273468018,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Hidden Creek Low Marsh,COO-HID-LM-2,72,77,0.9912836767036451,0.01608963012695312,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Hidden Creek Low Marsh,COO-HID-LM-2,NA,NA,0.9041204437400951,0.01609494090080261,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Hidden Creek Low Marsh,COO-HID-LM-3,5,10,0.3137876386687797,0.14655105590820314,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Hidden Creek Low Marsh,COO-HID-LM-3,20,25,0.3716323296354992,0.06193667411804199,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Hidden Creek Low Marsh,COO-HID-LM-3,37,42,0.454041204437401,0.05068188667297363,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Hidden Creek Low Marsh,COO-HID-LM-3,72,77,0.4683042789223455,0.04234890937805176,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Hidden Creek Low Marsh,COO-HID-LM-3,NA,NA,0.4762282091917591,0.03116489171981811,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Hidden Creek Low Marsh,COO-HID-LM-4,5,10,0.1901743264659271,0.15915806770324706,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Hidden Creek Low Marsh,COO-HID-LM-4,20,25,0.24484944532488115,0.09143481254577636,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Hidden Creek Low Marsh,COO-HID-LM-4,37,42,0.4651347068145801,0.0399294090270996,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Hidden Creek Low Marsh,COO-HID-LM-4,72,77,0.9580031695721078,0.01701808929443359,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Hidden Creek Low Marsh,COO-HID-LM-4,NA,NA,0.9659270998415216,0.01325700879096985,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Hidden Creek Low Marsh,COO-HID-LM-5,5,10,0.30744849445324884,0.12569228172302246,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Hidden Creek Low Marsh,COO-HID-LM-5,20,25,0.5253565768621238,0.05170248985290527,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Hidden Creek Low Marsh,COO-HID-LM-5,37,42,0.5372424722662441,0.03138904571533203,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Hidden Creek Low Marsh,COO-HID-LM-5,72,77,0.9144215530903328,0.01843937516212463,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Hidden Creek Low Marsh,COO-HID-LM-5,NA,NA,0.8114104595879558,0.02323904275894165,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Hidden Creek Low Marsh,COO-HID-LM-6,5,10,0.5713153724247226,0.13370497703552245,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Hidden Creek Low Marsh,COO-HID-LM-6,20,25,0.46434231378763874,0.04525584220886231,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Hidden Creek Low Marsh,COO-HID-LM-6,37,42,0.6909667194928686,0.02807789087295532,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Hidden Creek Low Marsh,COO-HID-LM-6,72,77,0.9374009508716324,0.01735007524490356,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Hidden Creek Low Marsh,COO-HID-LM-6,NA,NA,0.8938193343898575,0.01926559925079345,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Metcalf High Marsh,COO-MET-HM-1,5,10,1.4294770206022187,0.07575646877288818,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Metcalf High Marsh,COO-MET-HM-1,20,25,0.19889064976228213,0.1728801727294922,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Metcalf High Marsh,COO-MET-HM-1,37,42,0.1354992076069731,0.1842843246,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Metcalf High Marsh,COO-MET-HM-1,72,77,0.508716323296355,0.06535929203033447,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Metcalf High Marsh,COO-MET-HM-1,NA,NA,1.8304278922345485,0.006086146235466,vertical slice of 5cm taken within the given representative depth range,100,145,single set of methods
Kauffman_et_al_2020,Metcalf High Marsh,COO-MET-HM-2,5,10,0.1354992076069731,0.2356079483,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Metcalf High Marsh,COO-MET-HM-2,20,25,0.8811410459587955,0.03831401824951172,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Metcalf High Marsh,COO-MET-HM-2,37,42,1.2187004754358162,0.01640678167,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Metcalf High Marsh,COO-MET-HM-2,72,77,1.2179080824088748,0.02036037683486938,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Metcalf High Marsh,COO-MET-HM-2,NA,NA,1.4564183835182252,0.01245280504226684,vertical slice of 5cm taken within the given representative depth range,100,185,single set of methods
Kauffman_et_al_2020,Metcalf High Marsh,COO-MET-HM-3,5,10,0.1521394611727417,0.14807040214538575,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Metcalf High Marsh,COO-MET-HM-3,20,25,0.6798732171156895,0.0397989821434021,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Metcalf High Marsh,COO-MET-HM-3,37,42,0.8589540412044374,0.03176710844039917,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Metcalf High Marsh,COO-MET-HM-3,72,77,1.078446909667195,0.02676867723464966,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Metcalf High Marsh,COO-MET-HM-3,NA,NA,1.3264659270998416,0.02091190576553344,vertical slice of 5cm taken within the given representative depth range,100,207,single set of methods
Kauffman_et_al_2020,Metcalf High Marsh,COO-MET-HM-4,5,10,0.20364500792393023,0.2551809692,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Metcalf High Marsh,COO-MET-HM-4,20,25,0.6695721077654517,0.04498619556427002,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Metcalf High Marsh,COO-MET-HM-4,37,42,0.7686212361331222,0.0384366488456726,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Metcalf High Marsh,COO-MET-HM-4,72,77,1.5380348652931854,0.00505960166454315,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Metcalf High Marsh,COO-MET-HM-4,NA,NA,1.0110935023771792,0.02774240970611572,vertical slice of 5cm taken within the given representative depth range,100,190,single set of methods
Kauffman_et_al_2020,Metcalf High Marsh,COO-MET-HM-5,5,10,0.33676703645007927,0.1092164612,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Metcalf High Marsh,COO-MET-HM-5,20,25,0.35419968304278926,0.09638032913,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Metcalf High Marsh,COO-MET-HM-5,37,42,0.7448494453248813,0.04216982841491699,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Metcalf High Marsh,COO-MET-HM-5,72,77,1.4540412044374011,0.00492761999368667,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Metcalf High Marsh,COO-MET-HM-5,NA,NA,1.495245641838352,0.0066646659374237,vertical slice of 5cm taken within the given representative depth range,100,155,single set of methods
Kauffman_et_al_2020,Metcalf High Marsh,COO-MET-HM-6,5,10,1.711568938193344,0.01140556931495666,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Metcalf High Marsh,COO-MET-HM-6,20,25,1.6117274167987323,0.00497046471,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Metcalf High Marsh,COO-MET-HM-6,37,42,1.4057052297939778,0.0060735023021698,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Metcalf High Marsh,COO-MET-HM-6,72,77,1.1030110935023774,0.0229866337776184,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Metcalf High Marsh,COO-MET-HM-6,NA,NA,1.641838351822504,0.00317292631,vertical slice of 5cm taken within the given representative depth range,100,190,single set of methods
Kauffman_et_al_2020,Metcalf Low Marsh,COO-MET-LM-1,5,10,0.4492868462757528,0.06605566501617431,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Metcalf Low Marsh,COO-MET-LM-1,20,25,0.3201267828843107,0.09124473571777345,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Metcalf Low Marsh,COO-MET-LM-1,37,42,0.5190174326465927,0.05957939147949218,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Metcalf Low Marsh,COO-MET-LM-1,72,77,1.4659270998415217,0.00591045618057251,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Metcalf Low Marsh,COO-MET-LM-1,NA,NA,1.3510301109350238,0.01879299879074096,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Metcalf Low Marsh,COO-MET-LM-2,5,10,0.5554675118858954,0.06550248622894288,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Metcalf Low Marsh,COO-MET-LM-2,20,25,0.4603803486529318,0.0816300392150879,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Metcalf Low Marsh,COO-MET-LM-2,37,42,0.641838351822504,0.04277328014373779,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Metcalf Low Marsh,COO-MET-LM-2,72,77,1.4944532488114106,0.00480137139558792,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Metcalf Low Marsh,COO-MET-LM-2,NA,NA,1.553882725832013,0.00383530020713806,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Metcalf Low Marsh,COO-MET-LM-3,5,10,0.5855784469096673,0.05076085090637207,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Metcalf Low Marsh,COO-MET-LM-3,20,25,0.51743264659271,0.05152447700500488,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Metcalf Low Marsh,COO-MET-LM-3,37,42,0.5316957210776545,0.04232166767120361,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Metcalf Low Marsh,COO-MET-LM-3,72,77,1.4191759112519813,0.00607250034809112,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Metcalf Low Marsh,COO-MET-LM-3,NA,NA,1.5332805071315374,0.00448356807231903,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Metcalf Low Marsh,COO-MET-LM-4,5,10,0.6299524564183836,0.05354101181030273,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Metcalf Low Marsh,COO-MET-LM-4,20,25,0.4960380348652933,0.05596994876861572,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Metcalf Low Marsh,COO-MET-LM-4,37,42,0.51188589540412055,0.04947876453399658,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Metcalf Low Marsh,COO-MET-LM-4,72,77,0.9025356576862124,0.02903635740280151,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Metcalf Low Marsh,COO-MET-LM-4,NA,NA,1.5039619651347071,0.00445711493492126,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Metcalf Low Marsh,COO-MET-LM-5,5,10,0.33280507131537246,0.13736077308654784,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Metcalf Low Marsh,COO-MET-LM-5,20,25,0.3969889064976228,0.08814827919006347,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Metcalf Low Marsh,COO-MET-LM-5,37,42,0.4865293185419969,0.06393627166748046,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Metcalf Low Marsh,COO-MET-LM-5,72,77,1.6125198098256737,0.00372237235307693,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Metcalf Low Marsh,COO-MET-LM-5,NA,NA,1.420760697305864,0.00724348902702331,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Metcalf Low Marsh,COO-MET-LM-6,5,10,0.30903328050713164,0.14213528633117675,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Metcalf Low Marsh,COO-MET-LM-6,20,25,0.2963549920760697,0.1128014183,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Metcalf Low Marsh,COO-MET-LM-6,37,42,0.480190174326466,0.05001487255096435,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Metcalf Low Marsh,COO-MET-LM-6,72,77,1.6251980982567351,0.00542961180210113,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Metcalf Low Marsh,COO-MET-LM-6,NA,NA,1.4841521394611727,0.00728386640548706,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Millicoma High Marsh,COO-MIL-HM-1,5,10,0.3076520829701934,0.08487033844000001,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Millicoma High Marsh,COO-MIL-HM-1,20,25,0.2492591947010632,0.1154669952,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Millicoma High Marsh,COO-MIL-HM-1,37,42,0.31811051071988833,0.1207060528,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Millicoma High Marsh,COO-MIL-HM-1,72,77,0.3311835454070071,0.1246340179,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Millicoma High Marsh,COO-MIL-HM-1,NA,NA,0.6004880599616523,0.04461944103,vertical slice of 5cm taken within the given representative depth range,100,256,single set of methods
Kauffman_et_al_2020,Millicoma High Marsh,COO-MIL-HM-2,5,10,0.412236360467143,0.05850961685180664,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Millicoma High Marsh,COO-MIL-HM-2,20,25,0.3512288652605891,0.06816343784332275,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Millicoma High Marsh,COO-MIL-HM-2,37,42,0.29806519086630645,0.1312982178,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Millicoma High Marsh,COO-MIL-HM-2,72,77,0.4985183894021265,0.06515315056,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Millicoma High Marsh,COO-MIL-HM-2,NA,NA,0.6484225204810877,0.04056194782,vertical slice of 5cm taken within the given representative depth range,100,244,single set of methods
Kauffman_et_al_2020,Millicoma High Marsh,COO-MIL-HM-3,5,10,0.2806344779501481,0.1040739918,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Millicoma High Marsh,COO-MIL-HM-3,20,25,0.2893498344082273,0.1432779598,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Millicoma High Marsh,COO-MIL-HM-3,37,42,0.3372842949276625,0.11206233978271483,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Millicoma High Marsh,COO-MIL-HM-3,72,77,0.493289175527279,0.08593098639999999,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Millicoma High Marsh,COO-MIL-HM-3,NA,NA,0.98570681540875,0.02925968885,vertical slice of 5cm taken within the given representative depth range,100,233,single set of methods
Kauffman_et_al_2020,Millicoma High Marsh,COO-MIL-HM-4,5,10,0.2797629423043403,0.086246337890625,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Millicoma High Marsh,COO-MIL-HM-4,20,25,0.3564580791354366,0.08476731300354004,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Millicoma High Marsh,COO-MIL-HM-4,37,42,0.29980826215792217,0.1283822155,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Millicoma High Marsh,COO-MIL-HM-4,72,77,0.47585846261112075,0.09145816802978517,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Millicoma High Marsh,COO-MIL-HM-4,NA,NA,0.7512637266864214,0.0292496919631958,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Millicoma High Marsh,COO-MIL-HM-5,5,10,0.32333972459473587,0.07558634281158447,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Millicoma High Marsh,COO-MIL-HM-5,20,25,0.38173261286386606,0.07749794960021973,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Millicoma High Marsh,COO-MIL-HM-5,37,42,0.31375283249084884,0.1327146053,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Millicoma High Marsh,COO-MIL-HM-5,72,77,0.2396723025971762,0.0699317503,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Millicoma High Marsh,COO-MIL-HM-5,NA,NA,1.0449712393236883,0.02154043674,vertical slice of 5cm taken within the given representative depth range,100,288,single set of methods
Kauffman_et_al_2020,Millicoma High Marsh,COO-MIL-HM-6,5,10,0.3965487188426007,0.06287810802459717,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Millicoma High Marsh,COO-MIL-HM-6,20,25,0.383475684155482,0.06920188903808594,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Millicoma High Marsh,COO-MIL-HM-6,37,42,0.5516820637964092,0.04690733432769775,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Millicoma High Marsh,COO-MIL-HM-6,72,77,0.7225030503747604,0.03675351858139038,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Millicoma High Marsh,COO-MIL-HM-6,NA,NA,0.7678229039567719,0.02557178259,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Valino Island Eelgrass,COO-VAL-SG-1,5,10,1.3177496038034868,0.01052681803703308,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Valino Island Eelgrass,COO-VAL-SG-1,20,25,1.9627575277337563,0.01291692733764648,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Valino Island Eelgrass,COO-VAL-SG-1,37,42,1.1988906497622822,0.0116999065876007,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Valino Island Eelgrass,COO-VAL-SG-1,72,77,1.4064976228209194,0.00681556761264801,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Valino Island Eelgrass,COO-VAL-SG-1,NA,NA,1.3581616481774963,0.00807043313980102,vertical slice of 5cm taken within the given representative depth range,100,272,single set of methods
Kauffman_et_al_2020,Valino Island Eelgrass,COO-VAL-SG-2,5,10,1.2876386687797148,0.01018878101999999,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Valino Island Eelgrass,COO-VAL-SG-2,20,25,1.6315372424722665,0.0024712196,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Valino Island Eelgrass,COO-VAL-SG-2,37,42,1.5705229793977813,0.00270360231,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Valino Island Eelgrass,COO-VAL-SG-2,72,77,1.3803486529318545,0.01099117517471313,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Valino Island Eelgrass,COO-VAL-SG-2,NA,NA,1.3605388272583203,0.00703390479087829,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Valino Island Eelgrass,COO-VAL-SG-3,5,10,1.2345483359746436,0.00475291460752487,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
