study_id,site_id,core_id,year,core_notes,latitude,longitude,position_method,salinity_class,salinity_method,vegetation_class,vegetation_method,inundation_class,inundation_method,month,day,position_accuracy,position_notes,elevation,elevation_datum,elevation_accuracy,elevation_method,elevation_notes,salinity_notes,vegetation_notes,habitat,inundation_notes,core_length_flag
Bukoski_et_al_2017,Hai Phong,M1572,2015,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Bukoski_et_al_2017,Hai Phong,M1573,2015,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Bukoski_et_al_2017,Hai Phong,M1574,2015,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Bukoski_et_al_2017,Hai Phong,M1575,2015,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Bukoski_et_al_2017,Hai Phong,M1576,2015,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Bukoski_et_al_2017,Hai Phong,M1577,2015,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Bukoski_et_al_2017,Nam Dinh,M1578,2015,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Bukoski_et_al_2017,Kien Luong,M1579,2015,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Bukoski_et_al_2017,Kien Luong,M1580,2015,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Bukoski_et_al_2017,Kien Luong,M1581,2015,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Bukoski_et_al_2017,Kien Luong,M1582,2015,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Bukoski_et_al_2017,Kien Luong,M1583,2015,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Bukoski_et_al_2017,Kien Luong,M1584,2015,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Bukoski_et_al_2017,An Bien,M1585,2015,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Bukoski_et_al_2017,An Minh,M1586,2015,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Bukoski_et_al_2017,Vam Rang,M1587,2015,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Bukoski_et_al_2017,Vam Rang,M1588,2015,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Bukoski_et_al_2017,Vam Rang,M1589,2015,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Donato_et_al_2011,Yap,M1373,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Donato_et_al_2011,Yap,M1374,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Donato_et_al_2011,Yap,M1375,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Donato_et_al_2011,Yap,M1376,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Donato_et_al_2011,Yap,M1377,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Donato_et_al_2011,Yap,M1378,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Donato_et_al_2011,Ganges-Brahmaputra Delta,M1379,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Donato_et_al_2011,Java,M1380,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Donato_et_al_2011,Java,M1381,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Java,M1382,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Java,M1383,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Java,M1384,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Java,M1385,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Java,M1386,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Donato_et_al_2011,Java,M1387,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Java,M1388,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Donato_et_al_2011,Java,M1389,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Donato_et_al_2011,Java,M1390,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Donato_et_al_2011,Java,M1391,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Donato_et_al_2011,Mantehage Island,M1392,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Mantehage Island,M1393,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Mantehage Island,M1394,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Mantehage Island,M1395,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Mantehage Island,M1396,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Mantehage Island,M1397,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Mantehage Island,M1398,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Mantehage Island,M1399,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Mantehage Island,M1400,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Mantehage Island,M1401,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Mantehage Island,M1402,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Mantehage Island,M1403,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Mantehage Island,M1404,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Mantehage Island,M1405,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Mantehage Island,M1406,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Mantehage Island,M1407,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Mantehage Island,M1408,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Mantehage Island,M1409,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Sulawesi,M1410,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Sulawesi,M1411,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Sulawesi,M1412,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Sulawesi,M1413,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Sulawesi,M1414,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Sulawesi,M1415,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Yap,M1416,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Yap,M1417,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Yap,M1418,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Yap,M1419,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Yap,M1420,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Yap,M1421,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Sulawesi,M1422,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Sulawesi,M1423,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Sulawesi,M1424,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Sulawesi,M1425,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Sulawesi,M1426,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Sulawesi,M1427,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Sulawesi,M1428,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Donato_et_al_2011,Sulawesi,M1429,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Donato_et_al_2011,Sulawesi,M1430,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Donato_et_al_2011,Sulawesi,M1431,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Donato_et_al_2011,Sulawesi,M1432,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Donato_et_al_2011,Sulawesi,M1433,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Donato_et_al_2011,Ganges-Brahmaputra Delta,M1434,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Donato_et_al_2011,Central Kalimantan,M1435,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Donato_et_al_2011,Central Kalimantan,M1436,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Donato_et_al_2011,Central Kalimantan,M1437,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Donato_et_al_2011,Central Kalimantan,M1438,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Donato_et_al_2011,Central Kalimantan,M1439,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Donato_et_al_2011,Central Kalimantan,M1440,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Donato_et_al_2011,Kosrae,M1441,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Kosrae,M1442,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Kosrae,M1443,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Kosrae,M1444,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Kosrae,M1445,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Kosrae,M1446,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Kosrae,M1447,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Kosrae,M1448,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Donato_et_al_2011,Kosrae,M1449,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Donato_et_al_2011,Kosrae,M1450,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Donato_et_al_2011,Kosrae,M1451,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Donato_et_al_2011,Kosrae,M1452,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Donato_et_al_2011,Kosrae,M1453,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Donato_et_al_2011,Kosrae,M1454,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Donato_et_al_2011,Kosrae,M1455,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Donato_et_al_2011,Kosrae,M1456,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Donato_et_al_2011,Kosrae,M1457,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth limited by length of corer
Donato_et_al_2011,Kosrae,M1458,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Kosrae,M1459,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
Donato_et_al_2011,Kosrae,M1460,2009,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,5,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,mangrove,NA,NA,core depth represents deposit depth
