"","Source","Site_name","Site","Core","Plot","Replicate","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","U_depth_m","L_depth_m","Method","Conv_factor","OC_perc","BD_reported_g_cm3","DOI"
"97","Gu et al 2020","JG LP1-3","La Pocatiere","LP1-3","LP1","June","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2019",0.24,0.26,"LOI","0.4*x + 0.0025*x2",3.41,0.684,"https://doi.org/10.17632/2dg3spxsbh.2"
"98","Gu et al 2020","JG LP1-3","La Pocatiere","LP1-3","LP1","June","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2019",0.26,0.28,"LOI","0.4*x + 0.0025*x2",3.6,0.722,"https://doi.org/10.17632/2dg3spxsbh.2"
"99","Gu et al 2020","JG LP1-3","La Pocatiere","LP1-3","LP1","June","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2019",0.28,0.3,"LOI","0.4*x + 0.0025*x2",3.3,0.666,"https://doi.org/10.17632/2dg3spxsbh.2"
"100","Gu et al 2020","JG LP2-3","La Pocatiere","LP2-3","LP2","June","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2019",0,0.02,"LOI","0.4*x + 0.0025*x2",7.78,0.4,"https://doi.org/10.17632/2dg3spxsbh.2"
"101","Gu et al 2020","JG LP2-3","La Pocatiere","LP2-3","LP2","June","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2019",0.02,0.04,"LOI","0.4*x + 0.0025*x2",11.78,0.257,"https://doi.org/10.17632/2dg3spxsbh.2"
"102","Gu et al 2020","JG LP2-3","La Pocatiere","LP2-3","LP2","June","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2019",0.04,0.06,"LOI","0.4*x + 0.0025*x2",10.93,0.256,"https://doi.org/10.17632/2dg3spxsbh.2"
"103","Gu et al 2020","JG LP2-3","La Pocatiere","LP2-3","LP2","June","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2019",0.06,0.08,"LOI","0.4*x + 0.0025*x2",11.83,0.238,"https://doi.org/10.17632/2dg3spxsbh.2"
"104","Gu et al 2020","JG LP2-3","La Pocatiere","LP2-3","LP2","June","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2019",0.08,0.1,"LOI","0.4*x + 0.0025*x2",11.16,0.263,"https://doi.org/10.17632/2dg3spxsbh.2"
"105","Gu et al 2020","JG LP2-3","La Pocatiere","LP2-3","LP2","June","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2019",0.1,0.12,"LOI","0.4*x + 0.0025*x2",11.08,0.284,"https://doi.org/10.17632/2dg3spxsbh.2"
"106","Gu et al 2020","JG LP2-3","La Pocatiere","LP2-3","LP2","June","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2019",0.12,0.14,"LOI","0.4*x + 0.0025*x2",8.51,0.303,"https://doi.org/10.17632/2dg3spxsbh.2"
"107","Gu et al 2020","JG LP2-3","La Pocatiere","LP2-3","LP2","June","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2019",0.14,0.16,"LOI","0.4*x + 0.0025*x2",8.57,0.387,"https://doi.org/10.17632/2dg3spxsbh.2"
"108","Gu et al 2020","JG LP2-3","La Pocatiere","LP2-3","LP2","June","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2019",0.16,0.18,"LOI","0.4*x + 0.0025*x2",8.83,0.359,"https://doi.org/10.17632/2dg3spxsbh.2"
"109","Gu et al 2020","JG LP2-3","La Pocatiere","LP2-3","LP2","June","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2019",0.18,0.2,"LOI","0.4*x + 0.0025*x2",9.48,0.418,"https://doi.org/10.17632/2dg3spxsbh.2"
"110","Gu et al 2020","JG LP2-3","La Pocatiere","LP2-3","LP2","June","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2019",0.2,0.22,"LOI","0.4*x + 0.0025*x2",7.08,0.542,"https://doi.org/10.17632/2dg3spxsbh.2"
"111","Gu et al 2020","JG LP2-3","La Pocatiere","LP2-3","LP2","June","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2019",0.22,0.24,"LOI","0.4*x + 0.0025*x2",5.69,0.648,"https://doi.org/10.17632/2dg3spxsbh.2"
"112","Gu et al 2020","JG LP2-3","La Pocatiere","LP2-3","LP2","June","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2019",0.24,0.26,"LOI","0.4*x + 0.0025*x2",4.68,0.741,"https://doi.org/10.17632/2dg3spxsbh.2"
"113","Gu et al 2020","JG LP2-3","La Pocatiere","LP2-3","LP2","June","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2019",0.26,0.28,"LOI","0.4*x + 0.0025*x2",4.13,0.712,"https://doi.org/10.17632/2dg3spxsbh.2"
"114","Gu et al 2020","JG LP2-3","La Pocatiere","LP2-3","LP2","June","Salt marsh",47.3758446187666,-70.0555342163305,"estimated from GE","2","Canada","2019",0.28,0.3,"LOI","0.4*x + 0.0025*x2",4.12,0.747,"https://doi.org/10.17632/2dg3spxsbh.2"
"115","Gu et al 2020","JG LP3-3","La Pocatiere","LP3-3","LP3","June","Salt marsh",47.3759045580245,-70.05544224826,"estimated from GE","2","Canada","2019",0,0.02,"LOI","0.4*x + 0.0025*x2",13.76,0.219,"https://doi.org/10.17632/2dg3spxsbh.2"
"116","Gu et al 2020","JG LP3-3","La Pocatiere","LP3-3","LP3","June","Salt marsh",47.3759045580245,-70.05544224826,"estimated from GE","2","Canada","2019",0.02,0.04,"LOI","0.4*x + 0.0025*x2",14.3,0.214,"https://doi.org/10.17632/2dg3spxsbh.2"
"117","Gu et al 2020","JG LP3-3","La Pocatiere","LP3-3","LP3","June","Salt marsh",47.3759045580245,-70.05544224826,"estimated from GE","2","Canada","2019",0.04,0.06,"LOI","0.4*x + 0.0025*x2",19.78,0.209,"https://doi.org/10.17632/2dg3spxsbh.2"
"118","Gu et al 2020","JG LP3-3","La Pocatiere","LP3-3","LP3","June","Salt marsh",47.3759045580245,-70.05544224826,"estimated from GE","2","Canada","2019",0.06,0.08,"LOI","0.4*x + 0.0025*x2",16.92,0.217,"https://doi.org/10.17632/2dg3spxsbh.2"
"119","Gu et al 2020","JG LP3-3","La Pocatiere","LP3-3","LP3","June","Salt marsh",47.3759045580245,-70.05544224826,"estimated from GE","2","Canada","2019",0.08,0.1,"LOI","0.4*x + 0.0025*x2",13.48,0.281,"https://doi.org/10.17632/2dg3spxsbh.2"
"120","Gu et al 2020","JG LP3-3","La Pocatiere","LP3-3","LP3","June","Salt marsh",47.3759045580245,-70.05544224826,"estimated from GE","2","Canada","2019",0.1,0.12,"LOI","0.4*x + 0.0025*x2",9.82,0.416,"https://doi.org/10.17632/2dg3spxsbh.2"
"121","Gu et al 2020","JG LP3-3","La Pocatiere","LP3-3","LP3","June","Salt marsh",47.3759045580245,-70.05544224826,"estimated from GE","2","Canada","2019",0.12,0.14,"LOI","0.4*x + 0.0025*x2",8.55,0.444,"https://doi.org/10.17632/2dg3spxsbh.2"
"122","Gu et al 2020","JG LP3-3","La Pocatiere","LP3-3","LP3","June","Salt marsh",47.3759045580245,-70.05544224826,"estimated from GE","2","Canada","2019",0.14,0.16,"LOI","0.4*x + 0.0025*x2",7.39,0.514,"https://doi.org/10.17632/2dg3spxsbh.2"
"123","Gu et al 2020","JG LP3-3","La Pocatiere","LP3-3","LP3","June","Salt marsh",47.3759045580245,-70.05544224826,"estimated from GE","2","Canada","2019",0.16,0.18,"LOI","0.4*x + 0.0025*x2",5.46,0.589,"https://doi.org/10.17632/2dg3spxsbh.2"
"124","Gu et al 2020","JG LP3-3","La Pocatiere","LP3-3","LP3","June","Salt marsh",47.3759045580245,-70.05544224826,"estimated from GE","2","Canada","2019",0.18,0.2,"LOI","0.4*x + 0.0025*x2",4.05,0.737,"https://doi.org/10.17632/2dg3spxsbh.2"
"125","Gu et al 2020","JG LP3-3","La Pocatiere","LP3-3","LP3","June","Salt marsh",47.3759045580245,-70.05544224826,"estimated from GE","2","Canada","2019",0.2,0.22,"LOI","0.4*x + 0.0025*x2",4.07,0.682,"https://doi.org/10.17632/2dg3spxsbh.2"
"126","Gu et al 2020","JG LP3-3","La Pocatiere","LP3-3","LP3","June","Salt marsh",47.3759045580245,-70.05544224826,"estimated from GE","2","Canada","2019",0.22,0.24,"LOI","0.4*x + 0.0025*x2",3.54,0.781,"https://doi.org/10.17632/2dg3spxsbh.2"
"127","Gu et al 2020","JG LP3-3","La Pocatiere","LP3-3","LP3","June","Salt marsh",47.3759045580245,-70.05544224826,"estimated from GE","2","Canada","2019",0.24,0.26,"LOI","0.4*x + 0.0025*x2",3.42,0.826,"https://doi.org/10.17632/2dg3spxsbh.2"
"128","Gu et al 2020","JG LP3-3","La Pocatiere","LP3-3","LP3","June","Salt marsh",47.3759045580245,-70.05544224826,"estimated from GE","2","Canada","2019",0.26,0.28,"LOI","0.4*x + 0.0025*x2",3.6,0.699,"https://doi.org/10.17632/2dg3spxsbh.2"
"129","Gu et al 2020","JG LP3-3","La Pocatiere","LP3-3","LP3","June","Salt marsh",47.3759045580245,-70.05544224826,"estimated from GE","2","Canada","2019",0.28,0.3,"LOI","0.4*x + 0.0025*x2",3.09,0.837,"https://doi.org/10.17632/2dg3spxsbh.2"
"130","Gu et al 2020","JG SP1-1","La Pocatiere","SP1-1","SP1","Oct","Salt marsh",47.3759045580245,-70.05544224826,"estimated from GE","2","Canada","2014",0,0.05,"LOI","0.4*x + 0.0025*x2",3.79,0.531,"https://doi.org/10.17632/2dg3spxsbh.2"
"131","Gu et al 2020","JG SP1-1","La Pocatiere","SP1-1","SP1","Oct","Salt marsh",47.3759045580245,-70.05544224826,"estimated from GE","2","Canada","2014",0.05,0.1,"LOI","0.4*x + 0.0025*x2",3.88,0.494,"https://doi.org/10.17632/2dg3spxsbh.2"
"132","Gu et al 2020","JG SP1-1","La Pocatiere","SP1-1","SP1","Oct","Salt marsh",47.3759045580245,-70.05544224826,"estimated from GE","2","Canada","2014",0.1,0.15,"LOI","0.4*x + 0.0025*x2",4.11,0.367,"https://doi.org/10.17632/2dg3spxsbh.2"
"133","Gu et al 2020","JG SP1-1","La Pocatiere","SP1-1","SP1","Oct","Salt marsh",47.3759045580245,-70.05544224826,"estimated from GE","2","Canada","2014",0.15,0.2,"LOI","0.4*x + 0.0025*x2",4.14,0.337,"https://doi.org/10.17632/2dg3spxsbh.2"
"134","Gu et al 2020","JG SP1-1","La Pocatiere","SP1-1","SP1","Oct","Salt marsh",47.3759045580245,-70.05544224826,"estimated from GE","2","Canada","2014",0.2,0.25,"LOI","0.4*x + 0.0025*x2",10,0.475,"https://doi.org/10.17632/2dg3spxsbh.2"
"135","Gu et al 2020","JG SP1-1","La Pocatiere","SP1-1","SP1","Oct","Salt marsh",47.3759045580245,-70.05544224826,"estimated from GE","2","Canada","2014",0.25,0.3,"LOI","0.4*x + 0.0025*x2",10.46,0.498,"https://doi.org/10.17632/2dg3spxsbh.2"
"136","Gu et al 2020","JG SP1-2","La Pocatiere","SP1-2","SP1","May","Salt marsh",47.3759045580245,-70.05544224826,"estimated from GE","2","Canada","2014",0,0.05,"LOI","0.4*x + 0.0025*x2",3.27,0.486,"https://doi.org/10.17632/2dg3spxsbh.2"
"137","Gu et al 2020","JG SP1-2","La Pocatiere","SP1-2","SP1","May","Salt marsh",47.3759045580245,-70.05544224826,"estimated from GE","2","Canada","2014",0.05,0.1,"LOI","0.4*x + 0.0025*x2",3.22,0.698,"https://doi.org/10.17632/2dg3spxsbh.2"
"138","Gu et al 2020","JG SP1-2","La Pocatiere","SP1-2","SP1","May","Salt marsh",47.3759045580245,-70.05544224826,"estimated from GE","2","Canada","2014",0.1,0.15,"LOI","0.4*x + 0.0025*x2",3.47,0.795,"https://doi.org/10.17632/2dg3spxsbh.2"
"139","Gu et al 2020","JG SP1-2","La Pocatiere","SP1-2","SP1","May","Salt marsh",47.3759045580245,-70.05544224826,"estimated from GE","2","Canada","2014",0.15,0.2,"LOI","0.4*x + 0.0025*x2",3.87,0.677,"https://doi.org/10.17632/2dg3spxsbh.2"
"140","Gu et al 2020","JG SP1-2","La Pocatiere","SP1-2","SP1","May","Salt marsh",47.3759045580245,-70.05544224826,"estimated from GE","2","Canada","2014",0.2,0.25,"LOI","0.4*x + 0.0025*x2",3.62,0.695,"https://doi.org/10.17632/2dg3spxsbh.2"
"141","Gu et al 2020","JG SP1-2","La Pocatiere","SP1-2","SP1","May","Salt marsh",47.3759045580245,-70.05544224826,"estimated from GE","2","Canada","2014",0.25,0.3,"LOI","0.4*x + 0.0025*x2",3.32,0.737,"https://doi.org/10.17632/2dg3spxsbh.2"
"142","Gu et al 2020","JG SP1-3","La Pocatiere","SP1-3","SP1","June","Salt marsh",47.3759045580245,-70.05544224826,"estimated from GE","2","Canada","2014",0,0.05,"LOI","0.4*x + 0.0025*x2",6.29,0.251,"https://doi.org/10.17632/2dg3spxsbh.2"
"143","Gu et al 2020","JG SP1-3","La Pocatiere","SP1-3","SP1","June","Salt marsh",47.3759045580245,-70.05544224826,"estimated from GE","2","Canada","2014",0.05,0.1,"LOI","0.4*x + 0.0025*x2",4.48,0.341,"https://doi.org/10.17632/2dg3spxsbh.2"
"144","Gu et al 2020","JG SP1-3","La Pocatiere","SP1-3","SP1","June","Salt marsh",47.3759045580245,-70.05544224826,"estimated from GE","2","Canada","2014",0.1,0.15,"LOI","0.4*x + 0.0025*x2",5.06,0.285,"https://doi.org/10.17632/2dg3spxsbh.2"
"145","Gu et al 2020","JG SP1-3","La Pocatiere","SP1-3","SP1","June","Salt marsh",47.3759045580245,-70.05544224826,"estimated from GE","2","Canada","2014",0.15,0.2,"LOI","0.4*x + 0.0025*x2",5.07,0.364,"https://doi.org/10.17632/2dg3spxsbh.2"
"146","Gu et al 2020","JG SP1-3","La Pocatiere","SP1-3","SP1","June","Salt marsh",47.3759045580245,-70.05544224826,"estimated from GE","2","Canada","2014",0.2,0.25,"LOI","0.4*x + 0.0025*x2",23.57,0.321,"https://doi.org/10.17632/2dg3spxsbh.2"
"147","Gu et al 2020","JG SP1-3","La Pocatiere","SP1-3","SP1","June","Salt marsh",47.3759045580245,-70.05544224826,"estimated from GE","2","Canada","2014",0.25,0.3,"LOI","0.4*x + 0.0025*x2",4.13,0.567,"https://doi.org/10.17632/2dg3spxsbh.2"
