"study_id","site_id","core_id","vegetation_class","habitat","core_length_flag","latitude","longitude","position_notes","year","month","day","position_method"
"Osland_et_al_2012","MJO12 Bishop Harbor","M0336","forested","mangrove","core depth limited by length of corer",27.60241533,-82.56042559,"exact",2010,4,8,"other high resolution"
"Osland_et_al_2012","MJO12 Wolf Branch","M0337","forested","mangrove","core depth limited by length of corer",27.74003721,-82.46203998,"exact",2010,4,8,"other high resolution"
"Osland_et_al_2012","MJO12 Apollo Beach","M0338","forested","mangrove","core depth limited by length of corer",27.78192745,-82.41624855,"exact",2010,4,8,"other high resolution"
"Osland_et_al_2012","MJO12 Bullfrog Creek","M0339","forested","mangrove","core depth limited by length of corer",27.83455574,-82.38990985,"exact",2010,4,8,"other high resolution"
"Marchio_et_al_2016","DAM16 SC Basin","M0340","forested","mangrove","core depth represents deposit depth",26.086661,-81.77043,"estimated from GE",2013,4,8,"other low resolution"
"Marchio_et_al_2016","DAM16 HA Basin","M0341","forested","mangrove","core depth represents deposit depth",26.100468,-81.7826,"estimated from GE",2013,4,8,"other low resolution"
"Marchio_et_al_2016","DAM16 SC Fringe","M0342","forested","mangrove","core depth represents deposit depth",26.089686,-81.784264,"estimated from GE",2013,4,8,"other low resolution"
"Marchio_et_al_2016","DAM16 HA Fringe","M0343","forested","mangrove","core depth represents deposit depth",26.096171,-81.784197,"estimated from GE",2013,4,8,"other low resolution"
"Marchio_et_al_2016","DAM16 SC Riverine","M0344","forested","mangrove","core depth represents deposit depth",26.088179,-81.78075,"estimated from GE",2013,4,8,"other low resolution"
"Marchio_et_al_2016","DAM16 HA Riverine","M0345","forested","mangrove","core depth represents deposit depth",26.096911,-81.782674,"estimated from GE",2013,4,8,"other low resolution"
"Marchio_et_al_2016","DAM16 SC Dwarf","M0346","forested","mangrove","core depth represents deposit depth",26.088127,-81.772269,"approximate",2013,4,8,"other low resolution"
"Murdiyarso_et_al_2015","DM15 Sembilang","M0347","forested","mangrove","core depth represents deposit depth",-2.0744444444444445,104.46916666666667,"exact",2012,4,8,"other high resolution"
"Murdiyarso_et_al_2015","DM15 Cilacap","M0348","forested","mangrove","core depth represents deposit depth",-7.723611111111111,108.95805555555556,"exact",2010,4,8,"other high resolution"
"Murdiyarso_et_al_2015","DM15 Kubu Raya","M0349","forested","mangrove","core depth represents deposit depth",-0.6758333333333333,109.36138888888888,"exact",2012,4,8,"other high resolution"
"Murdiyarso_et_al_2015","DM15 Tanjung Putting","M0350","forested","mangrove","core depth limited by length of corer",-2.861596,111.694588,"estimated from GE",2010,4,8,"other low resolution"
"Murdiyarso_et_al_2015","DM15 Bunaken","M0351","forested","mangrove","core depth represents deposit depth",1.623763,124.762924,"approximate",2010,4,8,"other low resolution"
"Murdiyarso_et_al_2015","DM15 Teminabuan","M0352","forested","mangrove","core depth represents deposit depth",-1.573506,131.885747,"approximate",2012,4,8,"other low resolution"
"Murdiyarso_et_al_2015","DM15 Bintuni","M0353","forested","mangrove","core depth represents deposit depth",-2.17,133.53583333333333,"exact",2012,4,8,"other high resolution"
"Murdiyarso_et_al_2015","DM15 Timika","M0354","forested","mangrove","core depth represents deposit depth",-4.860063,136.786154,"approximate",2012,4,8,"other low resolution"
"Adame_et_al_2015","MFA15 Panzacola","M0355","forested","mangrove","core depth represents deposit depth",15.130013,-92.754068,"estimated from GE",2012,4,8,"other low resolution"
"Adame_et_al_2015","MFA15 Teculapa","M0356","forested","mangrove","core depth represents deposit depth",15.156381,-92.77937,"estimated from GE",2012,4,8,"other low resolution"
"Adame_et_al_2015","MFA15 Paixtalon","M0357","forested","mangrove","core depth represents deposit depth",15.178753,-92.804561,"estimated from GE",2012,4,8,"other low resolution"
"Adame_et_al_2015","MFA15 Esterillo","M0358","forested","mangrove","core depth represents deposit depth",15.180488,-92.837974,"estimated from GE",2012,4,8,"other low resolution"
"Adame_et_al_2015","MFA15 Santa Chila","M0359","forested","mangrove","core depth represents deposit depth",15.176293,-92.848353,"estimated from GE",2012,4,8,"other low resolution"
"Adame_et_al_2015","MFA15 Zacapulco","M0360","forested","mangrove","core depth represents deposit depth",15.203104,-92.88521,"estimated from GE",2012,4,8,"other low resolution"
"Adame_et_al_2015","MFA15 Las Palmas","M0361","forested","mangrove","core depth represents deposit depth",15.164754,-92.827909,"estimated from GE",2012,4,8,"other low resolution"
"Xia_et_al_2015","PX15 YLW02","M0362","forested","mangrove","core depth limited by length of corer",21.492697,109.762599,"estimated from GE",2011,4,8,"other low resolution"
"Xia_et_al_2015","PX15 YLW03","M0363","forested","mangrove","core depth limited by length of corer",21.4969,109.760594,"estimated from GE",2011,4,8,"other low resolution"
"Stringer_et_al_2015","CES15 HC1","M0364","forested","mangrove","core depth limited by length of corer",-18.798088,36.279556,"approximate",2012,4,8,"other low resolution"
"Stringer_et_al_2015","CES15 HC2","M0365","forested","mangrove","core depth limited by length of corer",-18.798088,36.279556,"approximate",2012,4,8,"other low resolution"
"Stringer_et_al_2015","CES15 HC3","M0366","forested","mangrove","core depth limited by length of corer",-18.798088,36.279556,"approximate",2012,4,8,"other low resolution"
"Stringer_et_al_2015","CES15 HC4","M0367","forested","mangrove","core depth limited by length of corer",-18.824673,36.194916,"approximate",2012,4,8,"other low resolution"
"Stringer_et_al_2015","CES15 HC5","M0368","forested","mangrove","core depth limited by length of corer",-18.824673,36.194916,"approximate",2012,4,8,"other low resolution"
"Sitoe_et_al_2014","AAS14 Sofala Bay","M0369","forested","mangrove","core depth limited by length of corer",-19.84184,34.766158,"approximate",2012,4,8,"other low resolution"
"Saintilan_et_al_2013","NS13 MarraMarra","M0370","forested","mangrove","core depth limited by length of corer",-33.513369,151.120277,"approximate",2011,4,8,"other low resolution"
"Saintilan_et_al_2013","NS13 Berowra Creek","M0371","forested","mangrove","core depth limited by length of corer",-33.529606,151.141827,"approximate",2011,4,8,"other low resolution"
"Saintilan_et_al_2013","NS13 Kooragang Island","M0372","forested","mangrove","core depth limited by length of corer",-32.859437,151.755309,"approximate",2011,4,8,"other low resolution"
"Saintilan_et_al_2013","NS13 Cararma Inlet","M0373","forested","mangrove","core depth limited by length of corer",-34.998935,150.772447,"approximate",2011,4,8,"other low resolution"
"Saintilan_et_al_2013","NS13 Currambene Creek","M0374","forested","mangrove","core depth limited by length of corer",-35.027559,150.667528,"approximate",2011,4,8,"other low resolution"
"McFadden_et_al_2016","TNM16 Rookery","M0375","forested","mangrove","core depth represents deposit depth",13.367674,-87.470412,"estimated from GE",2013,4,8,"other low resolution"
"McFadden_et_al_2016","TNM16 Control","M0376","forested","mangrove","core depth represents deposit depth",13.368079,-87.475626,"estimated from GE",2013,4,8,"other low resolution"
"Kauffman_et_al_2016","JBK16 Grijalva","M0377","forested","mangrove","core depth represents deposit depth",18.605455,-92.683617,"estimated from GE",2014,4,8,"other low resolution"
"Kauffman_et_al_2016","JBK16 Boca Pedro Oeste","M0378","forested","mangrove","core depth represents deposit depth",18.6514,-92.457847,"estimated from GE",2014,4,8,"other low resolution"
"Kauffman_et_al_2016","JBK16 Boca Pedro Este","M0379","forested","mangrove","core depth represents deposit depth",18.648049,-92.474513,"estimated from GE",2014,4,8,"other low resolution"
"Kauffman_et_al_2016","JBK16 Sabalo","M0380","forested","mangrove","core depth represents deposit depth",18.594015,-92.46801,"estimated from GE",2014,4,8,"other low resolution"
"Kauffman_et_al_2016","JBK16 Cometa","M0381","forested","mangrove","core depth limited by length of corer",18.491724,-92.428604000000007,"estimated from GE",2014,4,8,"other low resolution"
"Kauffman_et_al_2016","JBK16 Vidal","M0382","forested","mangrove","core depth limited by length of corer",18.566889,-92.432627,"estimated from GE",2014,4,8,"other low resolution"
"Kauffman_et_al_2016","JBK16 Gallego","M0383","forested","mangrove","core depth limited by length of corer",18.595338,-92.448039,"estimated from GE",2014,4,8,"other low resolution"
"Khan_et_al_2007","MNIK07 Site 1","M0384","forested","mangrove","core depth limited by length of corer",26.193188,127.684971,"estimated from GE",2005,4,8,"other low resolution"
"Sanders_et_al_2010_EES","CJS10 EES C3A","M0385","forested","mangrove","core depth limited by length of corer",-25.094913,-47.995086,"estimated from GE",2005,4,8,"other low resolution"
"Sanders_et_al_2010_EES","CJS10 EES C3B","M0386","forested","mangrove","core depth limited by length of corer",-25.094888,-47.995183,"estimated from GE",2005,4,8,"other low resolution"
"Sahu_et_al_2016","SCS16 Natural","M0387","forested","mangrove","core depth limited by length of corer",20.39427,86.736167,"approximate",2014,4,8,"other low resolution"
"Sahu_et_al_2016","SCS16 Plantation","M0388","forested","mangrove","core depth limited by length of corer",20.387933,86.770381,"approximate",2014,4,8,"other low resolution"
"Wang_et_al_2013","GW13 B. gymnorrhiz","M0389","forested","mangrove","core depth limited by length of corer",21.571737,109.752224,"estimated from GE",2012,4,8,"other low resolution"
"Wang_et_al_2013","GW13 A. corniculatum + K. Obovata","M0390","forested","mangrove","core depth limited by length of corer",21.565398,109.75467,"estimated from GE",2012,4,8,"other low resolution"
"Wang_et_al_2013","GW13 S. apetala","M0391","forested","mangrove","core depth limited by length of corer",21.567974,109.76271,"estimated from GE",2012,4,8,"other low resolution"
"Wang_et_al_2013","GW13 R. stylosa","M0392","forested","mangrove","core depth limited by length of corer",21.555733,109.767865,"estimated from GE",2012,4,8,"other low resolution"
"Wang_et_al_2013","GW13 A. marina","M0393","forested","mangrove","core depth limited by length of corer",21.536434,109.77517,"estimated from GE",2012,4,8,"other low resolution"
"Tue_et_al_2014","NTT14 Fringe","M0394","forested","mangrove","core depth limited by length of corer",8.709533333333333,104.82086388888888,"estimated from GE",2012,4,8,"other low resolution"
"Tue_et_al_2014","NTT14 Transitional","M0395","forested","mangrove","core depth limited by length of corer",8.709063888888888,104.82053888888889,"estimated from GE",2012,4,8,"other low resolution"
"Tue_et_al_2014","NTT14 Interior","M0396","forested","mangrove","core depth limited by length of corer",8.708552777777777,104.82010833333332,"estimated from GE",2012,4,8,"other low resolution"
"Livesley_and_Andrusiak_2012","SJL12 Stony Point","M0397","forested","mangrove","core depth limited by length of corer",-38.363182,145.211813,"approximate",2009,4,8,"other low resolution"
"Livesley_and_Andrusiak_2012","SJL12 Jacks Beach","M0398","forested","mangrove","core depth limited by length of corer",-38.33862,145.203597,"approximate",2009,4,8,"other low resolution"
"Livesley_and_Andrusiak_2012","SJL12 Yaringa","M0399","forested","mangrove","core depth limited by length of corer",-38.29682,145.204676,"approximate",2009,4,8,"other low resolution"
"Ezcurra_et_al_2016","PE16 Punta Cancun Fringe","M0400","forested","mangrove","core depth represents deposit depth",24.55113888888889,-111.73727777777778,"exact",2013,4,8,"other high resolution"
"Ezcurra_et_al_2016","PE16 Punta Cancun Mudflat","M0401","forested","mangrove","core depth represents deposit depth",24.550583333333336,-111.73711111111112,"exact",2013,4,8,"other high resolution"
"Ezcurra_et_al_2016","PE16 La Salina Mudflat","M0402","forested","mangrove","core depth represents deposit depth",24.577277777777777,-111.79897222222222,"exact",2013,4,8,"other high resolution"
"Ezcurra_et_al_2016","PE16 La Salina Fringe","M0403","forested","mangrove","core depth represents deposit depth",24.576472222222222,-111.80055555555555,"exact",2013,4,8,"other high resolution"
"Ezcurra_et_al_2016","PE16 La Salina Receding/Dead","M0404","forested","mangrove","core depth represents deposit depth",24.576555555555554,-111.80061111111111,"exact",2013,4,8,"other high resolution"
"Ezcurra_et_al_2016","PE16 Sur Mudflat","M0405","forested","mangrove","core depth represents deposit depth",24.31063888888889,-110.31830555555555,"exact",2013,4,8,"other high resolution"
"Ezcurra_et_al_2016","PE16 Sur Upper Mudflat","M0406","forested","mangrove","core depth represents deposit depth",24.310222222222222,-110.31855555555555,"exact",2013,4,8,"other high resolution"
"Ezcurra_et_al_2016","PE16 Sur Fringe","M0407","forested","mangrove","core depth represents deposit depth",24.312305555555557,-110.31688888888888,"exact",2013,4,8,"other high resolution"
"Ezcurra_et_al_2016","PE16 Norte Fringe","M0408","forested","mangrove","core depth represents deposit depth",24.322055555555554,-110.31680555555555,"exact",2013,4,8,"other high resolution"
"Ezcurra_et_al_2016","PE16 Norte Mudflat","M0409","forested","mangrove","core depth represents deposit depth",24.31491666666667,-110.31477777777778,"exact",2013,4,8,"other high resolution"
"Ezcurra_et_al_2016","PE16 Norte Upper Mudflat","M0410","forested","mangrove","core depth represents deposit depth",24.314944444444446,-110.31463888888888,"exact",2013,4,8,"other high resolution"
"Ezcurra_et_al_2016","PE16 Camichin Mudflat","M0411","forested","mangrove","core depth represents deposit depth",21.76147222222222,-105.47791666666667,"exact",2014,4,8,"other high resolution"
"Ezcurra_et_al_2016","PE16 Camichan Upper Mudflat","M0412","forested","mangrove","core depth represents deposit depth",21.760944444444444,-105.47827777777778,"exact",2014,4,8,"other high resolution"
"Ezcurra_et_al_2016","PE16 Arroyo Toro Mocho Upper  Mudflat","M0413","forested","mangrove","core depth represents deposit depth",21.768527777777777,-105.46744444444445,"exact",2014,4,8,"other high resolution"
"Ezcurra_et_al_2016","PE16 La Concepcion Mudflat 1","M0414","forested","mangrove","core depth represents deposit depth",15.065138888888889,-92.7508888888889,"exact",2014,4,8,"other high resolution"
"Ezcurra_et_al_2016","PE16 La Concepcion Fringe","M0415","forested","mangrove","core depth represents deposit depth",15.069027777777778,-92.75783333333334,"exact",2014,4,8,"other high resolution"
"Ezcurra_et_al_2016","PE16 Las Garzas Mudflat","M0416","forested","mangrove","core depth represents deposit depth",15.204055555555556,-92.81297222222221,"exact",2014,4,8,"other high resolution"
"Ezcurra_et_al_2016","PE16 La Concepcion Mudflat 2","M0417","forested","mangrove","core depth represents deposit depth",15.059472222222222,-92.74511111111111,"exact",2014,4,8,"other high resolution"
"Ezcurra_et_al_2016","PE16 El Merito Mudflat Core 1","M0418","forested","mangrove","core depth represents deposit depth",24.301111111111112,-110.32666666666667,"estimated from GE",2014,4,8,"other low resolution"
"Ezcurra_et_al_2016","PE16 El Merito Mudflat Core 2","M0419","forested","mangrove","core depth represents deposit depth",24.301111111111112,-110.32666666666667,"estimated from GE",2014,4,8,"other low resolution"
"Ezcurra_et_al_2016","PE16 Puerto Gata Fringe Core 1","M0420","forested","mangrove","core depth represents deposit depth",24.24944444,-110.3127778,"estimated from GE",2014,4,8,"other low resolution"
"Ezcurra_et_al_2016","PE16 Puerto Gata Fringe Core 2","M0421","forested","mangrove","core depth represents deposit depth",24.24944444,-110.3127778,"estimated from GE",2014,4,8,"other low resolution"
"Ezcurra_et_al_2016","PE16 Puerto Gata Fringe Core 3","M0422","forested","mangrove","core depth represents deposit depth",24.24944444,-110.3127778,"estimated from GE",2014,4,8,"other low resolution"
"Ezcurra_et_al_2016","PE16 Puerto Gata Mudflat Core 4","M0423","forested","mangrove","core depth represents deposit depth",24.24944444,-110.3127778,"estimated from GE",2014,4,8,"other low resolution"
"Ezcurra_et_al_2016","PE16 Puerto Gata Mudflat Core 5","M0424","forested","mangrove","core depth represents deposit depth",24.24944444,-110.3127778,"estimated from GE",2014,4,8,"other low resolution"
"Ezcurra_et_al_2016","PE16 Puerto Gata Mudflat Core 6","M0425","forested","mangrove","core depth represents deposit depth",24.24944444,-110.3127778,"estimated from GE",2014,4,8,"other low resolution"
"Ezcurra_et_al_2016","PE16 Puerto Gata Mudflat Core 7","M0426","forested","mangrove","core depth represents deposit depth",24.24944444,-110.3127778,"estimated from GE",2014,4,8,"other low resolution"
"Ezcurra_et_al_2016","PE16 San Gabriel Mudflat Core 1","M0427","forested","mangrove","core depth represents deposit depth",24.43277777777778,-110.34694444444445,"estimated from GE",2014,4,8,"other low resolution"
"Ezcurra_et_al_2016","PE16 San Gabriel Mudflat Core 2","M0428","forested","mangrove","core depth represents deposit depth",24.43277777777778,-110.34694444444445,"estimated from GE",2014,4,8,"other low resolution"
"Ezcurra_et_al_2016","PE16 San Jose Mudflat Core 1","M0429","forested","mangrove","core depth represents deposit depth",24.86916666666667,-110.57555555555555,"estimated from GE",2014,4,8,"other low resolution"
"Ceron-Breton_et_al_2011","JGCB11 SA1","M0430","forested","mangrove","core depth limited by length of corer",18.635407407407406,-91.77956481481482,"exact",2009,4,8,"other high resolution"
"Ceron-Breton_et_al_2011","JGCB11 SA2","M0431","forested","mangrove","core depth limited by length of corer",18.63533333333333,-91.7805925925926,"exact",2009,4,8,"other high resolution"
"Ceron-Breton_et_al_2011","JGCB11 SA3","M0432","forested","mangrove","core depth limited by length of corer",18.635537037037036,-91.78361111111111,"exact",2009,4,8,"other high resolution"
"Ceron-Breton_et_al_2011","JGCB11 SA4","M0433","forested","mangrove","core depth limited by length of corer",18.63588888888889,-91.78604351851851,"exact",2009,4,8,"other high resolution"
"Ceron-Breton_et_al_2011","JGCB11 SA5","M0434","forested","mangrove","core depth limited by length of corer",18.635537037037036,-91.78568518518519,"exact",2009,4,8,"other high resolution"
"Ceron-Breton_et_al_2011","JGCB11 SA6","M0435","forested","mangrove","core depth limited by length of corer",18.635425925925926,-91.78534259259258,"exact",2009,4,8,"other high resolution"
"Bhomia_et_al_2016_India","RKBEA16 P1","M0436","forested","mangrove","core depth represents deposit depth",20.48292,86.691044,"estimated from GE",2014,4,8,"other low resolution"
"Bhomia_et_al_2016_India","RKBEA16 S1","M0437","forested","mangrove","core depth represents deposit depth",20.482975,86.68793,"estimated from GE",2014,4,8,"other low resolution"
"Bhomia_et_al_2016_India","RKBEA16 S2","M0438","forested","mangrove","core depth represents deposit depth",20.479052,86.725555,"estimated from GE",2014,4,8,"other low resolution"
"Bhomia_et_al_2016_India","RKBEA16 S3","M0439","forested","mangrove","core depth represents deposit depth",20.478753,86.727774,"estimated from GE",2014,4,8,"other low resolution"
"Bhomia_et_al_2016_India","RKBEA16 D1","M0440","forested","mangrove","core depth represents deposit depth",20.381795,86.734793,"estimated from GE",2014,4,8,"other low resolution"
"Bhomia_et_al_2016_India","RKBEA16 D2","M0441","forested","mangrove","core depth represents deposit depth",20.379035,86.73348,"estimated from GE",2014,4,8,"other low resolution"
"Howe_et_al_2009","AJH09 Site 1","M0442","forested","mangrove","core depth limited by length of corer",-32.870356,151.716468,"estimated from GE",2006,4,8,"other low resolution"
"Howe_et_al_2009","AJH09 Site 2","M0443","forested","mangrove","core depth limited by length of corer",-32.850608,151.702315,"estimated from GE",2008,4,8,"other low resolution"
"Thompson_et_al_2014","BST14 Pedada Seaward","M0444","forested","mangrove","core depth limited by length of corer",11.824776,122.14108,"estimated from GE",2011,4,8,"other low resolution"
"Thompson_et_al_2014","BST14 Pedada Interior","M0445","forested","mangrove","core depth limited by length of corer",11.824297,122.141074,"estimated from GE",2011,4,8,"other low resolution"
"Thompson_et_al_2014","BST14 Pedada Landward","M0446","forested","mangrove","core depth limited by length of corer",11.823826,122.14105,"estimated from GE",2011,4,8,"other low resolution"
"Thompson_et_al_2014","BST14 Bugtong-ato Seaward","M0447","forested","mangrove","core depth limited by length of corer",11.069506,122.958309,"estimated from GE",2011,4,8,"other low resolution"
"Thompson_et_al_2014","BST14 Bugtong-ato Interior","M0448","forested","mangrove","core depth limited by length of corer",11.069904,122.958111,"estimated from GE",2011,4,8,"other low resolution"
"Thompson_et_al_2014","BST14 Bugtong-ato Landward","M0449","forested","mangrove","core depth limited by length of corer",11.070349,122.95785,"estimated from GE",2011,4,8,"other low resolution"
"Zhang_and_Lin_1998","ZL98 Cauputou","M0450","forested","mangrove","core depth limited by length of corer",24.39,117.91,"approximate",1995,4,8,"other low resolution"
"Zhang_and_Lin_1998","ZL98 Dongyu","M0451","forested","mangrove","core depth limited by length of corer",24.480737,118.037454,"approximate",1995,4,8,"other low resolution"
"He_et_al_2002","BH02 Site 1","M0452","forested","mangrove","core depth limited by length of corer",21.4666667,109.7166667,"approximate",1998,4,8,"other low resolution"
"He_et_al_2002","BH02 Site 2","M0453","forested","mangrove","core depth limited by length of corer",21.4666667,109.7166667,"approximate",1998,4,8,"other low resolution"
"He_et_al_2002","BH02 Site 3","M0454","forested","mangrove","core depth limited by length of corer",21.4666667,109.7166667,"approximate",1998,4,8,"other low resolution"
"He_et_al_2002","BH02 Site 4","M0455","forested","mangrove","core depth limited by length of corer",21.4666667,109.7166667,"approximate",1998,4,8,"other low resolution"
"He_et_al_2002","BH02 Site 5","M0456","forested","mangrove","core depth limited by length of corer",21.4666667,109.7166667,"approximate",1998,4,8,"other low resolution"
"Liu_2005","QHL05 Site 1","M0457","forested","mangrove","core depth limited by length of corer",21.158102,110.429248,"approximate",2002,4,8,"other low resolution"
"Liu_2005","QHL05 Site 2","M0458","forested","mangrove","core depth limited by length of corer",21.158102,110.429248,"approximate",2002,4,8,"other low resolution"
"Liu_2005","QHL05 Site 3","M0459","forested","mangrove","core depth limited by length of corer",21.105199,110.305425,"approximate",2002,4,8,"other low resolution"
"Liu_2005","QHL05 Site 4","M0460","forested","mangrove","core depth limited by length of corer",21.105199,110.305425,"approximate",2002,4,8,"other low resolution"
"Liu_2005","QHL05 Site 5","M0461","forested","mangrove","core depth limited by length of corer",21.208546,110.415755,"approximate",2002,4,8,"other low resolution"
"Liu_2005","QHL05 Site 6","M0462","forested","mangrove","core depth limited by length of corer",21.052469,110.200843,"approximate",2002,4,8,"other low resolution"
"Liu_et_al_2008","MLL08 Site 1","M0463","forested","mangrove","core depth limited by length of corer",19.981578,110.592345,"approximate",2006,4,8,"other low resolution"
"Liu_et_al_2008","MLL08 Site 2","M0464","forested","mangrove","core depth limited by length of corer",19.981578,110.592345,"approximate",2006,4,8,"other low resolution"
"Liu_et_al_2008","MLL08 Site 3","M0465","forested","mangrove","core depth limited by length of corer",19.981578,110.592345,"approximate",2006,4,8,"other low resolution"
"Liu_et_al_2008","MLL08 Site 4","M0466","forested","mangrove","core depth limited by length of corer",19.981578,110.592345,"approximate",2006,4,8,"other low resolution"
"Liu_et_al_2008","MLL08 Site 5","M0467","forested","mangrove","core depth limited by length of corer",19.981578,110.592345,"approximate",2006,4,8,"other low resolution"
"Liu_et_al_2008","MLL08 Site 6","M0468","forested","mangrove","core depth limited by length of corer",19.981578,110.592345,"approximate",2006,4,8,"other low resolution"
"Liu_et_al_2008","MLL08 Site 7","M0469","forested","mangrove","core depth limited by length of corer",19.981578,110.592345,"approximate",2006,4,8,"other low resolution"
"Liu_et_al_2008","MLL08 Site 8","M0470","forested","mangrove","core depth limited by length of corer",19.981578,110.592345,"approximate",2006,4,8,"other low resolution"
"Liu_et_al_2008","MLL08 Site 9","M0471","forested","mangrove","core depth limited by length of corer",19.981578,110.592345,"approximate",2006,4,8,"other low resolution"
"Liu_et_al_2008","MLL08 Site 10","M0472","forested","mangrove","core depth limited by length of corer",19.981578,110.592345,"approximate",2006,4,8,"other low resolution"
"Liu_et_al_2008","MLL08 Site 11","M0473","forested","mangrove","core depth limited by length of corer",19.981578,110.592345,"approximate",2006,4,8,"other low resolution"
"Liu_et_al_2008","MLL08 Site 12","M0474","forested","mangrove","core depth limited by length of corer",19.981578,110.592345,"approximate",2006,4,8,"other low resolution"
"Liu_et_al_2008","MLL08 Site 13","M0475","forested","mangrove","core depth limited by length of corer",19.981578,110.592345,"approximate",2006,4,8,"other low resolution"
"Liu_et_al_2008","MLL08 Site 14","M0476","forested","mangrove","core depth limited by length of corer",19.981578,110.592345,"approximate",2006,4,8,"other low resolution"
"Liu_et_al_2008","MLL08 Site 15","M0477","forested","mangrove","core depth limited by length of corer",19.981578,110.592345,"approximate",2006,4,8,"other low resolution"
"Liu_et_al_2008","MLL08 Site 16","M0478","forested","mangrove","core depth limited by length of corer",19.981578,110.592345,"approximate",2006,4,8,"other low resolution"
"Hu_et_al_2010","ZQH10 Shanyutan Wetland","M0479","forested","mangrove","core depth limited by length of corer",26.0294778,119.6413528,"exact",2007,4,8,"other high resolution"
"Mao_et_al_2011","LZM11 Shenzhen 1","M0480","forested","mangrove","core depth limited by length of corer",22.5317972,113.9850889,"approximate",2008,4,8,"other low resolution"
"Mao_et_al_2011","LZM11 Shenzhen 2","M0481","forested","mangrove","core depth limited by length of corer",22.5317972,113.9850889,"approximate",2008,4,8,"other low resolution"
"Mao_et_al_2012","LZM12 Futian 1","M0482","forested","mangrove","core depth limited by length of corer",22.5281944,114.0018972,"exact",2012,4,8,"other high resolution"
"Mao_et_al_2012","LZM12 Futian 2","M0483","forested","mangrove","core depth limited by length of corer",22.5284111,114.0019583,"exact",2012,4,8,"other high resolution"
"Mao_et_al_2012","LZM12 Futian 3","M0484","forested","mangrove","core depth limited by length of corer",22.5286028,114.0024444,"exact",2012,4,8,"other high resolution"
"Xu_et_al_2012","FHX12 Zhanjiang 1","M0485","forested","mangrove","core depth limited by length of corer",21.10991,110.317315,"approximate",2010,4,8,"other low resolution"
"Xu_et_al_2012","FHX12 Zhanjiang 2","M0486","forested","mangrove","core depth limited by length of corer",21.10991,110.317315,"approximate",2010,4,8,"other low resolution"
"Xu_et_al_2012","FHX12 Zhanjiang 3","M0487","forested","mangrove","core depth limited by length of corer",21.10991,110.317315,"approximate",2010,4,8,"other low resolution"
"Donato_et_al_2012","DCD12 PM2","M0488","forested","mangrove","core depth limited by length of corer",7.382611,134.511278,"exact",2010,4,8,"other high resolution"
"Donato_et_al_2012","DCD12 PM3","M0489","forested","mangrove","core depth limited by length of corer",7.580194,134.631972,"exact",2010,4,8,"other high resolution"
"Bhomia_et_al_2016_Honduras","RKB16 Chismuyo","M0490","forested","mangrove","core depth limited by length of corer",13.427583,-87.611517,"exact",2013,4,8,"other high resolution"
"Bhomia_et_al_2016_Honduras","RKB16 Isla de Pajaros","M0491","forested","mangrove","core depth represents deposit depth",13.36685,-87.470517,"exact",2013,4,8,"other high resolution"
"Bhomia_et_al_2016_Honduras","RKB16 San Bernardo","M0492","forested","mangrove","core depth limited by length of corer",13.0978,-87.183617,"exact",2013,4,8,"other high resolution"
"Bhomia_et_al_2016_Honduras","RKB16 San Lorenzo","M0493","forested","mangrove","core depth represents deposit depth",13.367617,-87.475633,"exact",2013,4,8,"other high resolution"
"Bhomia_et_al_2016_Honduras","RKB16 El Canalito","M0494","forested","mangrove","core depth limited by length of corer",15.8742,-87.640667,"exact",2013,4,8,"other high resolution"
"Bhomia_et_al_2016_Honduras","RKB16 El Marion","M0495","forested","mangrove","core depth limited by length of corer",15.785383,-87.595717,"exact",2013,4,8,"other high resolution"
"Bhomia_et_al_2016_Honduras","RKB16 La Diamante","M0496","forested","mangrove","core depth represents deposit depth",15.89125,-87.63345,"exact",2013,4,8,"other high resolution"
"Bhomia_et_al_2016_Honduras","RKB16 Laguna Quemada","M0497","forested","mangrove","core depth represents deposit depth",15.822183,-87.578017,"exact",2013,4,8,"other high resolution"
"Bhomia_et_al_2016_Honduras","RKB16 Manglon","M0498","forested","mangrove","core depth represents deposit depth",15.82225,-87.595167,"exact",2013,4,8,"other high resolution"
"Bhomia_et_al_2016_Honduras","RKB16 Milton Bight","M0499","forested","mangrove","core depth represents deposit depth",16.404233,-86.398817,"exact",2013,4,8,"other high resolution"
"Bhomia_et_al_2016_Honduras","RKB16 Politily","M0500","forested","mangrove","core depth limited by length of corer",16.4013,-86.398583,"exact",2013,4,8,"other high resolution"
"Bhomia_et_al_2016_Honduras","RKB16 West End","M0501","forested","mangrove","core depth represents deposit depth",16.41835,-85.943983,"exact",2013,4,8,"other high resolution"
"Bhomia_et_al_2016_Honduras","RKB16 The Bight","M0502","forested","mangrove","core depth limited by length of corer",16.454767,-85.863133,"exact",2013,4,8,"other high resolution"
"Bhomia_et_al_2016_Honduras","RKB16 Big Bight","M0503","forested","mangrove","core depth limited by length of corer",16.088533,-86.888517,"exact",2013,4,8,"other high resolution"
"Bhomia_et_al_2016_Honduras","RKB16 Iron Bound","M0504","forested","mangrove","core depth represents deposit depth",16.1192,-86.901533,"exact",2013,4,8,"other high resolution"
