"study_id","site_id","core_id","sample_id","representative_depth_min","representative_depth_max","dry_bulk_density","fraction_carbon","depth_interval_notes"
"Nahlik_and_Fennessy_2016","NWCA11-1039","NWCA11-1039-3793","NWCA11-1039-1-11-AL-003-019-2",9,24,0.11,0.2196,NA
"Nahlik_and_Fennessy_2016","NWCA11-1039","NWCA11-1039-3793","NWCA11-1039-1-11-AL-003-019-3",24,60,0.11,0.1892,NA
"Nahlik_and_Fennessy_2016","NWCA11-2355","NWCA11-2355-3808","NWCA11-2355-2-11-OR-041-007-1",0,17,0.51,0.0685,NA
"Nahlik_and_Fennessy_2016","NWCA11-2355","NWCA11-2355-3808","NWCA11-2355-2-11-OR-041-007-2",17,36,0.58,0.0553,NA
"Nahlik_and_Fennessy_2016","NWCA11-2355","NWCA11-2355-3808","NWCA11-2355-2-11-OR-041-007-3",36,46,0.48,0.0684,"Buried a horizon-decomposing stems and roots"
"Nahlik_and_Fennessy_2016","NWCA11-2355","NWCA11-2355-3808","NWCA11-2355-2-11-OR-041-007-4",46,76,0.63,0.0716,"Mass of decomposing stems-unable to determine % live roots"
"Nahlik_and_Fennessy_2016","NWCA11-2355","NWCA11-2355-3808","NWCA11-2355-2-11-OR-041-007-5",76,127,NA,0.0393,NA
"Nahlik_and_Fennessy_2016","NWCA11-2355","NWCA11-2355-3809","NWCA11-2355-1-11-OR-041-003-1",0,8,0.38,0.0964,NA
"Nahlik_and_Fennessy_2016","NWCA11-2355","NWCA11-2355-3809","NWCA11-2355-1-11-OR-041-003-2",8,17,0.59,0.0665,NA
"Nahlik_and_Fennessy_2016","NWCA11-2355","NWCA11-2355-3809","NWCA11-2355-1-11-OR-041-003-3",17,30,0.65,0.0481,NA
"Nahlik_and_Fennessy_2016","NWCA11-2355","NWCA11-2355-3809","NWCA11-2355-1-11-OR-041-003-4",30,50,0.69,0.0615,"Start of h2s smell at 50cm"
"Nahlik_and_Fennessy_2016","NWCA11-2355","NWCA11-2355-3809","NWCA11-2355-1-11-OR-041-003-5",50,63,0.63,0.0555,"This is a buried a horizon. May be an organic soil"
"Nahlik_and_Fennessy_2016","NWCA11-2355","NWCA11-2355-3809","NWCA11-2355-1-11-OR-041-003-6",63,125,NA,0.0299,NA
"Nahlik_and_Fennessy_2016","NWCA11-2632","NWCA11-2632-3854","NWCA11-2632-2-11-VA-001-013-1",0,14,0.24,0.2238,NA
"Nahlik_and_Fennessy_2016","NWCA11-2632","NWCA11-2632-3854","NWCA11-2632-2-11-VA-001-013-2",14,26,0.82,0.0655,NA
"Nahlik_and_Fennessy_2016","NWCA11-2632","NWCA11-2632-3854","NWCA11-2632-2-11-VA-001-013-3",26,48,1.45,0.0051,NA
"Nahlik_and_Fennessy_2016","NWCA11-2632","NWCA11-2632-3854","NWCA11-2632-2-11-VA-001-013-4",48,75,1.72,0.0049,NA
"Nahlik_and_Fennessy_2016","NWCA11-2632","NWCA11-2632-3854","NWCA11-2632-2-11-VA-001-013-5",75,86,NA,0.0012,NA
"Nahlik_and_Fennessy_2016","NWCA11-2632","NWCA11-2632-3854","NWCA11-2632-2-11-VA-001-013-6",86,120,NA,0.0015,NA
"Nahlik_and_Fennessy_2016","NWCA11-2636","NWCA11-2636-3860","NWCA11-2636-1-11-VA-001-002-1",0,5,NA,0.0728,NA
"Nahlik_and_Fennessy_2016","NWCA11-2636","NWCA11-2636-3860","NWCA11-2636-1-11-VA-001-002-2",5,46,1.3,0.0097,"Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-2636","NWCA11-2636-3860","NWCA11-2636-1-11-VA-001-002-3",46,91,1.23,0.0063,"Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-2636","NWCA11-2636-3860","NWCA11-2636-1-11-VA-001-002-4",91,120,NA,0.1009,NA
"Nahlik_and_Fennessy_2016","NWCA11-2643","NWCA11-2643-3861","NWCA11-2643-1-11-VA-001-005-1",0,3,NA,0.0657,NA
"Nahlik_and_Fennessy_2016","NWCA11-2643","NWCA11-2643-3861","NWCA11-2643-1-11-VA-001-005-2",3,16,1.57,0.0092,NA
"Nahlik_and_Fennessy_2016","NWCA11-2643","NWCA11-2643-3861","NWCA11-2643-1-11-VA-001-005-3",16,32,1.89,0.005,"Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-2643","NWCA11-2643-3861","NWCA11-2643-1-11-VA-001-005-4",32,51,1.74,0.0029,"Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-2643","NWCA11-2643-3861","NWCA11-2643-1-11-VA-001-005-5",51,90,1.98,0.0039,NA
"Nahlik_and_Fennessy_2016","NWCA11-2643","NWCA11-2643-3861","NWCA11-2643-1-11-VA-001-005-6",90,120,NA,0.0032,NA
"Nahlik_and_Fennessy_2016","NWCA11-2674","NWCA11-2674-3862","NWCA11-2674-1-11-VA-001-011-1",0,7,NA,0.1198,NA
"Nahlik_and_Fennessy_2016","NWCA11-2674","NWCA11-2674-3862","NWCA11-2674-1-11-VA-001-011-2",7,28,1.55,0.0025,"Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-2674","NWCA11-2674-3862","NWCA11-2674-1-11-VA-001-011-3",28,43,1.79,8e-04,"Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-2674","NWCA11-2674-3862","NWCA11-2674-1-11-VA-001-011-4",43,64,1.57,8e-04,"Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-2674","NWCA11-2674-3862","NWCA11-2674-1-11-VA-001-011-5",64,120,NA,5e-04,NA
"Nahlik_and_Fennessy_2016","NWCA11-2664","NWCA11-2664-3863","NWCA11-2664-1-11-VA-001-010-1",0,13,1.08,0.0141,NA
"Nahlik_and_Fennessy_2016","NWCA11-2664","NWCA11-2664-3863","NWCA11-2664-1-11-VA-001-010-2",13,28,1.7,0.0026,NA
"Nahlik_and_Fennessy_2016","NWCA11-2664","NWCA11-2664-3863","NWCA11-2664-1-11-VA-001-010-3",28,41,1.71,0.0036,NA
"Nahlik_and_Fennessy_2016","NWCA11-2664","NWCA11-2664-3863","NWCA11-2664-1-11-VA-001-010-4",41,70,1.33,0.0144,"Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-2664","NWCA11-2664-3863","NWCA11-2664-1-11-VA-001-010-5",70,116,NA,0.0019,NA
"Nahlik_and_Fennessy_2016","NWCA11-2664","NWCA11-2664-3863","NWCA11-2664-1-11-VA-001-010-6",116,120,NA,5e-04,NA
"Nahlik_and_Fennessy_2016","NWCA11-2538","NWCA11-2538-3875","NWCA11-2538-1-11-TX-167-005-2",0,18,1.48,0.0109,"Not rock but shell fragments. Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-2538","NWCA11-2538-3875","NWCA11-2538-1-11-TX-167-005-3",18,32,0.98,0.0081,"Not rock but shell fragments."
"Nahlik_and_Fennessy_2016","NWCA11-2538","NWCA11-2538-3875","NWCA11-2538-1-11-TX-167-005-4",32,93,1.16,0.009,"Not rock but shell fragments."
"Nahlik_and_Fennessy_2016","NWCA11-1669","NWCA11-1669-3881","NWCA11-1669-1-11-LA-109-009-1",0,120,1.82,0.0011,NA
"Nahlik_and_Fennessy_2016","NWCA11-1643","NWCA11-1643-3885","NWCA11-1643-1-11-LA-045-002-1",0,36,0.94,0.0331,NA
"Nahlik_and_Fennessy_2016","NWCA11-1961","NWCA11-1961-3891","NWCA11-1961-1-11-MS-059-005-1",0,120,1.53,0.0048,"All sand"
"Nahlik_and_Fennessy_2016","NWCA11-2581","NWCA11-2581-3893","NWCA11-2581-1-11-TX-245-009-2",0,23,0.18,0.132,NA
"Nahlik_and_Fennessy_2016","NWCA11-2581","NWCA11-2581-3893","NWCA11-2581-1-11-TX-245-009-3",23,36,0.33,0.0678,NA
"Nahlik_and_Fennessy_2016","NWCA11-2581","NWCA11-2581-3893","NWCA11-2581-1-11-TX-245-009-4",36,60,0.54,0.0279,NA
"Nahlik_and_Fennessy_2016","NWCA11-2575","NWCA11-2575-3894","NWCA11-2575-1-11-TX-007-001-1",0,13,0.91,0.022,"Too few prominent features to color."
"Nahlik_and_Fennessy_2016","NWCA11-2575","NWCA11-2575-3894","NWCA11-2575-1-11-TX-007-001-2",13,29,1.13,0.0107,"Too few prominent features to color."
"Nahlik_and_Fennessy_2016","NWCA11-2575","NWCA11-2575-3894","NWCA11-2575-1-11-TX-007-001-3",29,42,1.47,0.0071,"Rock fragments - shell hash; unknown composition in horizon 4 is from streaks found throughout horizon (also present in pits c and d)."
"Nahlik_and_Fennessy_2016","NWCA11-2575","NWCA11-2575-3894","NWCA11-2575-1-11-TX-007-001-4",42,98,1.25,0.0049,"Rock fragments - shell hash; unknown composition in horizon 4 is from streaks found throughout horizon (also present in pits c and d). Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-2603","NWCA11-2603-3895","NWCA11-2603-1-11-TX-057-003-1",0,13,0.96,0.0161,"Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-2603","NWCA11-2603-3895","NWCA11-2603-1-11-TX-057-003-2",13,29,0.65,0.0057,"Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-2603","NWCA11-2603-3895","NWCA11-2603-1-11-TX-057-003-3",29,45,1.06,0.0067,"Shell fragments of % rocks Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-2603","NWCA11-2603-3895","NWCA11-2603-1-11-TX-057-003-4",45,101,0.99,0.0037,"Streaks of gleyed soil (5gy/5/2) shell fragments of rocks Use with caution! Dry bulk density inconsistent with layer position, different core types used, note on field sheet"
"Nahlik_and_Fennessy_2016","NWCA11-2565","NWCA11-2565-3896","NWCA11-2565-1-11-TX-245-003-4",0,32,0.34,0.0751,NA
"Nahlik_and_Fennessy_2016","NWCA11-2565","NWCA11-2565-3896","NWCA11-2565-1-11-TX-245-003-5",32,42,0.56,0.05,NA
"Nahlik_and_Fennessy_2016","NWCA11-2565","NWCA11-2565-3896","NWCA11-2565-1-11-TX-245-003-6",42,61,NA,0.0433,NA
"Nahlik_and_Fennessy_2016","NWCA11-1200","NWCA11-1200-3913","NWCA11-1200-1-11-DE-005-002-3",0,22,0.98,0.0297,NA
"Nahlik_and_Fennessy_2016","NWCA11-1200","NWCA11-1200-3913","NWCA11-1200-1-11-DE-005-002-4",22,46,1.3,0.0058,"Fe -(negative)10% depletions 10yr 61"
"Nahlik_and_Fennessy_2016","NWCA11-1200","NWCA11-1200-3913","NWCA11-1200-1-11-DE-005-002-5",46,93,1.32,0.0036,"Fe + (positive) 5yr 46 20%"
"Nahlik_and_Fennessy_2016","NWCA11-1200","NWCA11-1200-3913","NWCA11-1200-1-11-DE-005-002-6",93,125,NA,9e-04,NA
"Nahlik_and_Fennessy_2016","NWCA11-1198","NWCA11-1198-3914","NWCA11-1198-2-11-DE-003-013-1",0,28,0.25,0.135,NA
"Nahlik_and_Fennessy_2016","NWCA11-1198","NWCA11-1198-3914","NWCA11-1198-2-11-DE-003-013-2",28,62,0.23,0.116,NA
"Nahlik_and_Fennessy_2016","NWCA11-1198","NWCA11-1198-3914","NWCA11-1198-2-11-DE-003-013-3",62,95,NA,0.0614,NA
"Nahlik_and_Fennessy_2016","NWCA11-1198","NWCA11-1198-3914","NWCA11-1198-2-11-DE-003-013-5",95,125,NA,0.0074,NA
"Nahlik_and_Fennessy_2016","NWCA11-1233","NWCA11-1233-3921","NWCA11-1233-2-11-FL-087-002-1",0,42,1.13,0.1235,NA
"Nahlik_and_Fennessy_2016","NWCA11-2026","NWCA11-2026-3957","NWCA11-2026-1-11-NC-095-001-1",0,20,NA,0.2398,"Dry bulk density inconsistent with layer position, wrong core volume on field sheet"
"Nahlik_and_Fennessy_2016","NWCA11-2026","NWCA11-2026-3957","NWCA11-2026-1-11-NC-095-001-2",20,35,NA,0.032,"outside of valid range (0.06-2.53 g/cc),  wrong core volume on field sheet"
"Nahlik_and_Fennessy_2016","NWCA11-2026","NWCA11-2026-3957","NWCA11-2026-1-11-NC-095-001-3",35,125,NA,0.0106,"outside of valid range (0.06-2.53 g/cc),  wrong core volume on field sheet"
"Nahlik_and_Fennessy_2016","NWCA11-R135","NWCA11-R135-3963","NWCA11-R135-1-11-NJ-001-010-1",0,10,0.17,0.2172,NA
"Nahlik_and_Fennessy_2016","NWCA11-R135","NWCA11-R135-3963","NWCA11-R135-1-11-NJ-001-010-2",10,36,0.2,0.2361,NA
"Nahlik_and_Fennessy_2016","NWCA11-R135","NWCA11-R135-3963","NWCA11-R135-1-11-NJ-001-010-3",36,125,0.18,0.0874,"Two soil  textures: mp and mucky mineral"
"Nahlik_and_Fennessy_2016","NWCA11-1027","NWCA11-1027-3980","NWCA11-1027-1-11-AL-003-014-1",0,17,0.1,0.2751,NA
"Nahlik_and_Fennessy_2016","NWCA11-1027","NWCA11-1027-3980","NWCA11-1027-1-11-AL-003-014-2",17,31,0.09,0.1929,NA
"Nahlik_and_Fennessy_2016","NWCA11-1027","NWCA11-1027-3980","NWCA11-1027-1-11-AL-003-014-3",31,47,0.08,0.3426,NA
"Nahlik_and_Fennessy_2016","NWCA11-1027","NWCA11-1027-3980","NWCA11-1027-1-11-AL-003-014-4",47,92,0.12,0.2954,NA
"Nahlik_and_Fennessy_2016","NWCA11-1005","NWCA11-1005-3981","NWCA11-1005-1-11-AL-003-003-1",0,16,0.04,0.324,NA
"Nahlik_and_Fennessy_2016","NWCA11-1005","NWCA11-1005-3981","NWCA11-1005-1-11-AL-003-003-2",16,45,0.09,0.312,NA
"Nahlik_and_Fennessy_2016","NWCA11-1005","NWCA11-1005-3981","NWCA11-1005-1-11-AL-003-003-3",45,66,0.15,0.2549,NA
"Nahlik_and_Fennessy_2016","NWCA11-1019","NWCA11-1019-3982","NWCA11-1019-1-11-AL-003-011-1",0,12,0.09,0.304,NA
"Nahlik_and_Fennessy_2016","NWCA11-1019","NWCA11-1019-3982","NWCA11-1019-1-11-AL-003-011-2",12,38,0.11,0.2724,NA
"Nahlik_and_Fennessy_2016","NWCA11-1019","NWCA11-1019-3982","NWCA11-1019-1-11-AL-003-011-3",38,75,0.14,0.3566,NA
"Nahlik_and_Fennessy_2016","NWCA11-1260","NWCA11-1260-4008","NWCA11-1260-1-11-FL-089-001-1",0,85,0.39,0.1376,"Depth is 85 cm-pit depth limited by inundated soil slump of partially decomposed chunks of browner om."
"Nahlik_and_Fennessy_2016","NWCA11-1364","NWCA11-1364-4009","NWCA11-1364-1-11-FL-099-003-1",0,80,1.03,0.0185,NA
"Nahlik_and_Fennessy_2016","NWCA11-1334","NWCA11-1334-4010","NWCA11-1334-1-11-FL-089-002-1",0,24,0.2,0.2407,NA
"Nahlik_and_Fennessy_2016","NWCA11-1334","NWCA11-1334-4010","NWCA11-1334-1-11-FL-089-002-2",24,105,0.32,0.1199,NA
"Nahlik_and_Fennessy_2016","NWCA11-4499","NWCA11-4499-4034","NWCA11-4499-1-11-WA-049-004-1",0,12,0.37,0.0567,NA
"Nahlik_and_Fennessy_2016","NWCA11-4499","NWCA11-4499-4034","NWCA11-4499-1-11-WA-049-004-5",12,83,0.42,0.0355,"Decaying plant material causing black streaking"
"Nahlik_and_Fennessy_2016","NWCA11-4499","NWCA11-4499-4034","NWCA11-4499-1-11-WA-049-004-6",83,138,NA,0.0263,NA
"Nahlik_and_Fennessy_2016","NWCA11-2721","NWCA11-2721-4035","NWCA11-2721-1-11-WA-049-003-1",0,12,0.29,0.1083,NA
"Nahlik_and_Fennessy_2016","NWCA11-2721","NWCA11-2721-4035","NWCA11-2721-1-11-WA-049-003-2",12,32,0.42,0.0565,NA
"Nahlik_and_Fennessy_2016","NWCA11-2721","NWCA11-2721-4035","NWCA11-2721-1-11-WA-049-003-3",32,84,0.44,0.0686,"Undecomposed plant material >50% of layer (mixed with mineral soil)."
"Nahlik_and_Fennessy_2016","NWCA11-2721","NWCA11-2721-4035","NWCA11-2721-1-11-WA-049-003-4",84,125,NA,0.0392,NA
"Nahlik_and_Fennessy_2016","NWCA11-4522","NWCA11-4522-4050","NWCA11-4522-1-11-WA-061-004-2",0,125,0.46,0.0452,"Undecomposed veg throughout"
"Nahlik_and_Fennessy_2016","NWCA11-2710","NWCA11-2710-4053","NWCA11-2710-1-11-WA-061-001-2",0,28,0.44,0.0434,NA
"Nahlik_and_Fennessy_2016","NWCA11-2710","NWCA11-2710-4053","NWCA11-2710-1-11-WA-061-001-3",28,48,0.51,0.0359,"Undecomposed plant material (possibly cattail) prominent in this layer"
"Nahlik_and_Fennessy_2016","NWCA11-2710","NWCA11-2710-4053","NWCA11-2710-1-11-WA-061-001-4",48,105,0.57,0.0352,NA
"Nahlik_and_Fennessy_2016","NWCA11-2710","NWCA11-2710-4053","NWCA11-2710-1-11-WA-061-001-5",105,125,NA,0.0165,NA
"Nahlik_and_Fennessy_2016","NWCA11-2608","NWCA11-2608-4056","NWCA11-2608-1-11-TX-321-003-2",0,34,1.07,0.0182,NA
"Nahlik_and_Fennessy_2016","NWCA11-2608","NWCA11-2608-4056","NWCA11-2608-1-11-TX-321-003-3",34,51,1.26,0.0055,NA
"Nahlik_and_Fennessy_2016","NWCA11-2608","NWCA11-2608-4056","NWCA11-2608-1-11-TX-321-003-4",51,95,1.14,0.0053,NA
"Nahlik_and_Fennessy_2016","NWCA11-2608","NWCA11-2608-4056","NWCA11-2608-1-11-TX-321-003-5",95,125,NA,0.005,NA
"Nahlik_and_Fennessy_2016","NWCA11-2605","NWCA11-2605-4058","NWCA11-2605-1-11-TX-245-011-1",0,14,0.38,0.0911,"Roots in 1st horizon unavoidable in sample."
"Nahlik_and_Fennessy_2016","NWCA11-2605","NWCA11-2605-4058","NWCA11-2605-1-11-TX-245-011-2",14,23,0.84,0.0631,NA
"Nahlik_and_Fennessy_2016","NWCA11-2605","NWCA11-2605-4058","NWCA11-2605-1-11-TX-245-011-3",23,47,1.22,0.0305,NA
"Nahlik_and_Fennessy_2016","NWCA11-2605","NWCA11-2605-4058","NWCA11-2605-1-11-TX-245-011-4",47,68,0.63,0.0116,"Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-2598","NWCA11-2598-4059","NWCA11-2598-1-11-TX-167-009-1",0,21,0.06,0.0452,NA
"Nahlik_and_Fennessy_2016","NWCA11-2598","NWCA11-2598-4059","NWCA11-2598-1-11-TX-167-009-3",21,41,0.96,0.0068,NA
"Nahlik_and_Fennessy_2016","NWCA11-2598","NWCA11-2598-4059","NWCA11-2598-1-11-TX-167-009-4",41,89,1.3,0.002,"Feature is a mucky concentration"
"Nahlik_and_Fennessy_2016","NWCA11-2566","NWCA11-2566-4060","NWCA11-2566-1-11-TX-071-007-1",0,12,0.14,0.1537,NA
"Nahlik_and_Fennessy_2016","NWCA11-2566","NWCA11-2566-4060","NWCA11-2566-1-11-TX-071-007-2",12,43,0.75,0.0607,"Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-2566","NWCA11-2566-4060","NWCA11-2566-1-11-TX-071-007-3",43,78,0.68,0.0175,NA
"Nahlik_and_Fennessy_2016","NWCA11-2566","NWCA11-2566-4060","NWCA11-2566-1-11-TX-071-007-4",78,110,NA,0.0038,NA
"Nahlik_and_Fennessy_2016","NWCA11-2566","NWCA11-2566-4060","NWCA11-2566-1-11-TX-071-007-5",110,134,NA,0.0026,NA
"Nahlik_and_Fennessy_2016","NWCA11-2537","NWCA11-2537-4062","NWCA11-2537-1-11-TX-245-007-1",0,19,0.16,0.1494,"Not enough concentration of organic bodies to color. Some clay content."
"Nahlik_and_Fennessy_2016","NWCA11-2537","NWCA11-2537-4062","NWCA11-2537-1-11-TX-245-007-2",19,49,0.57,0.0453,NA
"Nahlik_and_Fennessy_2016","NWCA11-2537","NWCA11-2537-4062","NWCA11-2537-1-11-TX-245-007-3",49,62,1.24,0.0164,NA
"Nahlik_and_Fennessy_2016","NWCA11-2030","NWCA11-2030-4067","NWCA11-2030-1-11-NC-031-002-1",0,29,NA,0.0066,"outside of valid range (0.06-2.53 g/cc),  wrong core volume on field sheet"
"Nahlik_and_Fennessy_2016","NWCA11-2030","NWCA11-2030-4067","NWCA11-2030-1-11-NC-031-002-2",29,64,NA,0.0035,"outside of valid range (0.06-2.53 g/cc),  wrong core volume on field sheet"
"Nahlik_and_Fennessy_2016","NWCA11-6301","NWCA11-6301-4075","NWCA11-6301-1-11-WA-049-007-2",0,13,0.38,0.076,NA
"Nahlik_and_Fennessy_2016","NWCA11-6301","NWCA11-6301-4075","NWCA11-6301-1-11-WA-049-007-3",13,125,0.4,0.0684,"Undecomposed plant material 50%"
"Nahlik_and_Fennessy_2016","NWCA11-4499","NWCA11-4499-4076","NWCA11-4499-2-11-WA-049-008-1",0,19,0.41,0.0482,"Carbon - black streaking along decomposing veg."
"Nahlik_and_Fennessy_2016","NWCA11-4499","NWCA11-4499-4076","NWCA11-4499-2-11-WA-049-008-2",19,125,0.44,0.0403,"Undecomposed plant material (in clumps throughout layer)"
"Nahlik_and_Fennessy_2016","NWCA11-4503","NWCA11-4503-4078","NWCA11-4503-1-11-WA-049-005-2",0,24,0.31,0.1098,NA
"Nahlik_and_Fennessy_2016","NWCA11-4503","NWCA11-4503-4078","NWCA11-4503-1-11-WA-049-005-3",24,42,0.44,0.0853,"Black streaking from decomposing material"
"Nahlik_and_Fennessy_2016","NWCA11-4503","NWCA11-4503-4078","NWCA11-4503-1-11-WA-049-005-4",42,84,0.56,0.0391,"20% undecomposed plant material"
"Nahlik_and_Fennessy_2016","NWCA11-4503","NWCA11-4503-4078","NWCA11-4503-1-11-WA-049-005-5",84,95,NA,0.0623,"No features"
"Nahlik_and_Fennessy_2016","NWCA11-4503","NWCA11-4503-4078","NWCA11-4503-1-11-WA-049-005-6",95,110,NA,0.0367,NA
"Nahlik_and_Fennessy_2016","NWCA11-4503","NWCA11-4503-4078","NWCA11-4503-1-11-WA-049-005-7",110,125,NA,0.0156,NA
"Nahlik_and_Fennessy_2016","NWCA11-1420","NWCA11-1420-4080","NWCA11-1420-1-11-GA-179-006-1",0,60,0.94,0.0104,NA
"Nahlik_and_Fennessy_2016","NWCA11-1418","NWCA11-1418-4081","NWCA11-1418-1-11-GA-191-007-1",0,114,0.35,0.035,NA
"Nahlik_and_Fennessy_2016","NWCA11-1417","NWCA11-1417-4082","NWCA11-1417-1-11-GA-051-009-1",0,76,0.37,0.0382,"No photo taken"
"Nahlik_and_Fennessy_2016","NWCA11-1416","NWCA11-1416-4083","NWCA11-1416-1-11-GA-051-008-1",0,NA,1.08,0.0171,NA
"Nahlik_and_Fennessy_2016","NWCA11-1416","NWCA11-1416-4083","NWCA11-1416-1-11-GA-051-008-2",NA,NA,1.13,0.0025,NA
"Nahlik_and_Fennessy_2016","NWCA11-1413","NWCA11-1413-4084","NWCA11-1413-1-11-GA-127-002-1",0,60,0.83,0.0256,NA
"Nahlik_and_Fennessy_2016","NWCA11-3586","NWCA11-3586-4289","NWCA11-3586-1-11-MD-019-018-1",0,37,0.11,0.2001,NA
"Nahlik_and_Fennessy_2016","NWCA11-3586","NWCA11-3586-4289","NWCA11-3586-1-11-MD-019-018-2",37,57,0.07,0.425,NA
"Nahlik_and_Fennessy_2016","NWCA11-3586","NWCA11-3586-4289","NWCA11-3586-1-11-MD-019-018-3",57,97,1.51,0.0279,NA
"Nahlik_and_Fennessy_2016","NWCA11-3586","NWCA11-3586-4289","NWCA11-3586-1-11-MD-019-018-4",97,125,NA,0.0076,NA
"Nahlik_and_Fennessy_2016","NWCA11-3583","NWCA11-3583-4290","NWCA11-3583-1-11-MD-019-016-1",0,16,1.85,0.4378,NA
"Nahlik_and_Fennessy_2016","NWCA11-3583","NWCA11-3583-4290","NWCA11-3583-1-11-MD-019-016-2",16,31,0.13,0.1305,NA
"Nahlik_and_Fennessy_2016","NWCA11-3583","NWCA11-3583-4290","NWCA11-3583-1-11-MD-019-016-3",31,55,0.86,0.0241,NA
"Nahlik_and_Fennessy_2016","NWCA11-3583","NWCA11-3583-4290","NWCA11-3583-1-11-MD-019-016-4",55,95,1.62,0.0058,NA
"Nahlik_and_Fennessy_2016","NWCA11-3583","NWCA11-3583-4290","NWCA11-3583-1-11-MD-019-016-5",95,134,NA,0.0048,NA
"Nahlik_and_Fennessy_2016","NWCA11-1792","NWCA11-1792-4299","NWCA11-1792-1-11-MD-047-003-2",0,23,0.7,0.0028,NA
"Nahlik_and_Fennessy_2016","NWCA11-1792","NWCA11-1792-4299","NWCA11-1792-1-11-MD-047-003-3",23,42,1.45,0.0014,NA
"Nahlik_and_Fennessy_2016","NWCA11-1792","NWCA11-1792-4299","NWCA11-1792-1-11-MD-047-003-4",42,120,1.6,9e-04,NA
"Nahlik_and_Fennessy_2016","NWCA11-1813","NWCA11-1813-4302","NWCA11-1813-1-11-MD-019-008-2",0,22,0.14,0.446,NA
"Nahlik_and_Fennessy_2016","NWCA11-1813","NWCA11-1813-4302","NWCA11-1813-1-11-MD-019-008-4",22,56,1.68,0.0201,NA
"Nahlik_and_Fennessy_2016","NWCA11-1813","NWCA11-1813-4302","NWCA11-1813-1-11-MD-019-008-5",56,81,1.75,0.0057,NA
"Nahlik_and_Fennessy_2016","NWCA11-1813","NWCA11-1813-4302","NWCA11-1813-1-11-MD-019-008-6",81,106,NA,0.0039,NA
"Nahlik_and_Fennessy_2016","NWCA11-1813","NWCA11-1813-4302","NWCA11-1813-1-11-MD-019-008-7",106,125,NA,0.0042,NA
"Nahlik_and_Fennessy_2016","NWCA11-1805","NWCA11-1805-4303","NWCA11-1805-1-11-MD-019-007-1",0,11,0.14,0.4548,NA
"Nahlik_and_Fennessy_2016","NWCA11-1805","NWCA11-1805-4303","NWCA11-1805-1-11-MD-019-007-3",11,43,1.57,0.0555,NA
"Nahlik_and_Fennessy_2016","NWCA11-1805","NWCA11-1805-4303","NWCA11-1805-1-11-MD-019-007-4",43,69,1.49,0.0161,"Slightly greasy possible organic"
"Nahlik_and_Fennessy_2016","NWCA11-1805","NWCA11-1805-4303","NWCA11-1805-1-11-MD-019-007-5",69,107,NA,0.0061,NA
"Nahlik_and_Fennessy_2016","NWCA11-1805","NWCA11-1805-4303","NWCA11-1805-1-11-MD-019-007-6",107,127,NA,0.0078,NA
"Nahlik_and_Fennessy_2016","NWCA11-1803","NWCA11-1803-4304","NWCA11-1803-1-11-MD-019-006-2",0,19,0.84,0.0991,NA
"Nahlik_and_Fennessy_2016","NWCA11-1803","NWCA11-1803-4304","NWCA11-1803-1-11-MD-019-006-3",19,35,1.86,0.0132,NA
"Nahlik_and_Fennessy_2016","NWCA11-1803","NWCA11-1803-4304","NWCA11-1803-1-11-MD-019-006-4",35,60,1.6,0.008,NA
"Nahlik_and_Fennessy_2016","NWCA11-1803","NWCA11-1803-4304","NWCA11-1803-1-11-MD-019-006-5",60,82,NA,0.0051,NA
"Nahlik_and_Fennessy_2016","NWCA11-1803","NWCA11-1803-4304","NWCA11-1803-1-11-MD-019-006-6",82,106,NA,0.0046,NA
"Nahlik_and_Fennessy_2016","NWCA11-1803","NWCA11-1803-4304","NWCA11-1803-1-11-MD-019-006-7",106,132,NA,0.0043,NA
"Nahlik_and_Fennessy_2016","NWCA11-1793","NWCA11-1793-4305","NWCA11-1793-1-11-MD-019-005-2",0,28,NA,0.2211,NA
"Nahlik_and_Fennessy_2016","NWCA11-1793","NWCA11-1793-4305","NWCA11-1793-1-11-MD-019-005-3",28,44,NA,0.1839,NA
