"study_id","site_id","site_description","salinity_class","salinity_method","vegetation_class","vegetation_method"
"Nahlik_and_Fennessy_2016","NWCA11-1790","Transquaking River; Mid Atlantic","palustrine","field observation",NA,"field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1779","Little Choptank River; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1776","Transquaking River; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1369","Ossabaw Sound-Atlantic Ocean; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-3572","Little Choptank River; Mid Atlantic","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-3580","Honga River-Chesapeake Bay; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-3588","Wicomico River; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1180","Hammonasset River-Frontal Long Island Sound; New England","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1181","Lower Pawcatuck River; New England","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1743","Ipswich River; New England","palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1744","Narragansett Bay; New England","palustrine","field observation",NA,"field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1745","Middle Taunton River; New England","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1746","Cape Cod; New England","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1747","Ipswich River; New England","palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1748","Saugus River-Frontal Broad Sound; New England","palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1749","Middle Taunton River; New England","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1750","Cape Cod; New England","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1751","Ipswich River; New England","palustrine","field observation",NA,"field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1752","Elizabeth Islands-Marthas Vineyard; New England","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1753","North River-Frontal Massachusetts Bay; New England","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1754","Cape Cod; New England","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2265","Carmans River-Great South Bay; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2269","Shinnecock Bay-Atlantic Ocean; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R089","Cape Cod; New England","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R045","Great South Bay-Fire Island Inlet; Mid Atlantic","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R046","Peconic River; Mid Atlantic","palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R017","Upper Roundout Creek; Mid Atlantic","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R002","Back River-Lower Chesapeake Bay; Mid Atlantic","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R049","Dismal Swamp Canal-Lake Drummond; South Atlantic Gulf","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R052","Upper York River; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R070","Outlet Cashie River; South Atlantic Gulf","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R071","Pamlico Sound-Ocracoke Inlet; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2392","Narragansett Bay; New England","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2390","Palmer River; New England","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2389","Wood River; New England","palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2388","Upper Pawcatuck River; New England","palustrine","field observation",NA,"field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2386","Palmer River; New England","palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2385","Wood River; New England","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2384","Upper Pawcatuck River; New England","palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2382","Narragansett Bay; New England","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2381","Wood River; New England","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R124","Bocabec River-Frontal Passamaquoddy Bay; New England","palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2529","East Matagorda Bay; Texas Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R006","North Inlet; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2262","South Oyster Bay-Jones Inlet; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2281","Great South Bay-Fire Island Inlet; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2279","South Oyster Bay-Jones Inlet; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2277","Shinnecock Bay-Atlantic Ocean; Mid Atlantic","palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2273","South Oyster Bay-Jones Inlet; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R024","North Inlet; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R030","Lower Sopchoppy River; South Atlantic Gulf","palustrine","field observation",NA,"field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2181","Hampton River-Frontal Atlantic Ocean; New England","palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2179","Hampton River-Frontal Atlantic Ocean; New England","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-3073","Ecofina River; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2032","Pamlico Sound-Hatteras Inlet; South Atlantic Gulf","palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2045","Lake Mattamuskeet-Rose Bay; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2049","Lake Mattamuskeet-Rose Bay; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2393","Woonasquatucket River-Moshassuck River; New England","palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1193","Outlet Naugatuck River; New England","palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1189","Tenmile River; New England","palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1188","Hammonasset River-Frontal Long Island Sound; New England","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1187","Eightmile River-Connecticut River; New England","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1186","Shepaug River; New England","palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1184","Hammonasset River-Frontal Long Island Sound; New England","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1183","Outlet Naugatuck River; New England","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1179","Outlet Naugatuck River; New England","palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R080","San Antonio Bay-Espiritu Santo Bay; Texas Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R079","Lower Atchafalaya River; Lower Mississippi","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R072","Cedar Creek-Tensaw River; South Atlantic Gulf","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1709","Freshwater Bayou-Frontal Gulf of Mexico; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1708","Colyell Creek-Amite River; Lower Mississippi","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1707","Bayou La Loutre-Frontal Chandeleur Sound; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1658","Marsh Island-Frontal Gulf of Mexico; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R001","Cocohatchee River; South Atlantic Gulf","palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R003","Bogue Banks-Shackleford Banks; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R007","Combahee River; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R012","Cape Fear River; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R023","Wekiva River; South Atlantic Gulf","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2555","San Antonio Bay-Espiritu Santo Bay; Texas Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2178","Salmon Falls River; New England","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1704","Lower Bayou Boeuf; Lower Mississippi","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1700","Upper Atchafalaya River; Lower Mississippi","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1696","Mermentau River-Frontal Gulf of Mexico; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1695","Upper Atchafalaya River; Lower Mississippi","palustrine","field observation",NA,"field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1663","Bayou Des Glaises-Bayou Rouge; Lower Mississippi","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1245","Middle Myakka River; South Atlantic Gulf","palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1278","Turtle Creek-Vassey Creek Frontal; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1280","Thomas Creek; South Atlantic Gulf","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1291","Apalachicola Bay; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1292","Tolomato River-Moses Creek Frontal; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1300","Lower St. Marks River; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1305","Indian River Lagoon; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1316","Okaloacoochee Slough; South Atlantic Gulf","palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1308","Ochlockonee Bay-Apalachee Bay; South Atlantic Gulf","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1321","Lake Washington-St. Johns River; South Atlantic Gulf","palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1322","Tates Hell Swamp-Cash Creek Frontal; South Atlantic Gulf","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1324","Big Cypress Swamp; South Atlantic Gulf","palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1325","Crystal River-Homosassa River Frontal; South Atlantic Gulf","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1329","Upper Florida Keys; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1336","Rocky Creek-Bumblebee Creek Frontal; South Atlantic Gulf","palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1342","Lower Sopchoppy River; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1608","Schooner Bayou Canal-Intracoastal Waterway; Lower Mississippi","palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1610","Bayou Perot-Little Lake; Lower Mississippi","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1612","Mermentau River-Frontal Gulf of Mexico; Lower Mississippi","palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1613","Bayou La Loutre-Frontal Chandeleur Sound; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1626","Bayou Grand Caillou-Frontal Caillou Bay; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1629","Bayou Terre Aux Boeufs-Frontal Breton Sound; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1631","Middle Mississippi River; Lower Mississippi","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1637","Bayou Terre Aux Boeufs-Frontal Breton Sound; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1345","Upper Myakka River; South Atlantic Gulf","palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1346","Rocky Creek-Bumblebee Creek Frontal; South Atlantic Gulf","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1348","South Biscayne Bay; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1357","Bowlegs Creek; South Atlantic Gulf","palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1359","Estero Bay Frontal; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1363","Rooker Bay; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1365","Tomoka River; South Atlantic Gulf","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1366","Perdido Bay; South Atlantic Gulf","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1368","South Newport River; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1370","Brunswick River-Atlantic Ocean; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1372","Medway River-Atlantic Ocean; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1373","Wilmington River-Atlantic Ocean; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1374","Doboy Sound-Atlantic Ocean; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1376","Sapelo River-Atlantic Ocean; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1377","Lower Satilla River-Atlantic Ocean; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1379","Doboy Sound-Atlantic Ocean; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1007","Bayou La Batre-Grand Bay Swamp; South Atlantic Gulf","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1009","Bayo Sara-Mobile River; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1015","Rains Creek-Tensaw River; South Atlantic Gulf","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1023","Bayo Sara-Mobile River; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1035","Bayo Sara-Mobile River; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2416","Bull Swamp-Great Pee Dee River; South Atlantic Gulf","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2417","Upper Black River; South Atlantic Gulf","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1953","Ship Island Pass-Mississippi Sound; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1946","West Pascagoula River-Pascagoula River; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R303","Blue Hill-Mount Desert Frontal Drainages; New England","palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R304","Blue Hill-Mount Desert Frontal Drainages; New England","palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R126","Lower Yellow River; South Atlantic Gulf","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1651","Bayou Queue De Tortue; Lower Mississippi","palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1653","Bayou Gentilly-Bayou Terre aux Boeufs; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1654","Bayou Pointe Au Chien-Frontal Timbalier Bay; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1659","Middle Bayou Teche; Lower Mississippi","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1662","Constance Bayou-Frontal Gulf of Mexico; Lower Mississippi","palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1666","Old North Bayou-Starks South Canal; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1642","Bayou Grand Caillou-Frontal Caillou Bay; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2069","Pamlico Sound-Ocracoke Inlet; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2459","North Santee River; South Atlantic Gulf","palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2455","Harbor River; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2451","North Edisto River; South Atlantic Gulf","palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2446","North Edisto River; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2444","Little River; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2442","Lower Ashepoo River; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2424","Cape Romain; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R078","Schooner Bayou Canal-Intracoastal Waterway; Lower Mississippi","palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2403","North Edisto River; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1394","Ebenezer Creek; South Atlantic Gulf","palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2068","Neuse River; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2065","Lake Mattamuskeet-Rose Bay; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-3988","Great Egg Harbor Bay-Barrier Islands; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-3989","Raritan Bay-Lower Bay; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-3990","Barnegat Bay; Mid Atlantic","palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-3986","Toms River; Mid Atlantic","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2222","Manahawkin Bay-Little Egg Harbor; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2220","Tuckahoe River; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2215","Raritan Bay-Lower Bay; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2207","Raritan Bay-Lower Bay; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2205","Great Egg Harbor Bay-Barrier Islands; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2204","Lower Great Egg Harbor River; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2203","Manahawkin Bay-Little Egg Harbor; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2199","Raritan Bay-Lower Bay; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2198","Barnegat Bay; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2197","Great Egg Harbor Bay-Barrier Islands; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2196","Tuckahoe River; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2195","Raritan Bay-Lower Bay; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2190","Great Egg Harbor Bay-Barrier Islands; Mid Atlantic","palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2188","Stow Creek-Delaware Bay; Mid Atlantic","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2186","Great Egg Harbor Bay-Barrier Islands; Mid Atlantic","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R106","Mispillion River-Delaware Bay; Mid Atlantic","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R102","Marshyhope Creek; Mid Atlantic","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R107","Zekiah Swamp Run; Mid Atlantic","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2411","Beaufort River-Atlantic Intracoastal Waterway; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R094","Upper Pawcatuck River; New England","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R099","Pine River; New England","palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R083","Lower Satilla River-Atlantic Ocean; South Atlantic Gulf","palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2408","Bulls Bay; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2223","Stow Creek-Delaware Bay; Mid Atlantic","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2431","Bulls Bay; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2433","Jeffries Creek; South Atlantic Gulf","palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2436","Bulls Bay; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2445","Indian Field Swamp; South Atlantic Gulf","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2447","Bulls Bay; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1106","Upper San Diego River; California","palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2452","Bulls Bay; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1649","Grand Bayou-Frontal Gulf of Mexico; Lower Mississippi","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R301","Blue Hill-Mount Desert Frontal Drainages; New England","palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R302","Blue Hill-Mount Desert Frontal Drainages; New England","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R082","Lower Satilla River-Atlantic Ocean; South Atlantic Gulf","estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1380","Dasher Creek-Savannah River; South Atlantic Gulf","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2061","Lake Mattamuskeet-Rose Bay; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2059","Goshen Swamp; South Atlantic Gulf","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2052","Cape Lookout Shoals-Core Banks; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1965","West Pascagoula River-Pascagoula River; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1958","Pass Marianne-Mississippi Sound; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1957","West Pascagoula River-Pascagoula River; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R075","Barnett Creek-Rocky Creek Frontal; South Atlantic Gulf","palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R058","Masonboro Inlet-Mason Inlet; South Atlantic Gulf","estuarine","field observation","emergent","field observation"
