Core_ID,Saltmarsh,Marsh_type,Collection_Year,Latitude_Dec_Degree,Longitude_Dec_Degree,X_Easting,Y_Northing,Elevation_above_OD__m,Core_depth_cm,Core_mid-depth_cm,Substrate,Dry_bulk_density_g_cm_3,OC_Perc,,,,,
NI-MR-8,Northy Island,Managed Realignment,2019,51.71904626,0.71447984,587601,205745,2.934,27-28,27.5,Basal Clay,0.49,2.14,,,,,
NI-MR-8,Northy Island,Managed Realignment,2019,51.71904626,0.71447984,587601,205745,2.934,28-29,28.5,Basal Clay,0.41,2.92,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,0-1,0.5,Humified Peat (Substantia Humosa),0.72,5.68,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,1-2,1.5,Humified Peat (Substantia Humosa),0.28,7.35,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,2-3,2.5,Silt with Organics ,0.48,4.11,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,3-4,3.5,Silt with Organics ,0.39,4.18,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,4-5,4.5,Silt with Organics ,0.64,3.85,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,5-6,5.5,Silt with Organics ,0.42,4.57,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,6-7,6.5,Silt with Organics ,0.70,3.41,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,7-8,7.5,Silt with Organics ,0.42,3.79,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,8-9,8.5,Silt,0.55,4.63,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,9-10,9.5,Silt,0.36,4.34,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,10-11,10.5,Silt,0.41,4.60,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,11-12,11.5,Silt,0.50,4.02,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,12-13,12.5,Silt,0.48,4.38,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,13-14,13.5,Silt,0.47,4.58,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,14-15,14.5,Silt,0.31,4.55,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,15-16,15.5,Silt,0.35,4.79,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,16-17,16.5,Silt,0.47,4.99,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,17-18,17.5,Silt,0.27,4.78,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,18-19,18.5,Silt,0.34,4.73,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,19-20,19.5,Silt,0.47,4.52,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,20-21,20.5,Silt,0.25,4.33,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,21-22,21.5,Silt,0.42,4.28,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,22-23,22.5,Silt,0.51,4.79,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,23-24,23.5,Silt,0.43,4.99,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,24-25,24.5,Silt,0.46,4.07,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,25-26,25.5,Silt,0.48,4.42,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,26-27,26.5,Silt,0.49,4.22,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,27-28,27.5,Silt,0.41,4.19,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,28-29,28.5,Silt,0.45,4.22,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,29-30,29.5,Silt,0.37,4.07,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,30-31,30.5,Silt,0.52,4.10,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,31-32,31.5,Silt,0.42,3.55,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,32-33,32.5,Silt,0.49,3.42,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,33-34,33.5,Silt,0.43,3.50,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,34-35,34.5,Silt,0.39,3.42,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,35-36,35.5,Silt,0.49,2.91,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,36-37,36.5,Silt,0.58,2.63,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,37-38,37.5,Silt,0.63,2.67,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,38-39,38.5,Silt,0.59,2.68,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,39-40,39.5,Silt,0.46,2.82,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,40-41,40.5,Silt,0.56,2.60,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,41-42,41.5,Silt,0.66,2.69,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,42-43,42.5,Silt,0.53,2.56,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,43-44,43.5,Silt,0.62,2.52,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,44-45,44.5,Silt,0.59,2.35,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,45-46,45.5,Silt,0.57,2.27,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,46-47,46.5,Silt,0.58,2.32,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,47-48,47.5,Silt,0.44,2.00,,,,,
BaH-N-14,Barrow Hill,Natural,2019,51.79765225,0.92172498,601563,215038,2.509,48-49,48.5,Silt,0.55,2.20,,,,,
BaH-H-3,Barrow Hill,Historic-Breach,2019,51.79594626,0.92325638,601677,214852,2.475,0-1,0.5,Peat (Turfa herbacea),0.30,7.08,,,,,
BaH-H-3,Barrow Hill,Historic-Breach,2019,51.79594626,0.92325638,601677,214852,2.475,1-2,1.5,Peat (Turfa herbacea),0.35,6.54,,,,,
BaH-H-3,Barrow Hill,Historic-Breach,2019,51.79594626,0.92325638,601677,214852,2.475,2-3,2.5,Peat (Turfa herbacea),0.37,7.62,,,,,
BaH-H-3,Barrow Hill,Historic-Breach,2019,51.79594626,0.92325638,601677,214852,2.475,3-4,3.5,Peat (Turfa herbacea),0.39,8.39,,,,,
BaH-H-3,Barrow Hill,Historic-Breach,2019,51.79594626,0.92325638,601677,214852,2.475,4-5,4.5,Silt with Organics ,0.40,5.74,,,,,
BaH-H-3,Barrow Hill,Historic-Breach,2019,51.79594626,0.92325638,601677,214852,2.475,5-6,5.5,Silt with Organics ,0.36,6.75,,,,,
BaH-H-3,Barrow Hill,Historic-Breach,2019,51.79594626,0.92325638,601677,214852,2.475,6-7,6.5,Silt with Organics ,0.36,5.66,,,,,
BaH-H-3,Barrow Hill,Historic-Breach,2019,51.79594626,0.92325638,601677,214852,2.475,7-8,7.5,Silt with Organics ,0.37,6.15,,,,,
BaH-H-3,Barrow Hill,Historic-Breach,2019,51.79594626,0.92325638,601677,214852,2.475,8-9,8.5,Silt with Organics ,0.36,5.25,,,,,
BaH-H-3,Barrow Hill,Historic-Breach,2019,51.79594626,0.92325638,601677,214852,2.475,9-10,9.5,Silt with Organics ,0.38,5.72,,,,,
BaH-H-3,Barrow Hill,Historic-Breach,2019,51.79594626,0.92325638,601677,214852,2.475,10-11,10.5,Silt with Organics ,0.38,5.15,,,,,
BaH-H-3,Barrow Hill,Historic-Breach,2019,51.79594626,0.92325638,601677,214852,2.475,11-12,11.5,Silt with Organics ,0.40,6.75,,,,,
BaH-H-3,Barrow Hill,Historic-Breach,2019,51.79594626,0.92325638,601677,214852,2.475,12-13,12.5,Silt with Organics ,0.42,5.69,,,,,
BaH-H-3,Barrow Hill,Historic-Breach,2019,51.79594626,0.92325638,601677,214852,2.475,13-14,13.5,Silt with Organics ,0.33,5.69,,,,,
BaH-H-3,Barrow Hill,Historic-Breach,2019,51.79594626,0.92325638,601677,214852,2.475,14-15,14.5,Silt with Organics ,0.34,5.97,,,,,
BaH-H-3,Barrow Hill,Historic-Breach,2019,51.79594626,0.92325638,601677,214852,2.475,15-16,15.5,Silt with Organics ,0.29,5.32,,,,,
BaH-H-3,Barrow Hill,Historic-Breach,2019,51.79594626,0.92325638,601677,214852,2.475,16-17,16.5,Silt with Organics ,0.38,5.52,,,,,
BaH-H-3,Barrow Hill,Historic-Breach,2019,51.79594626,0.92325638,601677,214852,2.475,17-18,17.5,Silt with Organics ,0.44,5.27,,,,,
BaH-H-3,Barrow Hill,Historic-Breach,2019,51.79594626,0.92325638,601677,214852,2.475,18-19,18.5,Silt with Organics ,0.47,5.40,,,,,
BaH-H-3,Barrow Hill,Historic-Breach,2019,51.79594626,0.92325638,601677,214852,2.475,19-20,19.5,Silt with Organics ,0.51,5.26,,,,,
BaH-H-3,Barrow Hill,Historic-Breach,2019,51.79594626,0.92325638,601677,214852,2.475,20-21,20.5,Silt with Organics ,0.51,6.29,,,,,
BaH-H-3,Barrow Hill,Historic-Breach,2019,51.79594626,0.92325638,601677,214852,2.475,21-22,21.5,Silt with Organics ,0.54,5.95,,,,,
BaH-H-3,Barrow Hill,Historic-Breach,2019,51.79594626,0.92325638,601677,214852,2.475,22-23,22.5,Silt with Organics ,0.57,5.88,,,,,
BaH-H-3,Barrow Hill,Historic-Breach,2019,51.79594626,0.92325638,601677,214852,2.475,23-24,23.5,Silt with Organics ,0.58,5.59,,,,,
BaH-H-3,Barrow Hill,Historic-Breach,2019,51.79594626,0.92325638,601677,214852,2.475,24-25,24.5,Silt,0.53,5.51,,,,,
BaH-H-3,Barrow Hill,Historic-Breach,2019,51.79594626,0.92325638,601677,214852,2.475,25-26,25.5,Silt,0.54,5.12,,,,,
BaH-H-3,Barrow Hill,Historic-Breach,2019,51.79594626,0.92325638,601677,214852,2.475,26-27,26.5,Silt,0.50,4.21,,,,,
BaH-H-3,Barrow Hill,Historic-Breach,2019,51.79594626,0.92325638,601677,214852,2.475,27-28,27.5,Silt,0.66,4.78,,,,,
BaH-H-3,Barrow Hill,Historic-Breach,2019,51.79594626,0.92325638,601677,214852,2.475,28-29,28.5,Silt,0.71,4.55,,,,,
BaH-H-3,Barrow Hill,Historic-Breach,2019,51.79594626,0.92325638,601677,214852,2.475,29-30,29.5,Silt,0.62,4.26,,,,,
BaH-H-3,Barrow Hill,Historic-Breach,2019,51.79594626,0.92325638,601677,214852,2.475,30-31,30.5,Silt,0.63,4.29,,,,,
BaH-H-3,Barrow Hill,Historic-Breach,2019,51.79594626,0.92325638,601677,214852,2.475,31-32,31.5,Silt,0.58,3.67,,,,,
BaH-H-3,Barrow Hill,Historic-Breach,2019,51.79594626,0.92325638,601677,214852,2.475,32-33,32.5,Silt,0.61,3.95,,,,,
BaH-H-3,Barrow Hill,Historic-Breach,2019,51.79594626,0.92325638,601677,214852,2.475,33-34,33.5,Silt,0.73,3.98,,,,,
BaH-H-3,Barrow Hill,Historic-Breach,2019,51.79594626,0.92325638,601677,214852,2.475,34-35,34.5,Silt,0.73,3.80,,,,,
BaH-H-3,Barrow Hill,Historic-Breach,2019,51.79594626,0.92325638,601677,214852,2.475,35-36,35.5,Silt,0.53,3.31,,,,,
BaH-H-3,Barrow Hill,Historic-Breach,2019,51.79594626,0.92325638,601677,214852,2.475,36-37,36.5,Silt,0.62,3.47,,,,,
BaH-H-3,Barrow Hill,Historic-Breach,2019,51.79594626,0.92325638,601677,214852,2.475,37-38,37.5,Silt (Black Organic Layer) - Relict,0.76,5.98,,,,,
BaH-H-3,Barrow Hill,Historic-Breach,2019,51.79594626,0.92325638,601677,214852,2.475,38-39,38.5,Silt (Black Organic Layer) - Relict,1.22,4.51,,,,,
BaH-H-3,Barrow Hill,Historic-Breach,2019,51.79594626,0.92325638,601677,214852,2.475,39-40,39.5,Silt (Black Organic Layer) - Relict,1.14,6.29,,,,,
BaH-H-3,Barrow Hill,Historic-Breach,2019,51.79594626,0.92325638,601677,214852,2.475,40-41,40.5,Silt (Black Organic Layer) - Relict,1.27,5.04,,,,,
BaH-H-3,Barrow Hill,Historic-Breach,2019,51.79594626,0.92325638,601677,214852,2.475,41-42,41.5,Silt (Black Organic Layer) - Relict,1.15,4.91,,,,,
BaH-H-3,Barrow Hill,Historic-Breach,2019,51.79594626,0.92325638,601677,214852,2.475,42-43,42.5,Silt (Black Organic Layer) - Relict,1.09,4.74,,,,,
BaH-H-3,Barrow Hill,Historic-Breach,2019,51.79594626,0.92325638,601677,214852,2.475,43-44,43.5,Silt (Black Organic Layer) - Relict,1.10,4.52,,,,,
BaH-H-3,Barrow Hill,Historic-Breach,2019,51.79594626,0.92325638,601677,214852,2.475,44-45,44.5,Silt (Black Organic Layer) - Relict,1.11,6.64,,,,,
BaH-H-3,Barrow Hill,Historic-Breach,2019,51.79594626,0.92325638,601677,214852,2.475,45-46,45.5,Silt (Black Organic Layer) - Relict,1.00,6.64,,,,,
BaH-H-3,Barrow Hill,Historic-Breach,2019,51.79594626,0.92325638,601677,214852,2.475,46-47,46.5,Silt (Black Organic Layer) - Relict,1.15,4.73,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,0-1,0.5,Humified Peat (Substantia Humosa),0.37,5.71,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,1-2,1.5,Humified Peat (Substantia Humosa),0.47,6.06,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,2-3,2.5,Humified Peat (Substantia Humosa),0.46,4.51,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,3-4,3.5,Humified Peat (Substantia Humosa),0.51,3.48,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,4-5,4.5,Humified Peat (Substantia Humosa),0.39,4.10,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,5-6,5.5,Humified Peat (Substantia Humosa),0.50,4.11,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,6-7,6.5,Humified Peat (Substantia Humosa),0.74,4.49,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,7-8,7.5,Humified Peat (Substantia Humosa),0.59,3.89,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,8-9,8.5,Humified Peat (Substantia Humosa),0.68,3.86,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,9-10,9.5,Humified Peat (Substantia Humosa),0.76,3.37,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,10-11,10.5,Humified Peat (Substantia Humosa),0.57,4.66,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,11-12,11.5,Humified Peat (Substantia Humosa),0.76,3.89,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,12-13,12.5,Humified Peat (Substantia Humosa),0.65,3.85,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,13-14,13.5,Humified Peat (Substantia Humosa),0.67,3.53,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,14-15,14.5,Humified Peat (Substantia Humosa),0.78,3.76,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,15-16,15.5,Humified Peat (Substantia Humosa),0.62,4.37,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,16-17,16.5,Humified Peat (Substantia Humosa),0.59,3.14,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,17-18,17.5,Humified Peat (Substantia Humosa),0.67,3.36,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,18-19,18.5,Humified Peat (Substantia Humosa),0.69,3.74,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,19-20,19.5,Silt with Organics ,0.89,3.15,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,20-21,20.5,Silt with Organics ,0.73,3.05,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,21-22,21.5,Silt with Organics ,0.57,3.64,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,22-23,22.5,Silt with Organics ,0.60,3.88,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,23-24,23.5,Silt with Organics ,0.64,3.89,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,24-25,24.5,Silt with Organics ,0.62,3.77,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,25-26,25.5,Silt with Organics ,0.72,3.20,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,26-27,26.5,Silt with Organics ,0.64,2.97,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,27-28,27.5,Silt with Organics ,0.74,4.05,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,28-29,28.5,Silt with Organics ,0.86,3.05,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,29-30,29.5,Silt (Annoxic),0.76,3.30,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,30-31,30.5,Silt (Annoxic),0.60,3.47,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,31-32,31.5,Silt (Annoxic),0.64,3.20,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,32-33,32.5,Silt (Annoxic),0.65,3.08,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,33-34,33.5,Silt (Annoxic),0.74,2.63,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,34-35,34.5,Silt (Annoxic),0.76,2.74,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,35-36,35.5,Silt (Annoxic),0.83,2.43,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,36-37,36.5,Silt (Annoxic),0.81,2.44,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,37-38,37.5,Silt (Annoxic),0.72,2.17,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,38-39,38.5,Silt (Annoxic),0.67,2.43,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,39-40,39.5,Silt (Annoxic),0.71,2.70,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,40-41,40.5,Silt (Annoxic),0.84,3.13,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,41-42,41.5,Basal Clay,0.79,2.95,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,42-43,42.5,Basal Clay,0.78,2.41,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,43-44,43.5,Basal Clay,0.82,2.89,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,44-45,44.5,Basal Clay,0.83,2.68,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,45-46,45.5,Basal Clay,0.91,3.14,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,46-47,46.5,Basal Clay,0.79,2.43,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,47-48,47.5,Basal Clay,0.90,3.54,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,48-49,48.5,Basal Clay,0.90,3.93,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,49-50,49.5,Basal Clay,0.86,3.65,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,50-51,50.5,Basal Clay,0.68,3.47,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,51-52,51.5,Basal Clay,0.94,3.93,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,52-53,52.5,Basal Clay,0.70,3.28,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,53-54,53.5,Basal Clay,0.70,3.35,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,54-55,54.5,Basal Clay,0.76,3.15,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,55-56,55.5,Basal Clay,0.75,3.02,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,56-57,56.5,Basal Clay,0.79,2.68,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,57-58,57.5,Basal Clay,0.86,2.56,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,58-59,58.5,Basal Clay,0.90,2.77,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,59-60,59.5,Basal Clay,0.65,2.61,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,60-61,60.5,Basal Clay,0.69,2.95,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,61-62,61.5,Basal Clay,0.76,2.56,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,63-64,62.5,Basal Clay,0.79,2.38,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,64-65,63.5,Basal Clay,0.72,2.75,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,64-65,64.5,Basal Clay,1.00,3.19,,,,,
BH-N-12,Brandy Hole,Natural,2019,51.62965771,0.64532704,583185,195630,2.55,65-66,65.5,Basal Clay,1.04,3.20,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,0-1,0.5,Peat (Turfa herbacea) Dark,0.63,5.94,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,1-2,1.5,Peat (Turfa herbacea) Dark,0.78,5.75,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,2-3,2.5,Peat (Turfa herbacea) Dark,0.56,4.69,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,3-4,3.5,Peat (Turfa herbacea) Dark,0.50,2.82,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,4-5,4.5,Humified Peat - Silt Rich,0.52,2.77,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,5-6,5.5,Humified Peat - Silt Rich,0.80,2.16,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,6-7,6.5,Humified Peat - Silt Rich,0.68,3.08,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,7-8,7.5,Humified Peat - Silt Rich,0.52,2.91,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,8-9,8.5,Humified Peat - Silt Rich,0.57,2.76,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,9-10,9.5,Humified Peat - Silt Rich,0.51,3.13,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,10-11,10.5,Humified Peat - Silt Rich,0.49,3.42,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,11-12,11.5,Humified Peat - Silt Rich,0.54,3.61,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,12-13,12.5,Humified Peat - Silt Rich,0.50,3.35,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,13-14,13.5,Humified Peat - Silt Rich,0.44,3.09,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,14-15,14.5,Humified Peat - Silt Rich,0.45,2.48,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,15-16,15.5,Humified Peat - Silt Rich,0.62,2.69,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,16-17,16.5,Humified Peat - Silt Rich,0.53,2.19,,,,,
