study_id,site_id,core_id,latitude,longitude,year,month,day,position_method,elevation,elevation_datum,elevation_method,vegetation_notes,salinity_class,core_length_flag,position_notes
Schile-Beers_and_Megonigal_2017,Rafiq Island,Rafiq_Island_microbial_mat_1,24.151466,54.077474,2013,1,23,handheld,NA,NA,NA,microbial mat,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Rafiq Island,Rafiq_Island_microbial_mat_2,24.151401,54.077304,2013,1,23,handheld,NA,NA,NA,microbial mat,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Rafiq Island,Rafiq_Island_microbial_mat_3,24.151341,54.077127,2013,1,23,handheld,NA,NA,NA,microbial mat,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Rafiq Island,Rafiq_Island_microbial_mat_4,24.151259,54.076975,2013,1,23,handheld,NA,NA,NA,microbial mat,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Rafiq Island,Rafiq_Island_microbial_mat_5,24.151197,54.076758,2013,1,23,handheld,NA,NA,NA,microbial mat,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Thumayriyah,Thumayriyah_microbial_mat_1,24.133039,53.029655,2013,1,26,handheld,NA,NA,NA,microbial mat,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Thumayriyah,Thumayriyah_microbial_mat_2,24.133255,53.02999,2013,1,26,handheld,NA,NA,NA,microbial mat,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Thumayriyah,Thumayriyah_microbial_mat_3,24.133508,53.030295,2013,1,26,handheld,NA,NA,NA,microbial mat,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Umm al Quwain,Umm_al_Quwain_microbial_mat_1,25.54269,55.64256,NA,NA,NA,NA,NA,NA,NA,microbial mat,brine,NA,NA
Schile-Beers_and_Megonigal_2017,Umm al Quwain,Umm_al_Quwain_microbial_mat_2,25.54269,55.64256,NA,NA,NA,NA,NA,NA,NA,microbial mat,brine,NA,NA
Schile-Beers_and_Megonigal_2017,Umm al Quwain,Umm_al_Quwain_microbial_mat_3,25.54269,55.64256,NA,NA,NA,NA,NA,NA,NA,microbial mat,brine,NA,NA
Schile-Beers_and_Megonigal_2017,Umm al Quwain,Umm_al_Quwain_microbial_mat_4,25.54269,55.64256,NA,NA,NA,NA,NA,NA,NA,microbial mat,brine,NA,NA
Schile-Beers_and_Megonigal_2017,Umm al Quwain,Umm_al_Quwain_microbial_mat_5,25.54269,55.64256,NA,NA,NA,NA,NA,NA,NA,microbial mat,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Abu al Abyad 10 yr,Abu_al_Abyad_10_yr_planted_mangrove_1,24.203703,53.800099,2013,1,22,RTK,-32.6777,WGS84,RTK,planted mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Abu al Abyad 10 yr,Abu_al_Abyad_10_yr_planted_mangrove_2,24.203764,53.800072,2013,1,22,RTK,-32.6886,WGS84,RTK,planted mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Abu al Abyad 10 yr,Abu_al_Abyad_10_yr_planted_mangrove_3,24.203841,53.800107,2013,1,22,NA,-32.6999,WGS84,NA,planted mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Abu al Abyad 10 yr,Abu_al_Abyad_10_yr_planted_mangrove_4,24.203925,53.800166,2013,1,22,NA,-32.7143,WGS84,NA,planted mangrove,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Abu al Abyad 10 yr,Abu_al_Abyad_10_yr_planted_mangrove_5,24.204011,53.80019,2013,1,22,NA,-32.705,WGS84,NA,planted mangrove,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Abu al Abyad 3 yr,Abu_al_Abyad_3_yr_planted_mangrove_1,24.201495,53.802635,2013,1,22,RTK,-32.7132,WGS84,RTK,planted mangrove,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Abu al Abyad 3 yr,Abu_al_Abyad_3_yr_planted_mangrove_2,24.201425,53.80244,2013,1,22,RTK,-32.6949,WGS84,RTK,planted mangrove,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Abu al Abyad 3 yr,Abu_al_Abyad_3_yr_planted_mangrove_3,24.201363,53.802272,2013,1,22,RTK,-32.6766,WGS84,RTK,planted mangrove,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Abu al Abyad 3 yr,Abu_al_Abyad_3_yr_planted_mangrove_4,24.201309,53.802106,2013,1,22,RTK,-32.6673,WGS84,RTK,planted mangrove,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Abu al Abyad 3 yr,Abu_al_Abyad_3_yr_planted_mangrove_5,24.201225,53.80192,2013,1,22,RTK,-32.6814,WGS84,RTK,planted mangrove,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Abu al Abyad 5 yr,Abu_al_Abyad_5_yr_planted_mangrove_1,24.203399,53.80078,2013,1,22,NA,-32.738,WGS84,NA,planted mangrove,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Abu al Abyad 5 yr,Abu_al_Abyad_5_yr_planted_mangrove_2,24.20331,53.800715,2013,1,22,RTK,-32.708,WGS84,RTK,planted mangrove,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Abu al Abyad 5 yr,Abu_al_Abyad_5_yr_planted_mangrove_3,24.203229,53.80067,2013,1,22,RTK,-32.7242,WGS84,RTK,planted mangrove,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Abu al Abyad 5 yr,Abu_al_Abyad_5_yr_planted_mangrove_4,24.203151,53.800631,2013,1,22,NA,-32.7383,WGS84,NA,planted mangrove,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Abu al Abyad 5 yr,Abu_al_Abyad_5_yr_planted_mangrove_5,24.203065,53.800594,2013,1,22,NA,-32.7433,WGS84,NA,planted mangrove,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_salt_marsh_1,24.25638,54.237588,2013,1,18,RTK,-32.0504,WGS84,RTK,salt marsh,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_salt_marsh_2,24.256213,54.237661,2013,1,18,RTK,-32.0287,WGS84,RTK,salt marsh,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_salt_marsh_3,24.256042,54.237708,2013,1,18,RTK,-32.0564,WGS84,RTK,salt marsh,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_salt_marsh_4,24.255852,54.237738,2013,1,18,RTK,-32.0369,WGS84,RTK,salt marsh,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_salt_marsh_5,24.25569,54.237801,2013,1,18,RTK,-32.157,WGS84,RTK,salt marsh,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_salt_marsh_6,24.255534,54.237849,2013,1,18,RTK,-32.1283,WGS84,RTK,salt marsh,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Eastern Mangrove,Eastern_Mangrove_salt_marsh_1,24.4553315452674,54.4338875550939,2013,1,16,RTK,-32.5361,WGS84,RTK,salt marsh,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Eastern Mangrove,Eastern_Mangrove_salt_marsh_2,24.4554463205265,54.4337373245959,2013,1,16,RTK,-32.5429,WGS84,RTK,salt marsh,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Eastern Mangrove,Eastern_Mangrove_salt_marsh_3,24.4555702861863,54.4335967678011,2013,1,16,RTK,-32.5651,WGS84,RTK,salt marsh,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Eastern Mangrove,Eastern_Mangrove_salt_marsh_4,24.4556848931484,54.4334366798785,2013,1,16,RTK,-32.4969,WGS84,RTK,salt marsh,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Eastern Mangrove,Eastern_Mangrove_salt_marsh_5,24.4557996678813,54.4332864485641,2013,1,16,RTK,-32.5604,WGS84,RTK,salt marsh,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Eastern Mangrove,Eastern_Mangrove_salt_marsh_6,24.4559052518347,54.4331265430225,2013,1,16,RTK,-32.5737,WGS84,RTK,salt marsh,brackish,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_salt_marsh_1,24.519099,54.470849,2013,1,15,RTK,-32.4639,WGS84,RTK,salt marsh,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_salt_marsh_2,24.519266,54.470914,2013,1,15,RTK,-32.504,WGS84,RTK,salt marsh,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_salt_marsh_3,24.519429,54.470992,2013,1,15,RTK,-32.4564,WGS84,RTK,salt marsh,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_salt_marsh_4,24.519593,54.471047,2013,1,15,RTK,-32.5941,WGS84,RTK,salt marsh,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_salt_marsh_5,24.519783,54.471158,2013,1,15,RTK,-32.6721,WGS84,RTK,salt marsh,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_salt_marsh_6,24.519938,54.471203,2013,1,15,RTK,-32.638,WGS84,RTK,salt marsh,saline,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_salt_marsh_1,24.497854,54.532935,2013,1,17,RTK,-32.5073,WGS84,RTK,salt marsh,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_salt_marsh_2,24.497885,54.53276,2013,1,17,RTK,-32.5141,WGS84,RTK,salt marsh,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_salt_marsh_3,24.497885,54.532552,2013,1,17,RTK,-32.5024,WGS84,RTK,salt marsh,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_salt_marsh_4,24.497928,54.532369,2013,1,17,RTK,-32.4805,WGS84,RTK,salt marsh,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_salt_marsh_5,24.49793,54.532212,2013,1,17,RTK,-32.4904,WGS84,RTK,salt marsh,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_salt_marsh_6,24.497941,54.532007,2013,1,17,RTK,-32.4681,WGS84,RTK,salt marsh,brine,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Marawah Island,Marawah_Island_salt_marsh_1,24.28207,53.313232,2013,1,21,RTK,-31.8259,WGS84,RTK,salt marsh,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Marawah Island,Marawah_Island_salt_marsh_2,24.282198,53.313369,2013,1,21,RTK,-31.8065,WGS84,RTK,salt marsh,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Marawah Island,Marawah_Island_salt_marsh_3,24.282323,53.313527,2013,1,21,RTK,-31.7155,WGS84,RTK,salt marsh,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Marawah Island,Marawah_Island_salt_marsh_4,24.282441,53.313661,2013,1,21,RTK,-31.625,WGS84,RTK,salt marsh,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Marawah Island,Marawah_Island_salt_marsh_5,24.282577,53.313797,2013,1,21,RTK,-31.5237,WGS84,RTK,salt marsh,NA,core depth represents deposit depth,NA
Schile-Beers_and_Megonigal_2017,Marawah Island,Marawah_Island_salt_marsh_6,24.282682,53.313945,2013,1,21,RTK,-31.5507,WGS84,RTK,salt marsh,NA,core depth represents deposit depth,NA
Campbell_et_al_2015,Abu al Abyad,Abu_al_Abyad_seagrass_1,24.20513,53.61585,2013,5,5,handheld,NA,NA,NA,seagrass,saline,core depth represents deposit depth,NA
Campbell_et_al_2015,Abu al Abyad,Abu_al_Abyad_seagrass_2,24.20513,53.61585,2013,5,5,handheld,NA,NA,NA,seagrass,saline,core depth represents deposit depth,NA
Campbell_et_al_2015,Al Dabiya 1,Al_Dabiya_1_seagrass_1,24.30876,53.97083,2013,5,7,handheld,NA,NA,NA,seagrass,saline,core depth represents deposit depth,NA
Campbell_et_al_2015,Al Dabiya 2,Al_Dabiya_2_seagrass_1,24.30582,54.00273,2013,5,7,handheld,NA,NA,NA,seagrass,saline,core depth represents deposit depth,NA
Campbell_et_al_2015,Al Dabiya 2,Al_Dabiya_2_seagrass_2,24.30582,54.00273,2013,5,7,handheld,NA,NA,NA,seagrass,saline,core depth represents deposit depth,NA
Campbell_et_al_2015,Al Dabiya 3,Al_Dabiya_3_seagrass_1,24.31826,54.05725,2013,5,7,handheld,NA,NA,NA,seagrass,saline,core depth represents deposit depth,NA
Campbell_et_al_2015,Al Dabiya 3,Al_Dabiya_3_seagrass_2,24.31826,54.05725,2013,5,7,handheld,NA,NA,NA,seagrass,saline,core depth represents deposit depth,NA
Campbell_et_al_2015,Bu Tinah 2,Bu_Tinah_2_seagrass_1,24.57855,53.079,2013,5,6,handheld,NA,NA,NA,seagrass,saline,core depth represents deposit depth,NA
Campbell_et_al_2015,Bu Tinah 2,Bu_Tinah_2_seagrass_2,24.57855,53.079,2013,5,6,handheld,NA,NA,NA,seagrass,saline,core depth represents deposit depth,NA
Campbell_et_al_2015,Bu Tinah 3,Bu_Tinah_3_seagrass_1,24.54852,53.03997,2013,5,6,handheld,NA,NA,NA,seagrass,saline,core depth represents deposit depth,NA
Campbell_et_al_2015,Bu Tinah 3,Bu_Tinah_3_seagrass_2,24.54852,53.03997,2013,5,6,handheld,NA,NA,NA,seagrass,saline,core depth represents deposit depth,NA
Campbell_et_al_2015,Bu Tinah SE,Bu_Tinah_SE_seagrass_1,24.54534,53.11234,2013,5,6,handheld,NA,NA,NA,seagrass,saline,core depth represents deposit depth,NA
Campbell_et_al_2015,Bu Tinah SE,Bu_Tinah_SE_seagrass_2,24.54534,53.11234,2013,5,6,handheld,NA,NA,NA,seagrass,saline,core depth represents deposit depth,NA
Campbell_et_al_2015,Dahwat an Nahklah,Dahwat_an_Nahklah_seagrass_1,24.24782,51.69347,2013,4,30,handheld,NA,NA,NA,seagrass,saline,core depth represents deposit depth,NA
Campbell_et_al_2015,Dahwat an Nahklah,Dahwat_an_Nahklah_seagrass_2,24.24782,51.69347,2013,4,30,handheld,NA,NA,NA,seagrass,saline,core depth represents deposit depth,NA
Campbell_et_al_2015,Fasht al Basm,Fasht_al_Basm_seagrass_1,24.24085,53.47422,2013,5,5,handheld,NA,NA,NA,seagrass,saline,core depth represents deposit depth,NA
Campbell_et_al_2015,Fasht al Basm,Fasht_al_Basm_seagrass_2,24.24085,53.47422,2013,5,5,handheld,NA,NA,NA,seagrass,saline,core depth represents deposit depth,NA
Campbell_et_al_2015,Ghurab N,Ghurab_N_seagrass_1,24.64473,54.495,2013,4,28,handheld,NA,NA,NA,seagrass,saline,core depth represents deposit depth,NA
Campbell_et_al_2015,Ghurab NE,Ghurab_NE_seagrass_1,24.65578,54.53673,2013,4,28,handheld,NA,NA,NA,seagrass,saline,core depth represents deposit depth,NA
Campbell_et_al_2015,Ghurab NE,Ghurab_NE_seagrass_2,24.65578,54.53673,2013,4,28,handheld,NA,NA,NA,seagrass,saline,core depth represents deposit depth,NA
Campbell_et_al_2015,Ghurab NN,Ghurab_NN_seagrass_1,24.64498,54.50703,2013,4,28,handheld,NA,NA,NA,seagrass,saline,core depth represents deposit depth,NA
Campbell_et_al_2015,Ghurab NN,Ghurab_NN_seagrass_2,24.64498,54.50703,2013,4,28,handheld,NA,NA,NA,seagrass,saline,core depth represents deposit depth,NA
Campbell_et_al_2015,Halat Idai,Halat_Idai_seagrass_1,24.19905,52.45295,2013,5,2,handheld,NA,NA,NA,seagrass,saline,core depth represents deposit depth,NA
Campbell_et_al_2015,Halat Idai,Halat_Idai_seagrass_2,24.19905,52.45295,2013,5,2,handheld,NA,NA,NA,seagrass,saline,core depth represents deposit depth,NA
Campbell_et_al_2015,Halat Idai,Halat_Idai_seagrass_3,24.19905,52.45295,2013,5,2,handheld,NA,NA,NA,seagrass,saline,core depth represents deposit depth,NA
Campbell_et_al_2015,Jazirat,Jazirat_seagrass_1,24.15131667,52.0476,2013,5,2,handheld,NA,NA,NA,seagrass,saline,core depth represents deposit depth,NA
Campbell_et_al_2015,Jazirat,Jazirat_seagrass_2,24.15131667,52.0476,2013,5,2,handheld,NA,NA,NA,seagrass,saline,core depth represents deposit depth,NA
Campbell_et_al_2015,Jazirat,Jazirat_seagrass_3,24.15131667,52.0476,2013,5,2,handheld,NA,NA,NA,seagrass,saline,core depth represents deposit depth,NA
Campbell_et_al_2015,Marawah,Marawah_seagrass_1,24.27702,53.34829,2013,5,5,handheld,NA,NA,NA,seagrass,saline,core depth represents deposit depth,NA
Campbell_et_al_2015,Marawah,Marawah_seagrass_2,24.27702,53.34829,2013,5,5,handheld,NA,NA,NA,seagrass,saline,core depth represents deposit depth,NA
Campbell_et_al_2015,Marawah,Marawah_seagrass_3,24.27702,53.34829,2013,5,5,handheld,NA,NA,NA,seagrass,saline,core depth represents deposit depth,NA
Campbell_et_al_2015,Ras Muhayjij,Ras_Muhayjij_seagrass_1,24.25276667,51.66758333,2013,4,30,handheld,NA,NA,NA,seagrass,NA,core depth represents deposit depth,NA
Campbell_et_al_2015,Ras Muhayjij,Ras_Muhayjij_seagrass_2,24.25276667,51.66758333,2013,4,30,handheld,NA,NA,NA,seagrass,NA,core depth represents deposit depth,NA
Campbell_et_al_2015,Sila peninsula,Sila_peninsula_seagrass_1,24.23258,51.79963,2013,4,29,handheld,NA,NA,NA,seagrass,saline,core depth represents deposit depth,NA
Campbell_et_al_2015,Sila peninsula,Sila_peninsula_seagrass_2,24.23258,51.79963,2013,4,29,handheld,NA,NA,NA,seagrass,saline,core depth represents deposit depth,NA
Campbell_et_al_2015,Umm al Hatam,Umm_al_Hatam_seagrass_1,24.21152,51.87123,2013,4,29,handheld,NA,NA,NA,seagrass,saline,core depth represents deposit depth,NA
Campbell_et_al_2015,Umm al Hatam,Umm_al_Hatam_seagrass_2,24.21152,51.87123,2013,4,29,handheld,NA,NA,NA,seagrass,saline,core depth represents deposit depth,NA
