study_id,site_id,core_id,year,month,day,core_notes,latitude,longitude,position_accuracy,position_method,position_notes,elevation,elevation_datum,elevation_accuracy,elevation_method,elevation_notes,salinity_class,salinity_method,salinity_notes,vegetation_class,vegetation_method,vegetation_notes,inundation_class,inundation_method,inundation_notes,core_length_flag,habitat1,habitat,habitat_assignment_method,stocks_qual_code,dates_qual_code,elevation_qual_code,max_depth,country,admin_division
Schile-Beers_and_Megonigal_2017,Marawah Island,Marawah_Island_salt_marsh_3,2013,1,21,NA,24.282323,53.313527,NA,RTK,NA,-31.7155,WGS84,NA,RTK,NA,NA,NA,NA,NA,NA,salt marsh,NA,NA,NA,core depth represents deposit depth,NA,marsh,partial text matching used to detect habitat descriptions in site_id or core_id,C1,NA,NA,23,United Arab Emirates,NA
Schile-Beers_and_Megonigal_2017,Marawah Island,Marawah_Island_salt_marsh_4,2013,1,21,NA,24.282441,53.313661,NA,RTK,NA,-31.625,WGS84,NA,RTK,NA,NA,NA,NA,NA,NA,salt marsh,NA,NA,NA,core depth represents deposit depth,NA,marsh,partial text matching used to detect habitat descriptions in site_id or core_id,C1,NA,NA,26,United Arab Emirates,NA
Schile-Beers_and_Megonigal_2017,Marawah Island,Marawah_Island_salt_marsh_5,2013,1,21,NA,24.282577,53.313797,NA,RTK,NA,-31.5237,WGS84,NA,RTK,NA,NA,NA,NA,NA,NA,salt marsh,NA,NA,NA,core depth represents deposit depth,NA,marsh,partial text matching used to detect habitat descriptions in site_id or core_id,C1,NA,NA,10,United Arab Emirates,NA
Schile-Beers_and_Megonigal_2017,Marawah Island,Marawah_Island_salt_marsh_6,2013,1,21,NA,24.282682,53.313945,NA,RTK,NA,-31.5507,WGS84,NA,RTK,NA,NA,NA,NA,NA,NA,salt marsh,NA,NA,NA,core depth represents deposit depth,NA,marsh,partial text matching used to detect habitat descriptions in site_id or core_id,C1,NA,NA,18,United Arab Emirates,NA
Campbell_et_al_2015,Abu al Abyad,Abu_al_Abyad_seagrass_1,2013,5,5,NA,24.20513,53.61585,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,NA,NA,NA,seagrass,study-level habitat manually coded by manager,C2,NA,NA,89,International Waters,NA
Campbell_et_al_2015,Abu al Abyad,Abu_al_Abyad_seagrass_2,2013,5,5,NA,24.20513,53.61585,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,NA,NA,NA,seagrass,study-level habitat manually coded by manager,C2,NA,NA,88,International Waters,NA
Campbell_et_al_2015,Al Dabiya 1,Al_Dabiya_1_seagrass_1,2013,5,7,NA,24.30876,53.97083,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,NA,NA,NA,seagrass,study-level habitat manually coded by manager,C2,NA,NA,9.5,International Waters,NA
Campbell_et_al_2015,Al Dabiya 2,Al_Dabiya_2_seagrass_1,2013,5,7,NA,24.30582,54.00273,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,NA,NA,NA,seagrass,study-level habitat manually coded by manager,C2,NA,NA,39,International Waters,NA
Campbell_et_al_2015,Al Dabiya 2,Al_Dabiya_2_seagrass_2,2013,5,7,NA,24.30582,54.00273,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,NA,NA,NA,seagrass,study-level habitat manually coded by manager,C2,NA,NA,29,International Waters,NA
Campbell_et_al_2015,Al Dabiya 3,Al_Dabiya_3_seagrass_1,2013,5,7,NA,24.31826,54.05725,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,NA,NA,NA,seagrass,study-level habitat manually coded by manager,C2,NA,NA,97.5,International Waters,NA
Campbell_et_al_2015,Al Dabiya 3,Al_Dabiya_3_seagrass_2,2013,5,7,NA,24.31826,54.05725,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,NA,NA,NA,seagrass,study-level habitat manually coded by manager,C2,NA,NA,100,International Waters,NA
Campbell_et_al_2015,Bu Tinah 2,Bu_Tinah_2_seagrass_1,2013,5,6,NA,24.57855,53.079,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,NA,NA,NA,seagrass,study-level habitat manually coded by manager,C2,NA,NA,95.5,International Waters,NA
Campbell_et_al_2015,Bu Tinah 2,Bu_Tinah_2_seagrass_2,2013,5,6,NA,24.57855,53.079,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,NA,NA,NA,seagrass,study-level habitat manually coded by manager,C2,NA,NA,100,International Waters,NA
Campbell_et_al_2015,Bu Tinah 3,Bu_Tinah_3_seagrass_1,2013,5,6,NA,24.54852,53.03997,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,NA,NA,NA,seagrass,study-level habitat manually coded by manager,C2,NA,NA,61.5,International Waters,NA
Campbell_et_al_2015,Bu Tinah 3,Bu_Tinah_3_seagrass_2,2013,5,6,NA,24.54852,53.03997,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,NA,NA,NA,seagrass,study-level habitat manually coded by manager,C2,NA,NA,46,International Waters,NA
Campbell_et_al_2015,Bu Tinah SE,Bu_Tinah_SE_seagrass_1,2013,5,6,NA,24.54534,53.11234,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,NA,NA,NA,seagrass,study-level habitat manually coded by manager,C2,NA,NA,41.5,International Waters,NA
Campbell_et_al_2015,Bu Tinah SE,Bu_Tinah_SE_seagrass_2,2013,5,6,NA,24.54534,53.11234,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,NA,NA,NA,seagrass,study-level habitat manually coded by manager,C2,NA,NA,28.5,International Waters,NA
Campbell_et_al_2015,Dahwat an Nahklah,Dahwat_an_Nahklah_seagrass_1,2013,4,30,NA,24.24782,51.69347,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,NA,NA,NA,seagrass,study-level habitat manually coded by manager,C2,NA,NA,100,International Waters,NA
Campbell_et_al_2015,Dahwat an Nahklah,Dahwat_an_Nahklah_seagrass_2,2013,4,30,NA,24.24782,51.69347,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,NA,NA,NA,seagrass,study-level habitat manually coded by manager,C2,NA,NA,68,International Waters,NA
Campbell_et_al_2015,Fasht al Basm,Fasht_al_Basm_seagrass_1,2013,5,5,NA,24.24085,53.47422,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,NA,NA,NA,seagrass,study-level habitat manually coded by manager,C2,NA,NA,70,International Waters,NA
Campbell_et_al_2015,Fasht al Basm,Fasht_al_Basm_seagrass_2,2013,5,5,NA,24.24085,53.47422,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,NA,NA,NA,seagrass,study-level habitat manually coded by manager,C2,NA,NA,69,International Waters,NA
Campbell_et_al_2015,Ghurab N,Ghurab_N_seagrass_1,2013,4,28,NA,24.64473,54.495,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,NA,NA,NA,seagrass,study-level habitat manually coded by manager,C2,NA,NA,8.5,International Waters,NA
Campbell_et_al_2015,Ghurab NE,Ghurab_NE_seagrass_1,2013,4,28,NA,24.65578,54.53673,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,NA,NA,NA,seagrass,study-level habitat manually coded by manager,C2,NA,NA,21.5,International Waters,NA
Campbell_et_al_2015,Ghurab NE,Ghurab_NE_seagrass_2,2013,4,28,NA,24.65578,54.53673,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,NA,NA,NA,seagrass,study-level habitat manually coded by manager,C2,NA,NA,43,International Waters,NA
Campbell_et_al_2015,Ghurab NN,Ghurab_NN_seagrass_1,2013,4,28,NA,24.64498,54.50703,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,NA,NA,NA,seagrass,study-level habitat manually coded by manager,C2,NA,NA,39.5,International Waters,NA
Campbell_et_al_2015,Ghurab NN,Ghurab_NN_seagrass_2,2013,4,28,NA,24.64498,54.50703,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,NA,NA,NA,seagrass,study-level habitat manually coded by manager,C2,NA,NA,29.5,International Waters,NA
Campbell_et_al_2015,Halat Idai,Halat_Idai_seagrass_1,2013,5,2,NA,24.19905,52.45295,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,NA,NA,NA,seagrass,study-level habitat manually coded by manager,C2,NA,NA,16.5,International Waters,NA
Campbell_et_al_2015,Halat Idai,Halat_Idai_seagrass_2,2013,5,2,NA,24.19905,52.45295,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,NA,NA,NA,seagrass,study-level habitat manually coded by manager,C2,NA,NA,16.5,International Waters,NA
Campbell_et_al_2015,Halat Idai,Halat_Idai_seagrass_3,2013,5,2,NA,24.19905,52.45295,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,NA,NA,NA,seagrass,study-level habitat manually coded by manager,C2,NA,NA,15.5,International Waters,NA
Campbell_et_al_2015,Jazirat,Jazirat_seagrass_1,2013,5,2,NA,24.15131667,52.0476,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,NA,NA,NA,seagrass,study-level habitat manually coded by manager,C2,NA,NA,62,International Waters,NA
Campbell_et_al_2015,Jazirat,Jazirat_seagrass_2,2013,5,2,NA,24.15131667,52.0476,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,NA,NA,NA,seagrass,study-level habitat manually coded by manager,C2,NA,NA,34.5,International Waters,NA
Campbell_et_al_2015,Jazirat,Jazirat_seagrass_3,2013,5,2,NA,24.15131667,52.0476,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,NA,NA,NA,seagrass,study-level habitat manually coded by manager,C2,NA,NA,39.5,International Waters,NA
Campbell_et_al_2015,Marawah,Marawah_seagrass_1,2013,5,5,NA,24.27702,53.34829,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,NA,NA,NA,seagrass,study-level habitat manually coded by manager,C2,NA,NA,59,International Waters,NA
Campbell_et_al_2015,Marawah,Marawah_seagrass_2,2013,5,5,NA,24.27702,53.34829,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,NA,NA,NA,seagrass,study-level habitat manually coded by manager,C2,NA,NA,51,International Waters,NA
Campbell_et_al_2015,Marawah,Marawah_seagrass_3,2013,5,5,NA,24.27702,53.34829,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,NA,NA,NA,seagrass,study-level habitat manually coded by manager,C2,NA,NA,22.5,International Waters,NA
Campbell_et_al_2015,Ras Muhayjij,Ras_Muhayjij_seagrass_1,2013,4,30,NA,24.25276667,51.66758333,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,NA,NA,NA,seagrass,study-level habitat manually coded by manager,C2,NA,NA,23.5,International Waters,NA
Campbell_et_al_2015,Ras Muhayjij,Ras_Muhayjij_seagrass_2,2013,4,30,NA,24.25276667,51.66758333,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,NA,NA,NA,seagrass,study-level habitat manually coded by manager,C2,NA,NA,74.5,International Waters,NA
Campbell_et_al_2015,Sila peninsula,Sila_peninsula_seagrass_1,2013,4,29,NA,24.23258,51.79963,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,NA,NA,NA,seagrass,study-level habitat manually coded by manager,C2,NA,NA,42.5,International Waters,NA
Campbell_et_al_2015,Sila peninsula,Sila_peninsula_seagrass_2,2013,4,29,NA,24.23258,51.79963,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,NA,NA,NA,seagrass,study-level habitat manually coded by manager,C2,NA,NA,18.5,International Waters,NA
Campbell_et_al_2015,Umm al Hatam,Umm_al_Hatam_seagrass_1,2013,4,29,NA,24.21152,51.87123,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,NA,NA,NA,seagrass,study-level habitat manually coded by manager,C2,NA,NA,88,International Waters,NA
Campbell_et_al_2015,Umm al Hatam,Umm_al_Hatam_seagrass_2,2013,4,29,NA,24.21152,51.87123,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,seagrass,NA,NA,NA,NA,NA,seagrass,study-level habitat manually coded by manager,C2,NA,NA,52,International Waters,NA
MX_edaf_puntos,NA,M1680,1986,5,28,NA,15.67694,-96.577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,106,Mexico,Oaxaca
MX_edaf_puntos,NA,M1681,1990,5,28,NA,15.2025,-92.8113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,33,Mexico,Chiapas
MX_edaf_puntos,NA,M1682,1984,5,28,NA,14.91498,-92.6155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,17,Mexico,Chiapas
MX_edaf_puntos,NA,M1683,2003,5,28,NA,16.57923,-98.8213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,112.99999999999999,Mexico,Guerrero
MX_edaf_puntos,NA,M1684,2003,5,28,NA,16.64466,-99.2596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,125,Mexico,Guerrero
MX_edaf_puntos,NA,M1685,2003,5,28,NA,19.95371,-90.3721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,75,Mexico,Campeche
MX_edaf_puntos,NA,M1686,2003,5,28,NA,19.04569,-91.0942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,40,Mexico,Campeche
MX_edaf_puntos,NA,M1687,2004,5,28,NA,18.63789,-92.4778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,28.000000000000004,Mexico,Tabasco
MX_edaf_puntos,NA,M1688,2003,5,28,NA,20.21604,-90.4268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,74,Mexico,Campeche
MX_edaf_puntos,NA,M1689,2005,5,28,NA,27.98859,-114.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,105,Mexico,Baja California Sur
MX_perfilv12,NA,M1690,NA,NA,NA,NA,20.97885,-97.3209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,70,Mexico,Veracruz
MX_perfilv12,NA,M1691,NA,NA,NA,NA,20.9552,-97.3164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,40,Mexico,Veracruz
MX_perfilv12,NA,M1692,NA,NA,NA,NA,21.12814,-90.0011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,11,Mexico,Yucatán
MX_perfilv12,NA,M1693,NA,NA,NA,NA,21.11528,-90.0134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,20,Mexico,Yucatán
MX_perfilv12,NA,M1694,NA,NA,NA,NA,20.19988,-90.4033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,125,Mexico,Campeche
MX_perfilv12,NA,M1695,NA,NA,NA,NA,21.13535,-89.9616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,11,Mexico,Yucatán
MX_perfilv12,NA,M1696,NA,NA,NA,NA,15.20135,-92.8111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,33,Mexico,Chiapas
MX_perfilv12,NA,M1697,NA,NA,NA,NA,14.91384,-92.6152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,17,Mexico,Chiapas
MX_perfilv12,NA,M1698,NA,NA,NA,NA,15.67575,-96.5767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,106,Mexico,Oaxaca
MX_perfilv12,NA,M1699,NA,NA,NA,NA,19.10571,-87.5571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,12,Mexico,Quintana Roo
MX_perfilv12,NA,M1700,NA,NA,NA,NA,18.26999,-87.8373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,110.00000000000001,Mexico,Quintana Roo
MX_perfilv12,NA,M1701,NA,NA,NA,NA,19.90796,-105.388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,80,Mexico,Jalisco
MX_perfilv12,NA,M1702,NA,NA,NA,NA,21.89038,-105.469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,60,Mexico,Nayarit
MX_perfilv12,NA,M1703,NA,NA,NA,NA,23.79933,-97.7719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,90,Mexico,Tamaulipas
MX_perfilv12,NA,M1704,NA,NA,NA,NA,23.57338,-97.7683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,80,Mexico,Tamaulipas
MX_perfilv12,NA,M1705,NA,NA,NA,NA,22.0741,-97.8409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,82,Mexico,Veracruz
AfSPDB,NA,M1706,1960,5,28,NA,-6.14567,12.37461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,165,Angola,Zaire
AU_NatSoil,NA,M1707,1987,5,28,NA,-17,145.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,66,Australia,Queensland
AU_NatSoil,NA,M1708,1979,5,28,NA,-17.66,146.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,60,Australia,Queensland
AU_NatSoil,NA,M1709,1983,5,28,NA,-18.37,146.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,150,Australia,Queensland
NCSS,NA,M1710,2011,5,28,NA,25.88,-81.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,100,United States,Florida
AfSPDB,NA,M1711,1988,5,28,NA,-5.97,12.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,200,Congo DRC,Bas-Congo
WISE,NA,M1712,NA,NA,NA,NA,-5.96972,12.36972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,200,Congo DRC,Bas-Congo
WISE,NA,M1713,1991,5,28,NA,20.03333,-75.1667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,180,Cuba,Guantánamo
WISE,NA,M1714,1960,5,28,NA,4.8,-52.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,140,French Guiana,NA
AfSPDB,NA,M1715,1983,5,28,NA,11.035,-15.0222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,82,Guinea-Bissau,NA
AfSIS_Sentinel_Sites,NA,M1716,2009,5,28,NA,-18.0453,36.86095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,50,Mozambique,Zambézia
AfSIS_Sentinel_Sites,NA,M1717,2009,5,28,NA,-18.0484,36.85908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,50,Mozambique,Zambézia
AfSIS_Sentinel_Sites,NA,M1718,2009,5,28,NA,-18.0532,36.8631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,50,Mozambique,Zambézia
AfSIS_Sentinel_Sites,NA,M1719,2009,5,28,NA,-18.0456,36.86033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,50,Mozambique,Zambézia
AfSIS_Sentinel_Sites,NA,M1720,2009,5,28,NA,-18.0246,36.86041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,50,Mozambique,Zambézia
AfSIS_Sentinel_Sites,NA,M1721,2009,5,28,NA,-18.0245,36.85885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,50,Mozambique,Zambézia
AfSIS_Sentinel_Sites,NA,M1722,2009,5,28,NA,-18.0494,36.82481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,50,Mozambique,Zambézia
AfSIS_Sentinel_Sites,NA,M1723,2009,5,28,NA,-18.0467,36.82455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,50,Mozambique,Zambézia
AfSIS_Sentinel_Sites,NA,M1724,2009,5,28,NA,-18.0482,36.82079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,50,Mozambique,Zambézia
AfSIS_Sentinel_Sites,NA,M1725,2009,5,28,NA,-18.0437,36.83612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,50,Mozambique,Zambézia
AfSIS_Sentinel_Sites,NA,M1726,2009,5,28,NA,-18.0478,36.84018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,50,Mozambique,Zambézia
AfSIS_Sentinel_Sites,NA,M1727,2009,5,28,NA,-18.0438,36.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,50,Mozambique,Zambézia
AfSIS_Sentinel_Sites,NA,M1728,2009,5,28,NA,-18.0467,36.84099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,50,Mozambique,Zambézia
AfSIS_Sentinel_Sites,NA,M1729,2009,5,28,NA,-18.0472,36.8401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,50,Mozambique,Zambézia
AfSIS_Sentinel_Sites,NA,M1730,2009,5,28,NA,-18.0452,36.83748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,mangrove,NA,NA,NA,not specified,NA,mangrove,study is from a habitat specific synthesis,C2,NA,NA,50,Mozambique,Zambézia
