bibliography_id,bibtype,title,author,school,doi,url,year,month,publisher,volume,number,pages,journal,copyright,editor,booktitle,institution,language,day,type,issue,issn,eprint,article-number
SWAMP_Data_Soil_carbon_Furo_de_Chato_2017_Brazil_data,Misc,SWAMP Dataset-Mangrove soil carbon-Furo do Chato-2017,Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and de O. Gomes L.E. and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,NA,10.17528/cifor/data.00165,http://dx.doi.org/10.17528/cifor/data.00165,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Furo do Chato-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Jardin_Du_Elephant_2014_data,Misc,SWAMP Dataset-Mangrove soil carbon-Gabon North-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00215,http://dx.doi.org/10.17528/cifor/data.00215,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Gabon North-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Kaimana_City_West_Papua_2017_Indonesia_data,Misc,SWAMP Dataset-Mangrove soil carbon-West Papua-2019,Sasmito S.D. and Silanpää M. and Hayes M.A. and Bachri S. and Saragi-Sasmito M.F. and Sidik F. and Hanggara B. and Mofu W.Y. and Rumbiak V.I. and Hendri V.I. and Rumbiak M.I. and Taberima S. and Suhaemi S. and Nugroho J.D. and Pattiasina T.F. and Widagti N. and Barakalla N. and Rahajoe J.S. and Hartantri H. and Nikijuluw V. and Jowey R.N. and Heatunubun C. and Ermgassen P.z. and Worthington T.A. and Howard J. and Lovelock C.E. and Friess D.A. and Hutley L.B. and Murdiyarso D.,NA,10.17528/cifor/data.00192,http://dx.doi.org/10.17528/cifor/data.00192,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-West Papua-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia_data,Misc,SWAMP Dataset-Mangrove soil carbon-Kubu Raya-2011,Murdiyarso D. and Purbopuspito J. and Kauffman J.B. and Warren M.W. and Sasmito S.D. and Manuri S. and Krisnawati H. and Taberima S. and Kurnianto S.,NA,10.17528/cifor/data.00143,http://dx.doi.org/10.17528/cifor/data.00143,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Kubu Raya-2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Lac_Simba_2014_data,Misc,SWAMP Dataset-Mangrove soil carbon-Gabon North-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00215,http://dx.doi.org/10.17528/cifor/data.00215,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Gabon North-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Lac_Simba_Deux_2014_data,Misc,SWAMP Dataset-Mangrove soil carbon-Gabon North-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00215,http://dx.doi.org/10.17528/cifor/data.00215,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Gabon North-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Lac_Sounga_2014_data,Misc,SWAMP Dataset-Mangrove soil carbon-Gabon North-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00215,http://dx.doi.org/10.17528/cifor/data.00215,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Gabon North-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Lac_Sounga_Deux_2014_data,Misc,SWAMP Dataset-Mangrove soil carbon-Gabon North-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00215,http://dx.doi.org/10.17528/cifor/data.00215,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Gabon North-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_MRM8_2014_data,Misc,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00216,http://dx.doi.org/10.17528/cifor/data.00216,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_MRT7_2014_data,Misc,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00216,http://dx.doi.org/10.17528/cifor/data.00216,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_MRT9_2014_data,Misc,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00216,http://dx.doi.org/10.17528/cifor/data.00216,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Mangizal_Cauassu_2016_Brazil_data,Misc,SWAMP Dataset-Mangrove soil carbon-Manguezal Cauassu-2016,Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and de O. Gomes L.E. and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,NA,10.17528/cifor/data.00176,http://dx.doi.org/10.17528/cifor/data.00176,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Manguezal Cauassu-2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Mangue_Sul_2017_Brazil_data,Misc,SWAMP Dataset-Mangrove soil carbon-Mangue Sul-2017,Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and de O. Gomes L.E. and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,NA,10.17528/cifor/data.00167,http://dx.doi.org/10.17528/cifor/data.00167,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Mangue Sul-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Manguinho_2016_Brazil_data,Misc,SWAMP Dataset-Mangrove soil carbon-Manguinho-2016,Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and de O. Gomes L.E. and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,NA,10.17528/cifor/data.00177,http://dx.doi.org/10.17528/cifor/data.00177,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Manguinho-2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Marisma_High_2017_Brazil_data,Misc,SWAMP Dataset-Mangrove soil carbon-marisma-2017,Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and de O. Gomes L.E. and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,NA,10.17528/cifor/data.00244,http://dx.doi.org/10.17528/cifor/data.00244,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-marisma-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Marisma_Low_2017_Brazil_data,Misc,SWAMP Dataset-Mangrove soil carbon-marisma-2017,Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and de O. Gomes L.E. and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,NA,10.17528/cifor/data.00244,http://dx.doi.org/10.17528/cifor/data.00244,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-marisma-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Marisma_Medium_2017_Brazil_data,Misc,SWAMP Dataset-Mangrove soil carbon-marisma-2017,Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and de O. Gomes L.E. and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,NA,10.17528/cifor/data.00244,http://dx.doi.org/10.17528/cifor/data.00244,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-marisma-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Mauripe_2017_Brazil_data,Misc,SWAMP Dataset-Mangrove soil carbon-Maruipe-2017,Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and de O. Gomes L.E. and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,NA,10.17528/cifor/data.00168,http://dx.doi.org/10.17528/cifor/data.00168,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Maruipe-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Mounde_2014_Senegal_data,Misc,SWAMP Dataset-Mangrove soil carbon-Mounde-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00150,http://dx.doi.org/10.17528/cifor/data.00150,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Mounde-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Mwana_Mouele_2014_data,Misc,SWAMP Dataset-Mangrove soil carbon-Gabon North-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00215,http://dx.doi.org/10.17528/cifor/data.00215,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Gabon North-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Mwana_Mouele_South_2014_data,Misc,SWAMP Dataset-Mangrove soil carbon-Gabon North-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00215,http://dx.doi.org/10.17528/cifor/data.00215,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Gabon North-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_NCM1_2014_data,Misc,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00216,http://dx.doi.org/10.17528/cifor/data.00216,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_NCM4_2014_data,Misc,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00216,http://dx.doi.org/10.17528/cifor/data.00216,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_NCM5_2014_data,Misc,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00216,http://dx.doi.org/10.17528/cifor/data.00216,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_NCT2_2014_data,Misc,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00216,http://dx.doi.org/10.17528/cifor/data.00216,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_NCT3_2014_data,Misc,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00216,http://dx.doi.org/10.17528/cifor/data.00216,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_NCT6_2014_data,Misc,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00216,http://dx.doi.org/10.17528/cifor/data.00216,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Ndougou_2014_data,Misc,SWAMP Dataset-Mangrove soil carbon-Gabon North-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00215,http://dx.doi.org/10.17528/cifor/data.00215,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Gabon North-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Paga_2014_data,Misc,SWAMP Dataset-Mangrove soil carbon-Gabon South-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00214,http://dx.doi.org/10.17528/cifor/data.00214,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Gabon South-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Porto_Ceu_Mangrove_2016_Brazil_data,Misc,SWAMP Dataset-Mangrove soil carbon-Porto Ceu-2016,Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and de O. Gomes L.E. and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,NA,10.17528/cifor/data.00178,http://dx.doi.org/10.17528/cifor/data.00178,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Porto Ceu-2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Porto_Ceu_Shrimp_2016_Brazil_data,Misc,SWAMP Dataset-Mangrove soil carbon-Porto Ceu Tanque-2016,Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and de O. Gomes L.E. and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,NA,10.17528/cifor/data.00179,http://dx.doi.org/10.17528/cifor/data.00179,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Porto Ceu Tanque-2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Salina_2017_Brazil_data,Misc,SWAMP Dataset-Mangrove soil carbon-Salina-2017,Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and de O. Gomes L.E. and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,NA,10.17528/cifor/data.00170,http://dx.doi.org/10.17528/cifor/data.00170,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Salina-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Sang_2014_Senegal_data,Misc,SWAMP Dataset-Mangrove soil carbon-Sang-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00152,http://dx.doi.org/10.17528/cifor/data.00152,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Sang-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Sembilang_2011_Indonesia_data,Misc,SWAMP Dataset-Mangrove soil carbon-Sembilang-2011,Murdiyarso D. and Purbopuspito J. and Kauffman J.B. and Warren M.W. and Sasmito S.D. and Manuri S. and Krisnawati H. and Taberima S. and Kurnianto S.,NA,10.17528/cifor/data.00144,http://dx.doi.org/10.17528/cifor/data.00144,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Sembilang-2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Tanjung_Puting_2009_Indonesia_data,Misc,SWAMP Dataset-Mangrove soil carbon-Tanjung Puting-2009,Murdiyarso D. and Purbopuspito J. and Kauffman J.B. and Warren M.W. and Sasmito S.D. and Manuri S. and Krisnawati H. and Taberima S. and Kurnianto S.,NA,10.17528/cifor/data.00145,http://dx.doi.org/10.17528/cifor/data.00145,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Tanjung Puting-2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Teminabuan_2011_Indonesia_data,Misc,SWAMP Dataset-Mangrove soil carbon-Teminabuan-2011,Murdiyarso D. and Purbopuspito J. and Kauffman J.B. and Warren M.W. and Sasmito S.D. and Manuri S. and Krisnawati H. and Taberima S. and Kurnianto S.,NA,10.17528/cifor/data.00146,http://dx.doi.org/10.17528/cifor/data.00146,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Teminabuan-2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019_data,Misc,SWAMP Dataset-Soil-Demak-2019,Ardhani T.S.P. and Murdiyarso D. and Kusmana C,NA,10.17528/cifor/data.00282,http://dx.doi.org/10.17528/cifor/data.00282,2021,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Soil-Demak-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Timika_2011_Indonesia_data,Misc,SWAMP Dataset-Mangrove soil carbon-Timika-2011,Murdiyarso D. and Purbopuspito J. and Kauffman J.B. and Warren M.W. and Sasmito S.D. and Manuri S. and Krisnawati H. and Taberima S. and Kurnianto S.,NA,10.17528/cifor/data.00147,http://dx.doi.org/10.17528/cifor/data.00147,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Timika-2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sanderman_2018_data,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sanders_et_al_2008_article,Article,"Recent Sediment Accumulation in a Mangrove Forest and Its Relevance to Local Sea-Level Rise (Ilha Grande, Brazil)",Christian J. Sanders and Joseph M. Smoak and A. Sathy Naidu and Sambasiva R. Patchineelam,NA,10.2112/07-0872.1,https://doi.org/10.2112/07-0872.1,2008,mar,Coastal Education and Research Foundation,242,NA,533--536,Journal of Coastal Research,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sharma_et_al_2021_kohkoh_data_biomass,Misc,SWAMP Dataset-Mangrove Biomass Vegetation-Koh Kong–2014-15,Sharma Sahadev and MacKenzie Richard A and Tieng Thida and Soben Kim and Tulyasuwan Natcha and Resanond Amomwan and Blate Geoffrey and Litton Creighton M. and Apwong Maybeleen,NA,10.17528/cifor/data.00261,http://dx.doi.org/10.17528/CIFOR/DATA.00261,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sharma_et_al_2021_kohkoh_data_soil,Misc,SWAMP Dataset-Mangrove Soil Carbon-Koh Kong–2014-15,Sharma Sahadev and MacKenzie Richard A and Tieng Thida and Soben Kim and Tulyasuwan Natcha and Resanond Amomwan and Blate Geoffrey and Litton Creighton M. and Apwong Maybeleen,NA,10.17528/cifor/data.00265,http://dx.doi.org/10.17528/CIFOR/DATA.00265,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sharma_et_al_2021_preynob_data_biomass,Misc,SWAMP Dataset-Mangrove Biomass Vegetation-Prey Nob–2015,Sharma Sahadev and MacKenzie Richard A and Tieng Thida and Soben Kim and Tulyasuwan Natcha and Resanond Amomwan and Blate Geoffrey and Litton Creighton M. and Apwong Maybeleen,NA,10.17528/cifor/data.00255,http://dx.doi.org/10.17528/CIFOR/DATA.00255,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sharma_et_al_2021_preynob_data_soil,Misc,SWAMP Dataset-Mangrove Soil Carbon-Prey Nob–2015,Sharma Sahadev and MacKenzie Richard A and Tieng Thida and Soben Kim and Tulyasuwan Natcha and Resanond Amomwan and Blate Geoffrey and Litton Creighton M. and Apwong Maybeleen,NA,10.17528/cifor/data.00254,http://dx.doi.org/10.17528/CIFOR/DATA.00254,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thompson_et_al_2014_article,Article,"Locally assessing the economic viability of blue carbon: A case study from Panay Island, the Philippines",Benjamin S. Thompson and Colin P. Clubbe and Jurgenne H. Primavera and David Curnick and Heather J. Koldewey,NA,10.1016/j.ecoser.2014.03.004,https://doi.org/10.1016/j.ecoser.2014.03.004,2014,jun,Elsevier {BV},8,NA,128--140,Ecosystem Services,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trialaksita_et_al_2020_article,Article,"Effects of permeable barriers on total ecosystem carbon stocks of mangrove forests and abandoned ponds in Demak District, Central Java, Indonesia",Trialaksita Sari Priska Ardhani and DANIEL MURDIYARSO and CECEP KUSMANA,NA,10.13057/biodiv/d211134,http://dx.doi.org/10.13057/biodiv/d211134,2020,oct,UNS Solo,21,11,NA,Biodiversitas Journal of Biological Diversity,NA,NA,NA,NA,NA,NA,NA,NA,1412-033X,NA,NA
Tue_et_al_2014_article,Article,"Carbon storage of a tropical mangrove forest in Mui Ca Mau National Park, Vietnam",Nguyen Tai Tue and Luu Viet Dung and Mai Trong Nhuan and Koji Omori,NA,10.1016/j.catena.2014.05.008,https://doi.org/10.1016/j.catena.2014.05.008,2014,oct,Elsevier {BV},121,NA,119--126,{CATENA},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Veldkornet_2016_PhD,Misc,Estuarine Species and Habitats: Distribution and Connectivity,Dimitri Veldkornet,NA,NA,NA,2016,NA,NA,NA,NA,NA,Standard Theses,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Veldkornet_et_al_2016,Article,The distribution of salt marsh macrophyte species in relation to physicochemical variables,"D.A. Veldkornet, A.J. Potts, J.B. Adams",NA,http://dx.doi.org/10.1016/j.sajb.2016.08.008,http://dx.doi.org/10.1016/j.sajb.2016.08.008,2016,NA,NA,NA,NA,NA,South African Journal of Botany,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verle_2013,Misc,"Characteristics of the Mbashe Catchment and Estuary, South Africa. Towards an assessment of catchment land use impact","Verle, K.",NA,NA,https://documentatiecentrum.watlab.be/imis.php?module=ref&refid=247682,2013,NA,NA,NA,NA,NA,Standard Theses,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vien_et_al_2016_article,Article,Carbon stocks in artificially and naturally regenerated mangrove ecosystems in the Mekong Delta,Vien Ngoc Nam and Sigit D. Sasmito and Daniel Murdiyarso and Joko Purbopuspito and Richard A. MacKenzie,NA,10.1007/s11273-015-9479-2,http://dx.doi.org/10.1007/s11273-015-9479-2,2016,jan,Springer Science and Business Media LLC,24,2,231–244,Wetlands Ecology and Management,NA,NA,NA,NA,NA,NA,NA,NA,1572-9834,NA,NA
Vromans_2010,Misc,MACROPHYTE PHENOLOGY IN A TEMPORARILY OPEN/CLOSED ESTUARY COMPARED WITH A PERMANENTLY OPEN ESTUARY,Deborah Claire Vromans,NA,NA,NA,2010,NA,NA,NA,NA,NA,Standard Theses,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wooldridge_et_al_2016,Article,"Biotic responses to extreme hypersalinity in an arid zone estuary, South Africa","T.H. Wooldridge, J.B. Adams, M. Fernandes",NA,http://dx.doi.org/10.1016/j.sajb.2016.05.004,http://dx.doi.org/10.1016/j.sajb.2016.05.004,2016,NA,NA,NA,NA,NA,South African Journal of Botany,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yamamuro_et_al_1993_article,Article,Partitioning of the nitrogen stock in the vicinity of a Fijian seagrass bed dominated by Syringodium isoetifolium (Ascherson) Dandy,M Yamamuro and I Koike and H Iizumi,NA,10.1071/mf9930101,https://doi.org/10.1071/mf9930101,1993,NA,{CSIRO} Publishing,44,1,101,Marine and Freshwater Research,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
