study_id,site_id,core_id,year,month,day,core_notes,latitude,longitude,position_accuracy,position_method,position_notes,elevation,elevation_datum,elevation_accuracy,elevation_method,elevation_notes,salinity_class,salinity_method,salinity_notes,vegetation_class,vegetation_method,vegetation_notes,inundation_class,inundation_method,inundation_notes,core_length_flag,pb210_cic_accretion_rate,pb210_cic_notes,pb210_cic_max_depth,pb210_cic_r2,ecological_condition_flag,...34,core_date,core_position_method,country,admin_division,habitat
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_4_2,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_4_3,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_5_1,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_5_2,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_5_3,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Camaronera_6_1,2012,NA,NA,NA,10.114049557415736,-85.19073055341973,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Puntarenas,NA
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Camaronera_6_2,2012,NA,NA,NA,10.114049557415736,-85.19073055341973,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Puntarenas,NA
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Camaronera_6_3,2012,NA,NA,NA,10.114049557415736,-85.19073055341973,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Puntarenas,NA
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Salinera_1_1,2012,NA,NA,NA,10.08245360911102,-85.17595496390098,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Puntarenas,NA
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Salinera_1_2,2012,NA,NA,NA,10.08245360911102,-85.17595496390098,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Puntarenas,NA
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Salinera_1_3,2012,NA,NA,NA,10.08245360911102,-85.17595496390098,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Puntarenas,NA
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Salinera_2_1,2012,NA,NA,NA,10.109181036669945,-85.12796447625328,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Puntarenas,NA
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Salinera_2_2,2012,NA,NA,NA,10.109181036669945,-85.12796447625328,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Puntarenas,NA
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Salinera_2_3,2012,NA,NA,NA,10.109181036669945,-85.12796447625328,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Puntarenas,NA
Cifuentes_et_al_2024_Nicoya,Jicaral,Jicaral_Camaronera_10_1,2012,NA,NA,NA,9.96677907531132,-85.10665234760737,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Puntarenas,NA
Cifuentes_et_al_2024_Nicoya,Jicaral,Jicaral_Camaronera_10_2,2012,NA,NA,NA,9.96677907531132,-85.10665234760737,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Puntarenas,NA
Cifuentes_et_al_2024_Nicoya,Jicaral,Jicaral_Camaronera_10_3,2012,NA,NA,NA,9.96677907531132,-85.10665234760737,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Puntarenas,NA
Cifuentes_et_al_2024_Nicoya,Jicaral,Jicaral_Camaronera_9_1,2012,NA,NA,NA,9.964893875573926,-85.11354004868552,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Puntarenas,NA
Cifuentes_et_al_2024_Nicoya,Jicaral,Jicaral_Camaronera_9_2,2012,NA,NA,NA,9.964893875573926,-85.11354004868552,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Puntarenas,NA
Cifuentes_et_al_2024_Nicoya,Jicaral,Jicaral_Camaronera_9_3,2012,NA,NA,NA,9.964893875573926,-85.11354004868552,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Puntarenas,NA
Cifuentes_et_al_2024_Nicoya,Lepanto,Lepanto_Camaronera_7_1,2012,NA,NA,NA,9.96894954420873,-85.05045723911242,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Puntarenas,NA
Cifuentes_et_al_2024_Nicoya,Lepanto,Lepanto_Camaronera_7_2,2012,NA,NA,NA,9.96894954420873,-85.05045723911242,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Puntarenas,NA
Cifuentes_et_al_2024_Nicoya,Lepanto,Lepanto_Camaronera_7_3,2012,NA,NA,NA,9.96894954420873,-85.05045723911242,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Puntarenas,NA
Cifuentes_et_al_2024_Nicoya,Lepanto,Lepanto_Camaronera_8_1,2012,NA,NA,NA,9.968966354089195,-85.04798593204679,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Puntarenas,NA
Cifuentes_et_al_2024_Nicoya,Lepanto,Lepanto_Camaronera_8_2,2012,NA,NA,NA,9.968966354089195,-85.04798593204679,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Puntarenas,NA
Cifuentes_et_al_2024_Nicoya,Lepanto,Lepanto_Camaronera_8_3,2012,NA,NA,NA,9.968966354089195,-85.04798593204679,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Puntarenas,NA
