study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_carbon,cs137_activity,cs137_activity_se,cs137_unit,total_pb210_activity,total_pb210_activity_se,pb210_unit,ra226_activity,ra226_activity_se,ra226_unit,excess_pb210_activity,excess_pb210_activity_se,be7_activity,be7_activity_se,be7_unit,age,age_se,depth_interval_notes
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,0,1,0.155725191,NA,0,0,disintegrations_per_minute_per_gram,25.25690947,0.474829898,disintegrations_per_minute_per_gram,1.195643473,0.115977417,disintegrations_per_minute_per_gram,24.061266,0.488788495,7.683481349,0.582407886,disintegrations_per_minute_per_gram,2.266472413,0.11740337,cs137 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,1,2,0.137150127,0.2353682301,0,0,disintegrations_per_minute_per_gram,23.45868064,0.494978161,disintegrations_per_minute_per_gram,0.595408678,0.08299997,disintegrations_per_minute_per_gram,22.86327196,0.501888808,0,0,disintegrations_per_minute_per_gram,4.294456889,0.124939764,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,2,3,0.099491094,NA,0,0,disintegrations_per_minute_per_gram,24.42065784,0.627610906,disintegrations_per_minute_per_gram,0.704646956,0.141563573,disintegrations_per_minute_per_gram,23.71601088,0.643378345,0,0,disintegrations_per_minute_per_gram,6.42164006,0.149091724,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,3,4,0.155470738,0.2507986491,0,0,disintegrations_per_minute_per_gram,26.94737458,0.552421179,disintegrations_per_minute_per_gram,0.335395667,0.092971679,disintegrations_per_minute_per_gram,26.61197891,0.56019005,0,0,disintegrations_per_minute_per_gram,9.517452758,0.184755048,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,4,5,0.149363868,NA,0,0,disintegrations_per_minute_per_gram,23.6520379,0.510884019,disintegrations_per_minute_per_gram,0.247343885,0.105541636,disintegrations_per_minute_per_gram,23.40469402,0.521671848,0,0,disintegrations_per_minute_per_gram,12.3880039,0.221412521,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,5,6,0.130788804,0.2480535385,0,0,disintegrations_per_minute_per_gram,26.43222091,0.827328515,disintegrations_per_minute_per_gram,0.727273711,0.148727474,disintegrations_per_minute_per_gram,25.7049472,0.840590467,0,0,disintegrations_per_minute_per_gram,15.41394051,0.267990671,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,6,7,0.142748092,NA,0,0,disintegrations_per_minute_per_gram,22.56181101,0.699416141,disintegrations_per_minute_per_gram,0.329689642,0.115885909,disintegrations_per_minute_per_gram,22.23212136,0.708951678,0,0,disintegrations_per_minute_per_gram,18.55831574,0.320681903,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,7,8,0.124681934,0.2488338286,0,0,disintegrations_per_minute_per_gram,21.64854541,0.790171907,disintegrations_per_minute_per_gram,0.782779431,0.176047094,disintegrations_per_minute_per_gram,20.865765970000002,0.809545689,0,0,disintegrations_per_minute_per_gram,21.3874034,0.372738627,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,8,9,0.145292621,NA,0,0,disintegrations_per_minute_per_gram,18.72453097,0.722766896,disintegrations_per_minute_per_gram,0.480023341,0.15115935,disintegrations_per_minute_per_gram,18.24450763,0.738404452,0,0,disintegrations_per_minute_per_gram,24.55169134,0.436998806,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,9,10,0.193638677,0.2436320515,0,0,disintegrations_per_minute_per_gram,16.69358941,0.570920758,disintegrations_per_minute_per_gram,0.805898057,0.134020847,disintegrations_per_minute_per_gram,15.88769135,0.586440192,0,0,disintegrations_per_minute_per_gram,28.66350058,0.529508675,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,10,11,0.177099237,NA,0.315081586,0.055233802,disintegrations_per_minute_per_gram,21.56042381,0.401023883,disintegrations_per_minute_per_gram,0.487652069,0.070465724,disintegrations_per_minute_per_gram,21.07277174,0.407167745,0,0,disintegrations_per_minute_per_gram,34.48139115,0.681627336,be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,11,12,0.180916031,0.2528337029,0.090937212,0.035101764,disintegrations_per_minute_per_gram,21.53618651,0.366115171,disintegrations_per_minute_per_gram,0.30533214,0.057371909,disintegrations_per_minute_per_gram,21.23085437,0.370583127,0,0,disintegrations_per_minute_per_gram,41.82514568,0.923252395,be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,12,13,0.2,NA,0.793081573,0.049964139,disintegrations_per_minute_per_gram,11.32663053,0.292227068,disintegrations_per_minute_per_gram,0.683567022,0.074918946,disintegrations_per_minute_per_gram,10.64306351,0.301677821,0,0,disintegrations_per_minute_per_gram,46.75806164,1.114898286,be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,13,14,0.350636132,0.2618812947,0.796362273,0.05192282,disintegrations_per_minute_per_gram,6.208412861,0.292416246,disintegrations_per_minute_per_gram,0.561325833,0.081841306,disintegrations_per_minute_per_gram,5.647087028,0.303653191,0,0,disintegrations_per_minute_per_gram,49.71959444,1.235161198,be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,14,15,0.130788804,NA,0.640172904,0.095705849,disintegrations_per_minute_per_gram,7.919869994,0.528255329,disintegrations_per_minute_per_gram,1.007446992,0.141143324,disintegrations_per_minute_per_gram,6.912423002,0.546786183,0,0,disintegrations_per_minute_per_gram,52.30425046,1.350987953,be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,15,16,0.120356234,0.2482479982,1.010589577,0.164018688,disintegrations_per_minute_per_gram,8.267289099,0.38690913,disintegrations_per_minute_per_gram,1.143214681,0.120609149,disintegrations_per_minute_per_gram,7.124074419,0.405271812,0,0,disintegrations_per_minute_per_gram,54.9640878,1.471259079,be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,16,17,0.239185751,NA,0,0,disintegrations_per_minute_per_gram,5.43854427,0.292049827,disintegrations_per_minute_per_gram,0.519351908,0.07753924,disintegrations_per_minute_per_gram,4.919192363,0.302167893,0,0,disintegrations_per_minute_per_gram,59.01448704,1.680439869,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,17,18,0.162849873,0.2639152364,0,0,disintegrations_per_minute_per_gram,5.235391098,0.449720095,disintegrations_per_minute_per_gram,0.535528161,0.128794523,disintegrations_per_minute_per_gram,4.699862936,0.467799309,0,0,disintegrations_per_minute_per_gram,61.95306264,1.834090451,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,18,19,0.142239186,NA,0,0,disintegrations_per_minute_per_gram,7.065009032,0.556722712,disintegrations_per_minute_per_gram,0.558938382,0.129953174,disintegrations_per_minute_per_gram,6.506070649,0.571688731,0,0,disintegrations_per_minute_per_gram,65.90754892,2.072782109,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,19,20,0.162340967,0.24576827569999998,0,0,disintegrations_per_minute_per_gram,7.135025074,0.474479167,disintegrations_per_minute_per_gram,0.510520735,0.104299386,disintegrations_per_minute_per_gram,6.624504339,0.485807413,0,0,disintegrations_per_minute_per_gram,71.21309538,2.442319708,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,20,21,0.124936387,NA,0,0,disintegrations_per_minute_per_gram,7.487928538,0.652198576,disintegrations_per_minute_per_gram,0.350693996,0.156339383,disintegrations_per_minute_per_gram,7.137234542,0.670675022,0,0,disintegrations_per_minute_per_gram,76.39262612,2.858934832,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,21,22,0.15648855,NA,0,0,disintegrations_per_minute_per_gram,7.585438862,0.486226631,disintegrations_per_minute_per_gram,0.592355389,0.111777462,disintegrations_per_minute_per_gram,6.993083472,0.498909348,0,0,disintegrations_per_minute_per_gram,84.15813045,3.659971227,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,22,23,0.119592875,0.2444537813,0.144828804,0.072515782,disintegrations_per_minute_per_gram,5.754232802,0.441349656,disintegrations_per_minute_per_gram,0.694088721,0.123408975,disintegrations_per_minute_per_gram,5.060144081,0.45827862,0,0,disintegrations_per_minute_per_gram,89.42538829,4.302576126,be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,23,24,0.0956743,NA,0,0,disintegrations_per_minute_per_gram,5.427339187,0.45426829,disintegrations_per_minute_per_gram,0.465435558,0.124504012,disintegrations_per_minute_per_gram,4.961903629,0.471021155,0,0,disintegrations_per_minute_per_gram,94.26220575,4.931907791,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,24,25,0.089821883,NA,0.260565919,0.095992485,disintegrations_per_minute_per_gram,4.61423981,0.572165736,disintegrations_per_minute_per_gram,1.057591943,0.179473353,disintegrations_per_minute_per_gram,3.556647867,0.599653495,0,0,disintegrations_per_minute_per_gram,97.98243009,5.316676008,be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,25,26,0.119083969,NA,0,0,disintegrations_per_minute_per_gram,2.40552379,0.504197786,disintegrations_per_minute_per_gram,0.707799932,0.133207947,disintegrations_per_minute_per_gram,1.697723859,0.521497618,0,0,disintegrations_per_minute_per_gram,100.5808995,5.177220826,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,26,27,0.083206107,NA,0,0,disintegrations_per_minute_per_gram,2.351526999,0.587176292,disintegrations_per_minute_per_gram,0.952776484,0.16206728,disintegrations_per_minute_per_gram,1.398750515,0.609132006,0,0,disintegrations_per_minute_per_gram,NA,NA,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,27,28,0.173282443,0.2257362765,0,0,disintegrations_per_minute_per_gram,2.70081449,0.447795042,disintegrations_per_minute_per_gram,0.352510974,0.116117115,disintegrations_per_minute_per_gram,2.348303516,0.462605214,0,0,disintegrations_per_minute_per_gram,NA,NA,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,28,29,0.143002545,NA,0,0,disintegrations_per_minute_per_gram,2.112348528,0.456478517,disintegrations_per_minute_per_gram,0.70452531,0.118923872,disintegrations_per_minute_per_gram,1.407823217,0.471715511,0,0,disintegrations_per_minute_per_gram,NA,NA,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,29,30,0.174045802,NA,0,0,disintegrations_per_minute_per_gram,1.816923026,0.213670148,disintegrations_per_minute_per_gram,0.486381509,0.059046715,disintegrations_per_minute_per_gram,1.330541517,0.221678701,0,0,disintegrations_per_minute_per_gram,NA,NA,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,30,32,0.150573248,0.17470805299999997,0,0,disintegrations_per_minute_per_gram,2.100793135,0.201255982,disintegrations_per_minute_per_gram,0.677524912,0.067074966,disintegrations_per_minute_per_gram,1.423268223,0.212139156,0,0,disintegrations_per_minute_per_gram,NA,NA,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,32,34,0.159872611,NA,0,0,disintegrations_per_minute_per_gram,1.746051594,0.180890945,disintegrations_per_minute_per_gram,0.729657911,0.059248222,disintegrations_per_minute_per_gram,1.016393683,0.190346752,0,0,disintegrations_per_minute_per_gram,NA,NA,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,34,36,0.258980892,0.14410228690000002,0,0,disintegrations_per_minute_per_gram,1.307048938,0.11724229,disintegrations_per_minute_per_gram,0.700594108,0.048060756,disintegrations_per_minute_per_gram,0.60645483,0.126710658,0,0,disintegrations_per_minute_per_gram,NA,NA,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,36,38,0.188025478,NA,0,0,disintegrations_per_minute_per_gram,1.079014324,0.134229382,disintegrations_per_minute_per_gram,0.792785672,0.05533644,disintegrations_per_minute_per_gram,0.286228652,0.145188321,0,0,disintegrations_per_minute_per_gram,NA,NA,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,38,40,0.213375796,0.1863695173,0,0,disintegrations_per_minute_per_gram,1.172775274,0.135924654,disintegrations_per_minute_per_gram,0.863444684,0.052583781,disintegrations_per_minute_per_gram,0.309330591,0.145741434,0,0,disintegrations_per_minute_per_gram,NA,NA,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,40,42,0.174012739,NA,0,0,disintegrations_per_minute_per_gram,0.717869754,0.127062946,disintegrations_per_minute_per_gram,0.392175413,0.041766682,disintegrations_per_minute_per_gram,0.32569434,0.133751441,0,0,disintegrations_per_minute_per_gram,NA,NA,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,42,44,0.088152866,0.25851253799999996,0,0,disintegrations_per_minute_per_gram,0.210782875,0.094198867,disintegrations_per_minute_per_gram,0.274229469,0.040723076,disintegrations_per_minute_per_gram,-0.063446593,0.102624536,0,0,disintegrations_per_minute_per_gram,NA,NA,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,44,46,0.129426752,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,46,48,0.149936306,0.23689164340000002,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,48,50,0.159872611,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,50,52,0.21044586,0.215310578,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,52,54,0.144076433,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,54,56,0.253503185,0.2558066158,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,56,58,0.175414013,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,58,60,0.16089172,0.2620104848,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,60,62,0.170318471,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,62,64,0.134904459,0.3095085431,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,64,66,0.145350318,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,66,68,0.113121019,0.2971046707,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,68,70,0.089808917,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,70,72,0.112101911,0.3080072397,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,72,74,0.108789809,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,74,76,0.096050955,0.2770405931,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,76,78,0.100636943,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,78,80,0.11656051,0.2685455366,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,80,82,0.134522293,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,82,84,0.103566879,0.26009275,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,84,86,0.109808917,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,86,88,0.105987261,0.2702193755,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,88,90,0.118089172,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,90,92,0.147006369,0.242442472,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,0,1,0.136132316,NA,0.177386477,0.065491087,disintegrations_per_minute_per_gram,14.44143643,0.580545744,disintegrations_per_minute_per_gram,1.146637579,0.129226055,disintegrations_per_minute_per_gram,13.29479885,0.594754348,5.17736321,0.785923735,disintegrations_per_minute_per_gram,2.891237926,0.293186527,NA
Gonneea_et_al_2018,Great_Pond,GPA,1,2,0.248854962,0.19500747770000001,0.013027291,0.044892044,disintegrations_per_minute_per_gram,14.04150547,0.419841014,disintegrations_per_minute_per_gram,0.761419676,0.064035395,disintegrations_per_minute_per_gram,13.28008579,0.424696372,0.823376897,0.498719386,disintegrations_per_minute_per_gram,8.953477643,0.432270074,NA
Gonneea_et_al_2018,Great_Pond,GPA,2,3,0.1956743,NA,0,0,disintegrations_per_minute_per_gram,11.52241841,0.270776833,disintegrations_per_minute_per_gram,0.910035929,0.060062371,disintegrations_per_minute_per_gram,10.61238248,0.277358219,0,0,disintegrations_per_minute_per_gram,13.44604307,0.584509808,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPA,3,4,0.249109415,0.1903844537,0,0,disintegrations_per_minute_per_gram,8.53686869,0.225373333,disintegrations_per_minute_per_gram,1.081774959,0.068043645,disintegrations_per_minute_per_gram,7.455093731,0.235421063,0,0,disintegrations_per_minute_per_gram,18.07689707,0.802496082,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPA,4,5,0.182951654,NA,0,0,disintegrations_per_minute_per_gram,7.334840315,0.328600846,disintegrations_per_minute_per_gram,0.285721834,0.066916054,disintegrations_per_minute_per_gram,7.04911848,0.335345008,0,0,disintegrations_per_minute_per_gram,21.73700037,1.000326673,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPA,5,6,0.270992366,0.19414475,0,0,disintegrations_per_minute_per_gram,5.769762454,0.211173306,disintegrations_per_minute_per_gram,1.003047082,0.06369349,disintegrations_per_minute_per_gram,4.766715372,0.220569775,0,0,disintegrations_per_minute_per_gram,25.8757439,1.255204291,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPA,6,7,0.267684478,NA,0,0,disintegrations_per_minute_per_gram,5.255637148,0.273818695,disintegrations_per_minute_per_gram,1.095463877,0.091690326,disintegrations_per_minute_per_gram,4.160173271,0.288762522,0,0,disintegrations_per_minute_per_gram,29.9292895,1.530197103,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPA,7,8,0.201272265,0.20038363839999998,0,0,disintegrations_per_minute_per_gram,5.248281496,0.476019132,disintegrations_per_minute_per_gram,0.135473463,0.101808307,disintegrations_per_minute_per_gram,5.112808033,0.486784496,0,0,disintegrations_per_minute_per_gram,34.19264825,1.853192289,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPA,8,9,0.240712468,NA,1.155201404,0.075781212,disintegrations_per_minute_per_gram,5.099155542,0.338583928,disintegrations_per_minute_per_gram,1.077952949,0.111136949,disintegrations_per_minute_per_gram,4.021202593,0.356357261,0,0,disintegrations_per_minute_per_gram,38.79591274,2.245884263,be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPA,9,10,0.232569975,0.194284189,0.818122724,0.08892994,disintegrations_per_minute_per_gram,3.654986267,0.310673833,disintegrations_per_minute_per_gram,0.883763253,0.107553988,disintegrations_per_minute_per_gram,2.771223014,0.328764491,0,0,disintegrations_per_minute_per_gram,42.27316586,2.570678065,be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPA,10,11,0.210941476,NA,0.5255934,0.072847245,disintegrations_per_minute_per_gram,3.599337704,0.309543043,disintegrations_per_minute_per_gram,0.837765407,0.099945413,disintegrations_per_minute_per_gram,2.761572297,0.325278313,0,0,disintegrations_per_minute_per_gram,45.77690327,2.939972786,be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPA,11,12,0.312977099,0.2256975009,0.184726623,0.039476079,disintegrations_per_minute_per_gram,3.587411107,0.22923557,disintegrations_per_minute_per_gram,0.911899414,0.080520718,disintegrations_per_minute_per_gram,2.675511693,0.242966114,0,0,disintegrations_per_minute_per_gram,49.7539956,3.388645738,be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPA,12,13,0.242239186,NA,0,0,disintegrations_per_minute_per_gram,3.645943225,0.304436259,disintegrations_per_minute_per_gram,0.931622142,0.114962172,disintegrations_per_minute_per_gram,2.714321083,0.325419325,0,0,disintegrations_per_minute_per_gram,54.8702093,4.056717561,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPA,13,14,0.248091603,0.2072572567,0,0,disintegrations_per_minute_per_gram,3.380414312,0.284292844,disintegrations_per_minute_per_gram,1.018761833,0.106868116,disintegrations_per_minute_per_gram,2.361652479,0.303715682,0,0,disintegrations_per_minute_per_gram,60.23694744,4.87633997,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPA,14,15,0.16692112,NA,0,0,disintegrations_per_minute_per_gram,2.641622203,0.301673256,disintegrations_per_minute_per_gram,0.738029469,0.116977671,disintegrations_per_minute_per_gram,1.903592734,0.323559158,0,0,disintegrations_per_minute_per_gram,63.5721321,5.421999673,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPA,15,16,0.175063613,0.2240935004,0,0,disintegrations_per_minute_per_gram,3.143779609,0.326324323,disintegrations_per_minute_per_gram,0.53516472,0.087124816,disintegrations_per_minute_per_gram,2.608614888,0.337754789,0,0,disintegrations_per_minute_per_gram,69.06778863,6.405975253,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPA,16,17,0.118320611,NA,0,0,disintegrations_per_minute_per_gram,2.488611032,0.449443152,disintegrations_per_minute_per_gram,0.932587242,0.164881424,disintegrations_per_minute_per_gram,1.556023791,0.478732735,0,0,disintegrations_per_minute_per_gram,71.58001329,6.396127942,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPA,17,18,0.139949109,0.2810559283,0,0,disintegrations_per_minute_per_gram,2.4,0.7092,disintegrations_per_minute_per_gram,0.90574224,0.161131545,disintegrations_per_minute_per_gram,1.49425776,0.727274374,0,0,disintegrations_per_minute_per_gram,74.69434325,6.945977348,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPA,18,19,0.113994911,NA,0,0,disintegrations_per_minute_per_gram,2.391994907,0.375064801,disintegrations_per_minute_per_gram,0.768213873,0.153873239,disintegrations_per_minute_per_gram,1.623781034,0.40540175,0,0,disintegrations_per_minute_per_gram,77.72797528,7.515472787,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPA,19,20,0.167938931,NA,0,0,disintegrations_per_minute_per_gram,2.025977995,0.289917451,disintegrations_per_minute_per_gram,0.465654569,0.102164613,disintegrations_per_minute_per_gram,1.560323425,0.307391829,0,0,disintegrations_per_minute_per_gram,82.58077157,8.614859695,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPA,20,21,0.159796438,NA,0,0,disintegrations_per_minute_per_gram,2.247073636,0.32133153,disintegrations_per_minute_per_gram,0.8,0.2,disintegrations_per_minute_per_gram,1.447073636,0.32133153,0,0,disintegrations_per_minute_per_gram,87.57221604,9.853343312,cs137 and be7 activity below detection limits
