study_id,site_id,core_id,core_year,core_latitude,core_longitude,core_position_method,core_position_notes,core_elevation,core_elevation_datum,core_elevation_method,core_elevation_notes,salinity_class,salinity_method,salinity_notes,vegetation_class,peat_depth,core_length,porewater_salinity,pH,peat_depth_notes
Kauffman_et_al_2020,Padilla lower transect,PAD-LOW-SG-1,2017,48.5492,-122.5317,handheld,NA,-0.275,NAVD88,RTK-GPS,NA,polyhaline,measurement,refractometer,seagrass,115,115,26,8.5,NA
Kauffman_et_al_2020,Padilla lower transect,PAD-LOW-SG-2,2017,48.5492,-122.5319,handheld,NA,-0.287,NAVD88,RTK-GPS,NA,polyhaline,measurement,refractometer,seagrass,120,120,27,8.7,NA
Kauffman_et_al_2020,Padilla lower transect,PAD-LOW-SG-3,2017,48.5492,-122.5323,handheld,NA,-0.29,NAVD88,RTK-GPS,NA,polyhaline,measurement,refractometer,seagrass,95,95,27,8.7,NA
Kauffman_et_al_2020,Padilla lower transect,PAD-LOW-SG-4,2017,48.5492,-122.5325,handheld,NA,-0.296,NAVD88,RTK-GPS,NA,polyhaline,measurement,refractometer,seagrass,115,115,27,8.7,NA
Kauffman_et_al_2020,Padilla lower transect,PAD-LOW-SG-5,2017,48.5492,-122.5327,handheld,NA,-0.288,NAVD88,RTK-GPS,NA,polyhaline,measurement,refractometer,seagrass,117,117,28,8.8,NA
Kauffman_et_al_2020,Padilla lower transect,PAD-LOW-SG-6,2017,48.5493,-122.5331,handheld,NA,-0.274,NAVD88,RTK-GPS,NA,polyhaline,measurement,refractometer,seagrass,105,105,29,8.8,NA
Kauffman_et_al_2020,Padilla upper Transect,PAD-UPR-SG-1,2017,48.5478,-122.5098,handheld,NA,0.277,NAVD88,RTK-GPS,NA,polyhaline,measurement,refractometer,seagrass,133,133,28,8.8,NA
Kauffman_et_al_2020,Padilla upper Transect,PAD-UPR-SG-2,2017,48.5479,-122.51,handheld,NA,0.264,NAVD88,RTK-GPS,NA,polyhaline,measurement,refractometer,seagrass,151,151,25,9.1,NA
Kauffman_et_al_2020,Padilla upper Transect,PAD-UPR-SG-3,2017,48.5479,-122.5102,handheld,NA,0.232,NAVD88,RTK-GPS,NA,polyhaline,measurement,refractometer,seagrass,140,140,28,9.1,NA
Kauffman_et_al_2020,Padilla upper Transect,PAD-UPR-SG-4,2017,48.5479,-122.5105,handheld,NA,0.246,NAVD88,RTK-GPS,NA,polyhaline,measurement,refractometer,seagrass,132,132,27,9.2,NA
Kauffman_et_al_2020,Padilla upper Transect,PAD-UPR-SG-5,2017,48.5479,-122.5108,handheld,NA,0.232,NAVD88,RTK-GPS,NA,polyhaline,measurement,refractometer,seagrass,136,136,29,9.3,NA
Kauffman_et_al_2020,Padilla upper Transect,PAD-UPR-SG-6,2017,48.5479,-122.511,handheld,NA,0.195,NAVD88,RTK-GPS,NA,polyhaline,measurement,refractometer,seagrass,125,125,29,9.3,NA
Kauffman_et_al_2020,Delta Island Marsh,SKA-DEL-LM-1,2017,48.3526,-122.4633,RTK-GPS,NA,1.904,NAVD88,RTK-GPS,NA,mesohaline,measurement,refractometer,emergent,150,150,8,6.6,NA
Kauffman_et_al_2020,Delta Island Marsh,SKA-DEL-LM-2,2017,48.3527,-122.4635,RTK-GPS,NA,1.854,NAVD88,RTK-GPS,NA,mesohaline,measurement,refractometer,emergent,184,184,12,6.8,NA
Kauffman_et_al_2020,Delta Island Marsh,SKA-DEL-LM-3,2017,48.3528,-122.4637,RTK-GPS,NA,1.918,NAVD88,RTK-GPS,NA,mesohaline,measurement,refractometer,emergent,165,165,10,6.6,NA
Kauffman_et_al_2020,Delta Island Marsh,SKA-DEL-LM-4,2017,48.3529,-122.4639,RTK-GPS,NA,2.017,NAVD88,RTK-GPS,NA,mesohaline,measurement,refractometer,emergent,238,238,10,6.8,NA
Kauffman_et_al_2020,Delta Island Marsh,SKA-DEL-LM-5,2017,48.353,-122.4642,RTK-GPS,NA,2.064,NAVD88,RTK-GPS,NA,mesohaline,measurement,refractometer,emergent,160,160,10,6.6,NA
Kauffman_et_al_2020,Delta Island Marsh,SKA-DEL-LM-6,2017,48.3531,-122.4643,RTK-GPS,NA,2.007,NAVD88,RTK-GPS,NA,mesohaline,measurement,refractometer,emergent,235,235,10,6.5,NA
Kauffman_et_al_2020,Fir Island Marsh,SKA-FIR-HM-1,2017,48.3318,-122.4177,RTK-GPS,NA,2.019,NAVD88,RTK-GPS,NA,mesohaline,measurement,refractometer,emergent,220,220,15,7.1,NA
Kauffman_et_al_2020,Fir Island Marsh,SKA-FIR-HM-2,2017,48.3319,-122.4176,RTK-GPS,NA,2.364,NAVD88,RTK-GPS,NA,mesohaline,measurement,refractometer,emergent,212,212,8,7.1,NA
Kauffman_et_al_2020,Fir Island Marsh,SKA-FIR-HM-3,2017,48.3321,-122.4174,RTK-GPS,NA,2.432,NAVD88,RTK-GPS,NA,mesohaline,measurement,refractometer,emergent,197,197,17,6.8,NA
Kauffman_et_al_2020,Fir Island Marsh,SKA-FIR-HM-4,2017,48.3323,-122.4173,RTK-GPS,NA,2.476,NAVD88,RTK-GPS,NA,mesohaline,measurement,refractometer,emergent,230,230,15,6.9,NA
Kauffman_et_al_2020,Fir Island Marsh,SKA-FIR-HM-5,2017,48.3324,-122.4172,RTK-GPS,NA,2.543,NAVD88,RTK-GPS,NA,mesohaline,measurement,refractometer,emergent,258,258,12,6.7,NA
Kauffman_et_al_2020,Fir Island Marsh,SKA-FIR-HM-6,2017,48.3326,-122.417,RTK-GPS,NA,2.698,NAVD88,RTK-GPS,NA,mesohaline,measurement,refractometer,emergent,248,248,8,6.4,NA
Kauffman_et_al_2020,Skagit Wildlife Marsh,SKA-WIL-HM-1,2017,48.3217,-122.3952,RTK-GPS,NA,2.37,NAVD88,RTK-GPS,NA,mesohaline,measurement,refractometer,emergent,273,273,10,6.4,NA
Kauffman_et_al_2020,Skagit Wildlife Marsh,SKA-WIL-HM-2,2017,48.3217,-122.3949,RTK-GPS,NA,NA,NA,NA,NA,mesohaline,measurement,refractometer,emergent,300,300,15,6.6,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Skagit Wildlife Marsh,SKA-WIL-HM-3,2017,48.3218,-122.3947,RTK-GPS,NA,2.551,NAVD88,RTK-GPS,NA,oligohaline,measurement,refractometer,emergent,282,282,4,6.2,NA
Kauffman_et_al_2020,Skagit Wildlife Marsh,SKA-WIL-HM-4,2017,48.3218,-122.3944,RTK-GPS,NA,NA,NA,NA,NA,oligohaline,measurement,refractometer,emergent,276,276,5,6.2,NA
Kauffman_et_al_2020,Skagit Wildlife Marsh,SKA-WIL-HM-5,2017,48.3219,-122.3942,RTK-GPS,NA,2.416,NAVD88,RTK-GPS,NA,oligohaline,measurement,refractometer,emergent,287,287,5,6.3,NA
Kauffman_et_al_2020,Skagit Wildlife Marsh,SKA-WIL-HM-6,2017,48.3219,-122.3939,RTK-GPS,NA,2.382,NAVD88,RTK-GPS,NA,oligohaline,measurement,refractometer,emergent,283,283,3,6.3,NA
Kauffman_et_al_2020,Otter Island Swamp,SNO-OTT-TS-1,2018,48.0132,-122.1508,RTK-GPS,NA,2.757,NAVD88,RTK-GPS,NA,mesohaline,measurement,refractometer,forested,300,300,10,6.6,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Otter Island Swamp,SNO-OTT-TS-2,2018,48.0133,-122.1506,RTK-GPS,NA,2.512,NAVD88,RTK-GPS,NA,mesohaline,measurement,refractometer,forested,300,300,6,6.4,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Otter Island Swamp,SNO-OTT-TS-3,2018,48.0133,-122.1503,RTK-GPS,NA,2.484,NAVD88,RTK-GPS,NA,mesohaline,measurement,refractometer,forested,300,300,15,NA,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Otter Island Swamp,SNO-OTT-TS-4,2018,48.0135,-122.1501,RTK-GPS,NA,2.464,NAVD88,RTK-GPS,NA,mesohaline,measurement,refractometer,forested,300,300,10,6.5,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Otter Island Swamp,SNO-OTT-TS-5,2018,48.0135,-122.1499,RTK-GPS,NA,2.538,NAVD88,RTK-GPS,NA,mesohaline,measurement,refractometer,forested,300,300,15,6.3,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Otter Island Swamp,SNO-OTT-TS-6,2018,48.0135,-122.1496,RTK-GPS,NA,2.432,NAVD88,RTK-GPS,NA,polyhaline,measurement,refractometer,forested,300,300,20,6.2,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Criteser's Marsh,YAQ-CRI-HM-1,2018,44.5899,-123.9464,RTK-GPS,NA,2.613,NAVD88,RTK-GPS,NA,polyhaline,measurement,refractometer,emergent,300,300,20,6.6,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Criteser's Marsh,YAQ-CRI-HM-2,2018,44.5898,-123.9466,RTK-GPS,NA,2.44,NAVD88,RTK-GPS,NA,polyhaline,measurement,refractometer,emergent,300,300,21,NA,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Criteser's Marsh,YAQ-CRI-HM-3,2018,44.5898,-123.9468,RTK-GPS,NA,2.495,NAVD88,RTK-GPS,NA,NA,NA,NA,emergent,300,300,NA,NA,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Criteser's Marsh,YAQ-CRI-HM-4,2018,44.5897,-123.9471,RTK-GPS,NA,2.516,NAVD88,RTK-GPS,NA,polyhaline,measurement,refractometer,emergent,300,300,25,7.2,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Criteser's Marsh,YAQ-CRI-HM-5,2018,44.5897,-123.9473,RTK-GPS,NA,2.484,NAVD88,RTK-GPS,NA,NA,NA,NA,emergent,300,300,NA,NA,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Criteser's Marsh,YAQ-CRI-HM-6,2018,44.5896,-123.9476,RTK-GPS,NA,2.491,NAVD88,RTK-GPS,NA,NA,NA,NA,emergent,300,300,NA,NA,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Poole Slough,YAQ-POO-LM-1,2018,44.5784,-124.0136,RTK-GPS,NA,2.23,NAVD88,RTK-GPS,NA,NA,NA,NA,emergent,300,300,NA,6.6,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Poole Slough,YAQ-POO-LM-2,2018,44.5784,-124.0139,handheld,NA,NA,NA,NA,NA,mixoeuhaline,measurement,refractometer,emergent,300,300,35,7.1,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Poole Slough,YAQ-POO-LM-3,2018,44.5783,-124.0141,handheld,NA,NA,NA,NA,NA,NA,NA,NA,emergent,300,300,NA,NA,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Poole Slough,YAQ-POO-LM-4,2018,44.5782,-124.0143,RTK-GPS,NA,1.982,NAVD88,RTK-GPS,NA,mixoeuhaline,measurement,refractometer,emergent,300,300,40,7.2,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Poole Slough,YAQ-POO-LM-5,2018,44.5781,-124.0145,RTK-GPS,NA,2.212,NAVD88,RTK-GPS,NA,NA,NA,NA,emergent,300,300,NA,NA,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Poole Slough,YAQ-POO-LM-6,2018,44.5781,-124.0147,RTK-GPS,NA,1.986,NAVD88,RTK-GPS,NA,NA,NA,NA,emergent,300,300,NA,NA,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Sally's Bend,YAQ-SAL-SG-1,2017,44.6253,-124.0207,RTK-GPS,NA,-0.232,NAVD88,RTK-GPS,NA,mixoeuhaline,measurement,refractometer,seagrass,300,300,34,7.3,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Sally's Bend,YAQ-SAL-SG-2,2017,44.6253,-124.0208,RTK-GPS,NA,-0.239,NAVD88,RTK-GPS,NA,mixoeuhaline,measurement,refractometer,seagrass,300,300,34,7.3,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Sally's Bend,YAQ-SAL-SG-3,2017,44.6254,-124.021,RTK-GPS,NA,-0.201,NAVD88,RTK-GPS,NA,mixoeuhaline,measurement,refractometer,seagrass,300,300,34,7.3,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Sally's Bend,YAQ-SAL-SG-4,2017,44.6254,-124.0213,RTK-GPS,NA,-0.164,NAVD88,RTK-GPS,NA,mixoeuhaline,measurement,refractometer,seagrass,300,300,34,7.3,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Sally's Bend,YAQ-SAL-SG-5,2017,44.6255,-124.0215,RTK-GPS,NA,-0.2,NAVD88,RTK-GPS,NA,mixoeuhaline,measurement,refractometer,seagrass,300,300,34,7.4,peat depth is greater than or equal to 300cm
Kauffman_et_al_2020,Sally's Bend,YAQ-SAL-SG-6,2017,44.6256,-124.0218,RTK-GPS,NA,-0.186,NAVD88,RTK-GPS,NA,mixoeuhaline,measurement,refractometer,seagrass,300,300,34,7.3,peat depth is greater than or equal to 300cm
