study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_carbon,cs137_activity,cs137_unit,cs137_activity_notes,total_pb210_activity,ra226_activity,excess_pb210_activity,pb210_unit,be7_activity,be7_activity_notes,age
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,56,58,0.175414013,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,58,60,0.16089172,0.2620104848,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,60,62,0.170318471,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,62,64,0.134904459,0.3095085431,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,64,66,0.145350318,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,66,68,0.113121019,0.2971046707,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,68,70,0.089808917,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,70,72,0.112101911,0.3080072397,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,72,74,0.108789809,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,74,76,0.096050955,0.2770405931,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,76,78,0.100636943,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,78,80,0.11656051,0.2685455366,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,80,82,0.134522293,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,82,84,0.103566879,0.26009275,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,84,86,0.109808917,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,86,88,0.105987261,0.2702193755,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,88,90,0.118089172,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,90,92,0.147006369,0.242442472,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,0,1,0.136132316,NA,0.177386477,disintegrations_per_minute_per_gram,NA,14.44143643,1.146637579,13.29479885,disintegrations_per_minute_per_gram,5.17736321,NA,2.891237926
Gonneea_et_al_2018,Great_Pond,GPA,1,2,0.248854962,0.19500747770000001,0.013027291,disintegrations_per_minute_per_gram,NA,14.04150547,0.761419676,13.28008579,disintegrations_per_minute_per_gram,0.823376897,NA,8.953477643
Gonneea_et_al_2018,Great_Pond,GPA,2,3,0.1956743,NA,0,disintegrations_per_minute_per_gram,below detection limits,11.52241841,0.910035929,10.61238248,disintegrations_per_minute_per_gram,0,below detection limits,13.44604307
Gonneea_et_al_2018,Great_Pond,GPA,3,4,0.249109415,0.1903844537,0,disintegrations_per_minute_per_gram,below detection limits,8.53686869,1.081774959,7.455093731,disintegrations_per_minute_per_gram,0,below detection limits,18.07689707
Gonneea_et_al_2018,Great_Pond,GPA,4,5,0.182951654,NA,0,disintegrations_per_minute_per_gram,below detection limits,7.334840315,0.285721834,7.04911848,disintegrations_per_minute_per_gram,0,below detection limits,21.73700037
Gonneea_et_al_2018,Great_Pond,GPA,5,6,0.270992366,0.19414475,0,disintegrations_per_minute_per_gram,below detection limits,5.769762454,1.003047082,4.766715372,disintegrations_per_minute_per_gram,0,below detection limits,25.8757439
Gonneea_et_al_2018,Great_Pond,GPA,6,7,0.267684478,NA,0,disintegrations_per_minute_per_gram,below detection limits,5.255637148,1.095463877,4.160173271,disintegrations_per_minute_per_gram,0,below detection limits,29.9292895
Gonneea_et_al_2018,Great_Pond,GPA,7,8,0.201272265,0.20038363839999998,0,disintegrations_per_minute_per_gram,below detection limits,5.248281496,0.135473463,5.112808033,disintegrations_per_minute_per_gram,0,below detection limits,34.19264825
Gonneea_et_al_2018,Great_Pond,GPA,8,9,0.240712468,NA,1.155201404,disintegrations_per_minute_per_gram,NA,5.099155542,1.077952949,4.021202593,disintegrations_per_minute_per_gram,0,below detection limits,38.79591274
Gonneea_et_al_2018,Great_Pond,GPA,9,10,0.232569975,0.194284189,0.818122724,disintegrations_per_minute_per_gram,NA,3.654986267,0.883763253,2.771223014,disintegrations_per_minute_per_gram,0,below detection limits,42.27316586
Gonneea_et_al_2018,Great_Pond,GPA,10,11,0.210941476,NA,0.5255934,disintegrations_per_minute_per_gram,NA,3.599337704,0.837765407,2.761572297,disintegrations_per_minute_per_gram,0,below detection limits,45.77690327
Gonneea_et_al_2018,Great_Pond,GPA,11,12,0.312977099,0.2256975009,0.184726623,disintegrations_per_minute_per_gram,NA,3.587411107,0.911899414,2.675511693,disintegrations_per_minute_per_gram,0,below detection limits,49.7539956
Gonneea_et_al_2018,Great_Pond,GPA,12,13,0.242239186,NA,0,disintegrations_per_minute_per_gram,below detection limits,3.645943225,0.931622142,2.714321083,disintegrations_per_minute_per_gram,0,below detection limits,54.8702093
Gonneea_et_al_2018,Great_Pond,GPA,13,14,0.248091603,0.2072572567,0,disintegrations_per_minute_per_gram,below detection limits,3.380414312,1.018761833,2.361652479,disintegrations_per_minute_per_gram,0,below detection limits,60.23694744
Gonneea_et_al_2018,Great_Pond,GPA,14,15,0.16692112,NA,0,disintegrations_per_minute_per_gram,below detection limits,2.641622203,0.738029469,1.903592734,disintegrations_per_minute_per_gram,0,below detection limits,63.5721321
Gonneea_et_al_2018,Great_Pond,GPA,15,16,0.175063613,0.2240935004,0,disintegrations_per_minute_per_gram,below detection limits,3.143779609,0.53516472,2.608614888,disintegrations_per_minute_per_gram,0,below detection limits,69.06778863
Gonneea_et_al_2018,Great_Pond,GPA,16,17,0.118320611,NA,0,disintegrations_per_minute_per_gram,below detection limits,2.488611032,0.932587242,1.556023791,disintegrations_per_minute_per_gram,0,below detection limits,71.58001329
Gonneea_et_al_2018,Great_Pond,GPA,17,18,0.139949109,0.2810559283,0,disintegrations_per_minute_per_gram,below detection limits,2.4,0.90574224,1.49425776,disintegrations_per_minute_per_gram,0,below detection limits,74.69434325
Gonneea_et_al_2018,Great_Pond,GPA,18,19,0.113994911,NA,0,disintegrations_per_minute_per_gram,below detection limits,2.391994907,0.768213873,1.623781034,disintegrations_per_minute_per_gram,0,below detection limits,77.72797528
Gonneea_et_al_2018,Great_Pond,GPA,19,20,0.167938931,NA,0,disintegrations_per_minute_per_gram,below detection limits,2.025977995,0.465654569,1.560323425,disintegrations_per_minute_per_gram,0,below detection limits,82.58077157
Gonneea_et_al_2018,Great_Pond,GPA,20,21,0.159796438,NA,0,disintegrations_per_minute_per_gram,below detection limits,2.247073636,0.8,1.447073636,disintegrations_per_minute_per_gram,0,below detection limits,87.57221604
Gonneea_et_al_2018,Great_Pond,GPA,21,22,0.138167939,NA,0,disintegrations_per_minute_per_gram,below detection limits,1.99133857,0.625204767,1.366133802,disintegrations_per_minute_per_gram,0,below detection limits,92.31383112
Gonneea_et_al_2018,Great_Pond,GPA,22,23,0.147582697,NA,0,disintegrations_per_minute_per_gram,below detection limits,1.807990891,0.8,1.007990891,disintegrations_per_minute_per_gram,0,below detection limits,96.61657078
Gonneea_et_al_2018,Great_Pond,GPA,23,24,0.126463104,0.2534381492,0,disintegrations_per_minute_per_gram,below detection limits,1.9503312,0.870479843,1.079851357,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Great_Pond,GPA,24,25,0.126208651,NA,0,disintegrations_per_minute_per_gram,below detection limits,1.80178995,0.785798614,1.015991337,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Great_Pond,GPA,25,26,0.106361323,NA,0,disintegrations_per_minute_per_gram,below detection limits,1.475562343,0.8,0.675562343,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Great_Pond,GPA,26,27,0.08778626,NA,0,disintegrations_per_minute_per_gram,below detection limits,1.63302787,1.04177206,0.59125581,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Great_Pond,GPA,27,28,0.158015267,0.24210785099999999,0,disintegrations_per_minute_per_gram,below detection limits,1.732653577,0.484921311,1.247732266,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Great_Pond,GPA,28,29,0.141475827,NA,0,disintegrations_per_minute_per_gram,below detection limits,2.430511846,0.727164017,1.703347829,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Great_Pond,GPA,29,30,0.117557252,NA,0,disintegrations_per_minute_per_gram,below detection limits,1.359939935,0.689278213,0.670661722,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Great_Pond,GPA,30,32,0.206496815,0.2366863703,0,disintegrations_per_minute_per_gram,below detection limits,0.990346077,0.745643973,0.244702105,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Great_Pond,GPA,32,34,0.24866242,NA,0,disintegrations_per_minute_per_gram,below detection limits,0.715055152,0.691104168,0.023950984,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Great_Pond,GPA,34,36,0.164713376,0.17755518439999998,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,36,38,0.158726115,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,38,40,0.179745223,0.1786170631,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,40,42,0.161783439,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,42,44,0.125477707,0.2194196153,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,44,46,0.168789809,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,46,48,0.142929936,0.2143393594,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,48,50,0.159617834,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,50,52,0.144968153,0.2330325561,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,52,54,0.131210191,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,54,56,0.132993631,0.2551050465,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,56,58,0.114904459,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,58,60,0.095031847,0.2924785882,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,60,62,0.121656051,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,62,64,0.109681529,0.332568501,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,64,66,0.10343949,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,66,68,0.122165605,0.3200562532,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,68,70,0.105350318,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,70,72,0.108535032,0.3181118369,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,72,74,0.11566879,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,74,76,0.117961783,0.35513950520000004,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,76,78,0.150063694,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,78,80,0.201910828,0.2452378982,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,80,82,0.377324841,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,82,84,0.889936306,0.04295398054,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,84,86,1.110828025,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,86,88,1.497452229,0.01664385484,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,88,90,1.167133758,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,90,92,1.048025478,0.01142304073,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPB,0,1,0.097455471,NA,0,disintegrations_per_minute_per_gram,below detection limits,26.25593316,0.483973219,25.77195994,disintegrations_per_minute_per_gram,2.849057623,NA,3.148565439
Gonneea_et_al_2018,Great_Pond,GPB,1,2,0.074300254,0.2429153418,0,disintegrations_per_minute_per_gram,below detection limits,20.37666519,0.608218025,19.76844717,disintegrations_per_minute_per_gram,0,below detection limits,5.052375502
Gonneea_et_al_2018,Great_Pond,GPB,2,3,0.100508906,NA,0,disintegrations_per_minute_per_gram,below detection limits,19.75679103,0.322326846,19.43446418,disintegrations_per_minute_per_gram,0,below detection limits,7.782135673
Gonneea_et_al_2018,Great_Pond,GPB,3,4,0.175063613,0.24480223850000002,0,disintegrations_per_minute_per_gram,below detection limits,13.74909581,0.227249486,13.52184632,disintegrations_per_minute_per_gram,0,below detection limits,11.49168932
Gonneea_et_al_2018,Great_Pond,GPB,4,5,0.169974555,NA,0,disintegrations_per_minute_per_gram,below detection limits,11.20166398,0.496076623,10.705587360000001,disintegrations_per_minute_per_gram,0,below detection limits,14.67177461
Gonneea_et_al_2018,Great_Pond,GPB,5,6,0.110941476,0.2260276075,0,disintegrations_per_minute_per_gram,below detection limits,10.80739363,0.393540658,10.41385298,disintegrations_per_minute_per_gram,0,below detection limits,16.89403985
Gonneea_et_al_2018,Great_Pond,GPB,6,7,0.145038168,NA,0,disintegrations_per_minute_per_gram,below detection limits,10.01832688,0.865032663,9.153294221,disintegrations_per_minute_per_gram,0,below detection limits,19.74805351
Gonneea_et_al_2018,Great_Pond,GPB,7,8,0.164631043,0.2150448104,0,disintegrations_per_minute_per_gram,below detection limits,10.37566166,0.447199709,9.928461949,disintegrations_per_minute_per_gram,0,below detection limits,23.65619729
Gonneea_et_al_2018,Great_Pond,GPB,8,9,0.156997455,NA,0,disintegrations_per_minute_per_gram,below detection limits,11.45947867,0.447882658,11.01159601,disintegrations_per_minute_per_gram,0,below detection limits,28.38029796
Gonneea_et_al_2018,Great_Pond,GPB,9,10,0.15394402,0.2265395653,0,disintegrations_per_minute_per_gram,below detection limits,10.66735805,0.464593229,10.20276482,disintegrations_per_minute_per_gram,0,below detection limits,33.3532183
Gonneea_et_al_2018,Great_Pond,GPB,10,11,0.196692112,NA,0,disintegrations_per_minute_per_gram,below detection limits,7.823227428,0.8,7.023227428,disintegrations_per_minute_per_gram,0,below detection limits,38.82144324
Gonneea_et_al_2018,Great_Pond,GPB,11,12,0.131806616,0.193251593,0.318534685,disintegrations_per_minute_per_gram,NA,9.176408088,1.152374822,8.024033266,disintegrations_per_minute_per_gram,0,below detection limits,43.50679582
Gonneea_et_al_2018,Great_Pond,GPB,12,13,0.112468193,NA,0,disintegrations_per_minute_per_gram,below detection limits,6.538536256,0.796022384,5.742513872,disintegrations_per_minute_per_gram,0,below detection limits,48.28304903
Gonneea_et_al_2018,Great_Pond,GPB,13,14,0.243256997,0.19797671139999998,1.136247182,disintegrations_per_minute_per_gram,NA,5.1715199,0.709295082,4.462224818,disintegrations_per_minute_per_gram,0,below detection limits,55.34717639
Gonneea_et_al_2018,Great_Pond,GPB,14,15,0.190585242,NA,1.718893591,disintegrations_per_minute_per_gram,NA,4.628168021,1.075008605,3.553159416,disintegrations_per_minute_per_gram,0,below detection limits,60.60980931
Gonneea_et_al_2018,Great_Pond,GPB,15,16,0.120101781,0.2014207028,1.045600075,disintegrations_per_minute_per_gram,NA,3.032767742,0.907993204,2.124774538,disintegrations_per_minute_per_gram,0,below detection limits,63.53624978
Gonneea_et_al_2018,Great_Pond,GPB,16,17,0.162849873,NA,0.793136395,disintegrations_per_minute_per_gram,NA,2.922993283,1.165145528,1.757847755,disintegrations_per_minute_per_gram,0,below detection limits,66.219147
Gonneea_et_al_2018,Great_Pond,GPB,17,18,0.167430025,0.20329448490000002,0,disintegrations_per_minute_per_gram,below detection limits,2.639493416,0.351490788,2.288002628,disintegrations_per_minute_per_gram,0,below detection limits,70.2754509
Gonneea_et_al_2018,Great_Pond,GPB,18,19,0.160050891,NA,0,disintegrations_per_minute_per_gram,below detection limits,3.227493977,1.141690613,2.085803364,disintegrations_per_minute_per_gram,0,below detection limits,74.37356583
Gonneea_et_al_2018,Great_Pond,GPB,19,20,0.182442748,0.1968001,0,disintegrations_per_minute_per_gram,below detection limits,2.677346773,0.8,1.877346773,disintegrations_per_minute_per_gram,0,below detection limits,79.10940796
Gonneea_et_al_2018,Great_Pond,GPB,20,21,0.151145038,NA,0,disintegrations_per_minute_per_gram,below detection limits,3.222273969,0.387953821,2.834320148,disintegrations_per_minute_per_gram,0,below detection limits,85.8770685
Gonneea_et_al_2018,Great_Pond,GPB,21,22,0.115012723,NA,0,disintegrations_per_minute_per_gram,below detection limits,2.037343116,0.8,1.237343116,disintegrations_per_minute_per_gram,0,below detection limits,88.44040177
Gonneea_et_al_2018,Great_Pond,GPB,22,23,0.148091603,NA,0,disintegrations_per_minute_per_gram,below detection limits,2.081500521,0.640083671,1.44141685,disintegrations_per_minute_per_gram,0,below detection limits,92.67751172
Gonneea_et_al_2018,Great_Pond,GPB,23,24,0.152417303,0.2676751295,0,disintegrations_per_minute_per_gram,below detection limits,1.515423587,0.52166911,0.993754477,disintegrations_per_minute_per_gram,0,below detection limits,96.02596548
Gonneea_et_al_2018,Great_Pond,GPB,24,25,0.08956743,NA,0,disintegrations_per_minute_per_gram,below detection limits,2.275815638,0.8,1.475815638,disintegrations_per_minute_per_gram,0,below detection limits,100.8769795
Gonneea_et_al_2018,Great_Pond,GPB,25,26,0.125445293,NA,0,disintegrations_per_minute_per_gram,below detection limits,2.64951954,0.620690843,2.028828697,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Great_Pond,GPB,26,27,0.133333333,NA,0,disintegrations_per_minute_per_gram,below detection limits,2.177885324,0.583171278,1.594714046,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Great_Pond,GPB,27,28,0.117048346,0.21829781350000002,0,disintegrations_per_minute_per_gram,below detection limits,2.294066883,1.181659407,1.112407476,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Great_Pond,GPB,28,29,0.11475827,NA,0,disintegrations_per_minute_per_gram,below detection limits,2.464036855,0.769708865,1.694327991,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Great_Pond,GPB,29,30,0.126717557,NA,0,disintegrations_per_minute_per_gram,below detection limits,1.927681832,1.00157661,0.926105222,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Great_Pond,GPB,30,32,0.152101911,0.25985555569999996,0,disintegrations_per_minute_per_gram,below detection limits,0.977729963,0.368985438,0.608744525,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Great_Pond,GPB,32,34,0.10955414,NA,0,disintegrations_per_minute_per_gram,below detection limits,1.070651492,0.269587083,0.801064409,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Great_Pond,GPB,34,36,0.122165605,0.2510045684,0,disintegrations_per_minute_per_gram,below detection limits,0.829259228,0.482126642,0.347132586,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Great_Pond,GPB,36,38,0.133757962,NA,0,disintegrations_per_minute_per_gram,below detection limits,0.525494377,0.357635776,0.167858601,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Great_Pond,GPB,38,40,0.138471338,0.2207640983,0,disintegrations_per_minute_per_gram,below detection limits,0.460785375,0.453326688,0.007458688,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Great_Pond,GPB,40,42,0.144585987,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPB,42,44,0.125732484,0.2327241982,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPB,44,46,0.153375796,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPB,46,48,0.151847134,0.20464643689999998,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPB,48,50,0.158471338,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPB,50,52,0.168917197,0.1808251903,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPB,52,54,0.132101911,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPB,54,56,0.125350318,0.2750009433,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPB,56,58,0.128152866,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPB,58,60,0.144968153,0.1864217848,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPB,60,62,0.344968153,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPB,62,64,0.431464968,0.08381964233,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPB,64.25,66.25,0.67044586,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPC,0,1,0.070483461,NA,0,disintegrations_per_minute_per_gram,below detection limits,11.99705784,0.438186049,11.55887179,disintegrations_per_minute_per_gram,2.369345479,NA,1.113101962
Gonneea_et_al_2018,Great_Pond,GPC,1,2,0.065648855,0.2586192042,0.147391543,disintegrations_per_minute_per_gram,NA,15.06589185,0.137627844,14.92826401,disintegrations_per_minute_per_gram,0,below detection limits,2.610239035
Gonneea_et_al_2018,Great_Pond,GPC,2,3,0.113231552,NA,0,disintegrations_per_minute_per_gram,below detection limits,18.29840866,0.66195835,17.63645031,disintegrations_per_minute_per_gram,0,below detection limits,4.162358267
Gonneea_et_al_2018,Great_Pond,GPC,3,4,0.175572519,0.2903983249,0,disintegrations_per_minute_per_gram,below detection limits,25.87560344,0.423474363,25.45212908,disintegrations_per_minute_per_gram,0,below detection limits,8.277116656
Gonneea_et_al_2018,Great_Pond,GPC,4,5,0.181933842,NA,0,disintegrations_per_minute_per_gram,below detection limits,10.49470023,0.350526414,10.14417382,disintegrations_per_minute_per_gram,0,below detection limits,10.20304265
Gonneea_et_al_2018,Great_Pond,GPC,5,6,0.166157761,0.2762382124,0.134208412,disintegrations_per_minute_per_gram,NA,14.73529116,0.852708326,13.88258283,disintegrations_per_minute_per_gram,0,below detection limits,12.64821144
