"study_id","bibliography_id","publication_type","bibtype","title","author","school","doi","url","year","month","publisher","volume","number","pages","journal","copyright","editor","booktitle","institution","language","day","issue","issn","eprint","article-number"
"Kemp_et_al_2020","Kemp_et_al_2012_article","associated source","Article","Use of lead isotopes for developing chronologies in recent salt-marsh sediments","Andrew C. Kemp and Christopher K. Sommerfield and Christopher H. Vane and Benjamin P. Horton and Simon Chenery and Shimon Anisfeld and Daria Nikitina",NA,"10.1016/j.quageo.2012.05.004","https://doi.org/10.1016/j.quageo.2012.05.004","2012","oct","Elsevier {BV}","12",NA,"40--49","Quaternary Geochronology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kemp_et_al_2020","Kemp_et_al_2020_data","primary dataset","Misc","Dataset: Use of lead isotopes for developing chronologies in recent salt-marsh sediments","Andrew C. Kemp and Christopher K. Sommerfield and Christopher H. Vane and Benjamin P. Horton and Simon Chenery and Shimon Anisfeld and Daria Nikitina",NA,"10.25573/serc.11569419",NA,"2020",NA,"The Smithsonian Institution",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kauffman_et_al_2020","Kauffman_et_al_2020_data","primary dataset","Misc","Dataset: Carbon stocks in seagrass meadows, emergent marshes, and forested tidal swamps of the Pacific Northwest","{J. Boone Kauffman} and Leila Giovannoni and James Kelly and Nicholas Dunstan and Amy Borde and {Heida Diefenderfer} and Craig Cornu and Christopher Janousek and Jude Apple and Laura Brophy",NA,"10.25573/serc.12640172","https://smithsonian.figshare.com/articles/dataset/Dataset_Carbon_stocks_in_seagrass_meadows_emergent_marshes_and_forested_tidal_swamps_of_the_Pacific_Northwest/12640172","2020","aug","The Smithsonian Institution",NA,NA,NA,NA,"Creative Commons Attribution 4.0 International",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kauffman_et_al_2020","Kauffman_et_al_2020_article","associated source","Article","Total ecosystem carbon stocks at the marine-terrestrial interface: Blue carbon of the Pacific Northwest Coast, United States","J. Boone Kauffman and Leila Giovannoni and James Kelly and Nicholas Dunstan and Amy Borde and Heida Diefenderfer and Craig Cornu and Christopher Janousek and Jude Apple and Laura Brophy",NA,"10.1111/gcb.15248","https://doi.org/10.1111/gcb.15248","2020","aug","Wiley",NA,NA,NA,"Global Change Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson_et_al_2007","Johnson_et_al_2007_article","associated source","Article","Middle to late Holocene fluctuations of C3 and C4 vegetation in a Northern New England Salt Marsh, Sprague Marsh, Phippsburg Maine","Beverly J. Johnson and Karen A. Moore and Charlotte Lehmann and Curtis Bohlen and Thomas A. Brown",NA,"10.1016/j.orggeochem.2006.06.006","https://doi.org/10.1016/j.orggeochem.2006.06.006","2007","mar","Elsevier {BV}","38","3","394--403","Organic Geochemistry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Howard_and_Fourqurean_2020","Howard_and_Fourqurean_2020_data","primary dataset","Misc","Organic and inorganic data for soil cores from Brazil and Florida Bay seagrasses to support Howard et al 2018, CO2 released by carbonate sediment production in some coastal areas may offset the benefits of seagrass “Blue Carbon” storage","Jason L. Howard and James W. Fourqurean",NA,"DOI: 10.1002/lno.10621","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-fce.1228.2","2020",NA,NA,NA,NA,NA,"Limnology and Oceanography",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Howard_and_Fourqurean_2020","Howard_et_al_2018_article","associated source","Article","CO2 released by carbonate sediment production in some coastal areas may offset the benefits of seagrass “Blue Carbon” storage","Howard, J.L., Creed, J.C., Aguiar, M.V.P. and Fourqurean, J.W.",NA,"DOI: 10.1002/lno.10621","https://aslopubs.onlinelibrary.wiley.com/doi/10.1002/lno.10621","2018",NA,NA,NA,NA,NA,"Limnology and Oceanography",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nuttle_1996","Holmquist_et_al_2018_synthesis","synthesis dataset","Misc","Accuracy and Precision of Tidal Wetland Soil Carbon Mapping in the Conterminous United States: Public Soil Carbon Data Release","James R. Holmquist and Lisamarie Windham-Myers and Norman Bliss and Stephen Crooks and James T. Morris and J. Patrick Megonigal and Tiffany Troxler and Donald Weller and John Callaway and Judith Drexler and Matthew C. Ferner and Meagan E. Gonneea and Kevin D. Kroeger and Lisa Schile-Beers and Isa Woo and Kevin Buffington and Brandon M. Boyd and Joshua Breithaupt and Lauren N. Brown and Nicole Dix and Lyndie Hice and Benjamin P. Horton and Glen M. MacDonald and Ryan P. Moyer and William Reay and Timothy Shaw and Erik Smith and Joseph M. Smoak and Christopher Sommerfield and Karen Thorne and David Velinsky and Elizabeth Watson and Kristen {Wilson Grimes} and Mark Woodrey",NA,"10.25572/ccrcn/10088/35684","https://repository.si.edu/handle/10088/35684","2018",NA,"Smithsonian Research Online",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Radabaugh_et_al_2018","Holmquist_et_al_2018_synthesis","synthesis dataset","Misc","Accuracy and Precision of Tidal Wetland Soil Carbon Mapping in the Conterminous United States: Public Soil Carbon Data Release","James R. Holmquist and Lisamarie Windham-Myers and Norman Bliss and Stephen Crooks and James T. Morris and J. Patrick Megonigal and Tiffany Troxler and Donald Weller and John Callaway and Judith Drexler and Matthew C. Ferner and Meagan E. Gonneea and Kevin D. Kroeger and Lisa Schile-Beers and Isa Woo and Kevin Buffington and Brandon M. Boyd and Joshua Breithaupt and Lauren N. Brown and Nicole Dix and Lyndie Hice and Benjamin P. Horton and Glen M. MacDonald and Ryan P. Moyer and William Reay and Timothy Shaw and Erik Smith and Joseph M. Smoak and Christopher Sommerfield and Karen Thorne and David Velinsky and Elizabeth Watson and Kristen {Wilson Grimes} and Mark Woodrey",NA,"10.25572/ccrcn/10088/35684","https://repository.si.edu/handle/10088/35684","2018",NA,"Smithsonian Research Online",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hill_and_Anisfeld_2015","Holmquist_et_al_2018_synthesis","synthesis dataset","Misc","Accuracy and Precision of Tidal Wetland Soil Carbon Mapping in the Conterminous United States: Public Soil Carbon Data Release","James R. Holmquist and Lisamarie Windham-Myers and Norman Bliss and Stephen Crooks and James T. Morris and J. Patrick Megonigal and Tiffany Troxler and Donald Weller and John Callaway and Judith Drexler and Matthew C. Ferner and Meagan E. Gonneea and Kevin D. Kroeger and Lisa Schile-Beers and Isa Woo and Kevin Buffington and Brandon M. Boyd and Joshua Breithaupt and Lauren N. Brown and Nicole Dix and Lyndie Hice and Benjamin P. Horton and Glen M. MacDonald and Ryan P. Moyer and William Reay and Timothy Shaw and Erik Smith and Joseph M. Smoak and Christopher Sommerfield and Karen Thorne and David Velinsky and Elizabeth Watson and Kristen {Wilson Grimes} and Mark Woodrey",NA,"10.25572/ccrcn/10088/35684","https://repository.si.edu/handle/10088/35684","2018",NA,"Smithsonian Research Online",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Breithaupt_et_al_2017","Holmquist_et_al_2018_synthesis","synthesis dataset","Misc","Accuracy and Precision of Tidal Wetland Soil Carbon Mapping in the Conterminous United States: Public Soil Carbon Data Release","James R. Holmquist and Lisamarie Windham-Myers and Norman Bliss and Stephen Crooks and James T. Morris and J. Patrick Megonigal and Tiffany Troxler and Donald Weller and John Callaway and Judith Drexler and Matthew C. Ferner and Meagan E. Gonneea and Kevin D. Kroeger and Lisa Schile-Beers and Isa Woo and Kevin Buffington and Brandon M. Boyd and Joshua Breithaupt and Lauren N. Brown and Nicole Dix and Lyndie Hice and Benjamin P. Horton and Glen M. MacDonald and Ryan P. Moyer and William Reay and Timothy Shaw and Erik Smith and Joseph M. Smoak and Christopher Sommerfield and Karen Thorne and David Velinsky and Elizabeth Watson and Kristen {Wilson Grimes} and Mark Woodrey",NA,"10.25572/ccrcn/10088/35684","https://repository.si.edu/handle/10088/35684","2018",NA,"Smithsonian Research Online",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cochran_et_al_1998","Holmquist_et_al_2018_synthesis","synthesis dataset","Misc","Accuracy and Precision of Tidal Wetland Soil Carbon Mapping in the Conterminous United States: Public Soil Carbon Data Release","James R. Holmquist and Lisamarie Windham-Myers and Norman Bliss and Stephen Crooks and James T. Morris and J. Patrick Megonigal and Tiffany Troxler and Donald Weller and John Callaway and Judith Drexler and Matthew C. Ferner and Meagan E. Gonneea and Kevin D. Kroeger and Lisa Schile-Beers and Isa Woo and Kevin Buffington and Brandon M. Boyd and Joshua Breithaupt and Lauren N. Brown and Nicole Dix and Lyndie Hice and Benjamin P. Horton and Glen M. MacDonald and Ryan P. Moyer and William Reay and Timothy Shaw and Erik Smith and Joseph M. Smoak and Christopher Sommerfield and Karen Thorne and David Velinsky and Elizabeth Watson and Kristen {Wilson Grimes} and Mark Woodrey",NA,"10.25572/ccrcn/10088/35684","https://repository.si.edu/handle/10088/35684","2018",NA,"Smithsonian Research Online",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Noe_et_al_2013","Holmquist_et_al_2018_synthesis","synthesis dataset","Misc","Accuracy and Precision of Tidal Wetland Soil Carbon Mapping in the Conterminous United States: Public Soil Carbon Data Release","James R. Holmquist and Lisamarie Windham-Myers and Norman Bliss and Stephen Crooks and James T. Morris and J. Patrick Megonigal and Tiffany Troxler and Donald Weller and John Callaway and Judith Drexler and Matthew C. Ferner and Meagan E. Gonneea and Kevin D. Kroeger and Lisa Schile-Beers and Isa Woo and Kevin Buffington and Brandon M. Boyd and Joshua Breithaupt and Lauren N. Brown and Nicole Dix and Lyndie Hice and Benjamin P. Horton and Glen M. MacDonald and Ryan P. Moyer and William Reay and Timothy Shaw and Erik Smith and Joseph M. Smoak and Christopher Sommerfield and Karen Thorne and David Velinsky and Elizabeth Watson and Kristen {Wilson Grimes} and Mark Woodrey",NA,"10.25572/ccrcn/10088/35684","https://repository.si.edu/handle/10088/35684","2018",NA,"Smithsonian Research Online",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRMS_Database","Holmquist_et_al_2018_synthesis","synthesis dataset","Misc","Accuracy and Precision of Tidal Wetland Soil Carbon Mapping in the Conterminous United States: Public Soil Carbon Data Release","James R. Holmquist and Lisamarie Windham-Myers and Norman Bliss and Stephen Crooks and James T. Morris and J. Patrick Megonigal and Tiffany Troxler and Donald Weller and John Callaway and Judith Drexler and Matthew C. Ferner and Meagan E. Gonneea and Kevin D. Kroeger and Lisa Schile-Beers and Isa Woo and Kevin Buffington and Brandon M. Boyd and Joshua Breithaupt and Lauren N. Brown and Nicole Dix and Lyndie Hice and Benjamin P. Horton and Glen M. MacDonald and Ryan P. Moyer and William Reay and Timothy Shaw and Erik Smith and Joseph M. Smoak and Christopher Sommerfield and Karen Thorne and David Velinsky and Elizabeth Watson and Kristen {Wilson Grimes} and Mark Woodrey",NA,"10.25572/ccrcn/10088/35684","https://repository.si.edu/handle/10088/35684","2018",NA,"Smithsonian Research Online",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drake_et_al_2015","Holmquist_et_al_2018_synthesis","synthesis dataset","Misc","Accuracy and Precision of Tidal Wetland Soil Carbon Mapping in the Conterminous United States: Public Soil Carbon Data Release","James R. Holmquist and Lisamarie Windham-Myers and Norman Bliss and Stephen Crooks and James T. Morris and J. Patrick Megonigal and Tiffany Troxler and Donald Weller and John Callaway and Judith Drexler and Matthew C. Ferner and Meagan E. Gonneea and Kevin D. Kroeger and Lisa Schile-Beers and Isa Woo and Kevin Buffington and Brandon M. Boyd and Joshua Breithaupt and Lauren N. Brown and Nicole Dix and Lyndie Hice and Benjamin P. Horton and Glen M. MacDonald and Ryan P. Moyer and William Reay and Timothy Shaw and Erik Smith and Joseph M. Smoak and Christopher Sommerfield and Karen Thorne and David Velinsky and Elizabeth Watson and Kristen {Wilson Grimes} and Mark Woodrey",NA,"10.25572/ccrcn/10088/35684","https://repository.si.edu/handle/10088/35684","2018",NA,"Smithsonian Research Online",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elsey_Quirk_et_al_2011","Holmquist_et_al_2018_synthesis","synthesis dataset","Misc","Accuracy and Precision of Tidal Wetland Soil Carbon Mapping in the Conterminous United States: Public Soil Carbon Data Release","James R. Holmquist and Lisamarie Windham-Myers and Norman Bliss and Stephen Crooks and James T. Morris and J. Patrick Megonigal and Tiffany Troxler and Donald Weller and John Callaway and Judith Drexler and Matthew C. Ferner and Meagan E. Gonneea and Kevin D. Kroeger and Lisa Schile-Beers and Isa Woo and Kevin Buffington and Brandon M. Boyd and Joshua Breithaupt and Lauren N. Brown and Nicole Dix and Lyndie Hice and Benjamin P. Horton and Glen M. MacDonald and Ryan P. Moyer and William Reay and Timothy Shaw and Erik Smith and Joseph M. Smoak and Christopher Sommerfield and Karen Thorne and David Velinsky and Elizabeth Watson and Kristen {Wilson Grimes} and Mark Woodrey",NA,"10.25572/ccrcn/10088/35684","https://repository.si.edu/handle/10088/35684","2018",NA,"Smithsonian Research Online",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kulawardhana_et_al_2015","Holmquist_et_al_2018_synthesis","synthesis dataset","Misc","Accuracy and Precision of Tidal Wetland Soil Carbon Mapping in the Conterminous United States: Public Soil Carbon Data Release","James R. Holmquist and Lisamarie Windham-Myers and Norman Bliss and Stephen Crooks and James T. Morris and J. Patrick Megonigal and Tiffany Troxler and Donald Weller and John Callaway and Judith Drexler and Matthew C. Ferner and Meagan E. Gonneea and Kevin D. Kroeger and Lisa Schile-Beers and Isa Woo and Kevin Buffington and Brandon M. Boyd and Joshua Breithaupt and Lauren N. Brown and Nicole Dix and Lyndie Hice and Benjamin P. Horton and Glen M. MacDonald and Ryan P. Moyer and William Reay and Timothy Shaw and Erik Smith and Joseph M. Smoak and Christopher Sommerfield and Karen Thorne and David Velinsky and Elizabeth Watson and Kristen {Wilson Grimes} and Mark Woodrey",NA,"10.25572/ccrcn/10088/35684","https://repository.si.edu/handle/10088/35684","2018",NA,"Smithsonian Research Online",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Merrill_1999","Holmquist_et_al_2018_synthesis","synthesis dataset","Misc","Accuracy and Precision of Tidal Wetland Soil Carbon Mapping in the Conterminous United States: Public Soil Carbon Data Release","James R. Holmquist and Lisamarie Windham-Myers and Norman Bliss and Stephen Crooks and James T. Morris and J. Patrick Megonigal and Tiffany Troxler and Donald Weller and John Callaway and Judith Drexler and Matthew C. Ferner and Meagan E. Gonneea and Kevin D. Kroeger and Lisa Schile-Beers and Isa Woo and Kevin Buffington and Brandon M. Boyd and Joshua Breithaupt and Lauren N. Brown and Nicole Dix and Lyndie Hice and Benjamin P. Horton and Glen M. MacDonald and Ryan P. Moyer and William Reay and Timothy Shaw and Erik Smith and Joseph M. Smoak and Christopher Sommerfield and Karen Thorne and David Velinsky and Elizabeth Watson and Kristen {Wilson Grimes} and Mark Woodrey",NA,"10.25572/ccrcn/10088/35684","https://repository.si.edu/handle/10088/35684","2018",NA,"Smithsonian Research Online",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neubauer_2002","Holmquist_et_al_2018_synthesis","synthesis dataset","Misc","Accuracy and Precision of Tidal Wetland Soil Carbon Mapping in the Conterminous United States: Public Soil Carbon Data Release","James R. Holmquist and Lisamarie Windham-Myers and Norman Bliss and Stephen Crooks and James T. Morris and J. Patrick Megonigal and Tiffany Troxler and Donald Weller and John Callaway and Judith Drexler and Matthew C. Ferner and Meagan E. Gonneea and Kevin D. Kroeger and Lisa Schile-Beers and Isa Woo and Kevin Buffington and Brandon M. Boyd and Joshua Breithaupt and Lauren N. Brown and Nicole Dix and Lyndie Hice and Benjamin P. Horton and Glen M. MacDonald and Ryan P. Moyer and William Reay and Timothy Shaw and Erik Smith and Joseph M. Smoak and Christopher Sommerfield and Karen Thorne and David Velinsky and Elizabeth Watson and Kristen {Wilson Grimes} and Mark Woodrey",NA,"10.25572/ccrcn/10088/35684","https://repository.si.edu/handle/10088/35684","2018",NA,"Smithsonian Research Online",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nyman_et_al_1993","Holmquist_et_al_2018_synthesis","synthesis dataset","Misc","Accuracy and Precision of Tidal Wetland Soil Carbon Mapping in the Conterminous United States: Public Soil Carbon Data Release","James R. Holmquist and Lisamarie Windham-Myers and Norman Bliss and Stephen Crooks and James T. Morris and J. Patrick Megonigal and Tiffany Troxler and Donald Weller and John Callaway and Judith Drexler and Matthew C. Ferner and Meagan E. Gonneea and Kevin D. Kroeger and Lisa Schile-Beers and Isa Woo and Kevin Buffington and Brandon M. Boyd and Joshua Breithaupt and Lauren N. Brown and Nicole Dix and Lyndie Hice and Benjamin P. Horton and Glen M. MacDonald and Ryan P. Moyer and William Reay and Timothy Shaw and Erik Smith and Joseph M. Smoak and Christopher Sommerfield and Karen Thorne and David Velinsky and Elizabeth Watson and Kristen {Wilson Grimes} and Mark Woodrey",NA,"10.25572/ccrcn/10088/35684","https://repository.si.edu/handle/10088/35684","2018",NA,"Smithsonian Research Online",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orson_1990","Holmquist_et_al_2018_synthesis","synthesis dataset","Misc","Accuracy and Precision of Tidal Wetland Soil Carbon Mapping in the Conterminous United States: Public Soil Carbon Data Release","James R. Holmquist and Lisamarie Windham-Myers and Norman Bliss and Stephen Crooks and James T. Morris and J. Patrick Megonigal and Tiffany Troxler and Donald Weller and John Callaway and Judith Drexler and Matthew C. Ferner and Meagan E. Gonneea and Kevin D. Kroeger and Lisa Schile-Beers and Isa Woo and Kevin Buffington and Brandon M. Boyd and Joshua Breithaupt and Lauren N. Brown and Nicole Dix and Lyndie Hice and Benjamin P. Horton and Glen M. MacDonald and Ryan P. Moyer and William Reay and Timothy Shaw and Erik Smith and Joseph M. Smoak and Christopher Sommerfield and Karen Thorne and David Velinsky and Elizabeth Watson and Kristen {Wilson Grimes} and Mark Woodrey",NA,"10.25572/ccrcn/10088/35684","https://repository.si.edu/handle/10088/35684","2018",NA,"Smithsonian Research Online",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pastore_et_al_2017","Holmquist_et_al_2018_synthesis","synthesis dataset","Misc","Accuracy and Precision of Tidal Wetland Soil Carbon Mapping in the Conterminous United States: Public Soil Carbon Data Release","James R. Holmquist and Lisamarie Windham-Myers and Norman Bliss and Stephen Crooks and James T. Morris and J. Patrick Megonigal and Tiffany Troxler and Donald Weller and John Callaway and Judith Drexler and Matthew C. Ferner and Meagan E. Gonneea and Kevin D. Kroeger and Lisa Schile-Beers and Isa Woo and Kevin Buffington and Brandon M. Boyd and Joshua Breithaupt and Lauren N. Brown and Nicole Dix and Lyndie Hice and Benjamin P. Horton and Glen M. MacDonald and Ryan P. Moyer and William Reay and Timothy Shaw and Erik Smith and Joseph M. Smoak and Christopher Sommerfield and Karen Thorne and David Velinsky and Elizabeth Watson and Kristen {Wilson Grimes} and Mark Woodrey",NA,"10.25572/ccrcn/10088/35684","https://repository.si.edu/handle/10088/35684","2018",NA,"Smithsonian Research Online",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
