study_id,site_id,core_id,year,month,day,core_notes,latitude,longitude,position_accuracy,position_method,position_notes,elevation,elevation_datum,elevation_accuracy,elevation_method,elevation_notes,salinity_class,salinity_method,salinity_notes,vegetation_class,vegetation_method,vegetation_notes,inundation_class,inundation_method,inundation_notes,core_length_flag,pb210_cic_accretion_rate,pb210_cic_notes,pb210_cic_max_depth,pb210_cic_r2,country,admin_division,habitat,stocks_qual_code,dates_qual_code,elevation_qual_code,max_depth
Osland_et_al_2016,Grand_Bay,grand_bay_71,2013,9,27,water/SPAL transition - 1st dom,30.38292398,-88.43362041,NA,NA,NA,-0.425,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Mississippi,unvegetated,C2,NA,NA,15
Osland_et_al_2016,Grand_Bay,grand_bay_72,2013,9,27,SPAL/JURO transition - 1st dom,30.38292195,-88.43362716999998,NA,NA,NA,0.066,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Mississippi,marsh,C2,NA,NA,15
Osland_et_al_2016,Grand_Bay,grand_bay_73,2013,9,27,SPAL/JURO transition - mixed,30.38292082,-88.43363076,NA,NA,NA,0.197,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Mississippi,marsh,C2,NA,NA,15
Osland_et_al_2016,Grand_Bay,grand_bay_74,2013,9,27,SPAL/JURO transition - 2nd dom,30.38291109,-88.43364518999998,NA,NA,NA,0.345,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Mississippi,marsh,C2,NA,NA,15
Osland_et_al_2016,Grand_Bay,grand_bay_75,2013,9,27,20 m into JURO zone,30.38275642,-88.433747640000007,NA,NA,NA,0.354,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Mississippi,marsh,C2,NA,NA,15
Osland_et_al_2016,Grand_Bay,grand_bay_76,2013,9,27,JURO/DISP transition - 1st dom,30.38271076,-88.43378178,NA,NA,NA,0.392,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Mississippi,marsh,C2,NA,NA,15
Osland_et_al_2016,Grand_Bay,grand_bay_77,2013,9,27,JURO/DISP transition - mixed,30.38268006,-88.43380011,NA,NA,NA,0.405,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Mississippi,marsh,C2,NA,NA,15
Osland_et_al_2016,Grand_Bay,grand_bay_78,2013,9,27,JURO/DISP transition - 2nd dom,30.38267054,-88.43381153,NA,NA,NA,0.411,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Mississippi,marsh,C2,NA,NA,15
Osland_et_al_2016,Grand_Bay,grand_bay_79,2013,9,27,DISP/unvegetated transition - 1st dom,30.38260859,-88.43385411,NA,NA,NA,0.589,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Mississippi,marsh,C2,NA,NA,15
Osland_et_al_2016,Grand_Bay,grand_bay_80,2013,9,27,DISP/unvegetated transition - mixed,30.3825869,-88.43386855,NA,NA,NA,0.596,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Mississippi,marsh,C2,NA,NA,15
Osland_et_al_2016,Grand_Bay,grand_bay_81,2013,9,27,DISP/unvegetated transition - 2nd dom,30.38255695,-88.43388858,NA,NA,NA,0.581,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Mississippi,unvegetated,C2,NA,NA,15
Osland_et_al_2016,Grand_Bay,grand_bay_82,2013,9,27,20 m into unvegetated zone,30.38240502,-88.43400135,NA,NA,NA,0.591,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Mississippi,marsh,C2,NA,NA,15
Osland_et_al_2016,Grand_Bay,grand_bay_83,2013,9,27,unvegetated/DISP transition - 1st dom,30.3822673,-88.43411121,NA,NA,NA,0.522,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Mississippi,unvegetated,C2,NA,NA,15
Osland_et_al_2016,Grand_Bay,grand_bay_84,2013,9,27,unvegetated/DISP transition - mixed,30.38224094,-88.43413245,NA,NA,NA,0.513,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Mississippi,marsh,C2,NA,NA,15
Osland_et_al_2016,Grand_Bay,grand_bay_85,2013,9,27,unvegetated/DISP transition - 2nd dom,30.38222195,-88.43414545,NA,NA,NA,0.506,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Mississippi,marsh,C2,NA,NA,15
Osland_et_al_2016,Grand_Bay,grand_bay_86,2013,9,27,DISP/JURO transition - 1st dom,30.38209356,-88.43424657,NA,NA,NA,0.48,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Mississippi,marsh,C2,NA,NA,15
Osland_et_al_2016,Grand_Bay,grand_bay_87,2013,9,27,DISP/JURO transition - mixed,30.38204803,-88.43428059999998,NA,NA,NA,0.5,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Mississippi,marsh,C2,NA,NA,15
Osland_et_al_2016,Grand_Bay,grand_bay_88,2013,9,27,DISP/JURO transition - 2nd dom,30.38201179,-88.43430858,NA,NA,NA,0.476,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Mississippi,marsh,C2,NA,NA,15
Osland_et_al_2016,Grand_Bay,grand_bay_89,2013,9,27,20 m into JURO zone,30.38186664,-88.43443402,NA,NA,NA,0.527,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Mississippi,marsh,C2,NA,NA,15
Osland_et_al_2016,Grand_Bay,grand_bay_90,2013,9,27,40 m into JURO zone,30.38172161,-88.43455288,NA,NA,NA,0.515,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Mississippi,marsh,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_1,2013,12,3,water/succulent transition - 1st dom,26.35445132,-97.3635019,NA,NA,NA,-0.036,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,unvegetated,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_2,2013,12,3,water/succulent transition - mixed,26.35444612,-97.36350001,NA,NA,NA,0.005,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,marsh,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_3,2013,12,3,water/succulent transition - 2nd dom,26.35443954,-97.36349779,NA,NA,NA,0.282,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,marsh,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_4,2013,12,3,succulent/AVGE transition - mixed,26.35443284,-97.36349692,NA,NA,NA,0.251,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,mangrove,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_5,2013,12,3,succulent/AVGE transition - 2nd dom,26.35441273,-97.36349159,NA,NA,NA,0.223,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,mangrove,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_6,2013,12,3,AVGE/succulent transition - 1st dom,26.3543306,-97.36344948,NA,NA,NA,0.237,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,mangrove,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_7,2013,12,3,AVGE/succulent transition - mixed,26.3541963,-97.36338298,NA,NA,NA,0.18,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,mangrove,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_8,2013,12,3,AVGE/succulent transition - 2nd dom,26.35406638,-97.3633227,NA,NA,NA,0.252,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,marsh,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_9,2013,12,3,20 m into succulent zone,26.35392023,-97.36324154,NA,NA,NA,0.238,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,marsh,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_10,2013,12,3,succulent/MOLI transition - 1st dom,26.35390823,-97.36323329,NA,NA,NA,0.293,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,marsh,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_11,2013,12,3,succulent/MOLI transition - mixed,26.35389727,-97.36322653,NA,NA,NA,0.302,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,marsh,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_12,2013,12,3,succulent/MOLI transition - 2nd dom,26.35388895,-97.3632216,NA,NA,NA,0.308,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,marsh,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_13,2013,12,3,MOLI/mud flat transition - 1st dom,26.35388198,-97.36321734,NA,NA,NA,0.355,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,marsh,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_14,2013,12,3,MOLI/mud flat transition - mixed extra,26.3538753,-97.36321279,NA,NA,NA,0.354,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,marsh,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_15,2013,12,3,MOLI/mud flat transition - mixed,26.35386267,-97.36320524000001,NA,NA,NA,0.405,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,marsh,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_16,2013,12,3,MOLI/mud flat transition - 2nd dom,26.35382876,-97.36318498,NA,NA,NA,0.381,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,mudflat,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_17,2013,12,3,flat/algae transition - 1st dom,26.35366251,-97.36309472,NA,NA,NA,0.391,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,mudflat,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_18,2013,12,3,flat/algae transition - mixed,26.3536445,-97.3630832,NA,NA,NA,0.275,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,algal mat,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_19,2013,12,3,flat/algae transition - 2nd dom,26.3536326,-97.36307501,NA,NA,NA,0.262,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,algal mat,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_20,2013,12,3,flat/MOLI+succulent transition - 1st dom,26.35359357,-97.36305369,NA,NA,NA,0.291,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,mudflat,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_21,2013,12,3,flat/MOLI+succulent transition - mixed,26.35357257,-97.36304177,NA,NA,NA,0.378,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,marsh,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_22,2013,12,3,flat/MOLI+succulent transition - 2nd dom,26.3535617,-97.36303609,NA,NA,NA,0.435,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,marsh,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_23,2013,12,3,flat/algae transition - 1st dom,26.35342079,-97.36295424,NA,NA,NA,0.373,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,mudflat,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_24,2013,12,3,flat/algae transition - mixed,26.35337257,-97.36292741,NA,NA,NA,0.274,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,algal mat,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_25,2013,12,3,flat/algae transition - 2nd dom,26.35330188,-97.36288533,NA,NA,NA,0.253,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,algal mat,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_26,2013,12,3,20 m into algae zone,26.35314004,-97.36279479,NA,NA,NA,0.265,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,algal mat,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_27,2013,12,3,40 m into algae zone,26.35297687,-97.36270611,NA,NA,NA,0.229,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,algal mat,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_28,2013,12,3,water/AVGE+succulent transition - 1st dom,26.35752157,-97.34921152,NA,NA,NA,-0.036,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,unvegetated,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_29,2013,12,3,water/AVGE+succulent transition - mixed,26.35750029,-97.34921475,NA,NA,NA,0.016,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,marsh,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_30,2013,12,3,water/AVGE+succulent transition - 2nd dom,26.35749029,-97.34921599,NA,NA,NA,0.098,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,marsh,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_31,2013,12,3,AVGE+succulent/flat transition - 1st dom,26.3574816,-97.34921711,NA,NA,NA,0.164,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,marsh,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_32,2013,12,3,AVGE+succulent/flat transition - mixed,26.35746261,-97.34922169,NA,NA,NA,0.284,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,marsh,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_33,2013,12,3,AVGE+succulent/flat transition - 2nd dom,26.35744494,-97.34921747000001,NA,NA,NA,0.329,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,mudflat,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_34,2013,12,3,flat/upland mix transition - 1st dom,26.35729796,-97.34920387,NA,NA,NA,0.369,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,mudflat,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_35,2013,12,3,flat/upland mix transition - mixed,26.35728803,-97.34920299,NA,NA,NA,0.4875,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,upland,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_36,2013,12,3,FLIP - flat/upland mix transition - 2nd dom,26.35728156,-97.34920095,NA,NA,NA,0.8884999999999998,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,upland,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_37,2013,12,4,dense seagrass/sparse seagrass transition - 1st dom,26.04588595,-97.18183716,NA,NA,NA,-0.463,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,seagrass,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_38,2013,12,4,dense seagrass/sparse seagrass transition - mixed,26.04588894,-97.18176475000001,NA,NA,NA,-0.368,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,seagrass,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_39,2013,12,4,dense seagrass/sparse seagrass transition - 2nd dom,26.04589216,-97.18171281,NA,NA,NA,-0.245,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,seagrass,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_40,2013,12,4,sparse seagrass/SPAL transition - 1st dom,26.04589859,-97.18157377,NA,NA,NA,-0.08,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,seagrass,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_41,2013,12,4,sparse seagrass/SPAL transition - mixed,26.04589933,-97.18154176,NA,NA,NA,-0.117,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,seagrass,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_42,2013,12,4,sparse seagrass/SPAL transition - 2nd dom,26.04589875,-97.18151791,NA,NA,NA,-0.11,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,marsh,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_43,2013,12,4,SPAL/AVGE transition - 1st dom,26.04590287,-97.18146435000001,NA,NA,NA,-0.043,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,marsh,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_44,2013,12,4,SPAL/AVGE transition - mixed,26.04590503,-97.1814334,NA,NA,NA,0.007,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,marsh,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_45,2013,12,4,SPAL/AVGE transition - 2nd dom,26.04591275,-97.18135909,NA,NA,NA,0.047,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,mangrove,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_46,2013,12,4,20 m into AVGE zone,26.04595973,-97.18116746,NA,NA,NA,0.059,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,mangrove,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_47,2013,12,4,40 m into AVGE zone,26.04601062,-97.18098022,NA,NA,NA,0.149,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,mangrove,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_48,2013,12,4,seagrass/flat transition - 1st dom,26.04638141,-97.18471397,NA,NA,NA,-0.117,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,seagrass,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_49,2013,12,4,seagrass/flat transition - mixed,26.04638537,-97.18472485,NA,NA,NA,-0.162,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,seagrass,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_50,2013,12,4,seagrass/flat transition - 2nd dom,26.04639059,-97.18474499000001,NA,NA,NA,-0.107,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,mudflat,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_51,2013,12,4,20 m into flat,26.04643389,-97.18493816,NA,NA,NA,0.045,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,unvegetated,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_52,2013,12,4,flat/AVGE transition - 1st dom,26.04643956,-97.1849556,NA,NA,NA,0.04,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,mudflat,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_53,2013,12,4,flat/AVGE transition - mixed,26.04644577,-97.18497709,NA,NA,NA,0.076,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,mangrove,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_54,2013,12,4,flat/AVGE transition - 2nd dom,26.04644735,-97.18499551,NA,NA,NA,0.192,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,mangrove,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_55,2013,12,4,15 cm elevation gain,26.04645092,-97.1850118,NA,NA,NA,0.436,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,mangrove,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_56,2013,12,4,AVGE/succulent transition - 1st dom,26.04645453,-97.18502739,NA,NA,NA,0.336,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,mangrove,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_57,2013,12,4,AVGE/succulent transition - mixed,26.04645916,-97.18504495,NA,NA,NA,0.39,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,mangrove,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_58,2013,12,4,AVGE/succulent transition - 2nd dom (flip),26.0464602,-97.18505253,NA,NA,NA,0.338,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,marsh,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_59,2013,12,4,succulent/algal flat transition - 1st dom (flip),26.04646155,-97.1850614,NA,NA,NA,0.31,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,marsh,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_60,2013,12,4,succulent/algal flat transition - mixed,26.04646612,-97.18507218,NA,NA,NA,0.301,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,marsh,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_61,2013,12,4,succulent/algal flat transition - 2nd dom,26.04647013,-97.18508788,NA,NA,NA,0.264,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,algal mat,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_62,2013,12,4,20 m into algal flat,26.04648827,-97.18529627,NA,NA,NA,0.278,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,algal mat,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_63,2013,12,4,40 m into algal flat,26.04650437,-97.18550598,NA,NA,NA,0.268,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,algal mat,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_64,2013,12,4,water/SPAL transition - 1st dom,26.04805651,-97.18154988,NA,NA,NA,-0.034,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Texas,unvegetated,C2,NA,NA,15
