"study_id","site_id","plot_id","plot_area","plot_shape","plot_center_latitude","plot_center_longitude","plot_radius","year","month","day","field_or_manipulation_code","habitat","dominant_species","plant_plot_detail_present","soil_core_present","latitude","longitude","position_method","max_soil_depth_reporting","plot_notes","ecosystem_type","protection_status","protection_notes","ecosystem_health","salinity","plant_count","plot_soil_carbon_total","plot_soil_carbon_100cm","plot_plant_carbon","salinity_class","salinity_method","vegetation_class","coordinates_obscured_flag","land_use_class","land_use_status","plot_basal_density","position_notes","debris_carbon","understory_carbon","soil_carbon_100cm","soil_carbon_300cm","aboveground_plant_carbon","belowground_plant_carbon","method_id","plot_sapling_area","site_notes","position_accuracy","disturbance_notes","disturbance_year","ecosystem_condition","disturbance_class","ecotype","basal_area","harvest_or_allometry","coordinate_obscured_flag","stand_age","aboveground_biomass","belowground_biomass","aboveground_carbon","belowground_carbon","basal_area_unit"
"Morrissette_et_al_2023","Gra Gra Lagoon","Gra Gra Lagoon_1_4",NA,"circular",NA,NA,NA,"2021","9","9","field","mangrove","Avicennia germinans","TRUE","TRUE","16.935951","-88.245024","handheld","193","emerging from area of mostly dead trees, semi sparse, healthy looking mangroves, 20-25ft tall, firm under foot, water depth 3in, lots of saplings","lagoon","Protected","Gra Gra Lagoon National Park","degraded","34","53","410.4189281","246.8578154","120.5015424","mixoeuhaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Gra Gra Lagoon","Gra Gra Lagoon_1_5",NA,"circular",NA,NA,NA,"2021","9","9","field","mangrove","Avicennia germinans","TRUE","TRUE","16.935931","-88.245217","handheld","210","in the edge of degraded mangrove stand (healthy to the right degraded to the left), black mangrove 20-25ft tall, most 10ft, on degraded side the dead were ~15ft tall","lagoon","Protected","Gra Gra Lagoon National Park","degraded","34","58","530.4190797","380.3354459","92.37011601","mixoeuhaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Gra Gra Lagoon","Gra Gra Lagoon_1_6",NA,"circular",NA,NA,NA,"2021","9","9","field","mangrove","Avicennia germinans","TRUE","TRUE","16.935956","-88.245422","handheld","238","degraded black mangroves on the right, just beyond the plot, healthy in plot. Mix of red and black 30-45ft tall, no signs of stress","lagoon","Protected","Gra Gra Lagoon National Park","degraded","35","47","594.2380596","304.1728641","76.61714956","mixoeuhaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Gra Gra Lagoon","Gra Gra Lagoon_2_1",NA,"circular",NA,NA,NA,"2021","9","9","field","mangrove","Rhizophora mangle","TRUE","TRUE","16.938988","-88.242735","handheld","215","** transect was every 20m instead of 25** dwarf mangroves, very dense, standing water to 6in depth","lagoon","Protected","Gra Gra Lagoon National Park","degraded","33","26","1155.69013","629.1142549","48.27951019","mixoeuhaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Gra Gra Lagoon","Gra Gra Lagoon_2_2",NA,"circular",NA,NA,NA,"2021","9","9","field","mangrove","Rhizophora mangle","TRUE","TRUE","16.93908","-88.242891","handheld","69","dense dwarf mangroves, 6in standing water","lagoon","Protected","Gra Gra Lagoon National Park","degraded","34","38","297.2817785","297.2817785","30.91590356","mixoeuhaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Gra Gra Lagoon","Gra Gra Lagoon_2_3",NA,"circular",NA,NA,NA,"2021","9","9","field","mangrove","Rhizophora mangle","TRUE","TRUE","16.939103","-88.243067","handheld","207","dense dwarf mangroves, 6in standing water, large dead trees","lagoon","Protected","Gra Gra Lagoon National Park","degraded","30","30","1073.631187","629.466484","39.79233608","polyhaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Gra Gra Lagoon","Gra Gra Lagoon_2_4",NA,"circular",NA,NA,NA,"2021","9","9","field","mangrove","Rhizophora mangle","TRUE","TRUE","16.939055","-88.243254","handheld","49","shorter mangroves, 6 in standing water","lagoon","Protected","Gra Gra Lagoon National Park","degraded","30","31","259.2509579","259.2509579","64.381193","polyhaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Gra Gra Lagoon","Gra Gra Lagoon_2_5",NA,"circular",NA,NA,NA,"2021","9","9","field","mangrove","Rhizophora mangle","TRUE","TRUE","16.939034","-88.243414","handheld","144.5","dense dwarf mangroves 1.5m, 6in standing water, some dead wood","lagoon","Protected","Gra Gra Lagoon National Park","degraded","32","26","937.7163539","712.5115389","41.16016585","mixoeuhaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Gra Gra Lagoon","Gra Gra Lagoon_2_6",NA,"circular",NA,NA,NA,"2021","9","9","field","mangrove","Rhizophora mangle","TRUE","TRUE","16.939019","-88.243595","handheld","113","2-3m tall red mangroves, not as dense as last plot (bird)","lagoon","Protected","Gra Gra Lagoon National Park","degraded","31","22","814.401722","742.0118688","23.73289529","mixoeuhaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Channel Caye","Channel Caye_1_1",NA,"circular",NA,NA,NA,"2021","9","10","field","mangrove","Avicennia germinans","TRUE","TRUE","16.643723","-88.164621","handheld","174","*All of both transects were full of trash* just beyond red mangroves into a huge mature ancient tree 15m tall, low lying non-mangrove vegetation","caye","Protected","South Water Caye Marine Reserve","disturbed","35","27","878.5478676","574.9539348","302.4687957","mixoeuhaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Channel Caye","Channel Caye_1_2",NA,"circular",NA,NA,NA,"2021","9","10","field","mangrove","Avicennia germinans","TRUE","TRUE","16.643679","-88.164457","handheld","136","white mangrove, above 10 in water, microplastic, chopped trees with chainsaw","caye","Protected","South Water Caye Marine Reserve","disturbed","35","29","821.5240556","645.1962651","148.0191597","mixoeuhaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Channel Caye","Channel Caye_1_3",NA,"circular",NA,NA,NA,"2021","9","10","field","mangrove","Avicennia germinans","TRUE","TRUE","16.643613","-88.164178","handheld","140","white mangroves, undergrowth, water 6in deep, lots of microplastics","caye","Protected","South Water Caye Marine Reserve","disturbed","28","49","1018.726974","773.3607006","222.7122395","polyhaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Channel Caye","Channel Caye_1_4",NA,"circular",NA,NA,NA,"2021","9","10","field","mangrove","Avicennia germinans","TRUE","TRUE","16.643556","-88.164014","handheld","140","white mangroves 15m tall, some chopped wood, vegetation at the soil, water 6 in, soil firm","caye","Protected","South Water Caye Marine Reserve","disturbed","28","67","686.5102527","567.1369562","229.6746474","polyhaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Channel Caye","Channel Caye_1_5",NA,"circular",NA,NA,NA,"2021","9","10","field","mangrove","Avicennia germinans","TRUE","TRUE","16.643416","-88.163693","handheld","145","white mangrove dwarf, soil vegetation, lots of trash, standing water 7 in","caye","Protected","South Water Caye Marine Reserve","disturbed","27","35","824.9454619","599.4934701","162.779756","polyhaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Channel Caye","Channel Caye_1_6",NA,"circular",NA,NA,NA,"2021","9","10","field","mangrove","Avicennia germinans","TRUE","TRUE","16.643939","-88.164345","handheld","106","*located 25m to the north of P2* black mangrove, 15-20m tall, pile of dead wood, lots of cut mangroves, water 8 in deep","caye","Protected","South Water Caye Marine Reserve","disturbed","30","56","617.9097357","612.55187","130.4699884","polyhaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Channel Caye","Channel Caye_2_1",NA,"circular",NA,NA,NA,"2021","9","10","field","mangrove","Avicennia germinans","TRUE","TRUE","16.644835","-88.16455","handheld","100","mix of red and black (60%black), sparse, standing water 3 in, fringing red mangroves to shoreline - did seagrass coring here","caye","Protected","South Water Caye Marine Reserve","disturbed","33","18","581.0333022","581.0333022","90.40580643","mixoeuhaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Channel Caye","Channel Caye_2_2",NA,"circular",NA,NA,NA,"2021","9","10","field","mangrove","Laguncularia racemosa","TRUE","TRUE","16.644791","-88.164332","handheld","79.5","denser mangroves, moslty black about 15-20ft tall, standing water","caye","Protected","South Water Caye Marine Reserve","disturbed","30","41","553.2128267","553.2128267","139.5032103","polyhaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Channel Caye","Channel Caye_2_3",NA,"circular",NA,NA,NA,"2021","9","10","field","mangrove","Laguncularia racemosa","TRUE","TRUE","16.644709","-88.164128","handheld","70","tall black mangroves, some red mixed in, standing water 4 in","caye","Protected","South Water Caye Marine Reserve","disturbed","21","29","477.0792628","477.0792628","210.6972512","polyhaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Channel Caye","Channel Caye_2_4",NA,"circular",NA,NA,NA,"2021","9","10","field","mangrove","Laguncularia racemosa","TRUE","TRUE","16.644587","-88.163938","handheld","90","many thin white mangroves with some ery large 30ft tall black mangrove trees, standing water, some red mixed in","caye","Protected","South Water Caye Marine Reserve","disturbed","28","53","662.4725916","662.4725916","211.4316294","polyhaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Channel Caye","Channel Caye_2_5",NA,"circular",NA,NA,NA,"2021","9","10","field","mangrove","Avicennia germinans","TRUE","TRUE","16.644532","-88.163719","handheld","88","end of caye facing orcean, sparse black mangrove with fringing red to the edge, standing water, black trees very large, disturbed area","caye","Protected","South Water Caye Marine Reserve","disturbed","28","8","530.2835","530.2835","32.67927662","polyhaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Channel Caye","Channel Caye_2_6",NA,"circular",NA,NA,NA,"2021","9","10","field","mangrove","Laguncularia racemosa","TRUE","TRUE","16.644742","-88.163687","handheld","101","*located to the north of P5* black mangroves, mix of medium to small white trees, few red, standing water deeper than previous sites, pnuematophores at top","caye","Protected","South Water Caye Marine Reserve","disturbed","30","39","604.8946146","604.8946146","124.8655341","polyhaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Big Creek","Big Creek_1_1",NA,"circular",NA,NA,NA,"2021","9","12","field","mangrove","Rhizophora mangle","TRUE","TRUE","16.50698","-88.402406","handheld","110","massively disturbed site, filled up by dredging material, mostly red mangrove dwarf, water 2 in deep, couple bottonwood","riverine","National Legislation",NA,"healthy","5","7","326.0861546","326.0861546","2.626544611","oligohaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Big Creek","Big Creek_1_2",NA,"circular",NA,NA,NA,"2021","9","12","field","mangrove","Rhizophora mangle","TRUE","TRUE","16.506978","-88.402658","handheld","110","red mangroves, standing water at 3 in, taller trees about 5m, open canopy, dense roots, oxygen stress and leaves eaten by insects","riverine","National Legislation",NA,"healthy","5","23","283.5076338","283.5076338","41.59142576","oligohaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Big Creek","Big Creek_1_3",NA,"circular",NA,NA,NA,"2021","9","12","field","mangrove","Rhizophora mangle","TRUE","TRUE","16.506934","-88.402866","handheld","257","red mangroves, open canopy, shorter trees, dense roots, standing water 6 in, creek on west edge (cannot go further)","riverine","National Legislation",NA,"healthy","5","19","967.3726863","282.0184116","37.11015247","oligohaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Big Creek","Big Creek_1_4",NA,"circular",NA,NA,NA,"2021","9","12","field","mangrove","Rhizophora mangle, Avicennia germinans","TRUE","TRUE","16.507177","-88.402589","handheld","110","*moved 25m north for a second 3-plot transect* dwarf red mangrove, standing water 2 in deep, some buttonwood, very muddy open water","riverine","National Legislation",NA,"healthy","3","8","432.5855778","413.8773527","2.787692318","oligohaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Big Creek","Big Creek_1_5",NA,"circular",NA,NA,NA,"2021","9","12","field","mangrove","Rhizophora mangle","TRUE","TRUE","16.507134","-88.402815","handheld","164","dwarf red, standing water about 8 in, open canopy","riverine","National Legislation",NA,"healthy","5","28","562.724119","342.4653483","31.93389684","oligohaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Big Creek","Big Creek_1_6",NA,"circular",NA,NA,NA,"2021","9","12","field","mangrove","Rhizophora mangle","TRUE","TRUE","16.507176","-88.402977","handheld","287","dwarf red, open canopy, 1.5ft standing water, trees very unhealthy","riverine","National Legislation",NA,"healthy","5","29","1173.305016","249.2741921","62.29283242","oligohaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Big Creek","Big Creek_2_1",NA,"circular",NA,NA,NA,"2021","9","12","field","mangrove","Laguncularia racemosa","TRUE","TRUE","16.510383","-88.424776","handheld","84","narrow fringe of medium mangrove, dwarf mangrove, mangrove savannah","riverine","National legislation",NA,"healthy","16","22","298.3747044","298.3747044","9.334643898","mesohaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Big Creek","Big Creek_2_2",NA,"circular",NA,NA,NA,"2021","9","12","field","mangrove","Rhizophora mangle","TRUE","TRUE","16.510577","-88.424687","handheld","121","dwarf red with sparse white - other flora present (juncus, cuscuta)","riverine","National legislation",NA,"healthy",NA,"48","429.6363883","344.6654802","24.17498487",NA,NA,"forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Big Creek","Big Creek_2_3",NA,"circular",NA,NA,NA,"2021","9","12","field","mangrove","Rhizophora mangle","TRUE","TRUE","16.51077","-88.424582","handheld","69","dwarf red with sparse white - other flora present (juncus, cuscuta)","riverine","National legislation",NA,"healthy",NA,"46","271.2109439","271.2109439","24.33740261",NA,NA,"forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Big Creek","Big Creek_2_4",NA,"circular",NA,NA,NA,"2021","9","12","field","mangrove","Rhizophora mangle","TRUE","TRUE","16.510987","-88.424456","handheld","172","medium sized mangroves, epiphytes, less juncus present","riverine","National legislation",NA,"healthy",NA,"42","618.0643894","473.1480729","42.79176643",NA,NA,"forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Big Creek","Big Creek_2_5",NA,"circular",NA,NA,NA,"2021","9","12","field","mangrove","Rhizophora mangle","TRUE","TRUE","16.51119","-88.424355","handheld","73","medium sized mangroves, epiphytes, less juncus present","riverine","National legislation",NA,"healthy",NA,"46","375.5237545","375.5237545","51.50881112",NA,NA,"forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Big Creek","Big Creek_2_6",NA,"circular",NA,NA,NA,"2021","9","12","field","mangrove","Rhizophora mangle","TRUE","TRUE","16.511387","-88.424259","handheld","155","medium sized mangroves, epiphytes, less juncus present, more carex and standing water","riverine","National legislation",NA,"healthy",NA,"75","861.8362989","589.5378407","65.19900945",NA,NA,"forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Payne's Creek","Payne's Creek_1_1",NA,"circular",NA,NA,NA,"2021","9","14","field","mangrove","Rhizophora mangle","TRUE","TRUE","16.281376","-88.593427","handheld","328","medium red mangroves, swampy, low standing water ~1 in, dense roots, eaten leaves, lots of fallen","riverine","Protected","Payne’s Creek National Park","healthy","3","61","1099.725695","496.9377418","164.8185435","oligohaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Payne's Creek","Payne's Creek_1_2",NA,"circular",NA,NA,NA,"2021","9","14","field","mangrove","Rhizophora mangle","TRUE","TRUE","16.281201","-88.593547","handheld","290","mixed red and white, standing water < 1in, very dense roots and canopy, lots of leaf detritus, healthier leaves","riverine","Protected","Payne’s Creek National Park","healthy","5","88","829.9175434","384.0306574","210.6909885","oligohaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Payne's Creek","Payne's Creek_1_3",NA,"circular",NA,NA,NA,"2021","9","14","field","mangrove","Rhizophora mangle","TRUE","TRUE","16.280991","-88.593585","handheld","125","mostly red, some white, wet ground <1in, standing water, eaten leaves, dense","riverine","Protected","Payne’s Creek National Park","healthy","5","47","412.0775613","356.3471752","91.46605418","oligohaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Payne's Creek","Payne's Creek_1_4",NA,"circular",NA,NA,NA,"2021","9","14","field","mangrove","Rhizophora mangle","TRUE","TRUE","16.280767","-88.593632","handheld","273","mostly red mangrove, dense root system, standing water 1 in, lots of detritus, leaves are healthier, dense canopy, oxygen stress","riverine","Protected","Payne’s Creek National Park","healthy","3","69","773.8884701","337.3516709","232.9651962","oligohaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Payne's Creek","Payne's Creek_1_5",NA,"circular",NA,NA,NA,"2021","9","14","field","mangrove","Rhizophora mangle","TRUE","TRUE","16.280585","-88.593779","handheld","156","mostly red, wet ground, lots of detritus, eaten leaves, dense canopy and roots","riverine","Protected","Payne’s Creek National Park","healthy","3","40","452.921867","326.3780407","75.00555555","oligohaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Payne's Creek","Payne's Creek_1_6",NA,"circular",NA,NA,NA,"2021","9","14","field","mangrove","Rhizophora mangle","TRUE","TRUE","16.280234","-88.593796","handheld","64","dense red mangroves, wet ground, leaf detritus, other species","riverine","Protected","Payne’s Creek National Park","healthy","8","36","234.8110795","234.8110795","68.39290447","mesohaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Payne's Creek","Payne's Creek_2_1",NA,"circular",NA,NA,NA,"2021","9","14","field","mangrove","Rhizophora mangle","TRUE","TRUE","16.288337","-88.591185","handheld","110","medium height red mangroves, dense prop roots, one or two black mangroves, difficult to take a core due to thick rots, standing water 2-3cm","riverine","Protected","Payne’s Creek National Park","healthy","2","20","658.4841008","627.4666141","62.62529443","oligohaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Payne's Creek","Payne's Creek_2_2",NA,"circular",NA,NA,NA,"2021","9","14","field","mangrove","Rhizophora mangle","TRUE","TRUE","16.288585","-88.591221","handheld","117","mixed red and black, more open canopy, standing water 3 cm, a lot of pneumatophores, not as dense roots","riverine","Protected","Payne’s Creek National Park","healthy","2","28","687.0477849","633.2585447","64.89328761","oligohaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Payne's Creek","Payne's Creek_2_3",NA,"circular",NA,NA,NA,"2021","9","14","field","mangrove","Rhizophora mangle","TRUE","TRUE","16.28884","-88.5913","handheld","73","similar to plot 2, medium red with sparse tall black, big dead trees","riverine","Protected","Payne’s Creek National Park","healthy","2","29","497.7522186","497.7522186","49.60362692","oligohaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Payne's Creek","Payne's Creek_2_4",NA,"circular",NA,NA,NA,"2021","9","14","field","mangrove","Rhizophora mangle","TRUE","TRUE","16.289035","-88.591352","handheld","79","similar to plot 2, medium red with sparse tall black, big dead trees","riverine","Protected","Payne’s Creek National Park","healthy","4","26","533.0225402","533.0225402","51.30118968","oligohaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Payne's Creek","Payne's Creek_2_5",NA,"circular",NA,NA,NA,"2021","9","14","field","mangrove","Rhizophora mangle","TRUE","TRUE","16.28924","-88.591436","handheld","285","red mangrove (medium), denser than plot 4, fewer black, still standing water, more prop roots","riverine","Protected","Payne’s Creek National Park","healthy","0","36","1313.199811","677.947181","83.2710519","fresh","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Payne's Creek","Payne's Creek_2_6",NA,"circular",NA,NA,NA,"2021","9","14","field","mangrove","Rhizophora mangle","TRUE","TRUE","16.289436","-88.591477","handheld","185","similar to plot 5 but a little more sparse","riverine","Protected","Payne’s Creek National Park","healthy","0","34","909.0098204","638.9237604","61.2991493","fresh","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Frenchman Caye","Frenchman Caye_1_1",NA,"circular",NA,NA,NA,"2021","9","15","field","mangrove","Rhizophora mangle","TRUE","TRUE","16.182486","-88.658633","handheld","97.5","dwarf red, 4-6 in standing water, eaten leaves, some dead roots, detritus","caye","Protected","Port Honduras Marine Reserve","healthy","28","69","272.174478","272.174478","89.40728081","polyhaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Frenchman Caye","Frenchman Caye_1_2",NA,"circular",NA,NA,NA,"2021","9","15","field","mangrove","Rhizophora mangle","TRUE","TRUE","16.182618","-88.658878","handheld","96","dwarf red, very dense roots, oxygen stress, wet/muddy ground, lots of detritus eaten leaves (yellow & unhealthy)","caye","Protected","Port Honduras Marine Reserve","healthy","30","59","305.9795658","305.9795658","69.18207008","polyhaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
