study_id,site_id,site_description,site_latitude_max,site_latitude_min,site_longitude_max,site_longitude_min,salinity_class,salinity_method,salinity_notes,vegetation_class,vegetation_method,vegetation_notes,inundation_class,inundation_method,inundation_notes
Nahlik_and_Fennessy_2016,NWCA11-2426,Lower Ashepoo River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1266,Indian River Lagoon; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2418,Beaufort River-Atlantic Intracoastal Waterway; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2407,North Edisto River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2434,Beaufort River-Atlantic Intracoastal Waterway; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2435,North Edisto River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-R067,Lower Yellow River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1002,Fish River-Frontal Mobile Bay; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2410,Coosaw River-Port Royal Sound; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1105,San Francisco Bay; California,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2639,Currituck Sound; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2637,Mobjack Bay-Lower Chesapeake Bay; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2536,Dickinson Bayou; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2420,Bulls Bay; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2066,Oyster Creek-Jarrett Bay; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2025,Neuse River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2404,Bulls Bay; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2412,Little River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2666,Currituck Sound; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2653,Currituck Sound; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2647,Lower York River; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2634,Mobjack Bay-Lower Chesapeake Bay; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2651,Mobjack Bay-Lower Chesapeake Bay; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2652,Machipongo River-Hog Island Bay; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2427,Great Pee Dee River-Winyah Bay; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1021,Fish River-Frontal Mobile Bay; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1017,Fish River-Frontal Mobile Bay; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1823,Roque Bluffs Frontal Drainages; New England,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1836,Schoodic Point-Petit-Manan Point Frontal Drainages; New England,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1010,Fish River-Frontal Mobile Bay; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1203,Rehoboth Bay; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2599,Matagorda Bay; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2600,Halls Bayou; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2582,Spindletop Ditch; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2531,East Branch Mad Island Slough-Matagorda Bay; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1222,Smyrna River-Delaware Bay; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1210,Inland Bays; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-R127,Pt Aux Chenes Bay-Mississippi Sound; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1622,Terrebonne Bay-Frontal Gulf of Mexico; Lower Mississippi,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1638,Terrebonne Bay-Frontal Gulf of Mexico; Lower Mississippi,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1646,Fourleague Bay-Frontal Gulf of Mexico; Lower Mississippi,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1661,Bayou Terre Aux Boeufs-Frontal Breton Sound; Lower Mississippi,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1677,Terrebonne Bay-Frontal Gulf of Mexico; Lower Mississippi,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1685,Terrebonne Bay-Frontal Gulf of Mexico; Lower Mississippi,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1697,Fourleague Bay-Frontal Gulf of Mexico; Lower Mississippi,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2588,East Branch Mad Island Slough-Matagorda Bay; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1197,Smyrna River-Delaware Bay; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1226,Appoquinimink River-Delaware River; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2443,Great Pee Dee River-Winyah Bay; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2450,Calibogue Sound; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2454,Coosaw River-Port Royal Sound; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2458,Coosaw River-Port Royal Sound; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1202,Appoquinimink River-Delaware River; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-3047,Weeki Wachi River-Double Hammock Creek Frontal; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2677,Currituck Sound; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1335,East Charlotte Harbor Frontal; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1326,Tolomato River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1303,Crystal River-Homosassa River Frontal; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1218,Inland Bays; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1213,Delaware Bay-Deep; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2549,Salt Bayou; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2577,Salt Bayou; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1039,Bayo Sara-Mobile River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2355,Lower Siletz River-Frontal Pacific Ocean; Pacific Northwest,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2632,Messongo Creek-Pocomoke Sound; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2636,Metompkin Bay-Burtons Bay; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2643,Marumsco Creek-Pocomoke Sound; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2674,Lower Chincoteague Bay; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2664,Lower Chincoteague Bay; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1633,Bayou Pointe Au Chien-Frontal Timbalier Bay; Lower Mississippi,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2538,Spindletop Ditch; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1669,Terrebonne Bay-Frontal Gulf of Mexico; Lower Mississippi,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1643,Lower Vermilion River-Frontal Vermilion Bay; Lower Mississippi,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1630,Fourleague Bay-Frontal Gulf of Mexico; Lower Mississippi,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1645,Mississippi River Delta-Frontal Gulf of Mexico; Lower Mississippi,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1614,Bayou Penchant; Lower Mississippi,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1673,Fourleague Bay-Frontal Gulf of Mexico; Lower Mississippi,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1961,Biloxi Bay-Mississippi Sound; South Atlantic Gulf,NA,NA,NA,NA,palustrine,field observation,NA,scrub shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2581,Salt Bayou; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2575,Aransas Bay; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2603,San Antonio Bay-Espiritu Santo Bay; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2565,Salt Bayou; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1200,Mispillion River-Delaware Bay; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1198,Appoquinimink River-Delaware River; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1233,Lower Florida Keys; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1665,Bayou Perot-Little Lake; Lower Mississippi,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1635,Lower Vermilion River-Frontal Vermilion Bay; Lower Mississippi,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1683,Schooner Bayou Canal-Intracoastal Waterway; Lower Mississippi,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1705,Bayou Pointe Au Chien-Frontal Timbalier Bay; Lower Mississippi,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2026,Pamlico Sound-Hatteras Inlet; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-R135,Manahawkin Bay-Little Egg Harbor; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1027,Bayo Sara-Mobile River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1005,Bayo Sara-Mobile River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1019,Bayo Sara-Mobile River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1260,Lower St. Marys River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1364,Lower Loxahatchee River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1334,Lower St. Marys River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-4499,Naselle River-Frontal Willapa Bay; Pacific Northwest,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2721,Naselle River-Frontal Willapa Bay; Pacific Northwest,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-4522,Skagit Bay-Whidbey Basin; Pacific Northwest,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2710,Skagit Bay-Whidbey Basin; Pacific Northwest,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1634,Marsh Island-Frontal Gulf of Mexico; Lower Mississippi,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1618,Marsh Island-Frontal Gulf of Mexico; Lower Mississippi,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2608,East Matagorda Bay; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2605,Salt Bayou; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2598,Cane Bayou; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2566,Spindletop Ditch; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2537,Salt Bayou; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2030,Bogue Banks-Bogue Sound; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-6301,Naselle River-Frontal Willapa Bay; Pacific Northwest,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-4503,Naselle River-Frontal Willapa Bay; Pacific Northwest,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1420,Sapelo River-Atlantic Ocean; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1418,Doboy Sound-Atlantic Ocean; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1417,Wilmington River-Atlantic Ocean; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1416,Medway River-Atlantic Ocean; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1413,Little Satilla River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-3586,Little Choptank River; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-3583,Little Choptank River; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1792,Upper Chincoteague Bay; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1813,Little Choptank River; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1805,Little Choptank River; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1803,Little Choptank River; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1793,Blackwater River; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1779,Little Choptank River; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1776,Transquaking River; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1369,Ossabaw Sound-Atlantic Ocean; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-3580,Honga River-Chesapeake Bay; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-3588,Wicomico River; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1180,Hammonasset River-Frontal Long Island Sound; New England,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1746,Cape Cod; New England,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1750,Cape Cod; New England,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1752,Elizabeth Islands-Marthas Vineyard; New England,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1753,North River-Frontal Massachusetts Bay; New England,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1754,Cape Cod; New England,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2265,Carmans River-Great South Bay; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2269,Shinnecock Bay-Atlantic Ocean; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-R089,Cape Cod; New England,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-R002,Back River-Lower Chesapeake Bay; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-R052,Upper York River; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-R071,Pamlico Sound-Ocracoke Inlet; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2390,Palmer River; New England,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2382,Narragansett Bay; New England,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2529,East Matagorda Bay; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-R006,North Inlet; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2262,South Oyster Bay-Jones Inlet; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2281,Great South Bay-Fire Island Inlet; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2279,South Oyster Bay-Jones Inlet; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
