study_id,site_id,site_description,site_latitude_max,site_latitude_min,site_longitude_max,site_longitude_min,salinity_class,salinity_method,vegetation_class,vegetation_method,vegetation_notes,inundation_class,inundation_method,inundation_notes
Nahlik_and_Fennessy_2016,NWCA11-1300,Lower St. Marks River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1305,Indian River Lagoon; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1342,Lower Sopchoppy River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1637,Bayou Terre Aux Boeufs-Frontal Breton Sound; Lower Mississippi,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1368,South Newport River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1370,Brunswick River-Atlantic Ocean; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1377,Lower Satilla River-Atlantic Ocean; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1379,Doboy Sound-Atlantic Ocean; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1009,Bayo Sara-Mobile River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1035,Bayo Sara-Mobile River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1953,Ship Island Pass-Mississippi Sound; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1946,West Pascagoula River-Pascagoula River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1653,Bayou Gentilly-Bayou Terre aux Boeufs; Lower Mississippi,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1666,Old North Bayou-Starks South Canal; Lower Mississippi,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2069,Pamlico Sound-Ocracoke Inlet; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2455,Harbor River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2446,North Edisto River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2442,Lower Ashepoo River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2424,Cape Romain; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2403,North Edisto River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2068,Neuse River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2065,Lake Mattamuskeet-Rose Bay; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-3988,Great Egg Harbor Bay-Barrier Islands; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-3989,Raritan Bay-Lower Bay; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2222,Manahawkin Bay-Little Egg Harbor; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2220,Tuckahoe River; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2215,Raritan Bay-Lower Bay; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2207,Raritan Bay-Lower Bay; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2205,Great Egg Harbor Bay-Barrier Islands; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2204,Lower Great Egg Harbor River; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2203,Manahawkin Bay-Little Egg Harbor; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2199,Raritan Bay-Lower Bay; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2198,Barnegat Bay; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2197,Great Egg Harbor Bay-Barrier Islands; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2196,Tuckahoe River; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2195,Raritan Bay-Lower Bay; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2186,Great Egg Harbor Bay-Barrier Islands; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2411,Beaufort River-Atlantic Intracoastal Waterway; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2408,Bulls Bay; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2431,Bulls Bay; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2436,Bulls Bay; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2447,Bulls Bay; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2452,Bulls Bay; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2061,Lake Mattamuskeet-Rose Bay; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2052,Cape Lookout Shoals-Core Banks; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1958,Pass Marianne-Mississippi Sound; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-R058,Masonboro Inlet-Mason Inlet; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2423,Stono River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1109,San Pablo Bay; California,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1118,Suisun Bay; California,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1127,San Pablo Bay; California,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1133,San Pablo Bay; California,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1140,Suisun Bay; California,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1207,Rehoboth Bay; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1223,Indian River Bay; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1248,Tolomato River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1256,Goose Creek-Dickerson Bay Frontal; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1263,Rocky Creek-Bumblebee Creek Frontal; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1777,Wicomico River; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1381,Crooked River-Atlantic Ocean; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1384,South Newport River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1388,Medway River-Atlantic Ocean; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1389,Wilmington River-Atlantic Ocean; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1393,Crooked River-Atlantic Ocean; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1395,Sapelo River-Atlantic Ocean; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1397,Crooked River-Atlantic Ocean; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1400,Sapelo River-Atlantic Ocean; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1401,Wilmington River-Atlantic Ocean; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1404,Medway River-Atlantic Ocean; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1408,Medway River-Atlantic Ocean; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1409,Lower St. Marys River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1411,North Newport River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1412,Wilmington River-Atlantic Ocean; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1670,Intracoastal Waterway-Frontal Calcasieu Lake; Lower Mississippi,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1678,Intracoastal Waterway-Frontal Calcasieu Lake; Lower Mississippi,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1691,Black Lake Bayou-Starks North Canal; Lower Mississippi,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1694,Bayou Pointe Au Chien-Frontal Timbalier Bay; Lower Mississippi,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1773,Wicomico River; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1778,Upper Chincoteague Bay; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1789,Little Choptank River; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1798,Upper Tangier Sound; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1801,Wicomico River; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1810,Wicomico River; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1816,Upper Chincoteague Bay; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1817,Honga River-Chesapeake Bay; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1819,Honga River-Chesapeake Bay; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1832,Sheepscot River; New England,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1966,Pass Marianne-Mississippi Sound; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1969,Biloxi Bay-Mississippi Sound; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1973,Ship Island Pass-Mississippi Sound; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2038,Oyster Creek-Jarrett Bay; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2048,Pamlico Sound-Hatteras Inlet; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2070,Currituck Sound; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2074,Croatan Sound; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2076,Pamlico Sound-Hatteras Inlet; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2077,Lake Mattamuskeet-Rose Bay; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2079,Intracoastal Waterway-Pungo River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2081,Lake Mattamuskeet-Rose Bay; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2168,Hampton River-Frontal Atlantic Ocean; New England,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2170,Great Bay Drainages; New England,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2175,Hampton River-Frontal Atlantic Ocean; New England,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-R077,Henderson Creek-Barron River Frontal; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2527,Laguna Atascosa; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2530,Old River-Trinity River; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2535,Keller Branch-Lavaca River; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2540,Lower Oyster Creek; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2541,East Fork Double Bayou; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2551,Keller Branch-Lavaca River; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2564,Dickinson Bayou; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2580,Halls Bayou; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2584,Lower Oyster Creek; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2589,Cedar Bayou-Frontal Galveston Bay; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2591,San Antonio Bay-Espiritu Santo Bay; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2593,East Fork Double Bayou; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2655,Metompkin Bay-Burtons Bay; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2658,Mobjack Bay-Lower Chesapeake Bay; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2660,Messongo Creek-Pocomoke Sound; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2673,Magothy Bay-Cobb Bay; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2908,San Francisco Bay; California,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2910,Suisun Bay; California,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2918,San Pablo Bay; California,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2922,San Francisco Bay; California,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2940,San Pablo Bay; California,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2947,San Pablo Bay; California,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2949,San Pablo Bay; California,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-3069,Tolomato River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-3093,Lower St. Marks River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-3568,Little Choptank River; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-3581,Wicomico River; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-4706,San Pablo Bay; California,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-4713,San Pablo Bay; California,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-4716,McGrath Lake-Frontal Pacific Ocean; California,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-4721,San Pablo Bay; California,NA,NA,NA,NA,estuarine,field observation,emergent,field observation,NA,NA,NA,NA
Osland_et_al_2016,Galveston_Bay,NA,29.209952862,29.064102558,-94.94326064799999,-95.266709872,NA,NA,NA,NA,NA,NA,NA,NA
Osland_et_al_2016,Grand_Bay,NA,30.409232979000002,30.356935311,-88.395872932,-88.446796468,NA,NA,NA,NA,NA,NA,NA,NA
Osland_et_al_2016,Lake_Pontchartrain,NA,30.284774709,30.239866521,-89.833513739,-89.999191271,NA,NA,NA,NA,NA,NA,NA,NA
Osland_et_al_2016,Lower_Laguna_Madre,NA,26.388685132,26.014722388,-97.16240541100001,-97.381783399,NA,NA,NA,NA,NA,NA,NA,NA
Osland_et_al_2016,San_Antonio_Bay,NA,28.456784607000003,28.173734523,-96.35867509100001,-96.89654123899999,NA,NA,NA,NA,NA,NA,NA,NA
Osland_et_al_2016,Tampa_Bay,NA,27.726532607,27.515973803,-82.44032639400001,-82.663222026,NA,NA,NA,NA,NA,NA,NA,NA
Osland_et_al_2016,Ten_Thousand_Islands,NA,25.976839471,25.845753739,-81.52314862,-81.54749817999999,NA,NA,NA,NA,NA,NA,NA,NA
Osland_et_al_2016,Upper_Laguna_Madre,NA,27.724848259999998,27.27555542,-97.12855965099999,-97.741774519,NA,NA,NA,NA,NA,NA,NA,NA
Osland_et_al_2016,Weeks_Bay,NA,30.443171271999997,30.376521448000002,-87.81125599699999,-87.84718823300001,NA,NA,NA,NA,NA,NA,NA,NA
Sanborn_and_Coxson_2020,BC14-22,"Skeena Estuary, British Columbia",NA,NA,NA,NA,NA,NA,NA,field observation,"PotAns, CarLyn, DesCes, FesRub, GlaMar, PlaMar, PlaMac, TriMar",high,field observation,visual estimate of the tidal zone
Sanborn_and_Coxson_2020,BC14-23,"Skeena Estuary, British Columbia",NA,NA,NA,NA,NA,NA,NA,field observation,"PotAns, CarLyn, DesCes, PlaMac, PlaMar, TriMar",mid,field observation,visual estimate of the tidal zone
Sanborn_and_Coxson_2020,BC14-25,"Skeena Estuary, British Columbia",NA,NA,NA,NA,NA,NA,NA,field observation,CarLyn,low,field observation,visual estimate of the tidal zone
Sanborn_and_Coxson_2020,BC14-26,"Skeena Estuary, British Columbia",NA,NA,NA,NA,NA,NA,NA,field observation,"PotAns, CarLyn, DecCes, FesRub, PlaMac, PlaMar, Trimar",mid,field observation,visual estimate of the tidal zone
Sanborn_and_Coxson_2020,BC14-27,"Skeena Estuary, British Columbia",NA,NA,NA,NA,NA,NA,NA,field observation,"AngLuc, PotAns, CarLyn, ConGme, DesCes, FesRub, LigHul, PlaMac, SciMic, SymSub, TriMar",high,field observation,visual estimate of the tidal zone
Sanborn_and_Coxson_2020,BC14-28,"Skeena Estuary, British Columbia",NA,NA,NA,NA,NA,NA,NA,field observation,"AngLuc, PotAns, CarLyn, CasHye, DesCes, FesRub, HorBra, LatPal, LupNoo, MaiDil, PlaMac, SymSub, TriMar",high,field observation,visual estimate of the tidal zone
Sanborn_and_Coxson_2020,BC14-29,"Skeena Estuary, British Columbia",NA,NA,NA,NA,NA,NA,NA,field observation,"PotAns, CarLyn, DesCes, FesRub, GlaMar, PlaMac, SteHum, TriMar",mid,field observation,visual estimate of the tidal zone
Sanborn_and_Coxson_2020,BC14-30,"Skeena Estuary, British Columbia",NA,NA,NA,NA,NA,NA,NA,field observation,CarLyn,low,field observation,visual estimate of the tidal zone
Sanborn_and_Coxson_2020,BC14-31,"Skeena Estuary, British Columbia",NA,NA,NA,NA,NA,NA,NA,field observation,"PotAns, CarLyn, DesCes, GlaMar, JunArc, PlaMac, TriMar",mid,field observation,visual estimate of the tidal zone
Sanborn_and_Coxson_2020,BC17-08,"Skeena Estuary, British Columbia",NA,NA,NA,NA,NA,NA,NA,field observation,"AngLuc, PotAns, BroPac, CarLyn, DesCes, FesRub, GlaMar, LinHul, MaiDil, OenSar, PlaMac, PlaMar, SciMic, SymSub, TriMar",high,field observation,visual estimate of the tidal zone
