study_id,site_id,core_id,year,month,day,core_notes,latitude,longitude,position_accuracy,position_method,position_notes,elevation,elevation_datum,elevation_accuracy,elevation_method,elevation_notes,salinity_class,salinity_method,salinity_notes,vegetation_class,vegetation_method,vegetation_notes,inundation_class,inundation_method,inundation_notes,core_length_flag,pb210_cic_accretion_rate,pb210_cic_notes,pb210_cic_max_depth,pb210_cic_r2,geomorphic_id,country,admin_division,habitat,stocks_qual_code,dates_qual_code,elevation_qual_code,max_depth
Vincent_1993,Webhannet,Webhannet10,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,NA,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",NA,NA,NA,NA,NA,estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified,NA,NA,NA,NA,NA,United States,Maine,marsh,C2,NA,NA,20
Vincent_1993,Webhannet,Webhannet11,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,NA,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",NA,NA,NA,NA,NA,estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified,NA,NA,NA,NA,NA,United States,Maine,marsh,C2,NA,NA,20
Vincent_1993,Webhannet,Webhannet12,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,NA,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",NA,NA,NA,NA,NA,estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified,NA,NA,NA,NA,NA,United States,Maine,marsh,C2,NA,NA,20
Vincent_1993,Webhannet,Webhannet13,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,NA,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",NA,NA,NA,NA,NA,estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified,NA,NA,NA,NA,NA,United States,Maine,marsh,C2,NA,NA,20
Vincent_1993,Webhannet,Webhannet14,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,NA,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",NA,NA,NA,NA,NA,estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified,NA,NA,NA,NA,NA,United States,Maine,marsh,C2,NA,NA,20
Vincent_1993,Webhannet,Webhannet15,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,NA,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",NA,NA,NA,NA,NA,estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified,NA,NA,NA,NA,NA,United States,Maine,marsh,C2,NA,NA,20
Vincent_1993,Webhannet,Webhannet16,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,NA,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",NA,NA,NA,NA,NA,estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified,NA,NA,NA,NA,NA,United States,Maine,marsh,C2,NA,NA,20
Vincent_1993,Webhannet,Webhannet17,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,NA,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",NA,NA,NA,NA,NA,estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified,NA,NA,NA,NA,NA,United States,Maine,marsh,C2,NA,NA,20
Vincent_1993,Webhannet,Webhannet18,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,NA,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",NA,NA,NA,NA,NA,estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified,NA,NA,NA,NA,NA,United States,Maine,marsh,C2,NA,NA,20
Vincent_1993,Webhannet,Webhannet19,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,NA,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",NA,NA,NA,NA,NA,estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified,NA,NA,NA,NA,NA,United States,Maine,marsh,C2,NA,NA,20
Vincent_1993,Webhannet,Webhannet20,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,NA,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",NA,NA,NA,NA,NA,estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified,NA,NA,NA,NA,NA,United States,Maine,marsh,C2,NA,NA,20
Vincent_1993,Webhannet,Webhannet21,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,NA,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",NA,NA,NA,NA,NA,estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified,NA,NA,NA,NA,NA,United States,Maine,marsh,C2,NA,NA,20
Vincent_1993,Webhannet,Webhannet22,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,NA,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",NA,NA,NA,NA,NA,estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified,NA,NA,NA,NA,NA,United States,Maine,marsh,C2,NA,NA,20
Vincent_1993,Webhannet,Webhannet23,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,NA,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",NA,NA,NA,NA,NA,estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified,NA,NA,NA,NA,NA,United States,Maine,marsh,C2,NA,NA,20
Vincent_1993,Webhannet,Webhannet24,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,NA,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",NA,NA,NA,NA,NA,estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified,NA,NA,NA,NA,NA,United States,Maine,marsh,C2,NA,NA,20
Vincent_1993,Webhannet,Webhannet25,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,NA,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",NA,NA,NA,NA,NA,estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified,NA,NA,NA,NA,NA,United States,Maine,marsh,C2,NA,NA,20
Vincent_1993,Webhannet,Webhannet26,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,NA,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",NA,NA,NA,NA,NA,estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified,NA,NA,NA,NA,NA,United States,Maine,marsh,C2,NA,NA,20
Vincent_1993,Webhannet,Webhannet27,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,NA,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",NA,NA,NA,NA,NA,estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified,NA,NA,NA,NA,NA,United States,Maine,marsh,C2,NA,NA,20
Vincent_1993,Webhannet,Webhannet28,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,NA,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",NA,NA,NA,NA,NA,estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified,NA,NA,NA,NA,NA,United States,Maine,marsh,C2,NA,NA,20
Vincent_1993,Webhannet,Webhannet29,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,NA,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",NA,NA,NA,NA,NA,estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified,NA,NA,NA,NA,NA,United States,Maine,marsh,C2,NA,NA,20
Vincent_1993,Webhannet,Webhannet30,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,NA,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",NA,NA,NA,NA,NA,estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified,NA,NA,NA,NA,NA,United States,Maine,marsh,C2,NA,NA,20
Vincent_1993,Webhannet,Webhannet31,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,NA,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",NA,NA,NA,NA,NA,estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified,NA,NA,NA,NA,NA,United States,Maine,marsh,C2,NA,NA,20
Vincent_1993,Webhannet,Webhannet32,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,NA,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",NA,NA,NA,NA,NA,estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified,NA,NA,NA,NA,NA,United States,Maine,marsh,C2,NA,NA,20
Vincent_1993,Webhannet,Webhannet33,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,NA,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",NA,NA,NA,NA,NA,estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified,NA,NA,NA,NA,NA,United States,Maine,marsh,C2,NA,NA,20
Vincent_1993,Webhannet,Webhannet34,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,NA,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",NA,NA,NA,NA,NA,estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified,NA,NA,NA,NA,NA,United States,Maine,marsh,C2,NA,NA,20
Vincent_1993,Webhannet,Webhannet35,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,NA,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",NA,NA,NA,NA,NA,estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified,NA,NA,NA,NA,NA,United States,Maine,marsh,C2,NA,NA,20
Vincent_1993,Webhannet,Webhannet36,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,NA,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",NA,NA,NA,NA,NA,estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified,NA,NA,NA,NA,NA,United States,Maine,marsh,C2,NA,NA,20
Vincent_1993,Webhannet,Webhannet37,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,NA,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",NA,NA,NA,NA,NA,estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified,NA,NA,NA,NA,NA,United States,Maine,marsh,C2,NA,NA,20
Vincent_1993,Webhannet,Webhannet38,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,NA,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",NA,NA,NA,NA,NA,estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified,NA,NA,NA,NA,NA,United States,Maine,marsh,C2,NA,NA,20
Vincent_1993,Webhannet,Webhannet39,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,NA,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",NA,NA,NA,NA,NA,estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified,NA,NA,NA,NA,NA,United States,Maine,marsh,C2,NA,NA,20
Vincent_1993,Webhannet,Webhannet40,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,NA,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",NA,NA,NA,NA,NA,estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified,NA,NA,NA,NA,NA,United States,Maine,marsh,C2,NA,NA,20
Vincent_1993,Webhannet,Webhannet41,1993,August,15,"Cores randomly collected throughout three Maine salt marshes, collected with an Eijkelkamp open-faced hand-held auger; 20 cm depth, divided into 5 cm sections; depth (cm), bulk density (g/cm3), carbon (g/cm3), latitude, longitude, habitat type",43.31769943237305,-70.572540283203125,NA,other moderate resolution,"Three marshes were involved with 100 randomly collected cores per marsh, so these latitude and longitude are simply an estimated representative location; There were 100 cores randomly collected at each of three salt marshes in Maine, so this accuracy measurement is not avialable; latitude and longitude of a central location for reference was determined using google maps zoomed in to the furthest extent for the central point on one of the three marshes.",NA,NA,NA,NA,NA,estuarine,field observation,Hand-held Refractometer,emergent,measurement,Visual estimation using 1 m plots,high,field observation,"Vegetation community, field observations of tidal inundation, tide charts",not specified,NA,NA,NA,NA,NA,United States,Maine,marsh,C2,NA,NA,20
