study_id,site_id,transect_id,plot_id,core_id,year,month,day,latitude,longitude,position_method,section_n,max_depth,habitat,site_description,ecotype,protection_status,protection_notes,ecosystem_health,pH,salinity,ORP,inundation_notes,tree_count,dominant_species,plot_sediment_carbon,plot_sediment_carbon_1m,plot_biomass_carbon,total_ecosystem_carbon,total_ecosystem_carbon_1m
Morrissette_et_al_2023,Big Creek,1,3,Big Creek_1_3_mangrove,2021,9,12,16.506934,-88.402866,handheld,4,257,mangrove,"red mangroves, open canopy, shorter trees, dense roots, standing water 6 in, creek on west edge (cannot go further)",Riverine,National Legislation,NA,healthy,7.45,5,-14,rising (plots 1-5) to high tide (plot 6),19,Rhizophora mangle,967.3726863,282.0184116,37.11015247,1004.482839,319.1285641
Morrissette_et_al_2023,Big Creek,1,4,Big Creek_1_4_mangrove,2021,9,12,16.507177,-88.402589,handheld,2,110,mangrove,"*moved 25m north for a second 3-plot transect* dwarf red mangrove, standing water 2 in deep, some buttonwood, very muddy open water",Riverine,National Legislation,NA,healthy,7.37,3,-37,rising (plots 1-5) to high tide (plot 6),8,"Rhizophora mangle, Avicennia germinans",432.5855778,413.8773527,2.787692318,435.3732701,416.6650451
Morrissette_et_al_2023,Big Creek,1,5,Big Creek_1_5_mangrove,2021,9,12,16.507134,-88.402815,handheld,3,164,mangrove,"dwarf red, standing water about 8 in, open canopy",Riverine,National Legislation,NA,healthy,7.63,5,55,rising (plots 1-5) to high tide (plot 6),28,Rhizophora mangle,562.724119,342.4653483,31.93389684,594.6580159,374.3992452
Morrissette_et_al_2023,Big Creek,1,6,Big Creek_1_6_mangrove,2021,9,12,16.507176,-88.402977,handheld,4,287,mangrove,"dwarf red, open canopy, 1.5ft standing water, trees very unhealthy",Riverine,National Legislation,NA,healthy,7.64,5,32,rising (plots 1-5) to high tide (plot 6),29,Rhizophora mangle,1173.305016,249.2741921,62.29283242,1235.597848,311.5670245
Morrissette_et_al_2023,Big Creek,2,1,Big Creek_2_1_mangrove,2021,9,12,16.510383,-88.424776,handheld,1,84,mangrove,"narrow fringe of medium mangrove, dwarf mangrove, mangrove savannah",Riverine,National legislation,NA,healthy,6.31,16,108,rising (plots 1-5) to high tide (plot 6),22,Laguncularia racemosa,298.3747044,298.3747044,9.334643898,307.7093483,307.7093483
Morrissette_et_al_2023,Big Creek,2,2,Big Creek_2_2_mangrove,2021,9,12,16.510577,-88.424687,handheld,2,121,mangrove,"dwarf red with sparse white - other flora present (juncus, cuscuta)",Riverine,National legislation,NA,healthy,7.16,NA,92,rising (plots 1-5) to high tide (plot 6),48,Rhizophora mangle,429.6363883,344.6654802,24.17498487,453.8113731,368.8404651
Morrissette_et_al_2023,Big Creek,2,3,Big Creek_2_3_mangrove,2021,9,12,16.51077,-88.424582,handheld,1,69,mangrove,"dwarf red with sparse white - other flora present (juncus, cuscuta)",Riverine,National legislation,NA,healthy,7.66,NA,-98,rising (plots 1-5) to high tide (plot 6),46,Rhizophora mangle,271.2109439,271.2109439,24.33740261,295.5483465,295.5483465
Morrissette_et_al_2023,Big Creek,2,4,Big Creek_2_4_mangrove,2021,9,12,16.510987,-88.424456,handheld,2,172,mangrove,"medium sized mangroves, epiphytes, less juncus present",Riverine,National legislation,NA,healthy,6.91,NA,-68,rising (plots 1-5) to high tide (plot 6),42,Rhizophora mangle,618.0643894,473.1480729,42.79176643,660.8561558,515.9398393
Morrissette_et_al_2023,Big Creek,2,5,Big Creek_2_5_mangrove,2021,9,12,16.51119,-88.424355,handheld,1,73,mangrove,"medium sized mangroves, epiphytes, less juncus present",Riverine,National legislation,NA,healthy,6.42,NA,54,rising (plots 1-5) to high tide (plot 6),46,Rhizophora mangle,375.5237545,375.5237545,51.50881112,427.0325657,427.0325657
Morrissette_et_al_2023,Big Creek,2,6,Big Creek_2_6_mangrove,2021,9,12,16.511387,-88.424259,handheld,2,155,mangrove,"medium sized mangroves, epiphytes, less juncus present, more carex and standing water",Riverine,National legislation,NA,healthy,6.31,NA,133,rising (plots 1-5) to high tide (plot 6),75,Rhizophora mangle,861.8362989,589.5378407,65.19900945,927.0353084,654.7368501
Morrissette_et_al_2023,Payne's Creek,1,1,Payne's Creek_1_1_mangrove,2021,9,14,16.281376,-88.593427,handheld,4,328,mangrove,"medium red mangroves, swampy, low standing water ~1 in, dense roots, eaten leaves, lots of fallen",Riverine,Protected,Payne’s Creek National Park,healthy,6.98,3,-120,low (plots 1-2) to rising tide (plots  3-6),61,Rhizophora mangle,1099.725695,496.9377418,164.8185435,1264.544238,661.7562852
Morrissette_et_al_2023,Payne's Creek,1,2,Payne's Creek_1_2_mangrove,2021,9,14,16.281201,-88.593547,handheld,4,290,mangrove,"mixed red and white, standing water < 1in, very dense roots and canopy, lots of leaf detritus, healthier leaves",Riverine,Protected,Payne’s Creek National Park,healthy,6.5,5,-174,low (plots 1-2) to rising tide (plots  3-6),88,Rhizophora mangle,829.9175434,384.0306574,210.6909885,1040.608532,594.721646
Morrissette_et_al_2023,Payne's Creek,1,3,Payne's Creek_1_3_mangrove,2021,9,14,16.280991,-88.593585,handheld,2,125,mangrove,"mostly red, some white, wet ground <1in, standing water, eaten leaves, dense",Riverine,Protected,Payne’s Creek National Park,healthy,6.65,5,-165,low (plots 1-2) to rising tide (plots  3-6),47,Rhizophora mangle,412.0775613,356.3471752,91.46605418,503.5436155,447.8132294
Morrissette_et_al_2023,Payne's Creek,1,4,Payne's Creek_1_4_mangrove,2021,9,14,16.280767,-88.593632,handheld,4,273,mangrove,"mostly red mangrove, dense root system, standing water 1 in, lots of detritus, leaves are healthier, dense canopy, oxygen stress",Riverine,Protected,Payne’s Creek National Park,healthy,6.68,3,-144,low (plots 1-2) to rising tide (plots  3-6),69,Rhizophora mangle,773.8884701,337.3516709,232.9651962,1006.853666,570.3168671
Morrissette_et_al_2023,Payne's Creek,1,5,Payne's Creek_1_5_mangrove,2021,9,14,16.280585,-88.593779,handheld,2,156,mangrove,"mostly red, wet ground, lots of detritus, eaten leaves, dense canopy and roots",Riverine,Protected,Payne’s Creek National Park,healthy,6.6,3,-196,low (plots 1-2) to rising tide (plots  3-6),40,Rhizophora mangle,452.921867,326.3780407,75.00555555,527.9274226,401.3835962
Morrissette_et_al_2023,Payne's Creek,1,6,Payne's Creek_1_6_mangrove,2021,9,14,16.280234,-88.593796,handheld,1,64,mangrove,"dense red mangroves, wet ground, leaf detritus, other species",Riverine,Protected,Payne’s Creek National Park,healthy,6.61,8,-225,low (plots 1-2) to rising tide (plots  3-6),36,Rhizophora mangle,234.8110795,234.8110795,68.39290447,303.203984,303.203984
Morrissette_et_al_2023,Payne's Creek,2,1,Payne's Creek_2_1_mangrove,2021,9,14,16.288337,-88.591185,handheld,2,110,mangrove,"medium height red mangroves, dense prop roots, one or two black mangroves, difficult to take a core due to thick rots, standing water 2-3cm",Riverine,Protected,Payne’s Creek National Park,healthy,7.45,2,25,low (plots 1-2) to rising tide (plots  3-6),20,Rhizophora mangle,658.4841008,627.4666141,62.62529443,721.1093952,690.0919085
Morrissette_et_al_2023,Payne's Creek,2,2,Payne's Creek_2_2_mangrove,2021,9,14,16.288585,-88.591221,handheld,2,117,mangrove,"mixed red and black, more open canopy, standing water 3 cm, a lot of pneumatophores, not as dense roots",Riverine,Protected,Payne’s Creek National Park,healthy,7.11,2,-2,low (plots 1-2) to rising tide (plots  3-6),28,Rhizophora mangle,687.0477849,633.2585447,64.89328761,751.9410725,698.1518323
Morrissette_et_al_2023,Payne's Creek,2,3,Payne's Creek_2_3_mangrove,2021,9,14,16.28884,-88.5913,handheld,1,73,mangrove,"similar to plot 2, medium red with sparse tall black, big dead trees",Riverine,Protected,Payne’s Creek National Park,healthy,7.03,2,-49,low (plots 1-2) to rising tide (plots  3-6),29,Rhizophora mangle,497.7522186,497.7522186,49.60362692,547.3558455,547.3558455
Morrissette_et_al_2023,Payne's Creek,2,4,Payne's Creek_2_4_mangrove,2021,9,14,16.289035,-88.591352,handheld,1,79,mangrove,"similar to plot 2, medium red with sparse tall black, big dead trees",Riverine,Protected,Payne’s Creek National Park,healthy,6.89,4,-127,low (plots 1-2) to rising tide (plots  3-6),26,Rhizophora mangle,533.0225402,533.0225402,51.30118968,584.3237299,584.3237299
Morrissette_et_al_2023,Payne's Creek,2,5,Payne's Creek_2_5_mangrove,2021,9,14,16.28924,-88.591436,handheld,3,285,mangrove,"red mangrove (medium), denser than plot 4, fewer black, still standing water, more prop roots",Riverine,Protected,Payne’s Creek National Park,healthy,6.82,0,-132,low (plots 1-2) to rising tide (plots  3-6),36,Rhizophora mangle,1313.199811,677.947181,83.2710519,1396.470863,761.2182329
Morrissette_et_al_2023,Payne's Creek,2,6,Payne's Creek_2_6_mangrove,2021,9,14,16.289436,-88.591477,handheld,2,185,mangrove,similar to plot 5 but a little more sparse,Riverine,Protected,Payne’s Creek National Park,healthy,7.2,0,47,low (plots 1-2) to rising tide (plots  3-6),34,Rhizophora mangle,909.0098204,638.9237604,61.2991493,970.3089697,700.2229097
Morrissette_et_al_2023,Frenchman Caye,1,1,Frenchman Caye_1_1_mangrove,2021,9,15,16.182486,-88.658633,handheld,2,97.5,mangrove,"dwarf red, 4-6 in standing water, eaten leaves, some dead roots, detritus",Caye,Protected,Port Honduras Marine Reserve,healthy,7,28,-170,falling (plots 1-3) to low (plot 4) to rising tide (plots 5-6),69,Rhizophora mangle,272.174478,272.174478,89.40728081,361.5817588,361.5817588
Morrissette_et_al_2023,Frenchman Caye,1,2,Frenchman Caye_1_2_mangrove,2021,9,15,16.182618,-88.658878,handheld,2,96,mangrove,"dwarf red, very dense roots, oxygen stress, wet/muddy ground, lots of detritus eaten leaves (yellow & unhealthy)",Caye,Protected,Port Honduras Marine Reserve,healthy,6.33,30,-256,falling (plots 1-3) to low (plot 4) to rising tide (plots 5-6),59,Rhizophora mangle,305.9795658,305.9795658,69.18207008,375.1616358,375.1616358
Morrissette_et_al_2023,Frenchman Caye,1,3,Frenchman Caye_1_3_mangrove,2021,9,15,16.182674,-88.659092,handheld,2,117,mangrove,"did plot 3 last (accidentally skipped), dwarf red mangrove, 3 in standing water, average height of trees = 3/4 m, leaves are green but eaten, oxygen stress",Caye,Protected,Port Honduras Marine Reserve,healthy,7.19,26,-30,falling (plots 1-3) to low (plot 4) to rising tide (plots 5-6),73,Rhizophora mangle,305.5517566,277.7767206,54.47392539,360.025682,332.250646
Morrissette_et_al_2023,Frenchman Caye,1,4,Frenchman Caye_1_4_mangrove,2021,9,15,16.182715,-88.659314,handheld,2,134,mangrove,"taller dwarf red, muddy, swampy, eaten leaves, trees aren't very healthy, lots of detritus, dense",Caye,Protected,Port Honduras Marine Reserve,healthy,6.83,30,-230,falling (plots 1-3) to low (plot 4) to rising tide (plots 5-6),36,Rhizophora mangle,385.1483381,241.8852002,65.59921686,450.7475549,307.4844171
Morrissette_et_al_2023,Frenchman Caye,1,5,Frenchman Caye_1_5_mangrove,2021,9,15,16.182778,-88.659524,handheld,1,57,mangrove,"dwarf red mangroves, 1-2 in standing water, leaf litter, oxygen stress on roots, leaves are being eaten",Caye,Protected,Port Honduras Marine Reserve,healthy,6.41,30,-322,falling (plots 1-3) to low (plot 4) to rising tide (plots 5-6),46,Rhizophora mangle,129.8977931,129.8977931,74.04834531,203.9461385,203.9461385
Morrissette_et_al_2023,Frenchman Caye,1,6,Frenchman Caye_1_6_mangrove,2021,9,15,16.182853,-88.659754,handheld,1,84,mangrove,"dwarf red mangroves (dense), oxygen stress on roots, leaf damage, 1 in standing water",Caye,Protected,Port Honduras Marine Reserve,healthy,6.52,25,-304,falling (plots 1-3) to low (plot 4) to rising tide (plots 5-6),74,Rhizophora mangle,232.2600527,232.2600527,59.08358903,291.3436417,291.3436417
Morrissette_et_al_2023,Frenchman Caye,2,1,Frenchman Caye_2_1_mangrove,2021,9,15,16.18206,-88.6565,handheld,1,69,mangrove,"medium dwarf red mangroves, standing water 15cm, trees get smaller away from channel",Caye,Protected,Port Honduras Marine Reserve,healthy,8.06,31,39,falling (plots 1-3) to low (plot 4) to rising tide (plots 5-6),36,Rhizophora mangle,260.7913907,260.7913907,28.99686913,289.7882598,289.7882598
Morrissette_et_al_2023,Frenchman Caye,2,2,Frenchman Caye_2_2_mangrove,2021,9,15,16.182147,-88.656372,handheld,1,71.5,mangrove,"dwarf red mangroves, standing water 15cm",Caye,Protected,Port Honduras Marine Reserve,healthy,7.92,32,31,falling (plots 1-3) to low (plot 4) to rising tide (plots 5-6),46,Rhizophora mangle,251.1403906,251.1403906,34.71769148,285.8580821,285.8580821
Morrissette_et_al_2023,Frenchman Caye,2,3,Frenchman Caye_2_3_mangrove,2021,9,15,16.18223,-88.65619,handheld,1,72,mangrove,"dwarf red mangrove, 10cm standing water",Caye,Protected,Port Honduras Marine Reserve,healthy,7.69,31,-34,falling (plots 1-3) to low (plot 4) to rising tide (plots 5-6),44,Rhizophora mangle,202.1208539,202.1208539,47.78443711,249.905291,249.905291
Morrissette_et_al_2023,Frenchman Caye,2,4,Frenchman Caye_2_4_mangrove,2021,9,15,16.182337,-88.65605,handheld,1,82,mangrove,"50-60cm tall red dwarf mangroves, 70% cover, very soft ground, standing water 10cm",Caye,Protected,Port Honduras Marine Reserve,healthy,7.5,31,142,falling (plots 1-3) to low (plot 4) to rising tide (plots 5-6),34,Rhizophora mangle,237.6036267,237.6036267,32.3384326,269.9420593,269.9420593
Morrissette_et_al_2023,Frenchman Caye,2,5,Frenchman Caye_2_5_mangrove,2021,9,15,16.182404,-88.65589,handheld,1,99,mangrove,"dwarf red mangrove, 10cm standing water",Caye,Protected,Port Honduras Marine Reserve,healthy,7.07,32,-134,falling (plots 1-3) to low (plot 4) to rising tide (plots 5-6),44,Rhizophora mangle,265.6120404,265.6120404,37.41175234,303.0237928,303.0237928
Morrissette_et_al_2023,Frenchman Caye,2,6,Frenchman Caye_2_6_mangrove,2021,9,15,16.18248,-88.6557,handheld,1,79,mangrove,"dwarf red mangrove, 5cm standing water",Caye,Protected,Port Honduras Marine Reserve,healthy,7.62,30,14,falling (plots 1-3) to low (plot 4) to rising tide (plots 5-6),44,Rhizophora mangle,266.6115187,266.6115187,23.00513848,289.6166571,289.6166571
Morrissette_et_al_2023,Turneffe Atoll,1,1,Turneffe Atoll_1_1_mangrove,2022,3,10,17.28784,-87.81606,handheld,3,185,mangrove,"dense red mangroves, visible fallen leaves, moist but sturdy ground, no standing water",Caye,Protected,Turneffe Atoll Marine Reserve,healthy,NA,39,NA,rising (plots 1-5) to high tide (plot 6),36,Rhizophora mangle,602.748317,456.830743,85.52424115,688.2725582,542.3549841
Morrissette_et_al_2023,Turneffe Atoll,1,2,Turneffe Atoll_1_2_mangrove,2022,3,10,17.28762,-87.81593,handheld,2,123,mangrove,"less dense, more red and some black mangroves, visible leaves fallen, no standing water, healthy leaves, partially open canopy",Caye,Protected,Turneffe Atoll Marine Reserve,healthy,NA,39,NA,rising (plots 1-5) to high tide (plot 6),23,Rhizophora mangle,601.4918574,601.4918574,55.96112238,657.4529797,657.4529797
Morrissette_et_al_2023,Turneffe Atoll,1,3,Turneffe Atoll_1_3_mangrove,2022,3,10,17.28742,-87.81583,handheld,3,169,mangrove,"less dense, more red and some black mangroves, visible leaves fallen, no standing water, healthy leaves, partially open canopy",Caye,Protected,Turneffe Atoll Marine Reserve,healthy,NA,29,NA,rising (plots 1-5) to high tide (plot 6),35,Rhizophora mangle,672.1861404,474.2095133,54.81419538,727.0003357,529.0237087
Morrissette_et_al_2023,Turneffe Atoll,1,4,Turneffe Atoll_1_4_mangrove,2022,3,10,17.28723,-87.8256,handheld,3,154,mangrove,"less dense, more red and some black mangroves, less detritus, standing water, healthy leaves, 1 white mangrove, solid ground, no smell",Caye,Protected,Turneffe Atoll Marine Reserve,healthy,NA,36,NA,rising (plots 1-5) to high tide (plot 6),37,Rhizophora mangle,611.5228417,410.0655381,50.06780678,661.5906485,460.1333449
Morrissette_et_al_2023,Turneffe Atoll,1,5,Turneffe Atoll_1_5_mangrove,2022,3,10,17.28708,-87.81558,handheld,3,147,mangrove,"less dense, more red and some black mangroves, visible leaves fallen, no standing water, healthy leaves, short, dense canopy",Caye,Protected,Turneffe Atoll Marine Reserve,healthy,NA,39,NA,rising (plots 1-5) to high tide (plot 6),29,Rhizophora mangle,632.8654116,443.4269529,64.73946986,697.6048815,508.1664228
Morrissette_et_al_2023,Turneffe Atoll,1,6,Turneffe Atoll_1_6_mangrove,2022,3,10,17.28686,-87.81546,handheld,3,131,mangrove,"less dense, more red and some black mangroves, visible leaves fallen, no standing water, healthy leaves, partially open canopy, no smell, some fruit",Caye,Protected,Turneffe Atoll Marine Reserve,healthy,NA,41,NA,rising (plots 1-5) to high tide (plot 6),30,Rhizophora mangle,640.8467289,516.1441395,44.75877936,685.6055083,560.9029189
Morrissette_et_al_2023,Turneffe Atoll,2,1,Turneffe Atoll_2_1_mangrove,2022,3,11,17.28646,-87.81233,handheld,3,145,mangrove,"densely packed red mangrove, standing water, 2m height trees, lots of seedlings",Caye,Protected,Turneffe Atoll Marine Reserve,healthy,NA,39,NA,rising (plots 1-5) to high tide (plot 6),63,Rhizophora mangle,662.7793181,585.8119248,71.73576989,734.515088,657.5476947
Morrissette_et_al_2023,Turneffe Atoll,2,2,Turneffe Atoll_2_2_mangrove,2022,3,11,17.28622,-87.81233,handheld,3,153,mangrove,"some black mangrove present, standing water, dense, shorter trees ~1.2m, healthy but with human impact, clearing @ 20m on transect, lots of seedlings",Caye,Protected,Turneffe Atoll Marine Reserve,healthy,NA,40,NA,rising (plots 1-5) to high tide (plot 6),64,Rhizophora mangle,591.702977,467.9345974,57.16551893,648.868496,525.1001164
Morrissette_et_al_2023,Turneffe Atoll,2,3,Turneffe Atoll_2_3_mangrove,2022,3,11,17.286,-87.81233,handheld,3,140,mangrove,"some black mangrove present, standing water, dense, taller trees ~2.3m, healthy, lots of seedlings",Caye,Protected,Turneffe Atoll Marine Reserve,healthy,NA,41,NA,rising (plots 1-5) to high tide (plot 6),27,Rhizophora mangle,597.8423109,512.4627505,46.8811564,644.7234673,559.3439069
Morrissette_et_al_2023,Turneffe Atoll,2,4,Turneffe Atoll_2_4_mangrove,2022,3,11,17.28576,-87.81232,handheld,4,193,mangrove,"some black & white mangrove present, standing water, dense, taller trees ~2.3m, healthy, lots of seedlings",Caye,Protected,Turneffe Atoll Marine Reserve,healthy,NA,42,NA,rising (plots 1-5) to high tide (plot 6),39,Rhizophora mangle,719.7232635,569.5868384,79.90998467,799.6332482,649.4968231
Morrissette_et_al_2023,Turneffe Atoll,2,5,Turneffe Atoll_2_5_mangrove,2022,3,11,17.28556,-87.81233,handheld,3,145,mangrove,"high prop roots, dense red, sparse black, standing water, dead white mangroves present, avg height 2.5m",Caye,Protected,Turneffe Atoll Marine Reserve,healthy,NA,35,NA,rising (plots 1-5) to high tide (plot 6),45,Rhizophora mangle,703.2492003,505.6590135,81.03895387,784.2881542,586.6979674
Morrissette_et_al_2023,Turneffe Atoll,2,6,Turneffe Atoll_2_6_mangrove,2022,3,11,17.28534,-87.8123,handheld,4,210,mangrove,"less dense, more black mangrove, ~2cm standing water, lots of seedlings, healthy leaves, fruits on trees",Caye,Protected,Turneffe Atoll Marine Reserve,healthy,NA,38,NA,rising (plots 1-5) to high tide (plot 6),68,Rhizophora mangle,895.5343427,588.0469097,97.0722995,992.6066422,685.1192092
Morrissette_et_al_2023,Channel Caye,S,1,Channel Caye_S_1_seagrass,2021,9,10,16.644835,-88.16455,handheld,1,80,seagrass,Offshore of mangrove transect at Channel Caye,NA,Protected,South Water Caye Marine Reserve,healthy,7.18,33,20,rising (plots 1-3) to high (plot 4) to falling tide (plots 5-6),NA,"Thalassia testudinum, Syringodium filiforme",NA,NA,NA,NA,NA
Morrissette_et_al_2023,Channel Caye,S,2,Channel Caye_S_2_seagrass,2021,9,10,16.644791,-88.164332,handheld,1,58,seagrass,Offshore of mangrove transect at Channel Caye,NA,Protected,South Water Caye Marine Reserve,healthy,7.18,33,20,rising (plots 1-3) to high (plot 4) to falling tide (plots 5-6),NA,"Thalassia testudinum, Syringodium filiforme",NA,NA,NA,NA,NA
