study_id,site_id,core_id,year,month,day,core_notes,latitude,longitude,position_accuracy,position_method,position_notes,elevation,elevation_datum,elevation_accuracy,elevation_method,elevation_notes,salinity_class,salinity_method,salinity_notes,vegetation_class,vegetation_method,vegetation_notes,inundation_class,inundation_method,inundation_notes,core_length_flag,habitat,habitat_assignment_method,stocks_qual_code,dates_qual_code,elevation_qual_code,max_depth
Schile-Beers_and_Megonigal_2017,Abu al Abyad 5 yr,Abu_al_Abyad_5_yr_planted_mangrove_1,2013,1,22,NA,24.203399,53.80078,NA,NA,NA,-32.738,WGS84,NA,NA,NA,brine,NA,NA,NA,NA,planted mangrove,NA,NA,NA,core depth represents deposit depth,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id,C1,NA,NA,26
Schile-Beers_and_Megonigal_2017,Abu al Abyad 5 yr,Abu_al_Abyad_5_yr_planted_mangrove_2,2013,1,22,NA,24.20331,53.800715,NA,RTK,NA,-32.708,WGS84,NA,RTK,NA,NA,NA,NA,NA,NA,planted mangrove,NA,NA,NA,core depth represents deposit depth,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id,C1,NA,NA,37
Schile-Beers_and_Megonigal_2017,Abu al Abyad 5 yr,Abu_al_Abyad_5_yr_planted_mangrove_3,2013,1,22,NA,24.203229,53.80067,NA,RTK,NA,-32.7242,WGS84,NA,RTK,NA,brine,NA,NA,NA,NA,planted mangrove,NA,NA,NA,core depth represents deposit depth,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id,C1,NA,NA,31
Schile-Beers_and_Megonigal_2017,Abu al Abyad 5 yr,Abu_al_Abyad_5_yr_planted_mangrove_4,2013,1,22,NA,24.203151,53.800631,NA,NA,NA,-32.7383,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,planted mangrove,NA,NA,NA,core depth represents deposit depth,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id,C1,NA,NA,20
Schile-Beers_and_Megonigal_2017,Abu al Abyad 5 yr,Abu_al_Abyad_5_yr_planted_mangrove_5,2013,1,22,NA,24.203065,53.800594,NA,NA,NA,-32.7433,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,planted mangrove,NA,NA,NA,core depth represents deposit depth,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id,C1,NA,NA,29
MX_edaf_puntos,141,M1680,1986,3,9,NA,15.67694,-96.577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,106
MX_edaf_puntos,2085,M1681,1990,3,9,NA,15.2025,-92.8113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,33
MX_edaf_puntos,4005,M1682,1984,3,9,NA,14.91498,-92.6155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,17
MX_edaf_puntos,30080,M1683,2003,3,9,NA,16.57923,-98.8213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,112.99999999999999
MX_edaf_puntos,30083,M1684,2003,3,9,NA,16.64466,-99.2596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,125
MX_edaf_puntos,36202,M1685,2003,3,9,NA,19.95371,-90.3721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,75
MX_edaf_puntos,36215,M1686,2003,3,9,NA,19.04569,-91.0942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,40
MX_edaf_puntos,38109,M1687,2004,3,9,NA,18.63789,-92.4778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,28.000000000000004
MX_edaf_puntos,105008,M1688,2003,3,9,NA,20.21604,-90.4268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,74
MX_edaf_puntos,114218,M1689,2005,3,9,NA,27.98859,-114.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,105
MX_perfilv12,102001_F1412,M1690,NA,NA,NA,NA,20.97885,-97.3209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,70
MX_perfilv12,102005_F1412,M1691,NA,NA,NA,NA,20.9552,-97.3164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,40
MX_perfilv12,104002_F150912,M1692,NA,NA,NA,NA,21.12814,-90.0011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,11
MX_perfilv12,104004_F150912,M1693,NA,NA,NA,NA,21.11528,-90.0134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,20
MX_perfilv12,104053_F150912,M1694,NA,NA,NA,NA,20.19988,-90.4033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,125
MX_perfilv12,110054_F1607,M1695,NA,NA,NA,NA,21.13535,-89.9616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,11
MX_perfilv12,2085_D1502,M1696,NA,NA,NA,NA,15.20135,-92.8111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,33
MX_perfilv12,4005_D1505,M1697,NA,NA,NA,NA,14.91384,-92.6152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,17
MX_perfilv12,41_D1403,M1698,NA,NA,NA,NA,15.67575,-96.5767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,106
MX_perfilv12,56013_E160205,M1699,NA,NA,NA,NA,19.10571,-87.5571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,12
MX_perfilv12,56027_E160205,M1700,NA,NA,NA,NA,18.26999,-87.8373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,110.00000000000001
MX_perfilv12,6014_E1302,M1701,NA,NA,NA,NA,19.90796,-105.388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,80
MX_perfilv12,78013_F1308,M1702,NA,NA,NA,NA,21.89038,-105.469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,60
MX_perfilv12,86008_F140306,M1703,NA,NA,NA,NA,23.79933,-97.7719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,90
MX_perfilv12,86016_F140306,M1704,NA,NA,NA,NA,23.57338,-97.7683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,80
MX_perfilv12,86046_F140306,M1705,NA,NA,NA,NA,22.0741,-97.8409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,82
AfSPDB,AO_1454_P213c/60,M1706,1960,3,9,NA,-6.14567,12.37461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,165
AU_NatSoil,AU_399_BAC_T481,M1707,1987,3,9,NA,-17,145.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,66
AU_NatSoil,AU_399_REG_T276,M1708,1979,3,9,NA,-17.66,146.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,60
AU_NatSoil,AU_399_REG_T360,M1709,1983,3,9,NA,-18.37,146.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
NCSS,C1512W04,M1710,2011,3,9,NA,25.88,-81.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,100
AfSPDB,CD_SOTER_MA26,M1711,1988,3,9,NA,-5.97,12.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,200
WISE,CD0130,M1712,NA,NA,NA,NA,-5.96972,12.36972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,200
WISE,CU0040,M1713,1991,3,9,NA,20.03333,-75.1667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,180
WISE,GF0001,M1714,1960,3,9,NA,4.8,-52.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,140
AfSPDB,GW_6050_X/207,M1715,1983,3,9,NA,11.035,-15.0222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,82
AfSIS_Sentinel_Sites,Ihassunge-13-10,M1716,2009,3,9,NA,-18.0453,36.86095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,50
AfSIS_Sentinel_Sites,Ihassunge-13-2,M1717,2009,3,9,NA,-18.0484,36.85908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,50
AfSIS_Sentinel_Sites,Ihassunge-13-7,M1718,2009,3,9,NA,-18.0532,36.8631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,50
AfSIS_Sentinel_Sites,Ihassunge-13-8,M1719,2009,3,9,NA,-18.0456,36.86033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,50
AfSIS_Sentinel_Sites,Ihassunge-14-2,M1720,2009,3,9,NA,-18.0246,36.86041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,50
AfSIS_Sentinel_Sites,Ihassunge-14-9,M1721,2009,3,9,NA,-18.0245,36.85885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,50
AfSIS_Sentinel_Sites,Ihassunge-5-4,M1722,2009,3,9,NA,-18.0494,36.82481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,50
AfSIS_Sentinel_Sites,Ihassunge-5-5,M1723,2009,3,9,NA,-18.0467,36.82455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,50
AfSIS_Sentinel_Sites,Ihassunge-5-8,M1724,2009,3,9,NA,-18.0482,36.82079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,50
AfSIS_Sentinel_Sites,Ihassunge-9-11,M1725,2009,3,9,NA,-18.0437,36.83612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,50
AfSIS_Sentinel_Sites,Ihassunge-9-12,M1726,2009,3,9,NA,-18.0478,36.84018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,50
AfSIS_Sentinel_Sites,Ihassunge-9-13,M1727,2009,3,9,NA,-18.0438,36.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,50
AfSIS_Sentinel_Sites,Ihassunge-9-14,M1728,2009,3,9,NA,-18.0467,36.84099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,50
AfSIS_Sentinel_Sites,Ihassunge-9-2,M1729,2009,3,9,NA,-18.0472,36.8401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,50
AfSIS_Sentinel_Sites,Ihassunge-9-5,M1730,2009,3,9,NA,-18.0452,36.83748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,50
AfSIS_Sentinel_Sites,Ihassunge-9-8,M1731,2009,3,9,NA,-18.0468,36.83199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,50
NCSS,Q3 #1,M1732,2014,3,9,NA,17.95,-66.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,15
RadamBrasil,RADAM_VOL_24_36,M1733,1981,3,9,NA,-15.55,-38.9833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,155
RadamBrasil,RADAM_VOL_3_14,M1734,1973,3,9,NA,-2.85,-44.3333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,120
NCSS,S1977-FL071-S36_005,M1735,2011,3,9,NA,26.48,-81.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,155
NCSS,S1977-FL071-S36_006,M1736,2011,3,9,NA,26.47,-82.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,152
NCSS,S1978-FL015-S08_005,M1737,2011,3,9,NA,26.87,-82.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,117
NCSS,S1982-FL061-S31_001,M1738,2011,3,9,NA,27.72,-80.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,61
NCSS,S1988-FL087-S44_003,M1739,2011,3,9,NA,25.12,-80.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,20
NCSS,S1988-FL087-S44_004,M1740,2011,3,9,NA,25.28,-80.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,178
RadamBrasil,SNLCS_BP_NT_35_VOL_II_132,M1741,1986,3,9,NA,-3.03333,-44.6833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,80
RadamBrasil,SNLCS_BP_NT_27_VOL_II_C70,M1742,1984,3,9,NA,-25.3167,-48.3167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,60
Kauffmann_et_al_2011,JBK11 RP Seaward,M0001,2009,3,9,NA,7.351899,134.53934,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth represents deposit depth,mangrove,habitat explicitly defined in original hook script,C1,NA,NA,89
Kauffmann_et_al_2011,JBK11 RP Interior,M0002,2009,3,9,NA,7.353079,134.539347,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth represents deposit depth,mangrove,habitat explicitly defined in original hook script,C1,NA,NA,101
Kauffmann_et_al_2011,JBK11 RP Landward,M0003,2009,3,9,NA,7.354573,134.539262,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth represents deposit depth,mangrove,habitat explicitly defined in original hook script,C1,NA,NA,160
Kauffmann_et_al_2011,JBK11 Yap Seaward,M0004,2009,3,9,NA,9.588443,138.127378,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth represents deposit depth,mangrove,habitat explicitly defined in original hook script,C1,NA,NA,148
Kauffmann_et_al_2011,JBK11 Yap Interior,M0005,2009,3,9,NA,9.587553,138.127732,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth represents deposit depth,mangrove,habitat explicitly defined in original hook script,C1,NA,NA,159
Kauffmann_et_al_2011,JBK11 Yap Landward,M0006,2009,3,9,NA,9.586554,138.128089,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth represents deposit depth,mangrove,habitat explicitly defined in original hook script,C1,NA,NA,231
Kauffmann_et_al_2014,JBK14 Alta 3,M0007,2012,3,9,NA,19.7010131,-71.7086917,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth represents deposit depth,mangrove,habitat explicitly defined in original hook script,C1,NA,NA,120
Kauffmann_et_al_2014,JBK14 Balsa Alta,M0008,2012,3,9,NA,19.7011072,-71.7193689,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth represents deposit depth,mangrove,habitat explicitly defined in original hook script,C1,NA,NA,211
Kauffmann_et_al_2014,JBK14 Tapion Alto,M0009,2012,3,9,NA,19.723964,-71.724047,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth represents deposit depth,mangrove,habitat explicitly defined in original hook script,C1,NA,NA,179
Kauffmann_et_al_2014,JBK14 Guinea Media,M0010,2012,3,9,NA,19.708301,-71.722997,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth represents deposit depth,mangrove,habitat explicitly defined in original hook script,C1,NA,NA,245.00000000000003
Kauffmann_et_al_2014,JBK14 Laguna Media,M0011,2012,3,9,NA,19.690274,-71.715383,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth represents deposit depth,mangrove,habitat explicitly defined in original hook script,C1,NA,NA,239
Kauffmann_et_al_2014,JBK14 Mediana Sur,M0012,2012,3,9,NA,19.69203,-71.711328,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth represents deposit depth,mangrove,habitat explicitly defined in original hook script,C1,NA,NA,222.00000000000003
Kauffmann_et_al_2014,JBK14 Bajo Final,M0013,2012,3,9,NA,19.876278,-71.650746,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth represents deposit depth,mangrove,habitat explicitly defined in original hook script,C1,NA,NA,250
Kauffmann_et_al_2014,JBK14 Granja Bajo,M0014,2012,3,9,NA,19.881405,-71.647282,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth represents deposit depth,mangrove,habitat explicitly defined in original hook script,C1,NA,NA,100
Kauffmann_et_al_2014,JBK14 Morro Bajo,M0015,2012,3,9,NA,19.884008,-71.642497,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth represents deposit depth,mangrove,habitat explicitly defined in original hook script,C1,NA,NA,227
Alongi_et_al_1999,DMA99 HM1,M0016,1997,3,9,NA,-18.418583,146.193519,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth represents deposit depth,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,35
Alongi_et_al_1999,DMA99 HM2,M0017,1997,3,9,NA,-18.364415,146.14926,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth represents deposit depth,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,58.00000000000001
Chen_and_Twilley_1999,RC99 S1,M0018,1997,3,9,NA,25.362304,-81.108188,NA,NA,approximate,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,57.99999999999999
Chen_and_Twilley_1999,RC99 S3,M0019,1997,3,9,NA,25.365286,-81.08602,NA,NA,approximate,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,60
Chen_and_Twilley_1999,RC99 S4,M0020,1997,3,9,NA,25.378163,-81.033439,NA,NA,approximate,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,60
Chen_and_Twilley_1999,RC99 S6,M0021,1997,3,9,NA,25.417346,-80.954333,NA,NA,approximate,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,60
Alongi_1996,DMA96 Low,M0022,1989,3,9,NA,-18.247934,146.233685,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,20
Alongi_1996,DMA96 Med,M0023,1989,3,9,NA,-18.248799000000002,146.233672,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,20
Alongi_1996,DMA96 High,M0024,1989,3,9,NA,-18.24988,146.233706,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,20
Alongi_1996,DMA96 Creek Bank,M0025,1989,3,9,NA,-18.247089,146.233773,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,20
Alongi_et_al_2000,DMA00 PH1,M0026,1994,3,9,NA,-20.322908,118.651878,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,68.943
Alongi_et_al_2000,DMA00 PH2,M0027,1994,3,9,NA,-20.321774,118.651121,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,82.09500000000001
Alongi_et_al_2000,DMA00 D1,M0028,1994,3,9,NA,-20.728059,116.620908,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,85.17799999999998
Alongi_et_al_2000,DMA00 D2,M0029,1994,3,9,NA,-20.72806,116.625047,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,100
Alongi_et_al_2000,DMA00 MB1,M0030,1994,3,9,NA,-21.964478,113.946274,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,82.12100000000001
Alongi_et_al_2000,DMA00 BR1,M0031,1994,3,9,NA,-22.310318,114.121795,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,52.013
