Source,Site,Core,Habitat_type,Latitude,Longitude,accuracy_flag,Country,Year_collected,U_depth_m,L_depth_m,Method,OC_perc,BD_reported_g_cm3,SOM_perc,Conv_factor,Data_use,Data_contact
"Russell et al, submitted",Davenport Creek,DC_3_B,Intertidal saltmarsh,-32.151541,133.408471,direct from dataset,Australia,2021,30,40,LOI,<0.25,1.124128397,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Davenport Creek,DC_3_B,Intertidal saltmarsh,-32.151541,133.408471,direct from dataset,Australia,2021,40,50,LOI,<0.25,1.143493035,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Davenport Creek,DC_3_C,Intertidal saltmarsh,-32.151618,133.408471,direct from dataset,Australia,2021,0,5,LOI,22.6,0.147329912,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Davenport Creek,DC_3_C,Intertidal saltmarsh,-32.151618,133.408471,direct from dataset,Australia,2021,5,10,LOI,19.6,0.154324825,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Davenport Creek,DC_3_C,Intertidal saltmarsh,-32.151618,133.408471,direct from dataset,Australia,2021,10,20,LOI,8.15,0.303641111,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Davenport Creek,DC_3_C,Intertidal saltmarsh,-32.151618,133.408471,direct from dataset,Australia,2021,20,30,LOI,0.43,0.942403405,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Davenport Creek,DC_3_C,Intertidal saltmarsh,-32.151618,133.408471,direct from dataset,Australia,2021,30,40,LOI,<0.25,1.140927499,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Davenport Creek,DC_3_C,Intertidal saltmarsh,-32.151618,133.408471,direct from dataset,Australia,2021,40,50,LOI,<0.25,1.025467653,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Franklin Harbour,FH_IS_1,Intertidal saltmarsh,-33.770451,136.873701,direct from dataset,Australia,2020,0,5,LOI,4.48,0.437625755,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Franklin Harbour,FH_IS_1,Intertidal saltmarsh,-33.770451,136.873701,direct from dataset,Australia,2020,5,10,LOI,1.29,2.039738431,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Franklin Harbour,FH_IS_1,Intertidal saltmarsh,-33.770451,136.873701,direct from dataset,Australia,2020,10,20,LOI,0.8,1.265090543,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Franklin Harbour,FH_IS_1,Intertidal saltmarsh,-33.770451,136.873701,direct from dataset,Australia,2020,20,30,LOI,2.12,0.876509054,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Franklin Harbour,FH_IS_1,Intertidal saltmarsh,-33.770451,136.873701,direct from dataset,Australia,2020,30,40,LOI,1.45,0.958249497,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Franklin Harbour,FH_IS_1,Intertidal saltmarsh,-33.770451,136.873701,direct from dataset,Australia,2020,40,50,LOI,5.29,0.163480885,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Franklin Harbour,FH_IS_2,Intertidal saltmarsh,-33.77036,136.873871,direct from dataset,Australia,2020,0,5,LOI,5.93,0.449572435,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Franklin Harbour,FH_IS_2,Intertidal saltmarsh,-33.77036,136.873871,direct from dataset,Australia,2020,5,10,LOI,4.23,0.550176056,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Franklin Harbour,FH_IS_2,Intertidal saltmarsh,-33.77036,136.873871,direct from dataset,Australia,2020,10,20,LOI,<0.25,0.85792533,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Franklin Harbour,FH_IS_2,Intertidal saltmarsh,-33.77036,136.873871,direct from dataset,Australia,2020,20,30,LOI,2.14,1.011625307,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Franklin Harbour,FH_IS_2,Intertidal saltmarsh,-33.77036,136.873871,direct from dataset,Australia,2020,30,40,LOI,1.62,1.250558909,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Franklin Harbour,FH_IS_2,Intertidal saltmarsh,-33.77036,136.873871,direct from dataset,Australia,2020,40,50,LOI,1.12,1.1848871,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Franklin Harbour,FH_IS_3,Intertidal saltmarsh,-33.770449,136.874073,direct from dataset,Australia,2020,0,5,LOI,6.03,0.3722334,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Franklin Harbour,FH_IS_3,Intertidal saltmarsh,-33.770449,136.874073,direct from dataset,Australia,2020,5,10,LOI,3.57,0.460261569,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Franklin Harbour,FH_IS_3,Intertidal saltmarsh,-33.770449,136.874073,direct from dataset,Australia,2020,10,20,LOI,1.34,0.872736419,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Franklin Harbour,FH_IS_3,Intertidal saltmarsh,-33.770449,136.874073,direct from dataset,Australia,2020,20,30,LOI,2.15,0.948189135,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Franklin Harbour,FH_IS_3,Intertidal saltmarsh,-33.770449,136.874073,direct from dataset,Australia,2020,30,40,LOI,1.64,1.053822938,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Franklin Harbour,FH_IS_3,Intertidal saltmarsh,-33.770449,136.874073,direct from dataset,Australia,2020,40,50,LOI,0.73,0.977112676,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Franklin Harbour,FH_SS_1,Supratidal saltmarsh,-33.77112,136.869021,direct from dataset,Australia,2020,0,5,LOI,2.17,0.900478761,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Franklin Harbour,FH_SS_1,Supratidal saltmarsh,-33.77112,136.869021,direct from dataset,Australia,2020,5,10,LOI,1.96,1.189772843,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Franklin Harbour,FH_SS_1,Supratidal saltmarsh,-33.77112,136.869021,direct from dataset,Australia,2020,10,20,LOI,0.69,1.841100076,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Franklin Harbour,FH_SS_1,Supratidal saltmarsh,-33.77112,136.869021,direct from dataset,Australia,2020,20,30,LOI,0.34,2.316271963,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Franklin Harbour,FH_SS_1,Supratidal saltmarsh,-33.77112,136.869021,direct from dataset,Australia,2020,30,40,LOI,0.58,1.780494016,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Franklin Harbour,FH_SS_1,Supratidal saltmarsh,-33.77112,136.869021,direct from dataset,Australia,2020,40,50,LOI,<0.25,1.227909346,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Franklin Harbour,FH_SS_2,Supratidal saltmarsh,-33.771225,136.868794,direct from dataset,Australia,2020,0,5,LOI,1.39,1.493327901,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Franklin Harbour,FH_SS_2,Supratidal saltmarsh,-33.771225,136.868794,direct from dataset,Australia,2020,5,10,LOI,0.87,1.684832434,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Franklin Harbour,FH_SS_2,Supratidal saltmarsh,-33.771225,136.868794,direct from dataset,Australia,2020,10,20,LOI,<0.25,1.963840081,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Franklin Harbour,FH_SS_2,Supratidal saltmarsh,-33.771225,136.868794,direct from dataset,Australia,2020,20,30,LOI,0.34,2.103386809,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Franklin Harbour,FH_SS_2,Supratidal saltmarsh,-33.771225,136.868794,direct from dataset,Australia,2020,30,40,LOI,0.66,1.074102368,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Franklin Harbour,FH_SS_2,Supratidal saltmarsh,-33.771225,136.868794,direct from dataset,Australia,2020,40,50,LOI,0.28,1.109243697,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Franklin Harbour,FH_SS_3,Supratidal saltmarsh,-33.771397,136.868885,direct from dataset,Australia,2020,0,5,LOI,0.71,1.414892533,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Franklin Harbour,FH_SS_3,Supratidal saltmarsh,-33.771397,136.868885,direct from dataset,Australia,2020,5,10,LOI,0.51,1.991443414,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Franklin Harbour,FH_SS_3,Supratidal saltmarsh,-33.771397,136.868885,direct from dataset,Australia,2020,10,20,LOI,<0.25,1.212630507,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Franklin Harbour,FH_SS_3,Supratidal saltmarsh,-33.771397,136.868885,direct from dataset,Australia,2020,20,30,LOI,<0.25,1.469977198,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Mount Young,MY_IS_1,Intertidal saltmarsh,-33.123489,137.471947,direct from dataset,Australia,2020,0,5,LOI,0.45,0.930583501,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Mount Young,MY_IS_1,Intertidal saltmarsh,-33.123489,137.471947,direct from dataset,Australia,2020,5,10,LOI,0.65,0.836267606,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Mount Young,MY_IS_1,Intertidal saltmarsh,-33.123489,137.471947,direct from dataset,Australia,2020,10,20,LOI,<0.25,1.110831657,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Mount Young,MY_IS_1,Intertidal saltmarsh,-33.123489,137.471947,direct from dataset,Australia,2020,20,30,LOI,<0.25,1.060110664,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Mount Young,MY_IS_1,Intertidal saltmarsh,-33.123489,137.471947,direct from dataset,Australia,2020,30,40,LOI,1.16,0.90165996,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Mount Young,MY_IS_1,Intertidal saltmarsh,-33.123489,137.471947,direct from dataset,Australia,2020,40,50,LOI,0.58,1.068913481,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Mount Young,MY_IS_2,Intertidal saltmarsh,-33.123513,137.471622,direct from dataset,Australia,2020,0,5,LOI,0.83,1.0018444,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Mount Young,MY_IS_2,Intertidal saltmarsh,-33.123513,137.471622,direct from dataset,Australia,2020,5,10,LOI,0.9,1.085680751,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Mount Young,MY_IS_2,Intertidal saltmarsh,-33.123513,137.471622,direct from dataset,Australia,2020,10,20,LOI,0.76,1.527917505,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Mount Young,MY_IS_2,Intertidal saltmarsh,-33.123513,137.471622,direct from dataset,Australia,2020,20,30,LOI,0.27,1.559356137,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Mount Young,MY_IS_2,Intertidal saltmarsh,-33.123513,137.471622,direct from dataset,Australia,2020,30,40,LOI,<0.25,1.729124748,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Mount Young,MY_IS_2,Intertidal saltmarsh,-33.123513,137.471622,direct from dataset,Australia,2020,40,50,LOI,0.44,1.229599821,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Mount Young,MY_IS_3,Intertidal saltmarsh,-33.123646,137.471788,direct from dataset,Australia,2020,0,5,LOI,1.05,0.694793763,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Mount Young,MY_IS_3,Intertidal saltmarsh,-33.123646,137.471788,direct from dataset,Australia,2020,5,10,LOI,1.43,1.00918008,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Mount Young,MY_IS_3,Intertidal saltmarsh,-33.123646,137.471788,direct from dataset,Australia,2020,10,20,LOI,1.86,1.230997094,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Mount Young,MY_IS_3,Intertidal saltmarsh,-33.123646,137.471788,direct from dataset,Australia,2020,20,30,LOI,0.89,1.15694165,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Mount Young,MY_IS_3,Intertidal saltmarsh,-33.123646,137.471788,direct from dataset,Australia,2020,30,40,LOI,0.52,1.260060362,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Mount Young,MY_IS_3,Intertidal saltmarsh,-33.123646,137.471788,direct from dataset,Australia,2020,40,50,LOI,0.31,1.277665996,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Mount Young,MY_SS_1,Supratidal saltmarsh,-33.11626,137.469018,direct from dataset,Australia,2020,0,5,LOI,<0.25,0.55331992,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Mount Young,MY_SS_1,Supratidal saltmarsh,-33.11626,137.469018,direct from dataset,Australia,2020,5,10,LOI,<0.25,0.789738431,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Mount Young,MY_SS_1,Supratidal saltmarsh,-33.11626,137.469018,direct from dataset,Australia,2020,10,20,LOI,<0.25,1.764156367,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Mount Young,MY_SS_1,Supratidal saltmarsh,-33.11626,137.469018,direct from dataset,Australia,2020,20,30,LOI,<0.25,2.491736131,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Mount Young,MY_SS_1,Supratidal saltmarsh,-33.11626,137.469018,direct from dataset,Australia,2020,30,40,LOI,<0.25,2.466585226,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Mount Young,MY_SS_1,Supratidal saltmarsh,-33.11626,137.469018,direct from dataset,Australia,2020,40,50,LOI,<0.25,2.094711124,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Mount Young,MY_SS_2,Supratidal saltmarsh,-33.116123,137.468847,direct from dataset,Australia,2020,0,5,LOI,0.51,0.659512631,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Mount Young,MY_SS_2,Supratidal saltmarsh,-33.116123,137.468847,direct from dataset,Australia,2020,5,10,LOI,0.32,1.065769618,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Mount Young,MY_SS_2,Supratidal saltmarsh,-33.116123,137.468847,direct from dataset,Australia,2020,10,20,LOI,0.45,1.288085657,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Mount Young,MY_SS_2,Supratidal saltmarsh,-33.116123,137.468847,direct from dataset,Australia,2020,20,30,LOI,0.45,1.313236562,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Mount Young,MY_SS_2,Supratidal saltmarsh,-33.116123,137.468847,direct from dataset,Australia,2020,30,40,LOI,0.3,1.253952285,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Mount Young,MY_SS_2,Supratidal saltmarsh,-33.116123,137.468847,direct from dataset,Australia,2020,40,50,LOI,0.48,1.109783702,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Mount Young,MY_SS_3,Supratidal saltmarsh,-33.116263,137.468683,direct from dataset,Australia,2020,0,5,LOI,0.3,0.543259557,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Mount Young,MY_SS_3,Supratidal saltmarsh,-33.116263,137.468683,direct from dataset,Australia,2020,5,10,LOI,0.85,1.110232826,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Mount Young,MY_SS_3,Supratidal saltmarsh,-33.116263,137.468683,direct from dataset,Australia,2020,10,20,LOI,0.51,1.280899684,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Mount Young,MY_SS_3,Supratidal saltmarsh,-33.116263,137.468683,direct from dataset,Australia,2020,20,30,LOI,0.42,1.280899684,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Mount Young,MY_SS_3,Supratidal saltmarsh,-33.116263,137.468683,direct from dataset,Australia,2020,30,40,LOI,0.5,1.133362676,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Mount Young,MY_SS_3,Supratidal saltmarsh,-33.116263,137.468683,direct from dataset,Australia,2020,40,50,LOI,0.65,0.979488039,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Nadia's Landing,N_A_1_1,Supratidal saltmarsh,-32.12477,133.51133,direct from dataset,Australia,2021,0,5,LOI,0.94,1.126617093,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Nadia's Landing,N_A_1_2,Supratidal saltmarsh,-32.12477,133.51133,direct from dataset,Australia,2021,5,10,LOI,0.78,1.548334522,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Nadia's Landing,N_A_1_3,Supratidal saltmarsh,-32.12477,133.51133,direct from dataset,Australia,2021,10,20,LOI,0.69,1.676597912,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Nadia's Landing,N_A_1_4,Supratidal saltmarsh,-32.12477,133.51133,direct from dataset,Australia,2021,20,30,LOI,0.6,2.09574739,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Nadia's Landing,N_A_1_5,Supratidal saltmarsh,-32.12477,133.51133,direct from dataset,Australia,2021,30,40,LOI,0.58,1.541634836,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Nadia's Landing,N_A_1_6,Supratidal saltmarsh,-32.12477,133.51133,direct from dataset,Australia,2021,40,50,LOI,0.39,1.77540107,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Nadia's Landing,N_A_2_1,Supratidal saltmarsh,-32.12474,133.51092,direct from dataset,Australia,2021,0,5,LOI,<0.2,1.235611694,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Nadia's Landing,N_A_2_2,Supratidal saltmarsh,-32.12474,133.51092,direct from dataset,Australia,2021,5,10,LOI,0.38,1.525924417,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Nadia's Landing,N_A_2_3,Supratidal saltmarsh,-32.12474,133.51092,direct from dataset,Australia,2021,10,20,LOI,0.44,1.188184365,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Nadia's Landing,N_A_2_4,Supratidal saltmarsh,-32.12474,133.51092,direct from dataset,Australia,2021,20,30,LOI,0.47,1.964349376,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Nadia's Landing,N_A_2_5,Supratidal saltmarsh,-32.12474,133.51092,direct from dataset,Australia,2021,30,40,LOI,0.54,1.951107716,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Nadia's Landing,N_A_2_6,Supratidal saltmarsh,-32.12474,133.51092,direct from dataset,Australia,2021,40,50,LOI,0.44,1.278838808,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Nadia's Landing,N_A_3_1,Supratidal saltmarsh,-32.12501,133.5111,direct from dataset,Australia,2021,0,5,LOI,0.66,0.958541306,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Nadia's Landing,N_A_3_2,Supratidal saltmarsh,-32.12501,133.5111,direct from dataset,Australia,2021,5,10,LOI,0.71,1.451563614,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Nadia's Landing,N_A_3_3,Supratidal saltmarsh,-32.12501,133.5111,direct from dataset,Australia,2021,10,20,LOI,0.46,1.667430609,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Nadia's Landing,N_A_3_4,Supratidal saltmarsh,-32.12501,133.5111,direct from dataset,Australia,2021,20,30,LOI,<0.2,1.378660555,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Nadia's Landing,N_A_3_5,Supratidal saltmarsh,-32.12501,133.5111,direct from dataset,Australia,2021,30,40,LOI,0.51,2.023936847,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Nadia's Landing,N_A_3_6,Supratidal saltmarsh,-32.12501,133.5111,direct from dataset,Australia,2021,40,50,LOI,<0.2,1.776419659,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Nadia's Landing,N_B_1_1,Intertidal saltmarsh,-32.12669,133.51141,direct from dataset,Australia,2021,0,5,LOI,8.38,0.394869215,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Nadia's Landing,N_B_1_2,Intertidal saltmarsh,-32.12669,133.51141,direct from dataset,Australia,2021,5,10,LOI,2.37,0.716800805,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Nadia's Landing,N_B_1_3,Intertidal saltmarsh,-32.12669,133.51141,direct from dataset,Australia,2021,10,20,LOI,0.89,0.959507042,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Nadia's Landing,N_B_1_4,Intertidal saltmarsh,-32.12669,133.51141,direct from dataset,Australia,2021,20,30,LOI,0.53,1.033702213,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Nadia's Landing,N_B_1_5,Intertidal saltmarsh,-32.12669,133.51141,direct from dataset,Australia,2021,30,40,LOI,0.54,1.306589537,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Nadia's Landing,N_B_1_6,Intertidal saltmarsh,-32.12669,133.51141,direct from dataset,Australia,2021,40,50,LOI,0.61,1.27389336,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Nadia's Landing,N_B_2_1,Intertidal saltmarsh,-32.12668,133.51154,direct from dataset,Australia,2021,0,5,LOI,1.91,0.802034429,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Nadia's Landing,N_B_2_2,Intertidal saltmarsh,-32.12668,133.51154,direct from dataset,Australia,2021,5,10,LOI,1.99,0.829979879,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Nadia's Landing,N_B_2_3,Intertidal saltmarsh,-32.12668,133.51154,direct from dataset,Australia,2021,10,20,LOI,0.75,1.070310753,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Nadia's Landing,N_B_2_4,Intertidal saltmarsh,-32.12668,133.51154,direct from dataset,Australia,2021,20,30,LOI,0.66,1.224849095,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Nadia's Landing,N_B_2_5,Intertidal saltmarsh,-32.12668,133.51154,direct from dataset,Australia,2021,30,40,LOI,0.6,1.234909457,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Nadia's Landing,N_B_2_6,Intertidal saltmarsh,-32.12668,133.51154,direct from dataset,Australia,2021,40,50,LOI,0.61,1.286468813,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Nadia's Landing,N_B_3_1,Intertidal saltmarsh,-32.12689,133.51139,direct from dataset,Australia,2021,0,5,LOI,7.51,0.490442656,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Nadia's Landing,N_B_3_2,Intertidal saltmarsh,-32.12689,133.51139,direct from dataset,Australia,2021,5,10,LOI,3.62,0.612005366,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Nadia's Landing,N_B_3_3,Intertidal saltmarsh,-32.12689,133.51139,direct from dataset,Australia,2021,10,20,LOI,0.8,1.036217304,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Nadia's Landing,N_B_3_4,Intertidal saltmarsh,-32.12689,133.51139,direct from dataset,Australia,2021,20,30,LOI,0.82,1.165744467,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Nadia's Landing,N_B_3_5,Intertidal saltmarsh,-32.12689,133.51139,direct from dataset,Australia,2021,30,40,LOI,0.76,1.248742455,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Nadia's Landing,N_B_3_6,Intertidal saltmarsh,-32.12689,133.51139,direct from dataset,Australia,2021,40,50,LOI,0.49,1.315392354,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Tumby Bay,TB_IS_1,Intertidal saltmarsh,-34.418566,136.086907,direct from dataset,Australia,2020,0,5,LOI,1.56,0.611167002,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Tumby Bay,TB_IS_1,Intertidal saltmarsh,-34.418566,136.086907,direct from dataset,Australia,2020,5,10,LOI,<0.25,1.071428571,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Tumby Bay,TB_IS_1,Intertidal saltmarsh,-34.418566,136.086907,direct from dataset,Australia,2020,10,20,LOI,0.43,1.193410463,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Tumby Bay,TB_IS_1,Intertidal saltmarsh,-34.418566,136.086907,direct from dataset,Australia,2020,20,30,LOI,<0.25,1.416834339,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Tumby Bay,TB_IS_1,Intertidal saltmarsh,-34.418566,136.086907,direct from dataset,Australia,2020,30,40,LOI,<0.25,1.256287726,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
