study_id,site_id,core_id,method_id,year,month,day,latitude,longitude,country,admin_division,habitat,depth_min,depth_max,sample_id,dry_bulk_density,compaction_fraction,compaction_notes,cs137_activity,cs137_activity_se,cs137_unit,excess_pb210_activity,excess_pb210_activity_se,total_pb210_activity,total_pb210_activity_se,pb210_unit,ra226_activity,ra226_activity_se,ra226_unit,pb214_activity,pb214_activity_se,pb214_unit,bi214_activity,bi214_unit,delta_c13,be7_activity,be7_activity_se,age,age_se,depth_interval_notes,core_notes,position_accuracy,position_method,position_notes,elevation,elevation_datum,elevation_accuracy,elevation_method,elevation_notes,salinity_class,salinity_method,salinity_notes,vegetation_class,vegetation_method,vegetation_notes,inundation_class,inundation_method,inundation_notes,core_length_flag,stocks_qual_code,dates_qual_code,elevation_qual_code,max_depth,coring_method,roots_flag,sediment_sieved_flag,sediment_sieve_size,compaction_flag,dry_bulk_density_temperature,dry_bulk_density_time,dry_bulk_density_sample_volume,dry_bulk_density_flag,loss_on_ignition_temperature,loss_on_ignition_time,loss_on_ignition_sample_mass,loss_on_ignition_flag,carbon_measured_or_modeled,carbonates_removed,carbonate_removal_method,fraction_carbon_method,fraction_carbon_type,carbon_profile_notes,cs137_counting_method,pb210_counting_method,excess_pb210_rate,excess_pb210_model,ra226_assumption,c14_counting_method,dating_notes,age_depth_model_reference,age_depth_model_notes,fraction_carbon_flag,high_low_carbon,percent_organic_matter,percent_carbon
Poppe_and_Rybczyk_2019,LM5,LM5_3,single set of methods,2016,7,17,48.226,-122.384,United States,Washington,marsh,20,22,NA,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RTK,NA,1.82,NAVD88,NA,RTK,NA,brackish,measurement,NA,emergent,measurement,NA,low,measurement,NA,core depth limited by length of corer,C2,B2,A2,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,4.6541088,1.4938865000000001
Poppe_and_Rybczyk_2019,LM5,LM5_3,single set of methods,2016,7,17,48.226,-122.384,United States,Washington,marsh,30,32,NA,1.03,NA,NA,0.555342529,NA,NA,0.4428193,3.742226912,18.67066976,3.183623617,becquerelsPerKilogram,NA,NA,NA,18.25036455,1.575111749,becquerelsPerKilogram,NA,NA,NA,NA,NA,NA,NA,cs137 and excess pb210 activity corrected for decay since date of core collection,NA,NA,RTK,NA,1.82,NAVD88,NA,RTK,NA,brackish,measurement,NA,emergent,measurement,NA,low,measurement,NA,core depth limited by length of corer,C2,B2,A2,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,5.1058531,1.5840578
Poppe_and_Rybczyk_2019,LM5,LM5_3,single set of methods,2016,7,17,48.226,-122.384,United States,Washington,marsh,40,42,NA,1.33,NA,NA,0.39129968,NA,NA,-1.246978787,3.018359324,13.78304354,2.533494833,becquerelsPerKilogram,NA,NA,NA,14.96419527,1.324920062,becquerelsPerKilogram,NA,NA,NA,NA,NA,NA,NA,cs137 and excess pb210 activity corrected for decay since date of core collection,NA,NA,RTK,NA,1.82,NAVD88,NA,RTK,NA,brackish,measurement,NA,emergent,measurement,NA,low,measurement,NA,core depth limited by length of corer,C2,B2,A2,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,3.1083481,0.8472103
Poppe_and_Rybczyk_2019,LM5,LM5_3,single set of methods,2016,7,17,48.226,-122.384,United States,Washington,marsh,50,52,NA,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RTK,NA,1.82,NAVD88,NA,RTK,NA,brackish,measurement,NA,emergent,measurement,NA,low,measurement,NA,core depth limited by length of corer,C2,B2,A2,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,3.1685678000000004,1.1081952000000002
Poppe_and_Rybczyk_2019,LM5,LM5_3,single set of methods,2016,7,17,48.226,-122.384,United States,Washington,marsh,60,62,NA,1.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RTK,NA,1.82,NAVD88,NA,RTK,NA,brackish,measurement,NA,emergent,measurement,NA,low,measurement,NA,core depth limited by length of corer,C2,B2,A2,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,2.9712163,1.0313765000000001
Poppe_and_Rybczyk_2019,LM5,LM5_3,single set of methods,2016,7,17,48.226,-122.384,United States,Washington,marsh,70,72,NA,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RTK,NA,1.82,NAVD88,NA,RTK,NA,brackish,measurement,NA,emergent,measurement,NA,low,measurement,NA,core depth limited by length of corer,C2,B2,A2,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,2.5562372,0.8236902
Poppe_and_Rybczyk_2019,LM5,LM5_3,single set of methods,2016,7,17,48.226,-122.384,United States,Washington,marsh,80,82,NA,1.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RTK,NA,1.82,NAVD88,NA,RTK,NA,brackish,measurement,NA,emergent,measurement,NA,low,measurement,NA,core depth limited by length of corer,C2,B2,A2,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,1.2776831,0.1507491
Poppe_and_Rybczyk_2019,HM1,HM1_8,single set of methods,2015,2,23,48.191,-122.363,United States,Washington,marsh,0,2,NA,0.63,NA,NA,2.93035595,NA,NA,22.01353526,7.662136526,42.67,7.37285867,becquerelsPerKilogram,NA,NA,NA,20.68792987,2.046657258,becquerelsPerKilogram,NA,NA,NA,NA,NA,NA,NA,cs137 and excess pb210 activity corrected for decay since date of core collection,NA,NA,RTK,NA,2.39,NAVD88,NA,RTK,NA,brackish,measurement,NA,emergent,measurement,NA,high,measurement,NA,core depth limited by length of corer,C2,B2,A2,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,9.347181,3.5699375
Poppe_and_Rybczyk_2019,HM1,HM1_8,single set of methods,2015,2,23,48.191,-122.363,United States,Washington,marsh,6,8,NA,0.57,NA,NA,2.874771235,NA,NA,29.15283928,8.005833193,47.51,7.802408356,becquerelsPerKilogram,NA,NA,NA,18.36523358,1.780994819,becquerelsPerKilogram,NA,NA,NA,NA,NA,NA,NA,cs137 and excess pb210 activity corrected for decay since date of core collection,NA,NA,RTK,NA,2.39,NAVD88,NA,RTK,NA,brackish,measurement,NA,emergent,measurement,NA,high,measurement,NA,core depth limited by length of corer,C2,B2,A2,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,12.7819549,4.9990977
Poppe_and_Rybczyk_2019,HM1,HM1_8,single set of methods,2015,2,23,48.191,-122.363,United States,Washington,marsh,10,12,NA,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RTK,NA,2.39,NAVD88,NA,RTK,NA,brackish,measurement,NA,emergent,measurement,NA,high,measurement,NA,core depth limited by length of corer,C2,B2,A2,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,8.9420655,3.1744291000000002
Poppe_and_Rybczyk_2019,HM1,HM1_8,single set of methods,2015,2,23,48.191,-122.363,United States,Washington,marsh,16,18,NA,0.86,NA,NA,3.664860052,NA,NA,9.523134299,5.663110758,30.74,5.307859154,becquerelsPerKilogram,NA,NA,NA,21.23669443,1.934991328,becquerelsPerKilogram,NA,NA,NA,NA,NA,NA,NA,cs137 and excess pb210 activity corrected for decay since date of core collection,NA,NA,RTK,NA,2.39,NAVD88,NA,RTK,NA,brackish,measurement,NA,emergent,measurement,NA,high,measurement,NA,core depth limited by length of corer,C2,B2,A2,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,6.1488673,2.0910841
Poppe_and_Rybczyk_2019,HM1,HM1_8,single set of methods,2015,2,23,48.191,-122.363,United States,Washington,marsh,22,24,NA,1.09,NA,NA,1.318745899,NA,NA,0.371545122,3.86299082,18.82,3.481174287,becquerelsPerKilogram,NA,NA,NA,18.44927974,1.655425641,becquerelsPerKilogram,NA,NA,NA,NA,NA,NA,NA,cs137 and excess pb210 activity corrected for decay since date of core collection,NA,NA,RTK,NA,2.39,NAVD88,NA,RTK,NA,brackish,measurement,NA,emergent,measurement,NA,high,measurement,NA,core depth limited by length of corer,C2,B2,A2,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,3.7037037,1.1525851999999999
Poppe_and_Rybczyk_2019,HM1,HM1_8,single set of methods,2015,2,23,48.191,-122.363,United States,Washington,marsh,30,32,NA,1.3,NA,NA,2.107705787,NA,NA,-1.632788515,3.787299642,17.61,3.369421354,becquerelsPerKilogram,NA,NA,NA,19.24243171,1.720819835,becquerelsPerKilogram,NA,NA,NA,NA,NA,NA,NA,cs137 and excess pb210 activity corrected for decay since date of core collection,NA,NA,RTK,NA,2.39,NAVD88,NA,RTK,NA,brackish,measurement,NA,emergent,measurement,NA,high,measurement,NA,core depth limited by length of corer,C2,B2,A2,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,4.8284625,1.0303877
Poppe_and_Rybczyk_2019,HM1,HM1_8,single set of methods,2015,2,23,48.191,-122.363,United States,Washington,marsh,40,42,NA,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RTK,NA,2.39,NAVD88,NA,RTK,NA,brackish,measurement,NA,emergent,measurement,NA,high,measurement,NA,core depth limited by length of corer,C2,B2,A2,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,2.9695024,0.6551485
Poppe_and_Rybczyk_2019,HM1,HM1_8,single set of methods,2015,2,23,48.191,-122.363,United States,Washington,marsh,60,62,NA,1.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RTK,NA,2.39,NAVD88,NA,RTK,NA,brackish,measurement,NA,emergent,measurement,NA,high,measurement,NA,core depth limited by length of corer,C2,B2,A2,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,2.5984912,0.5763961
Poppe_and_Rybczyk_2019,HM1,HM1_8,single set of methods,2015,2,23,48.191,-122.363,United States,Washington,marsh,80,82,NA,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RTK,NA,2.39,NAVD88,NA,RTK,NA,brackish,measurement,NA,emergent,measurement,NA,high,measurement,NA,core depth limited by length of corer,C2,B2,A2,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,3.0377668,0.4855397
Poppe_and_Rybczyk_2019,LM1,LM1_9,single set of methods,2015,2,12,48.188,-122.363,United States,Washington,marsh,0,2,NA,0.82,NA,NA,1.229839745,NA,NA,12.56083327,6.04702458,33.19,5.727366857,becquerelsPerKilogram,NA,NA,NA,20.68822152,1.85469907,becquerelsPerKilogram,NA,NA,NA,NA,NA,NA,NA,cs137 and excess pb210 activity corrected for decay since date of core collection,NA,NA,RTK,NA,2.01,NAVD88,NA,RTK,NA,brackish,measurement,NA,emergent,measurement,NA,low,measurement,NA,core depth limited by length of corer,C2,B2,A2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,4.4180119,1.1737872
Poppe_and_Rybczyk_2019,LM1,LM1_9,single set of methods,2015,2,12,48.188,-122.363,United States,Washington,marsh,6,8,NA,1.18,NA,NA,0.581221944,NA,NA,5.678848926,4.452785048,22.65,4.152984648,becquerelsPerKilogram,NA,NA,NA,16.99986994,1.548444854,becquerelsPerKilogram,NA,NA,NA,NA,NA,NA,NA,cs137 and excess pb210 activity corrected for decay since date of core collection,NA,NA,RTK,NA,2.01,NAVD88,NA,RTK,NA,brackish,measurement,NA,emergent,measurement,NA,low,measurement,NA,core depth limited by length of corer,C2,B2,A2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,3.9495798,1.116158
Poppe_and_Rybczyk_2019,LM1,LM1_9,single set of methods,2015,2,12,48.188,-122.363,United States,Washington,marsh,12,14,NA,1.35,NA,NA,1.376295703,NA,NA,-0.281663894,3.819825683,17.76,3.446178516,becquerelsPerKilogram,NA,NA,NA,18.04264586,1.604928856,becquerelsPerKilogram,NA,NA,NA,NA,NA,NA,NA,cs137 and excess pb210 activity corrected for decay since date of core collection,NA,NA,RTK,NA,2.01,NAVD88,NA,RTK,NA,brackish,measurement,NA,emergent,measurement,NA,low,measurement,NA,core depth limited by length of corer,C2,B2,A2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,3.1972789,0.9155471000000001
Poppe_and_Rybczyk_2019,LM1,LM1_9,single set of methods,2015,2,12,48.188,-122.363,United States,Washington,marsh,20,22,NA,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RTK,NA,2.01,NAVD88,NA,RTK,NA,brackish,measurement,NA,emergent,measurement,NA,low,measurement,NA,core depth limited by length of corer,C2,B2,A2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,3.2994924,1.0066155
Poppe_and_Rybczyk_2019,LM1,LM1_9,single set of methods,2015,2,12,48.188,-122.363,United States,Washington,marsh,30,32,NA,1.46,NA,NA,2.60214494,NA,NA,0.63596381,4.15949592,19.47,3.775930462,becquerelsPerKilogram,NA,NA,NA,18.8359971,1.684574589,becquerelsPerKilogram,NA,NA,NA,NA,NA,NA,NA,cs137 and excess pb210 activity corrected for decay since date of core collection,NA,NA,RTK,NA,2.01,NAVD88,NA,RTK,NA,brackish,measurement,NA,emergent,measurement,NA,low,measurement,NA,core depth limited by length of corer,C2,B2,A2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,2.6098027,0.6154227
Poppe_and_Rybczyk_2019,LM1,LM1_9,single set of methods,2015,2,12,48.188,-122.363,United States,Washington,marsh,40,42,NA,1.3,NA,NA,2.245153599,NA,NA,2.477116971,3.809621117,20.33,3.481540741,becquerelsPerKilogram,NA,NA,NA,17.87227967,1.475692239,becquerelsPerKilogram,NA,NA,NA,NA,NA,NA,NA,cs137 and excess pb210 activity corrected for decay since date of core collection,NA,NA,RTK,NA,2.01,NAVD88,NA,RTK,NA,brackish,measurement,NA,emergent,measurement,NA,low,measurement,NA,core depth limited by length of corer,C2,B2,A2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,2.6500653,0.8163981
Poppe_and_Rybczyk_2019,LM1,LM1_9,single set of methods,2015,2,12,48.188,-122.363,United States,Washington,marsh,50,52,NA,1.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RTK,NA,2.01,NAVD88,NA,RTK,NA,brackish,measurement,NA,emergent,measurement,NA,low,measurement,NA,core depth limited by length of corer,C2,B2,A2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,3.2815199,0.656228
Poppe_and_Rybczyk_2019,LM1,LM1_9,single set of methods,2015,2,12,48.188,-122.363,United States,Washington,marsh,60,62,NA,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RTK,NA,2.01,NAVD88,NA,RTK,NA,brackish,measurement,NA,emergent,measurement,NA,low,measurement,NA,core depth limited by length of corer,C2,B2,A2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,3.9513678000000003,1.0268304000000001
Poppe_and_Rybczyk_2019,LM1,LM1_9,single set of methods,2015,2,12,48.188,-122.363,United States,Washington,marsh,70,72,NA,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RTK,NA,2.01,NAVD88,NA,RTK,NA,brackish,measurement,NA,emergent,measurement,NA,low,measurement,NA,core depth limited by length of corer,C2,B2,A2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,3.3802817,0.8266183
Poppe_and_Rybczyk_2019,HM3,HM3_11,single set of methods,2016,7,20,48.201,-122.372,United States,Washington,marsh,0,2,NA,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RTK,NA,2.63,NAVD88,NA,RTK,NA,brackish,measurement,NA,emergent,measurement,NA,high,measurement,NA,core depth limited by length of corer,C2,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,7.2432432,2.8604187999999997
Poppe_and_Rybczyk_2019,HM3,HM3_11,single set of methods,2016,7,20,48.201,-122.372,United States,Washington,marsh,4,6,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RTK,NA,2.63,NAVD88,NA,RTK,NA,brackish,measurement,NA,emergent,measurement,NA,high,measurement,NA,core depth limited by length of corer,C2,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,11.7021277,4.4827862000000005
Poppe_and_Rybczyk_2019,HM3,HM3_11,single set of methods,2016,7,20,48.201,-122.372,United States,Washington,marsh,10,12,NA,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RTK,NA,2.63,NAVD88,NA,RTK,NA,brackish,measurement,NA,emergent,measurement,NA,high,measurement,NA,core depth limited by length of corer,C2,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,6.5656566,2.2945909
Poppe_and_Rybczyk_2019,HM3,HM3_11,single set of methods,2016,7,20,48.201,-122.372,United States,Washington,marsh,20,22,NA,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RTK,NA,2.63,NAVD88,NA,RTK,NA,brackish,measurement,NA,emergent,measurement,NA,high,measurement,NA,core depth limited by length of corer,C2,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,6.706114400000001,3.1025715999999997
Poppe_and_Rybczyk_2019,HM3,HM3_11,single set of methods,2016,7,20,48.201,-122.372,United States,Washington,marsh,32,34,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RTK,NA,2.63,NAVD88,NA,RTK,NA,brackish,measurement,NA,emergent,measurement,NA,high,measurement,NA,core depth limited by length of corer,C2,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,10.989643300000001,3.7628826999999996
Poppe_and_Rybczyk_2019,HM3,HM3_11,single set of methods,2016,7,20,48.201,-122.372,United States,Washington,marsh,40,42,NA,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RTK,NA,2.63,NAVD88,NA,RTK,NA,brackish,measurement,NA,emergent,measurement,NA,high,measurement,NA,core depth limited by length of corer,C2,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,7.981756,2.4789599
Poppe_and_Rybczyk_2019,HM3,HM3_11,single set of methods,2016,7,20,48.201,-122.372,United States,Washington,marsh,50,52,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RTK,NA,2.63,NAVD88,NA,RTK,NA,brackish,measurement,NA,emergent,measurement,NA,high,measurement,NA,core depth limited by length of corer,C2,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,4.1433371,1.5136085000000001
Poppe_and_Rybczyk_2019,HM3,HM3_11,single set of methods,2016,7,20,48.201,-122.372,United States,Washington,marsh,60,62,NA,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RTK,NA,2.63,NAVD88,NA,RTK,NA,brackish,measurement,NA,emergent,measurement,NA,high,measurement,NA,core depth limited by length of corer,C2,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,3.5523979,1.0812891999999998
Poppe_and_Rybczyk_2019,HM3,HM3_11,single set of methods,2016,7,20,48.201,-122.372,United States,Washington,marsh,70,72,NA,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RTK,NA,2.63,NAVD88,NA,RTK,NA,brackish,measurement,NA,emergent,measurement,NA,high,measurement,NA,core depth limited by length of corer,C2,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,3.3333333,1.2147700000000001
Poppe_and_Rybczyk_2019,HM3,HM3_11,single set of methods,2016,7,20,48.201,-122.372,United States,Washington,marsh,80,82,NA,1.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RTK,NA,2.63,NAVD88,NA,RTK,NA,brackish,measurement,NA,emergent,measurement,NA,high,measurement,NA,core depth limited by length of corer,C2,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,2.0253165,0.4289354
Poppe_and_Rybczyk_2019,LM3,LM3_16,single set of methods,2016,7,20,48.201,-122.373,United States,Washington,marsh,0,2,NA,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RTK,NA,2.21,NAVD88,NA,RTK,NA,brackish,measurement,NA,emergent,measurement,NA,low,measurement,NA,core depth limited by length of corer,C2,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,5.3811659,2.0953103
Poppe_and_Rybczyk_2019,LM3,LM3_16,single set of methods,2016,7,20,48.201,-122.373,United States,Washington,marsh,8,10,NA,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RTK,NA,2.21,NAVD88,NA,RTK,NA,brackish,measurement,NA,emergent,measurement,NA,low,measurement,NA,core depth limited by length of corer,C2,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,12.173913,6.0556357
