study_id,site_id,core_id,core_latitude,core_longitude
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_14,24.62247325,-81.24558453
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_15,24.62450498,-81.41776887
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_16,24.52868047,-81.4873028
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_17,24.55802552,-81.55955366
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_18,24.54087813,-81.74648797
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_19,24.48358059,-81.7122544
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_2,25.22046475,-80.2146787
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_20,24.51606722,-81.63020426
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_21,24.87531218,-80.95838288
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_22,24.80856463,-80.92036651
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_23,24.84521655,-81.00826638
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_24,24.81538629,-81.14713432
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_25,24.75185322,-81.1704672
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_26,24.78748321,-81.2876353
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_27,24.76730496,-81.55495371
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_28,24.72363647,-81.52053605
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_29,24.69707545,-81.68278723
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_3,25.17815251,-80.25541213
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_30,24.76578505,-81.44481932
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_4,25.11201778,-80.37346236
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_5,25.05877553,-80.4230794
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_6,25.01195854,-80.37789654
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_7,25.00017718,-80.47488011
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_8,24.8698025,-80.66863122
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_9,24.85831901,-80.66241394
Fourqurean_unpublished,Florida_Bay,Fourqurean_unpublished_1,25.02476744,-80.68097374
Fourqurean_unpublished,Florida_Bay,Fourqurean_unpublished_2,25.02476744,-80.68097374
Fourqurean_unpublished,Florida_Bay,Fourqurean_unpublished_3,25.034300000000002,-80.6397
Fourqurean_unpublished,Florida_Bay,Fourqurean_unpublished_4,25.034300000000002,-80.6397
Fourqurean_unpublished,Florida_Bay,Fourqurean_unpublished_5,24.9412,-80.8642
Fourqurean_unpublished,Florida_Bay,Fourqurean_unpublished_6,24.9412,-80.8642
Fourqurean_unpublished,Florida_Bay,Fourqurean_unpublished_7,25.2148,-80.5404
Fourqurean_unpublished,Florida_Bay,Fourqurean_unpublished_8,25.2148,-80.5404
Gacia_et_al_2002,Fanals_point,Gacia_et_al_2002_1,40.41,2.52
Gacia_et_al_2002,Fanals_point,Gacia_et_al_2002_2,40.41,2.52
Gacia_et_al_2002,Fanals_point,Gacia_et_al_2002_3,40.41,2.52
Gacia_et_al_2002,Fanals_point,Gacia_et_al_2002_4,40.41,2.52
Gacia_et_al_2002,Fanals_point,Gacia_et_al_2002_5,40.41,2.52
Gacia_et_al_2002,Fanals_point,Gacia_et_al_2002_6,40.41,2.52
Gacia_unpublished,Es_Cargol,Gacia_unpublished_1,39.27323333333333,3.0412666666666666
Gonneea_et_al_2004,Chelem_Lagoon,Gonneea_et_al_2004_1,21.2746,-89.6863
Gonneea_et_al_2004,Celestun_Lagoon,Gonneea_et_al_2004_2,20.9254,-90.3446
Gonneea_et_al_2004,Laguna_de_Terminos,Gonneea_et_al_2004_3,18.6297,-91.7997
Grady_1981,St._Andrews_Bay_Florida_USA,Grady_1981_1,30.128,-85.621
Grady_1981,St._Andrews_Bay_Florida_USA,Grady_1981_10,30.14,-85.64
Grady_1981,St._Andrews_Bay_Florida_USA,Grady_1981_2,30.167,-85.726
Grady_1981,St._Andrews_Bay_Florida_USA,Grady_1981_3,30.137,-85.692
Grady_1981,St._Andrews_Bay_Florida_USA,Grady_1981_4,30.094,-85.664
Grady_1981,St._Andrews_Bay_Florida_USA,Grady_1981_5,30.14,-85.64
Grady_1981,St._Andrews_Bay_Florida_USA,Grady_1981_6,30.128,-85.621
Grady_1981,St._Andrews_Bay_Florida_USA,Grady_1981_7,30.167,-85.726
Grady_1981,St._Andrews_Bay_Florida_USA,Grady_1981_8,30.137,-85.692
Grady_1981,St._Andrews_Bay_Florida_USA,Grady_1981_9,30.094,-85.664
Grenz_et_al_2003,Noumea_New_Caledonia,Grenz_et_al_2003_1,-22,165
Grenz_et_al_2003,Noumea_New_Caledonia,Grenz_et_al_2003_2,-22,165
Hebert_et_al_2007,Yaquina_Bay_Oregon,Hebert_et_al_2007_1,44.61875,-124.03078333333333
Hebert_et_al_2007,Yaquina_Bay_Oregon,Hebert_et_al_2007_2,44.61875,-124.03078333333333
Hebert_et_al_2007,Yaquina_Bay_Oregon,Hebert_et_al_2007_3,44.61875,-124.03078333333333
Hebert_et_al_2007,Yaquina_Bay_Oregon,Hebert_et_al_2007_4,44.61875,-124.03078333333333
Hemminga_et_al_1994,Gazi_Bay,Hemminga_et_al_1994_1,-4.41667,39.5
Hemminga_et_al_1994,Gazi_Bay,Hemminga_et_al_1994_2,-4.41667,39.5
Hemminga_et_al_1994,Gazi_Bay,Hemminga_et_al_1994_3,-4.41667,39.5
Hemminga_et_al_1994,Gazi_Bay,Hemminga_et_al_1994_4,-4.41667,39.5
Hemminga_et_al_1994,Gazi_Bay,Hemminga_et_al_1994_5,-4.41667,39.5
Hemminga_et_al_1994,Gazi_Bay,Hemminga_et_al_1994_6,-4.41667,39.5
Hemminga_et_al_1994,Gazi_Bay,Hemminga_et_al_1994_7,-4.41667,39.5
Holmer_et_al_2003,Mallorca,Holmer_et_al_2003_1,39.9,2.56
Holmer_et_al_2003,Mallorca,Holmer_et_al_2003_10,39.9,2.56
Holmer_et_al_2003,Mallorca,Holmer_et_al_2003_11,39.9,2.56
Holmer_et_al_2003,Mallorca,Holmer_et_al_2003_12,39.9,2.56
Holmer_et_al_2003,Mallorca,Holmer_et_al_2003_2,39.9,2.56
Holmer_et_al_2003,Mallorca,Holmer_et_al_2003_3,39.9,2.56
Holmer_et_al_2003,Mallorca,Holmer_et_al_2003_4,39.9,2.56
Holmer_et_al_2003,Mallorca,Holmer_et_al_2003_5,39.9,2.56
Holmer_et_al_2003,Mallorca,Holmer_et_al_2003_6,39.9,2.56
Holmer_et_al_2003,Mallorca,Holmer_et_al_2003_7,39.9,2.56
Holmer_et_al_2003,Mallorca,Holmer_et_al_2003_8,39.9,2.56
Holmer_et_al_2003,Mallorca,Holmer_et_al_2003_9,39.9,2.56
Holmer_et_al_2007,Sicily,Holmer_et_al_2007_1,36.71183333,15.14066667
Holmer_et_al_2007,Cyprus,Holmer_et_al_2007_10,34.4015,33.0358
Holmer_et_al_2007,Woodman_Point,Holmer_et_al_2007_11,-32.13566667,115.7405
Holmer_et_al_2007,Woodman_Point,Holmer_et_al_2007_12,-32.13566667,115.7405
Holmer_et_al_2007,Woodman_Point,Holmer_et_al_2007_13,-32.13566667,115.7405
Holmer_et_al_2007,Rottnest,Holmer_et_al_2007_14,-32.00975,115.4928333
Holmer_et_al_2007,Rottnest,Holmer_et_al_2007_15,-32.00975,115.4928333
Holmer_et_al_2007,Rottnest,Holmer_et_al_2007_16,-32.00975,115.4928333
Holmer_et_al_2007,Sounion,Holmer_et_al_2007_2,37.65976667,23.95483333
Holmer_et_al_2007,Sounion,Holmer_et_al_2007_3,37.65976667,23.95483333
Holmer_et_al_2007,Campello,Holmer_et_al_2007_4,38.42083333,-0.347666667
Holmer_et_al_2007,Spain,Holmer_et_al_2007_5,38.4208,-0.3477
Holmer_et_al_2007,Spain,Holmer_et_al_2007_6,38.4208,-0.3477
Holmer_et_al_2007,Greece,Holmer_et_al_2007_7,37.3945,23.58
Holmer_et_al_2007,Greece,Holmer_et_al_2007_8,37.3945,23.58
Holmer_et_al_2007,Cyprus,Holmer_et_al_2007_9,34.4015,33.0358
Holmer_et_al_2009,Mallorca,Holmer_et_al_2009_1,39.2203,3.13738
Holmer_et_al_2009,Mallorca,Holmer_et_al_2009_2,39.2203,3.13738
Holmer_et_al_2009,Mallorca,Holmer_et_al_2009_3,39.22164,3.13887
Holmer_et_al_2009,Mallorca,Holmer_et_al_2009_4,39.22164,3.13887
Holmer_et_al_2009,Mallorca,Holmer_et_al_2009_5,39.3217,2.4257
Holmer_et_al_2009,Mallorca,Holmer_et_al_2009_6,39.3217,2.4257
Kairis_and_Rybczyk_2010,Padilla_Bay,Kairis_and_Rybczyk_2010_1,48.51479,-122.52914
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_10,16.384666666666668,119.91266666666667
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_11,16.367166666666666,119.859
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_12,16.415,119.955
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_13,16.412,119.907
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_20,16.429,119.92183333333334
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_21,16.432833333333335,119.95
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_22,16.43016666666667,119.91666666666667
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_23,16.431333333333335,119.9225
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_24,16.435,119.951
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_25,16.433666666666667,119.92266666666667
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_26,16.436833333333333,119.9225
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_27,16.439166666666665,119.92433333333334
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_28,16.439166666666665,119.92433333333334
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_29,16.439166666666665,119.92433333333334
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_30,16.439166666666665,119.92433333333334
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_31,16.439166666666665,119.92433333333334
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_32,16.439166666666665,119.92433333333334
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_33,16.439166666666665,119.92433333333334
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_34,16.439166666666665,119.92433333333334
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_35,16.439166666666665,119.92433333333334
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_36,16.439166666666665,119.92433333333334
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_37,16.439166666666665,119.92433333333334
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_38,16.439166666666665,119.92433333333334
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_39,16.440333333333335,119.92333333333333
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_4,16.344666666666665,119.92566666666667
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_40,16.441666666666666,119.92066666666666
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_41,16.446166666666667,119.92016666666666
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_42,16.448666666666668,119.92166666666667
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_43,16.4505,119.9225
Kamp-Nielsen_et_al_2002,Puerto_Galera,Kamp-Nielsen_et_al_2002_44,13.5225,120.9505
Kamp-Nielsen_et_al_2002,Puerto_Galera,Kamp-Nielsen_et_al_2002_45,13.506833333333333,120.96233333333333
Kamp-Nielsen_et_al_2002,Puerto_Galera,Kamp-Nielsen_et_al_2002_46,13.5421666667,120.94733333333333
Kamp-Nielsen_et_al_2002,Puerto_Galera,Kamp-Nielsen_et_al_2002_47,13.519166666666667,120.954
Kamp-Nielsen_et_al_2002,Puerto_Galera,Kamp-Nielsen_et_al_2002_48,13.5035,120.95116666666667
Kamp-Nielsen_et_al_2002,Puerto_Galera,Kamp-Nielsen_et_al_2002_49,13.507666666666667,120.9415
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_5,16.347166666666666,119.9665
Kamp-Nielsen_et_al_2002,Puerto_Galera,Kamp-Nielsen_et_al_2002_50,13.515,120.9705
Kamp-Nielsen_et_al_2002,Puerto_Galera,Kamp-Nielsen_et_al_2002_51,13.505,120.95183333333334
Kamp-Nielsen_et_al_2002,Puerto_Galera,Kamp-Nielsen_et_al_2002_52,13.5035,120.95466666666667
Kamp-Nielsen_et_al_2002,Puerto_Galera,Kamp-Nielsen_et_al_2002_53,13.503333333333334,120.95016666666666
Kamp-Nielsen_et_al_2002,El_Nido,Kamp-Nielsen_et_al_2002_54,11.110666666666667,119.422
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_6,16.34883333333333,119.96483333333333
Kamp-Nielsen_et_al_2002,El_Nido,Kamp-Nielsen_et_al_2002_61,11.146,119.42066666666666
Kamp-Nielsen_et_al_2002,El_Nido,Kamp-Nielsen_et_al_2002_62,11.140833333333333,119.40583333333333
Kamp-Nielsen_et_al_2002,El_Nido,Kamp-Nielsen_et_al_2002_63,11.146833333333333,119.39183333333334
Kamp-Nielsen_et_al_2002,El_Nido,Kamp-Nielsen_et_al_2002_64,11.042333333333334,119.3845
Kamp-Nielsen_et_al_2002,El_Nido,Kamp-Nielsen_et_al_2002_65,11.183833333333334,119.3905
Kamp-Nielsen_et_al_2002,Trang,Kamp-Nielsen_et_al_2002_66,7.305166666666667,99.40716666666667
Kamp-Nielsen_et_al_2002,Trang,Kamp-Nielsen_et_al_2002_67,7.2748333333333335,99.4125
Kamp-Nielsen_et_al_2002,Trang,Kamp-Nielsen_et_al_2002_68,7.2715,99.411
Kamp-Nielsen_et_al_2002,Trang,Kamp-Nielsen_et_al_2002_69,7.2445,99.42233333333333
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_7,16.367,119.9585
Kamp-Nielsen_et_al_2002,Trang,Kamp-Nielsen_et_al_2002_70,7.256833333333334,99.45016666666666
Kamp-Nielsen_et_al_2002,Trang,Kamp-Nielsen_et_al_2002_71,7.272166666666666,99.4635
Kamp-Nielsen_et_al_2002,Trang,Kamp-Nielsen_et_al_2002_72,7.2625,99.45733333333334
Kamp-Nielsen_et_al_2002,Trang,Kamp-Nielsen_et_al_2002_73,7.238333333333333,99.44033333333333
Kamp-Nielsen_et_al_2002,Trang,Kamp-Nielsen_et_al_2002_74,7.2556666666666665,99.46216666666666
Kamp-Nielsen_et_al_2002,Trang,Kamp-Nielsen_et_al_2002_75,7.245666666666667,99.4535
Kamp-Nielsen_et_al_2002,Trang,Kamp-Nielsen_et_al_2002_76,7.272333333333333,99.47633333333333
Kamp-Nielsen_et_al_2002,Trang,Kamp-Nielsen_et_al_2002_77,7.221666666666667,99.39666666666666
Kamp-Nielsen_et_al_2002,Trang,Kamp-Nielsen_et_al_2002_78,7.2475,99.51933333333334
Kamp-Nielsen_et_al_2002,Trang,Kamp-Nielsen_et_al_2002_79,7.194333333333334,99.55766666666666
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_8,16.368666666666666,119.95983333333334
Kamp-Nielsen_et_al_2002,Phuket,Kamp-Nielsen_et_al_2002_80,8.038,98.42333333333333
Kamp-Nielsen_et_al_2002,Phuket,Kamp-Nielsen_et_al_2002_81,8.043,98.4315
Kamp-Nielsen_et_al_2002,Phuket,Kamp-Nielsen_et_al_2002_82,8.026333333333334,98.41766666666666
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_9,16.378833333333333,119.91183333333333
Koch_and_Madden_2001,Eastern_Grand_Bahama,Koch_and_Madden_2001_1,26.621,-77.828
Koch_and_Madden_2001,Eastern_Grand_Bahama,Koch_and_Madden_2001_2,26.621,-77.828
Krause-Jensen_et_al_2011,Limfjorden,Krause-Jensen_et_al_2011_1,56.88,9.07
Krause-Jensen_et_al_2011,Limfjorden,Krause-Jensen_et_al_2011_10,56.88,9.07
Krause-Jensen_et_al_2011,Limfjorden,Krause-Jensen_et_al_2011_11,56.88,9.07
Krause-Jensen_et_al_2011,Limfjorden,Krause-Jensen_et_al_2011_12,56.88,9.07
Krause-Jensen_et_al_2011,Limfjorden,Krause-Jensen_et_al_2011_13,56.88,9.07
Krause-Jensen_et_al_2011,Limfjorden,Krause-Jensen_et_al_2011_14,56.88,9.07
Krause-Jensen_et_al_2011,Limfjorden,Krause-Jensen_et_al_2011_15,56.88,9.07
Krause-Jensen_et_al_2011,Aarhus_Bay,Krause-Jensen_et_al_2011_16,56.13,10.34
Krause-Jensen_et_al_2011,Aarhus_Bay,Krause-Jensen_et_al_2011_17,56.13,10.34
Krause-Jensen_et_al_2011,Aarhus_Bay,Krause-Jensen_et_al_2011_18,56.13,10.34
Krause-Jensen_et_al_2011,Aarhus_Bay,Krause-Jensen_et_al_2011_19,56.13,10.34
Krause-Jensen_et_al_2011,Limfjorden,Krause-Jensen_et_al_2011_2,56.88,9.07
Krause-Jensen_et_al_2011,Aarhus_Bay,Krause-Jensen_et_al_2011_20,56.13,10.34
Krause-Jensen_et_al_2011,Aarhus_Bay,Krause-Jensen_et_al_2011_21,56.13,10.34
Krause-Jensen_et_al_2011,Aarhus_Bay,Krause-Jensen_et_al_2011_22,56.13,10.34
Krause-Jensen_et_al_2011,Horsens_Fjord,Krause-Jensen_et_al_2011_23,55.82,10.14
Krause-Jensen_et_al_2011,Horsens_Fjord,Krause-Jensen_et_al_2011_24,55.82,10.14
Krause-Jensen_et_al_2011,Horsens_Fjord,Krause-Jensen_et_al_2011_25,55.82,10.14
Krause-Jensen_et_al_2011,Vejle_Fjord,Krause-Jensen_et_al_2011_26,55.64,9.87
Krause-Jensen_et_al_2011,Vejle_Fjord,Krause-Jensen_et_al_2011_27,55.64,9.87
Krause-Jensen_et_al_2011,Vejle_Fjord,Krause-Jensen_et_al_2011_28,55.64,9.87
Krause-Jensen_et_al_2011,Vejle_Fjord,Krause-Jensen_et_al_2011_29,55.64,9.87
Krause-Jensen_et_al_2011,Limfjorden,Krause-Jensen_et_al_2011_3,56.88,9.07
Krause-Jensen_et_al_2011,Vejle_Fjord,Krause-Jensen_et_al_2011_30,55.64,9.87
Krause-Jensen_et_al_2011,Odense_Fjord,Krause-Jensen_et_al_2011_31,55.58,10.53
Krause-Jensen_et_al_2011,Odense_Fjord,Krause-Jensen_et_al_2011_32,55.58,10.53
Krause-Jensen_et_al_2011,Odense_Fjord,Krause-Jensen_et_al_2011_33,55.58,10.53
Krause-Jensen_et_al_2011,Odense_Fjord,Krause-Jensen_et_al_2011_34,55.58,10.53
Krause-Jensen_et_al_2011,Little_Belt_area,Krause-Jensen_et_al_2011_35,55.02,10
Krause-Jensen_et_al_2011,Little_Belt_area,Krause-Jensen_et_al_2011_36,55.02,10
Krause-Jensen_et_al_2011,Little_Belt_area,Krause-Jensen_et_al_2011_37,55.02,10
Krause-Jensen_et_al_2011,Little_Belt_area,Krause-Jensen_et_al_2011_38,55.02,10
Krause-Jensen_et_al_2011,Little_Belt_area,Krause-Jensen_et_al_2011_39,55.02,10
Krause-Jensen_et_al_2011,Limfjorden,Krause-Jensen_et_al_2011_4,56.88,9.07
Krause-Jensen_et_al_2011,Little_Belt_area,Krause-Jensen_et_al_2011_40,55.02,10
Krause-Jensen_et_al_2011,Little_Belt_area,Krause-Jensen_et_al_2011_41,55.02,10
Krause-Jensen_et_al_2011,Little_Belt_area,Krause-Jensen_et_al_2011_42,55.02,10
Krause-Jensen_et_al_2011,Limfjorden,Krause-Jensen_et_al_2011_5,56.88,9.07
Krause-Jensen_et_al_2011,Limfjorden,Krause-Jensen_et_al_2011_6,56.88,9.07
Krause-Jensen_et_al_2011,Limfjorden,Krause-Jensen_et_al_2011_7,56.88,9.07
Krause-Jensen_et_al_2011,Limfjorden,Krause-Jensen_et_al_2011_8,56.88,9.07
Krause-Jensen_et_al_2011,Limfjorden,Krause-Jensen_et_al_2011_9,56.88,9.07
Kristensen_et_al_2000,Phuket,Kristensen_et_al_2000_1,8.05,98.4167
Kristensen_et_al_2000,Phuket,Kristensen_et_al_2000_2,8.05,98.4167
Larned_2003,Yaquina_Bay_Oregon,Larned_2003_1,44.6,-124
Larned_2003,Yaquina_Bay_Oregon,Larned_2003_2,44.6,-124
Larned_2003,Yaquina_Bay_Oregon,Larned_2003_3,44.6,-124
Larned_2003,Yaquina_Bay_Oregon,Larned_2003_4,44.6,-124
Larned_2003,Yaquina_Bay_Oregon,Larned_2003_5,44.6,-124
Larned_2003,Yaquina_Bay_Oregon,Larned_2003_6,44.6,-124
Leduc_and_Probert_2011,Papanui_Inlet,Leduc_and_Probert_2011_1,-45.84746806,170.711856
Leduc_and_Probert_2011,Papanui_Inlet,Leduc_and_Probert_2011_2,-45.84746806,170.711856
Leduc_and_Probert_2011,Papanui_Inlet,Leduc_and_Probert_2011_3,-45.84743889,170.7118292
Leduc_and_Probert_2011,Papanui_Inlet,Leduc_and_Probert_2011_4,-45.84744491,170.7118319
Leduc_and_Probert_2011,Papanui_Inlet,Leduc_and_Probert_2011_5,-45.84744491,170.7118319
Lee_et_al_2005,Seungbong_Island,Lee_et_al_2005_1,37.15,126.2833
Lee_et_al_2005,Seungbong_Island,Lee_et_al_2005_2,37.15,126.2833
Lee_et_al_2005,Seungbong_Island,Lee_et_al_2005_3,37.15,126.2833
Lewis_et_al_2007,Santa_Rosa_Sound,Lewis_et_al_2007_1,30.376,-87.012
Lewis_et_al_2007,St_Joseph_Bay,Lewis_et_al_2007_10,29.868,-85.366
Lewis_et_al_2007,St_Joseph_Bay,Lewis_et_al_2007_11,29.868,-85.366
Lewis_et_al_2007,Ohio_Key,Lewis_et_al_2007_12,24.674,-81.242
Lewis_et_al_2007,Little_Duck_Key,Lewis_et_al_2007_13,24.679,-81.236
Lewis_et_al_2007,Santa_Rosa_Sound,Lewis_et_al_2007_14,30.376,-87.012
Lewis_et_al_2007,Santa_Rosa_Sound,Lewis_et_al_2007_15,30.376,-87.012
Lewis_et_al_2007,Santa_Rosa_Sound,Lewis_et_al_2007_16,30.376,-87.012
Lewis_et_al_2007,Santa_Rosa_Sound,Lewis_et_al_2007_17,30.376,-87.012
Lewis_et_al_2007,Santa_Rosa_Sound,Lewis_et_al_2007_18,30.376,-87.012
Lewis_et_al_2007,Santa_Rosa_Sound,Lewis_et_al_2007_19,30.376,-87.012
Lewis_et_al_2007,Santa_Rosa_Sound,Lewis_et_al_2007_2,30.376,-87.012
Lewis_et_al_2007,Little_Sabine_Bay,Lewis_et_al_2007_20,30.335,-87.239
Lewis_et_al_2007,Choctwhatchee_Bay,Lewis_et_al_2007_21,30.416,-86.573
Lewis_et_al_2007,Bonito_Bay,Lewis_et_al_2007_22,30.081,-85.494
Lewis_et_al_2007,St_Joseph_Bay,Lewis_et_al_2007_23,29.868,-85.366
Lewis_et_al_2007,St_Joseph_Bay,Lewis_et_al_2007_24,29.868,-85.366
Lewis_et_al_2007,Ohio_Key,Lewis_et_al_2007_25,24.674,-81.242
Lewis_et_al_2007,Little_Duck_Key,Lewis_et_al_2007_26,24.679,-81.236
Lewis_et_al_2007,Santa_Rosa_Sound,Lewis_et_al_2007_3,30.376,-87.012
Lewis_et_al_2007,Santa_Rosa_Sound,Lewis_et_al_2007_4,30.376,-87.012
Lewis_et_al_2007,Santa_Rosa_Sound,Lewis_et_al_2007_5,30.376,-87.012
Lewis_et_al_2007,Santa_Rosa_Sound,Lewis_et_al_2007_6,30.376,-87.012
Lewis_et_al_2007,Little_Sabine_Bay,Lewis_et_al_2007_7,30.335,-87.239
Lewis_et_al_2007,Choctwhatchee_Bay,Lewis_et_al_2007_8,30.416,-86.573
Lewis_et_al_2007,Bonito_Bay,Lewis_et_al_2007_9,30.081,-85.494
Lillebo_et_al_2006,Mondego_Estuary._Portugal,Lillebo_et_al_2006_1,40.1333,8.8333
Lillebo_et_al_2006,Mondego_Estuary._Portugal,Lillebo_et_al_2006_2,40.1333,8.8333
Lillebo_et_al_2006,Mondego_Estuary._Portugal,Lillebo_et_al_2006_3,40.1333,8.8333
Maher_and_Eyre_2010,Hastings_River,Maher_and_Eyre_2010_1,-31.25,152.5
Maher_and_Eyre_2010,Camden_Haven,Maher_and_Eyre_2010_10,-31.39,152.47
Maher_and_Eyre_2010,Camden_Haven,Maher_and_Eyre_2010_11,-31.39,152.47
Maher_and_Eyre_2010,Camden_Haven,Maher_and_Eyre_2010_12,-31.39,152.47
Maher_and_Eyre_2010,Camden_Haven,Maher_and_Eyre_2010_13,-31.39,152.47
Maher_and_Eyre_2010,Camden_Haven,Maher_and_Eyre_2010_14,-31.39,152.47
Maher_and_Eyre_2010,Camden_Haven,Maher_and_Eyre_2010_15,-31.39,152.47
Maher_and_Eyre_2010,Camden_Haven,Maher_and_Eyre_2010_16,-31.39,152.47
Maher_and_Eyre_2010,Camden_Haven,Maher_and_Eyre_2010_17,-31.39,152.47
Maher_and_Eyre_2010,Wallis_Lake,Maher_and_Eyre_2010_18,-32.15,152.28
Maher_and_Eyre_2010,Wallis_Lake,Maher_and_Eyre_2010_19,-32.15,152.28
Maher_and_Eyre_2010,Hastings_River,Maher_and_Eyre_2010_2,-31.25,152.5
Maher_and_Eyre_2010,Wallis_Lake,Maher_and_Eyre_2010_20,-32.15,152.28
Maher_and_Eyre_2010,Wallis_Lake,Maher_and_Eyre_2010_21,-32.15,152.28
Maher_and_Eyre_2010,Wallis_Lake,Maher_and_Eyre_2010_22,-32.15,152.28
Maher_and_Eyre_2010,Wallis_Lake,Maher_and_Eyre_2010_23,-32.15,152.28
Maher_and_Eyre_2010,Wallis_Lake,Maher_and_Eyre_2010_24,-32.15,152.28
Maher_and_Eyre_2010,Hastings_River,Maher_and_Eyre_2010_3,-31.25,152.5
Maher_and_Eyre_2010,Hastings_River,Maher_and_Eyre_2010_4,-31.25,152.5
Maher_and_Eyre_2010,Hastings_River,Maher_and_Eyre_2010_5,-31.25,152.5
Maher_and_Eyre_2010,Hastings_River,Maher_and_Eyre_2010_6,-31.25,152.5
Maher_and_Eyre_2010,Camden_Haven,Maher_and_Eyre_2010_7,-31.39,152.47
Maher_and_Eyre_2010,Camden_Haven,Maher_and_Eyre_2010_8,-31.39,152.47
Maher_and_Eyre_2010,Camden_Haven,Maher_and_Eyre_2010_9,-31.39,152.47
Marba_unpublished,Bolinao,Marba_unpublished_1,16.44,119.92
